Merge ID	400Mobile_Elements	Mobile_Elements_BL21	# Studies	400Mobile_Elements Duplicates	Mobile_Elements_BL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location(this study)	Common Core 	Pseudogene/Mobile Element Notes
Null						Null	C6EFG3_ECOBD		 	A	Transposase
Null						Null	C6EIC8_ECOBD		 	A	Transposase
Null						Null	C6EE80_ECOBD		 	A	Rhs Element
Null						Null	C6EBE0_ECOBD		 	A	Prophage transposase
Null						Null	C6EBS3_ECOBD		 	A	Prophage transposase
Null						Null	C6ECG7_ECOBD		 	A	Prophage transposase
Null						Null	C6ECH4_ECOBD		 	B	Prophage transposase
Null						Null	C6EDD1_ECOBD		 	A	Prophage transposase
Null						Null	C6EDS7_ECOBD		 	A	Prophage transposase
Null						Null	C6EDT3_ECOBD		 	A	Prophage transposase
Null						Null	C6EDV8_ECOBD		 	A	Prophage transposase
Null						Null	C6EDV9_ECOBD		 	A	Prophage transposase
Null						Null	C6EFM3_ECOBD		 	I	Prophage transposase
Null						Null	C6EFM4_ECOBD		 	G	Prophage transposase
Null						Null	C6EFN6_ECOBD		 	A	Prophage transposase
Null						Null	C6EFS7_ECOBD		 	B	Prophage transposase
Null						Null	C6EIR3_ECOBD		 	A	Prophage transposase
Null						Null	C6EIR4_ECOBD		 	G	Prophage transposase
Null						Null	C6EIR5_ECOBD		 	A	Prophage transposase
Null						Null	C6EIR6_ECOBD		 	A	Prophage transposase
Null						Null	C6EIR7_ECOBD		 	A	Prophage transposase
Null						Null	C6EIR8_ECOBD		 	A	Prophage transposase
Null						Null	C6EIS0_ECOBD		 	A	Prophage transposase
Null						Null	C6EIS1_ECOBD		 	A	Prophage transposase
Null						Null	C6EIS2_ECOBD		 	G	Prophage transposase
Null						Null	C6EIS3_ECOBD		 	A	Prophage transposase
Null						Null	C6EIS4_ECOBD		 	A	Prophage transposase
Null						Null	C6EIS5_ECOBD		 	A	Prophage transposase
Null						Null	C6EIT1_ECOBD		 	A	Prophage transposase
Null						Null	C6EIT3_ECOBD		 	A	Prophage transposase
Null						Null	C6EIT5_ECOBD		 	A	Prophage transposase
Null						Null	C6EJ13_ECOBD		 	B	Prophage transposase
Null						Null	C6EJ15_ECOBD		 	A	Prophage transposase
Null						Null	C6EJ16_ECOBD		 	A	Prophage transposase
Null						Null	C6EJ17_ECOBD		 	A	Prophage transposase
Null						Null	C6EJ18_ECOBD		 	A	Prophage transposase
Null						Null	C6EJ19_ECOBD		 	A	Prophage transposase
Null						Null	C6EJ21_ECOBD		 	A	Prophage transposase
Null						Null	C6EJ23_ECOBD		 	A	Prophage transposase
Null						Null	C6EJ25_ECOBD		 	A	Prophage transposase
Null						Null	C6EJE9_ECOBD		 	A	Prophage transposase
Null						Null	C6EJF1_ECOBD		 	A	Prophage transposase
Null						Null	C6EJF4_ECOBD		 	A	Prophage transposase
Null						Null	C6EJF9_ECOBD		 	I	Prophage transposase
Null						Null	C6EJG0_ECOBD		 	A	Prophage transposase
Null						Null	C6EJG1_ECOBD		 	A	Prophage transposase
Null						Null	C6EJG5_ECOBD		 	A	Prophage transposase
Null						Null	C6EJG6_ECOBD		 	A	Prophage transposase
Null						Null	C6EJG7_ECOBD		 	A	Prophage transposase
Null						Null	C6EJH0_ECOBD		 	A	Prophage transposase
Null						Null	C6EJH3_ECOBD		 	A	Prophage transposase
Null						Null	C6EJH4_ECOBD		 	A	Prophage transposase
Null						Null	C6EJH6_ECOBD		 	A	Prophage transposase
Null						Null	C6EJI4_ECOBD		 	A	Prophage transposase
Null						Null	C6EJI5_ECOBD		 	A	Prophage transposase
Null						Null	C6EJX2_ECOBD		 	A	Prophage transposase
Null						Null	C6EKD5_ECOBD		 	I	Prophage transposase
Null						Null	C6EKD6_ECOBD		 	G	Prophage transposase
Null						Null	C6EKD7_ECOBD		 	B	Prophage transposase
Null						Null	C6EKE0_ECOBD		 	A	Prophage transposase
Null						Null	C6E9Y3_ECOBD		 	A	Insertion Element
