Merge ID	Entry name (Uniprot)	Accession (UNIPROT)	Locus_Tag	Subcellular Location(this study)	Name of deletion Island (Posfai 2006)	Mobile Element	Mobile from paper	Pseudogene/Mobile Element Notes	Common Core	Deletion	700_Mobile_Elements_S1(2)F(2)F	K12_Mobile	# Studies	700_Mobile_Elements_S1(2)F(2)F Duplicates	K12_Mobile Duplicates	EG	GN	SP	JW
gatY	GATY_ECOLI	P0C8J6	b2096	A	MD37	0	2			del-MD37	1	1	2	1	1	EG12419	gatY	P37192	JW5343
intS	INTS_ECOLI	P37326	b2349	A	MD7	2	2	"Rhs Element;Prophage Integrase;Prophage Integrase (EcoGene)"		del-MD7	1	1	2	1	1	EG12413	intS	P37326	JW2345
yfdK	YFDK_ECOLI	P77656	b2354	A	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1	1	2	1	1	EG14135	yfdK	P77656	JW2350
yfdN	YFDN_ECOLI	P76510	b2357	A	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1	1	2	1	1	EG12949	yfdN	P76510	JW5385
yfdP	YFDP_ECOLI	P76512	b2359	A	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1	1	2	1	1	EG14138	yfdP	P76512	JW2356
yfdQ	YFDQ_ECOLI	P76513	b2360	A	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1	1	2	1	1	EG14139	yfdQ	P76513	JW2357
yfdR	YFDR_ECOLI	P76514	b2361	A	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1	1	2	1	1	EG14140	yfdR	P76514	JW2358
yfdS	YFDS_ECOLI	P76515	b2362	A	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1	1	2	1	1	EG14141	yfdS	P76515	JW2359
yfdT	YFDT_ECOLI	P76516	b2363	A	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1	1	2	1	1	EG14142	yfdT	P76516	JW5887
yfeO	YFEO_ECOLI	P67729	b2389	B		0	0			del-MD15	1	1	2	1	1	EG14156	yfeO	P67729	JW2386
ypeC	YPEC_ECOLI	P64542	b2390	G	MD15	0	2			del-MD15	1	1	2	1	1	EG14385	ypeC	P64542	JW2387
mntH	MNTH_ECOLI	P0A769	b2392	B	MD15	0	2		Common Core	del-MD15	1	1	2	1	1	EG14157	mntH	P0A769	JW2388
nupC	NUPC_ECOLI	P0AFF2	b2393	B	MD15	0	2		Common Core	del-MD15	1	1	2	1	1	EG11971	nupC	P0AFF2	JW2389
yfeA	YFEA_ECOLI	P23842	b2395	B	MD15	0	2			del-MD15	1	1	2	1	1	EG11145	yfeA	P23842	JW5391
intZ	INTZ_ECOLI	P76542	b2442	A	MD3	2	2	"Rhs Element;Prophage Integrase;Prophage Integrase (EcoGene)"		del-MD3	1	1	2	1	1	EG14172	intZ	P76542	Null
yffL	YFFL_ECOLI	P76543	b2443	A	MD3	2	2	Prophage Integrase (EcoGene)		del-MD3	1	1	2	1	1	EG14173	yffL	P76543	Null
yffM	YFFM_ECOLI	P76544	b2444	A	MD3	2	2	Prophage Integrase (EcoGene)		del-MD3	1	1	2	1	1	EG14174	yffM	P76544	Null
yffN	YFFN_ECOLI	P76545	b2445	A	MD3	2	2	Prophage Integrase (EcoGene)		del-MD3	1	1	2	1	1	EG14175	yffN	P76545	Null
yffO	YFFO_ECOLI	P76546	b2446	A	MD3	2	2	Prophage Integrase (EcoGene)		del-MD3	1	1	2	1	1	EG14176	yffO	P76546	Null
yffP	YFFP_ECOLI	P76547	b2447	A	MD3	2	2	Prophage Integrase (EcoGene)		del-MD3	1	1	2	1	1	EG14177	yffP	P76547	Null
yffQ	YFFQ_ECOLI	P76548	b2448	G	MD3	2	2	Prophage Integrase (EcoGene)		del-MD3	1	1	2	1	1	EG14178	yffQ	P76548	Null
yffR	YFFR_ECOLI	P76549	b2449	A	MD3	2	2	Prophage Integrase (EcoGene)		del-MD3	1	1	2	1	1	EG14179	yffR	P76549	Null
yffS	YFFS_ECOLI	P76550	b2450	A	MD3	2	2	Prophage Integrase (EcoGene)		del-MD3	1	1	2	1	1	EG14180	yffS	P76550	Null
intA	INTA_ECOLI	P32053	b2622	B	MD4	2	2	"Rhs Element;Prophage Integrase;Prophage Integrase (EcoGene)"		del-MD4	1	1	2	1	1	EG11783	intA	P32053	JW2602
yfjH	YFJH_ECOLI	P52123	b2623	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13194	yfjH	P52123	JW2603
alpA	ALPA_ECOLI	P33997	b2624	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG12112	alpA	P33997	JW2604
yfjI	YFJI_ECOLI	P52124	b2625	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13195	yfjI	P52124	JW2605
yfjJ	YFJJ_ECOLI	P52125	b2626	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13196	yfjJ	P52125	JW2607
yfjK	YFJK_ECOLI	P52126	b2627	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13197	yfjK	P52126	JW2608
yfjL	YFJL_ECOLI	P52127	b2628	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13198	yfjL	P52127	JW2609
yfjM	YFJM_ECOLI	P52128	b2629	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13199	yfjM	P52128	JW2610
yfjP	YFJP_ECOLI	P52131	b2632	F1	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13202	yfjP	P52131	JW5419
yfjQ	YFJQ_ECOLI	P52132	b2633	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13203	yfjQ	P52132	JW2614
yfjR	YFJR_ECOLI	P52133	b2634	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13204	yfjR	P52133	JW2615
ypjK	YPJK_ECOLI	P52134	b2635	B	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG14379	ypjK	P52134	JW5888
yfjS	YFJS_ECOLI	O52982	b2636	E	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13205	yfjS	O52982	JW5921
yfjT	YFJT_ECOLI	P52135	b2637	G	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13206	yfjT	P52135	JW2618
yfjW	YFJW_ECOLI	P52138	b2642	B	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13209	yfjW	P52138	JW2623
yfjX	YFJX_ECOLI	P52139	b2643	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13210	yfjX	P52139	JW2624
yfjY	YFJY_ECOLI	P52140	b2644	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13211	yfjY	P52140	JW2625
ypjJ	YPJJ_ECOLI	P58033	b4548	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG14330	ypjJ	P58033	JW5421
yfjZ	YFJZ_ECOLI	P52141	b2645	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG13212	yfjZ	P52141	JW2626
ypjF	YPJF_ECOLI	Q46953	b2646	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1	1	2	1	1	EG14284	ypjF	Q46953	JW2627
ypjA	YPJA_ECOLI	P52143	b2647	H	MD4	0	2			del-MD4	1	1	2	1	1	EG13213	ypjA	P52143	JW5422
endA	END1_ECOLI	P25736	b2945	G	MD42	0	2			del-MD42	1	1	2	1	1	EG11336	endA	P25736	JW2912
yghD	YGHD_ECOLI	Q46832	b2968	B		0	0			del-MD10	1	1	2	1	1	EG12988	yghD	Q46832	JW2935
yghG	YGHG_ECOLI	Q46835	b2971	I	MD10	0	2			del-MD10	1	1	2	1	1	EG12991	yghG	Q46835	JW2938
pppA	PPPA_ECOLI	Q46836	b2972	B	MD10	0	2			del-MD10	1	1	2	1	1	EG12992	pppA	Q46836	JW2939
yghJ	ACFD_ECOLI	Q46837	b4466	E	MD10	0	2			del-MD10	1	1	2	1	1	EG12994	yghJ	Q46837	JW5925
glcA	GLCA_ECOLI	Q46839	b2975	B	MD10	0	2			del-MD10	1	1	2	1	1	EG12995	glcA	Q46839	JW2942
glcB	MASZ_ECOLI	P37330	b2976	A	MD10	0	2			del-MD10	1	1	2	1	1	EG20080	glcB	P37330	JW2943
glcG	GLCG_ECOLI	P0AEQ1	b2977	A	MD10	0	2			del-MD10	1	1	2	1	1	EG12952	glcG	P0AEQ1	JW2944
glcF	GLCF_ECOLI	P52074	b4467	A	MD10	0	2			del-MD10	1	1	2	1	1	EG13291	glcF	P52074	JW5486
glcE	GLCE_ECOLI	P52073	b4468	A	MD10	0	2			del-MD10	1	1	2	1	1	EG12996	glcE	P52073	JW5487
glcD	GLCD_ECOLI	P0AEP9	b2979	A	MD10	0	2			del-MD10	1	1	2	1	1	EG12997	glcD	P0AEP9	JW2946
glcC	GLCC_ECOLI	P0ACL5	b2980	A	MD10	0	2			del-MD10	1	1	2	1	1	EG12998	glcC	P0ACL5	JW2947
yghQ	YGHQ_ECOLI	Q46841	b2983	B	MD10	0	2			del-MD10	1	1	2	1	1	EG13001	yghQ	Q46841	JW5490
yghR	YGHR_ECOLI	P64572	b2984	B	MD10	0	2			del-MD10	1	1	2	1	1	EG13002	yghR	P64572	JW2952
yghS	YGHS_ECOLI	Q46843	b2985	B	MD10	0	2			del-MD10	1	1	2	1	1	EG13003	yghS	Q46843	JW5491
yghT	YGHT_ECOLI	Q46844	b2986	B	MD10	0	2			del-MD10	1	1	2	1	1	EG13004	yghT	Q46844	JW2954
pitB	PITB_ECOLI	P43676	b2987	B	MD10	0	2			del-MD10	1	1	2	1	1	EG12883	pitB	P43676	JW2955
yqiC	YQIC_ECOLI	Q46868	b3042	A	MD19	0	2			del-MD19	1	1	2	1	1	EG13031	yqiC	Q46868	JW5505
ygiL	YGIL_ECOLI	P39834	b3043	G	MD19	0	2			del-MD19	1	1	2	1	1	EG12363	ygiL	P39834	JW3011
yqiH	YQIH_ECOLI	P77616	b3047	H	MD19	0	2			del-MD19	1	1	2	1	1	EG14229	yqiH	P77616	JW5508
yqiI	YQII_ECOLI	P76656	b3048	G	MD19	0	2			del-MD19	1	1	2	1	1	EG14230	yqiI	P76656	JW5509
yhcA	YHCA_ECOLI	P28722	b3215	G		0	0			del-MD24	1	1	2	1	1	EG11515	yhcA	P28722	JW3182
yhcD	YHCD_ECOLI	P45420	b3216	H	MD24	0	2			del-MD24	1	1	2	1	1	EG12810	yhcD	P45420	JW3183
yhcF	YHCF_ECOLI	P45422	b3219	G	MD24	0	2			del-MD24	1	1	2	1	1	EG12812	yhcF	P45422	JW3188
gspA	GSPA_ECOLI	P45756	b3323	B	MD6	0	2			del-MD6	1	1	2	1	1	EG12888	gspA	P45756	JW3285
gspC	GSPC_ECOLI	P45757	b3324	B	MD6	0	2			del-MD6	1	1	2	1	1	EG12889	gspC	P45757	JW3286
gspD	GSPD_ECOLI	P45758	b3325	G	MD6	0	2			del-MD6	1	1	2	1	1	EG12890	gspD	P45758	JW5707
gspE	GSPE_ECOLI	P45759	b3326	F1	MD6	0	2			del-MD6	1	1	2	1	1	EG12891	gspE	P45759	JW3288
gspF	GSPF_ECOLI	P41441	b3327	B	MD6	0	2			del-MD6	1	1	2	1	1	EG12885	gspF	P41441	JW3289
gspG	GSPG_ECOLI	P41442	b3328	B	MD6	0	2			del-MD6	1	1	2	1	1	EG12886	gspG	P41442	JW3290
gspH	GSPH_ECOLI	P41443	b3329	G	MD6	0	2			del-MD6	1	1	2	1	1	EG12887	gspH	P41443	JW3291
gspI	GSPI_ECOLI	P45760	b3330	G	MD6	0	2			del-MD6	1	1	2	1	1	EG12892	gspI	P45760	JW5706
gspJ	GSPJ_ECOLI	P45761	b3331	G	MD6	0	2			del-MD6	1	1	2	1	1	EG12893	gspJ	P45761	JW3293
gspK	GSPK_ECOLI	P45762	b3332	G	MD6	0	2			del-MD6	1	1	2	1	1	EG12894	gspK	P45762	JW3294
gspL	GSPL_ECOLI	P45763	b3333	B	MD6	0	2			del-MD6	1	1	2	1	1	EG12895	gspL	P45763	JW5705
gspM	GSPM_ECOLI	P36678	b3334	B	MD6	0	2			del-MD6	1	1	2	1	1	EG12173	gspM	P36678	JW5704
gspO	LEP4_ECOLI	P25960	b3335	B	MD6	0	2			del-MD6	1	1	2	1	1	EG11359	gspO	P25960	JW3297
bfr	BFR_ECOLI	P0ABD3	b3336	A	MD6	0	2			del-MD6	1	1	2	1	1	EG10113	bfr	P0ABD3	JW3298
bfd	BFD_ECOLI	P0AE56	b3337	A	MD6	0	2			del-MD6	1	1	2	1	1	EG11181	bfd	P0AE56	JW3299
chiA	CHIA_ECOLI	P13656	b3338	G	MD6	0	2			del-MD6	1	1	2	1	1	EG11237	chiA	P13656	JW3300
yhhY	YHHY_ECOLI	P46854	b3441	A	MD38	0	2			del-MD38	1	1	2	1	1	EG12945	yhhY	P46854	JW3405
yhhZ	YHHZ_ECOLI	P46855	b3442	A	MD38	0	2			del-MD38	1	1	2	1	1	EG12946	yhhZ	P46855	JW3406
yrhB	YRHB_ECOLI	P46857	b3446	A		0	0			del-MD38	1	1	2	1	1	EG12948	yrhB	P46857	JW3411
rhsB	RHSB_ECOLI	P16917	b3482	A	MD33	2	2	Rhs Element		del-MD33	1	1	2	1	1	EG10847	rhsB	P16917	JW5679
yhhH	YHHH_ECOLI	P28911	b3483	B	MD33	0	2			del-MD33	1	1	2	1	1	EG11520	yhhH	P28911	JW3449
yhhI	YHHI_ECOLI	P28912	b3484	B	MD33	2	2	"Transposase;Rhs Element"		del-MD33	1	1	2	1	1	EG11525	yhhI	P28912	JW3451
insJ	INSJ_ECOLI	P19768	b3557	A	MD39	2	2	Insertion Element 		del-MD39	1	1	2	1	1	EG40010	insJ	P19768	Null
insK	INSK_ECOLI	P19769	b3558	A	MD39	2	2	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD39	1	1	2	1	1	EG40011	insK	P19769	Null
rhsA	RHSA_ECOLI	P16916	b3593	A	MD34	2	2	Rhs Element		del-MD34	1	1	2	1	1	EG10846	rhsA	P16916	JW3566
yibA	YIBA_ECOLI	P0ADK6	b3594	A	MD34	0	2			del-MD34	1	1	2	1	1	EG11187	yibA	P0ADK6	JW3568
yibG	YIBG_ECOLI	P32106	b3596	G	MD34	0	2			del-MD34	1	1	2	1	1	EG11763	yibG	P32106	JW3570
yjgZ	YJGZ_ECOLI	P39351	b4277	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12603	yjgZ	P39351	JW4236
insG	INSG_ECOLI	P03835	b4278	B	MD9	2	2	"Insertion Sequence;Transposase"		del-MD9	1	1	2	1	1	EG40007	insG	P03835	Null
yjhB	YJHB_ECOLI	P39352	b4279	B	MD9	0	2			del-MD9	1	1	2	1	1	EG12544	yjhB	P39352	JW5768
yjhC	YJHC_ECOLI	P39353	b4280	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12545	yjhC	P39353	JW5769
fecE	FECE_ECOLI	P15031	b4287	F1	MD9	0	2			del-MD9	1	1	2	1	1	EG10290	fecE	P15031	JW4247
fecD	FECD_ECOLI	P15029	b4288	B	MD9	0	2			del-MD9	1	1	2	1	1	EG10289	fecD	P15029	JW4248
fecC	FECC_ECOLI	P15030	b4289	B	MD9	0	2			del-MD9	1	1	2	1	1	EG10288	fecC	P15030	JW4249
fecB	FECB_ECOLI	P15028	b4290	G	MD9	0	2			del-MD9	1	1	2	1	1	EG10287	fecB	P15028	JW4250
fecA	FECA_ECOLI	P13036	b4291	H	MD9	0	2			del-MD9	1	1	2	1	1	EG10286	fecA	P13036	JW4251
fecR	FECR_ECOLI	P23485	b4292	B	MD9	0	2			del-MD9	1	1	2	1	1	EG10292	fecR	P23485	JW4252
fecI	FECI_ECOLI	P23484	b4293	A	MD9	0	2			del-MD9	1	1	2	1	1	EG10291	fecI	P23484	JW4253
yjhU	YJHU_ECOLI	P39356	b4295	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12604	yjhU	P39356	JW5952
yjhF	YJHF_ECOLI	P39357	b4296	B	MD9	0	2			del-MD9	1	1	2	1	1	EG12548	yjhF	P39357	JW4258
yjhG	YJHG_ECOLI	P39358	b4297	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12549	yjhG	P39358	JW4259
yjhH	YJHH_ECOLI	P39359	b4298	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12550	yjhH	P39359	JW5775
yjhI	YJHI_ECOLI	P39360	b4299	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12551	yjhI	P39360	JW4261
sgcR	SGCR_ECOLI	P39361	b4300	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12552	sgcR	P39361	JW4262
sgcE	SGCE_ECOLI	P39362	b4301	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12553	sgcE	P39362	JW4263
sgcA	SGCA_ECOLI	P39363	b4302	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12554	sgcA	P39363	JW4264
sgcQ	SGCQ_ECOLI	P39364	b4303	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12555	sgcQ	P39364	JW4265
sgcC	SGCC_ECOLI	P39365	b4304	B	MD9	0	2			del-MD9	1	1	2	1	1	EG12556	sgcC	P39365	JW4266
sgcB	SGCB_ECOLI	P58035	b4565	F1	MD9	0	2			del-MD9	1	1	2	1	1	EG14343	sgcB	P58035	JW5967
sgcX	SGCX_ECOLI	P39366	b4305	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12557	sgcX	P39366	JW5776
yjhP	YJHP_ECOLI	P39367	b4306	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12558	yjhP	P39367	JW4268
yjhQ	YJHQ_ECOLI	P39368	b4307	A	MD9	0	2			del-MD9	1	1	2	1	1	EG12559	yjhQ	P39368	JW4269
yjhX	YJHX_ECOLI	Q2EEU2	b4566	A	MD9	0	2			del-MD9	1	1	2	1	1	EG14430	yjhX	Q2EEU2	JW5968
fimB	FIMB_ECOLI	P0ADH5	b4312	A	MD9	2	2	Prophage Integrase		del-MD9	1	1	2	1	1	EG10309	fimB	P0ADH5	JW4275
fimE	FIME_ECOLI	P0ADH7	b4313	A	MD9	2	2	Prophage Integrase		del-MD9	1	1	2	1	1	EG10312	fimE	P0ADH7	JW4276
fimA	FIMA1_ECOLI	P04128	b4314	F4	MD9	0	2			del-MD9	1	1	2	1	1	EG10308	fimA	P04128	JW4277
fimI	FIMI_ECOLI	P39264	b4315	G	MD9	0	2			del-MD9	1	1	2	1	1	EG11974	fimI	P39264	JW5779
fimC	FIMC_ECOLI	P31697	b4316	G	MD9	0	2			del-MD9	1	1	2	1	1	EG10310	fimC	P31697	JW4279
fimD	FIMD_ECOLI	P30130	b4317	H	MD9	0	2			del-MD9	1	1	2	1	1	EG10311	fimD	P30130	JW5780
fimF	FIMF_ECOLI	P08189	b4318	F4	MD9	0	2			del-MD9	1	1	2	1	1	EG10313	fimF	P08189	JW4281
fimG	FIMG_ECOLI	P08190	b4319	F4	MD9	0	2			del-MD9	1	1	2	1	1	EG10314	fimG	P08190	JW4282
fimH	FIMH_ECOLI	P08191	b4320	F4	MD9	0	2			del-MD9	1	1	2	1	1	EG10315	fimH	P08191	JW4283
yjiC	YJIC_ECOLI	P39374	b4325	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12564	yjiC	P39374	JW4288
iadA	IADA_ECOLI	P39377	b4328	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12567	iadA	P39377	JW4291
yjiG	YJIG_ECOLI	P0AEH8	b4329	B	MD29	0	2			del-MD29	1	1	2	1	1	EG12568	yjiG	P0AEH8	JW4292
yjiH	YJIH_ECOLI	P39379	b4330	B	MD29	0	2			del-MD29	1	1	2	1	1	EG12569	yjiH	P39379	JW5783
kptA	KPTA_ECOLI	P39380	b4331	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12570	kptA	P39380	JW5784
yjiJ	YJIJ_ECOLI	P39381	b4332	B	MD29	0	2			del-MD29	1	1	2	1	1	EG12571	yjiJ	P39381	JW4295
yjiK	YJIK_ECOLI	P39382	b4333	B	MD29	0	2			del-MD29	1	1	2	1	1	EG12572	yjiK	P39382	JW5869
yjiL	YJIL_ECOLI	P39383	b4334	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12573	yjiL	P39383	JW5785
yjiM	YJIM_ECOLI	P39384	b4335	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12574	yjiM	P39384	JW5786
yjiN	YJIN_ECOLI	P39385	b4336	B	MD29	0	2			del-MD29	1	1	2	1	1	EG12575	yjiN	P39385	JW4299
yjiR	YJIR_ECOLI	P39389	b4340	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12579	yjiR	P39389	JW4303
yjiS	YJIS_ECOLI	P39390	b4341	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12580	yjiS	P39390	JW4304
mcrC	MCRC_ECOLI	P15006	b4345	A	MD29	0	2			del-MD29	1	1	2	1	1	EG10575	mcrC	P15006	JW5789
mcrB	MCRB_ECOLI	P15005	b4346	A	MD29	0	2			del-MD29	1	1	2	1	1	EG10574	mcrB	P15005	JW5871
hsdS	T1SK_ECOLI	P05719	b4348	A	MD29	0	2			del-MD29	1	1	2	1	1	EG10460	hsdS	P05719	JW4311
hsdM	T1MK_ECOLI	P08957	b4349	A	MD29	0	2			del-MD29	1	1	2	1	1	EG10458	hsdM	P08957	JW4312
hsdR	T1RK_ECOLI	P08956	b4350	A	MD29	0	2			del-MD29	1	1	2	1	1	EG10459	hsdR	P08956	JW4313
mrr	MRR_ECOLI	P24202	b4351	A	MD29	0	2			del-MD29	1	1	2	1	1	EG10612	mrr	P24202	JW4314
yjiA	YJIA_ECOLI	P24203	b4352	A	MD29	0	2			del-MD29	1	1	2	1	1	EG10021	yjiA	P24203	JW5790
yjiX	YJIX_ECOLI	P0ADC8	b4353	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12585	yjiX	P0ADC8	JW4316
yjiY	YJIY_ECOLI	P39396	b4354	B	MD29	0	2			del-MD29	1	1	2	1	1	EG12586	yjiY	P39396	JW5791
tsr	MCP1_ECOLI	P02942	b4355	B	MD29	0	2			del-MD29	1	1	2	1	1	EG11034	tsr	P02942	JW4318
yjjM	YJJM_ECOLI	P39399	b4357	A	MD29	0	2			del-MD29	1	1	2	1	1	EG12589	yjjM	P39399	JW5792
yjjN	YJJN_ECOLI	P39400	b4358	B	MD29	0	2			del-MD29	1	1	2	1	1	EG12590	yjjN	P39400	JW5793
insL-1	INSL1_ECOLI	P0CF91	b0016	A	MD13	2	2	"Insertion Sequence;Insertion Element ;Transposase"		del-MD13	1		1	1					
insB-1	INSB1_ECOLI	P0CF25	b0021	A	MD13	2	2	"Insertion Element ;Transposase"		del-MD13	1		1	1					
insA-1	INSA1_ECOLI	P0CF07	b0022	A	MD13	2	2	Insertion Element 		del-MD13	1		1	1					
insN-1	INSN1_ECOLI	P75679	b0255	A		2	0	"Insertion Sequence;Transposase"		del-MD1	1		1	1					
insI-1	INSI1_ECOLI	P0CF88	b0256	A	MD1	2	2	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD1	1		1	1					
insO-1	INSO1_ECOLI	P75680	b0257	A		2	0	"pseudogene (Uniprot);Insertion Sequence;Transposase"		del-MD1	1		1	1					
ykfC	YKFC_ECOLI	Q47688	b0258	A		2	0	pseudogene (Uniprot) 		del-MD1	1		1	1					
insH-1	INSH1_ECOLI	P0CE49	b0259	A	MD1	2	2	"Insertion Sequence;Transposase"		del-MD1	1		1	1					
afuB	FBPB_ECOLI	P75681	b0263	B		2	0	pseudogene (Uniprot) 		del-MD1	1		1	1					
insB-2	INSB2_ECOLI	P0CF26	b0264	A	MD1	2	2	"Insertion Element ;Transposase"		del-MD1	1		1	1					
insA-2	INSA2_ECOLI	P0CF08	b0265	A	MD1	2	2	Insertion Element 		del-MD1	1		1	1
ykgN	YKGN_ECOLI	Q79E92	b4505	A		2	0	"pseudogene (Uniprot);Transposase"		del-MD1	1		1	1
yagB	YAGB_ECOLI	P37008	b0266	A		2	0	pseudogene (Ohman 2006)		del-MD1	1		1	1
insB-3	INSB3_ECOLI	P0CF27	b0274	A	MD1	2	2	"Insertion Element ;Transposase"		del-MD1	1		1	1
insA-3	INSA3_ECOLI	P0CF09	b0275	A	MD1	2	2	Insertion Element 		del-MD1	1		1	1
yagJ	YAGJ_ECOLI	P77169	b0276	A		2	0	pseudogene (Uniprot)		del-MD1	1		1	1
yagP	YAGP_ECOLI	P75684	b0282	B		2	0	pseudogene (Uniprot) 		del-MD1	1		1	1
yagQ	YAGQ_ECOLI	P77183	b0283	A	MD1	0	2			del-MD1	1		1	1
yagR	YAGR_ECOLI	P77489	b0284	G	MD1	0	2			del-MD1	1		1	1
yagS	YAGS_ECOLI	P77324	b0285	G	MD1	0	2			del-MD1	1		1	1
yagT	YAGT_ECOLI	P77165	b0286	G	MD1	0	2			del-MD1	1		1	1
yagY	MATC_ECOLI	P77188	b0292	G	MD1	0	2			del-MD1	1		1	1
yagZ	MATB_ECOLI	P0AAA3	b0293	G	MD1	0	2			del-MD1	1		1	1
ykgK	MATA_ECOLI	P71301	b0294	A	MD1	0	2			del-MD1	1		1	1
eaeH	EAEH_ECOLI	P36943	b0297	H		2	0	pseudogene (Uniprot) 		del-MD1	1		1	1
insE-1	INSE1_ECOLI	P0CF66	b0298	A	MD1	2	2	"Insertion Sequence;Transposase"		del-MD1	1		1	1
insF-1	INSF1_ECOLI	P0CF79	b0299	A	MD1	2	2	"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"		del-MD1	1		1	1
ykgA	YKGA_ECOLI	P77601	b0300	A		2	0	pseudogene (Uniprot)		del-MD1	1		1	1
yahH	YAHH_ECOLI	Q2EEQ3	b0322	B		2	0	pseudogene (Ecogene/Uniprot)		del-MD43	1		1	1
yaiX	YAIX_ECOLI	P75697	b4579	A		2	0	"pseudogene (Uniprot);Insertion Sequence"		del-MD16	1		1	1
insC-1	INSC1_ECOLI	P0CF40	b0360	A	MD16	2	2	"Insertion Sequence;Insertion Element ;Transposase"		del-MD16	1		1	1
insD-1	INSD1_ECOLI	P0CF53	b0361	A	MD16	2	2	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD16	1		1	1
yaiT	YAIT_ECOLI	P77199	b4580	H		2	0	pseudogene (Uniprot) 		del-MD17	1		1	1
insF-2	INSF2_ECOLI	P0CF80	b0372	A	MD17	2	2	"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"		del-MD17	1		1	1
insE-2	INSE2_ECOLI	P0CF67	b0373	A	MD17	2	2	"Insertion Sequence;Transposase"		del-MD17	1		1	1
ylbH	YLBH_ECOLI	P77759	b0499	A		2	0	"pseudogene (Uniprot);Rhs Element"		del-MD30	1		1	1
ybbD	YBBD_ECOLI	P33669	b0500	B		2	0	pseudogene (Uniprot) 		del-MD30	1		1	1
ylbG	YLBG_ECOLI	P77688	b0502	A		2	0	pseudogene (Uniprot)		del-MD30	1		1	1
ybcC	YBCC_ECOLI	P75717	b0539	A		2	0	pseudogene (Uniprot)		del-MD12	1		1	1
ybcD	YBCD_ECOLI	P77528	b4508	A		2	0	pseudogene (Uniprot)		del-MD12	1		1	1
insE-3	INSE3_ECOLI	P0CF68	b0540	A	MD12	2	2	"Insertion Sequence;Transposase"		del-MD12	1		1	1
