K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)
YBHR_ECOLI	C6EIZ0
YBHP_ECOLI	C6EIZ2
YBHO_ECOLI	C6EIZ3
YBHL_ECOLI	C6EIZ6
MOAE_ECOLI	C6EIZ7
MOAC_ECOLI	C6EIZ9
MOAB_ECOLI	C6EJ00
MOAA_ECOLI	C6EJ01
UVRB_ECOLI	C6EJ03
BIOD_ECOLI	C6EJ04
BIOC_ECOLI	C6EJ05
BIOB_ECOLI	C6EJ07
BIOA_ECOLI	C6EJ08
YBHB_ECOLI	C6EJ09
YGEA_ECOLI	C6EJ28
LYSR_ECOLI	C6EJ29
DCDA_ECOLI	C6EJ30
GALR_ECOLI	C6EJ31
AAS_ECOLI	C6EJ32
TAS_ECOLI	C6EJ34
MUTH_ECOLI	C6EJ37
RPPH_ECOLI	C6EJ39
PT1P_ECOLI	C6EJ40
LGT_ECOLI	C6EJ41
TYSY_ECOLI	C6EJ42
PPDA_ECOLI	C6EJ43
PPDB_ECOLI	C6EJ44
YGDB_ECOLI	C6EJ45
EX5C_ECOLI	C6EJ47
PTRA_ECOLI	C6EJ48
EX5B_ECOLI	C6EJ49
EX5A_ECOLI	C6EJ50
ARGA_ECOLI	C6EJ51
AMIC_ECOLI	C6EJ52
MLTA_ECOLI	C6EJ53
YGDL_ECOLI	C6EJ54
YGDK_ECOLI	C6EJ55
CSDA_ECOLI	C6EJ56
GCVA_ECOLI	C6EJ58
YGDD_ECOLI	C6EJ59
RLMM_ECOLI	C6EJ60
FUCR_ECOLI	C6EJ61
FUCM_ECOLI	C6EJ62
FUCI_ECOLI	C6EJ64
FUCO_ECOLI	C6EJ72
XNI_ECOLI	C6EJ73
SDAC_ECOLI	C6EJ75
YGDH_ECOLI	C6EJ77
QUEF_ECOLI	C6EJ78
SYDP_ECOLI	C6EJ79
TRUC_ECOLI	C6EJ81
GUDP_ECOLI	C6EJ83
GUDH_ECOLI	C6EJ85
RUMA_ECOLI	C6EJ87
MAZG_ECOLI	C6EJ91
PYRG_ECOLI	C6EJ92
ENO_ECOLI	C6EJ93
YGCF_ECOLI	C6EJ96
YGCE_ECOLI	C6EJ97
YGCW_ECOLI	C6EJ99
YGCQ_ECOLI	C6EJA3
QUED_ECOLI	C6EJA7
CYSJ_ECOLI	C6EJA8
CYSH_ECOLI	C6EJB0
IAP_ECOLI	C6EJB4
CYSD_ECOLI	C6EJB5
CYSN_ECOLI	C6EJB6
CYSC_ECOLI	C6EJB7
YGBE_ECOLI	C6EJB8
ISPD_ECOLI	C6EJC0
TRUD_ECOLI	C6EJC2
SURE_ECOLI	C6EJC3
PIMT_ECOLI	C6EJC4
MUTS_ECOLI	C6EJD4
YGBA_ECOLI	C6EJD6
FHLA_ECOLI	C6EJD7
HYPE_ECOLI	C6EJD8
HYPD_ECOLI	C6EJD9
HYPC_ECOLI	C6EJE0
HYPB_ECOLI	C6EJE1
HYPA_ECOLI	C6EJE2
HYCA_ECOLI	C6EJE3
HYCB_ECOLI	C6EJE4
HYCD_ECOLI	C6EJE6
HYCE_ECOLI	C6EJE7
HYCF_ECOLI	C6EJE8
YBHC_ECOLI	C6EJI8
GPMA_ECOLI	C6EJI9
AROG_ECOLI	C6EJJ0
PNUC_ECOLI	C6EJJ3
NADA_ECOLI	C6EJJ4
PAL_ECOLI	C6EJJ6
TOLB_ECOLI	C6EJJ7
TOLR_ECOLI	C6EJJ9
TOLQ_ECOLI	C6EJK0
YBGC_ECOLI	C6EJK1
YBGE_ECOLI	C6EJK2
CYDA_ECOLI	C6EJK5
SUCC_ECOLI	C6EJL0
ODO2_ECOLI	C6EJL1
ODO1_ECOLI	C6EJL2
DHSB_ECOLI	C6EJL3
DHSA_ECOLI	C6EJL4
DHSD_ECOLI	C6EJL5
DHSC_ECOLI	C6EJL6
CISY_ECOLI	C6EJL8
END8_ECOLI	C6EJM4
YBGK_ECOLI	C6EJM6
YBGJ_ECOLI	C6EJM7
YBGI_ECOLI	C6EJM8
DTPD_ECOLI	C6EJM9
PHR_ECOLI	C6EJN0
YBGA_ECOLI	C6EJN1
ATKA_ECOLI	C6EJN6
ATKC_ECOLI	C6EJN8
KDPE_ECOLI	C6EJP0
PGM_ECOLI	C6EJP6
SEQA_ECOLI	C6EJP7
YBFF_ECOLI	C6EJP8
FLAV_ECOLI	C6EJQ0
FUR_ECOLI	C6EJQ1
YBFN_ECOLI	C6EJQ2
YBFM_ECOLI	C6EJQ3
SYQ_ECOLI	C6EJQ4
NAGB_ECOLI	C6EJQ7
NAGA_ECOLI	C6EJQ8
NAGC_ECOLI	C6EJQ9
NAGD_ECOLI	C6EJR0
ASNB_ECOLI	C6EJR1
HYCG_ECOLI	C6EJR2
HYCH_ECOLI	C6EJR3
HYCI_ECOLI	C6EJR4
HYDN_ECOLI	C6EJR8
NORW_ECOLI	C6EJS0
NORR_ECOLI	C6EJS2
GUTQ_ECOLI	C6EJS3
MLTB_ECOLI	C6EJT0
YGAD_ECOLI	C6EJT1
RECX_ECOLI	C6EJT3
YQAB_ECOLI	C6EJT6
YQAA_ECOLI	C6EJT7
GSH1_ECOLI	C6EJT8
LUXS_ECOLI	C6EJT9
EMRB_ECOLI	C6EJU0
YGAH_ECOLI	C6EJU3
YGAZ_ECOLI	C6EJU4
PROX_ECOLI	C6EJU6
RIR4_ECOLI	C6EJU9
RIR3_ECOLI	C6EJV0
NRDI_ECOLI	C6EJV1
YGAC_ECOLI	C6EJV4
YGAW_ECOLI	C6EJV5
YGAU_ECOLI	C6EJW0
YGAE_ECOLI	C6EJW1
GABP_ECOLI	C6EJW2
GABT_ECOLI	C6EJW3
YGAF_ECOLI	C6EJW5
SSRP_ECOLI	C6EJX3
YFJG_ECOLI	C6EJX4
SMPA_ECOLI	C6EJX6
RECN_ECOLI	C6EJX7
PPNK_ECOLI	C6EJX8
YFJD_ECOLI	C6EJY0
SRP54_ECOLI	C6EJY2
RS16_ECOLI	C6EJY3
RIMM_ECOLI	C6EJY4
TRMD_ECOLI	C6EJY5
RL19_ECOLI	C6EJY6
YFIB_ECOLI	C6EJY7
YFIN_ECOLI	C6EJY8
YFIR_ECOLI	C6EJY9
YFIL_ECOLI	C6EJZ0
AROF_ECOLI	C6EJZ1
TYRA_ECOLI	C6EJZ2
PHEA_ECOLI	C6EJZ3
YFIO_ECOLI	C6EJZ5
RLUD_ECOLI	C6EJZ6
YFIH_ECOLI	C6EJZ7
CLPB_ECOLI	C6EJZ8
KGTP_ECOLI	C6EJZ9
YFIM_ECOLI	C6EK00
PSS_ECOLI	C6EK01
YFIQ_ECOLI	C6EK02
YFIP_ECOLI	C6EK03
THIO2_ECOLI	C6EK04
YFIF_ECOLI	C6EK05
UNG_ECOLI	C6EK06
RPOE_ECOLI	C6EK14
RSEB_ECOLI	C6EK16
LEPA_ECOLI	C6EK18
LEP_ECOLI	C6EK19
RNC_ECOLI	C6EK20
ERA_ECOLI	C6EK21
RECO_ECOLI	C6EK22
PDXJ_ECOLI	C6EK23
YFHL_ECOLI	C6EK26
YFHH_ECOLI	C6EK27
TADA_ECOLI	C6EK29
UBIF_ECOLI	C6EK33
MIAB_ECOLI	C6EK34
PHOL_ECOLI	C6EK35
CORC_ECOLI	C6EK37
LNT_ECOLI	C6EK38
GLTJ_ECOLI	C6EK41
GLTK_ECOLI	C6EK42
RIHA_ECOLI	C6EK45
YBEL_ECOLI	C6EK50
SYL_ECOLI	C6EK51
NADD_ECOLI	C6EK54
COBC_ECOLI	C6EK55
RLMH_ECOLI	C6EK57
PBP2_ECOLI	C6EK58
DACA_ECOLI	C6EK61
YBED_ECOLI	C6EK62
LIPB_ECOLI	C6EK63
LIPA_ECOLI	C6EK65
DPIA_ECOLI	C6EK72
DPIB_ECOLI	C6EK73
CITE_ECOLI	C6EK78
CILA_ECOLI	C6EK79
CITX_ECOLI	C6EK80
CITT_ECOLI	C6EK82
RNI_ECOLI	C6EK83
RNK_ECOLI	C6EK84
USPG_ECOLI	C6EK87
AHPF_ECOLI	C6EK88
AHPC_ECOLI	C6EK89
DSBG_ECOLI	C6EK90
YBDM_ECOLI	C6EK93
YBDH_ECOLI	C6EK95
YBDB_ECOLI	C6EK97
ENTB_ECOLI	C6EK99
ENTE_ECOLI	C6EKA0
ENTC_ECOLI	C6EKA1
FEPB_ECOLI	C6EKA3
FEPC_ECOLI	C6EKA7
ENTF_ECOLI	C6EKA9
FES_ECOLI	C6EKB1
CAAL_ECOLI	C6EKC0
YBDF_ECOLI	C6EKC2
NFNB_ECOLI	C6EKC3
YBDG_ECOLI	C6EKC4
CUSA_ECOLI	C6EKC6
CUSB_ECOLI	C6EKC7
CUSF_ECOLI	C6EKC8
CUSR_ECOLI	C6EKD0
PUR4_ECOLI	C6EKF0
YFHA_ECOLI	C6EKF3
HMP_ECOLI	C6EKF5
GLYA_ECOLI	C6EKF6
YPHH_ECOLI	C6EKF7
YPHG_ECOLI	C6EKF8
YPHF_ECOLI	C6EKF9
YPHE_ECOLI	C6EKG0
YPHC_ECOLI	C6EKG2
YPHB_ECOLI	C6EKG3
HCAT_ECOLI	C6EKH1
CSIE_ECOLI	C6EKH2
YFHR_ECOLI	C6EKH3
TRMJ_ECOLI	C6EKH5
ISCR_ECOLI	C6EKH6
ISCS_ECOLI	C6EKH7
NIFU_ECOLI	C6EKH8
HSCB_ECOLI	C6EKI0
HSCA_ECOLI	C6EKI1
FER_ECOLI	C6EKI2
PEPB_ECOLI	C6EKI4
SSEB_ECOLI	C6EKI5
THTM_ECOLI	C6EKI8
YFHM_ECOLI	C6EKI9
PBPC_ECOLI	C6EKJ0
NDK_ECOLI	C6EKJ1
RLMN_ECOLI	C6EKJ2
ISPG_ECOLI	C6EKJ4
SYH_ECOLI	C6EKJ5
YFGM_ECOLI	C6EKJ6
YFGL_ECOLI	C6EKJ7
ENGA_ECOLI	C6EKJ8
GUAA_ECOLI	C6EKK2
PPX_ECOLI	C6EKK9
PPK_ECOLI	C6EKL0
PUR3_ECOLI	C6EKL1
PUR5_ECOLI	C6EKL2
UPP_ECOLI	C6EKL3
URAA_ECOLI	C6EKL4
HDA_ECOLI	C6EKL5
YFGC_ECOLI	C6EKL7
BCP_ECOLI	C6EKN1
GCVR_ECOLI	C6EKN2
DAPA_ECOLI	C6EKN3
PUR7_ECOLI	C6EKN5
YPFH_ECOLI	C6EKN8
DAPE_ECOLI	C6EKP0
YFFB_ECOLI	C6EKP1
ACRD_ECOLI	C6EKP2
NARQ_ECOLI	C6EKP3
AEGA_ECOLI	C6EKP4
NUDK_ECOLI	C6EKP5
YPFG_ECOLI	C6EKP6
TKT2_ECOLI	C6EKP7
TALA_ECOLI	C6EKP8
MAO2_ECOLI	C6EKP9
EUTS_ECOLI	C6EKQ0
EUTP_ECOLI	C6EKQ1
EUTQ_ECOLI	C6EKQ2
EUTT_ECOLI	C6EKQ3
EUTD_ECOLI	C6EKQ4
EUTN_ECOLI	C6EKQ6
EUTJ_ECOLI	C6EKQ8
EUTG_ECOLI	C6EKQ9
EUTH_ECOLI	C6EKR1
EUTL_ECOLI	C6EKR5
EUTR_ECOLI	C6EKR7
HEM6_ECOLI	C6EKR8
AMIA_ECOLI	C6EKR9
YPEA_ECOLI	C6EKS0
YFEY_ECOLI	C6EKS2
FOLD_ECOLI	C6EKT7
SYC_ECOLI	C6EKU0
LPXH_ECOLI	C6EKU2
PURK_ECOLI	C6EKU4
ARCC_ECOLI	C6EKU5
YLBF_ECOLI	C6EKU6
FDRA_ECOLI	C6EKU8
ALLD_ECOLI	C6EKU9
YLBA_ECOLI	C6EKV1
YBBY_ECOLI	C6EKV3
ALLB_ECOLI	C6EKV4
YBBL_ECOLI	C6EKX4
QMCA_ECOLI	C6EKX5
CUER_ECOLI	C6EKX7
INGK_ECOLI	C6EKY7
AES_ECOLI	C6EKY8
HEMH_ECOLI	C6EKY9
KAD_ECOLI	C6EKZ0
HTPG_ECOLI	C6EKZ1
RECR_ECOLI	C6EKZ2
DPO3X_ECOLI	C6EKZ4
APT_ECOLI	C6EKZ5
PRIC_ECOLI	C6EKZ7
KEFA_ECOLI	C6EKZ9
ACRR_ECOLI	C6EL00
YLAC_ECOLI	C6EL06
YLAB_ECOLI	C6EL07
YBAA_ECOLI	C6EL08
YBAZ_ECOLI	C6EL09
TESB_ECOLI	C6EL11
GLNK_ECOLI	C6EL13
MDLB_ECOLI	C6EL14
MDLA_ECOLI	C6EL15
YBAO_ECOLI	C6EL16
COF_ECOLI	C6EL17
YBAE_ECOLI	C6EL18
QUEC_ECOLI	C6EL19
PPID_ECOLI	C6EL22
LON_ECOLI	C6EL24
CLPX_ECOLI	C6EL27
CLPP_ECOLI	C6EL28
TIG_ECOLI	C6EL29
BOLA_ECOLI	C6EL31
YAJG_ECOLI	C6EL32
CYOA_ECOLI	C6EL34
CYOB_ECOLI	C6EL35
CYOC_ECOLI	C6EL36
CYOD_ECOLI	C6EL37
CYOE_ECOLI	C6EL38
YAJR_ECOLI	C6EL42
YAJQ_ECOLI	C6EL43
PANE_ECOLI	C6EL44
THIJ_ECOLI	C6EL45
ISPA_ECOLI	C6EL48
MURQ_ECOLI	C6EL49
UCPA_ECOLI	C6EL51
CYSP_ECOLI	C6EL52
CYSA_ECOLI	C6EL55
CYSM_ECOLI	C6EL56
YFEK_ECOLI	C6EL58
PDXK_ECOLI	C6EL59
PTGA_ECOLI	C6EL60
PT1_ECOLI	C6EL61
CYSK_ECOLI	C6EL63
CYSZ_ECOLI	C6EL65
ZIPA_ECOLI	C6EL66
DNLJ_ECOLI	C6EL67
YFEH_ECOLI	C6EL69
SYE_ECOLI	C6EL72
YFED_ECOLI	C6EL73
YFEC_ECOLI	C6EL74
NUPC_ECOLI	C6EL76
MNTH_ECOLI	C6EL77
GLK_ECOLI	C6EL80
PTFC1_ECOLI	C6EL82
YPDF_ECOLI	C6EL83
YPDE_ECOLI	C6EL84
YPDC_ECOLI	C6EL86
YPDB_ECOLI	C6EL87
YPDA_ECOLI	C6EL88
YFDZ_ECOLI	C6EL89
DDG_ECOLI	C6EL90
FCTA_ECOLI	C6EL94
OXC_ECOLI	C6EL95
YFDV_ECOLI	C6EL96
YFDE_ECOLI	C6EL97
EMRK_ECOLI	C6ELA0
MLAA_ECOLI	C6ELA7
FADI_ECOLI	C6ELB2
FADJ_ECOLI	C6ELB3
SIXA_ECOLI	C6ELB4
YFCB_ECOLI	C6ELC3
AROC_ECOLI	C6ELC4
YFCA_ECOLI	C6ELC6
YFCM_ECOLI	C6ELC7
YFCL_ECOLI	C6ELC8
FABB_ECOLI	C6ELD0
PDXB_ECOLI	C6ELD3
TRUA_ECOLI	C6ELD5
ACCD_ECOLI	C6ELD7
FOLC_ECOLI	C6ELD8
DEDD_ECOLI	C6ELD9
CVPA_ECOLI	C6ELE0
PUR1_ECOLI	C6ELE1
UBIX_ECOLI	C6ELE2
HISJ_ECOLI	C6ELE4
HISP_ECOLI	C6ELE7
YFCH_ECOLI	C6ELE9
FOLX_ECOLI	C6ELF0
YFCG_ECOLI	C6ELF1
YFCF_ECOLI	C6ELF2
YFCE_ECOLI	C6ELF3
YFCD_ECOLI	C6ELF4
ACKA_ECOLI	C6ELF7
YFBU_ECOLI	C6ELF9
YFBT_ECOLI	C6ELG0
YFBR_ECOLI	C6ELG2
YFBQ_ECOLI	C6ELG3
DXS_ECOLI	C6ELG4
YAJO_ECOLI	C6ELG5
PGPA_ECOLI	C6ELG6
THIL_ECOLI	C6ELG7
RISB_ECOLI	C6ELG9
RIBD_ECOLI	C6ELH0
NRDR_ECOLI	C6ELH1
YAJD_ECOLI	C6ELH4
SECF_ECOLI	C6ELH5
SECD_ECOLI	C6ELH6
YAJC_ECOLI	C6ELH7
TGT_ECOLI	C6ELH8
QUEA_ECOLI	C6ELH9
MALZ_ECOLI	C6ELI1
BRNQ_ECOLI	C6ELI3
PHOR_ECOLI	C6ELI4
PHOB_ECOLI	C6ELI5
SBCD_ECOLI	C6ELI6
MAK_ECOLI	C6ELJ0
RDGC_ECOLI	C6ELJ1
YAIE_ECOLI	C6ELJ6
AROM_ECOLI	C6ELJ7
AROL_ECOLI	C6ELJ9
YAII_ECOLI	C6ELK0
P5CR_ECOLI	C6ELK1
ADRA_ECOLI	C6ELK2
IRAP_ECOLI	C6ELK5
DDLA_ECOLI	C6ELK6
YAIZ_ECOLI	C6ELK7
YAIY_ECOLI	C6ELK8
SBMA_ECOLI	C6ELL0
AMPH_ECOLI	C6ELL2
HEM2_ECOLI	C6ELL5
TAUD_ECOLI	C6ELL6
FRMR_ECOLI	C6ELM3
FRMA_ECOLI	C6ELM4
SFGH1_ECOLI	C6ELM5
YAIL_ECOLI	C6ELM6
LACY_ECOLI	C6ELN7
3MG1_ECOLI	C6EED2
3MG2_ECOLI	C6EAN9
AAEB_ECOLI	C6EGM0
ABDH_ECOLI	C6EER9
ABGA_ECOLI	C6EFP5
ABGB_ECOLI	C6EFP6
ABGR_ECOLI	C6EFP4
ABGT_ECOLI	C6EFP7
ABRB_ECOLI	C6EJM3
ACCA_ECOLI	C6EAA0
ACDH_ECOLI	C6ELM9
ACFD_ECOLI	C6EID7
ACON1_ECOLI	C6EFV8
ACP_ECOLI	C6EHC0
ACPH_ECOLI	C6ELI0
ACPS_ECOLI	C6EK24
ACRA_ECOLI	C6EL01
ACRB_ECOLI	C6EL02
ACRE_ECOLI	C6EGJ5
ACRF_ECOLI	C6EGJ4
ACTP_ECOLI	C6ED58
ACYP_ECOLI	C6EI13
ADA_ECOLI	C6E9Y6
ADEC_ECOLI	C6EDA4
ADHP_ECOLI	C6EEN9
ADIA_ECOLI	C6ED07
ADIY_ECOLI	C6ED08
AGAI_ECOLI	C6EH84
AGP_ECOLI	C6EHK5
AK3_ECOLI	C6EE00
ALDA_ECOLI	C6EEU8
ALDB_ECOLI	C6EE87
ALF1_ECOLI	C6EAL3
ALLA_ECOLI	C6EKW0
ALLC_ECOLI	C6EKV0
ALLP_ECOLI	C6EKV5
ALLR_ECOLI	C6EKV9
ALLS_ECOLI	C6EKW1
ALSA_ECOLI	C6ED36
ALSB_ECOLI	C6ED35
ALSC_ECOLI	C6ED37
ALSE_ECOLI	C6ED38
ALSK_ECOLI	C6ED39
AMPG_ECOLI	C6EL33
AMTB_ECOLI	C6EL12
AMY2_ECOLI	C6EBD4
ANSP_ECOLI	C6EER0
APHA_ECOLI	C6ED69
ARAA_ECOLI	C6EAZ3
ARAB_ECOLI	C6EAZ2
ARAC_ECOLI	C6EAZ1
ARAD_ECOLI	C6EAZ4
ARAE_ECOLI	C6EJ27
ARAH_ECOLI	C6EBT1
ARAJ_ECOLI	C6ELI8
ARCL_ECOLI	C6EIN4
ARCM_ECOLI	C6ELQ7
ARGK_ECOLI	C6EIJ1
ARGO_ECOLI	C6EII6
ARGT_ECOLI	C6ELE3
ARIR_ECOLI	C6EGU8
ARNB_ECOLI	C6E9U7
AROA_ECOLI	C6EI74
ARSB_ECOLI	C6EEI2
ARTJ_ECOLI	C6EIC1
ARTM_ECOLI	C6EIC0
ASCB_ECOLI	C6EJR5
ASCG_ECOLI	C6EJR7
ASLA_ECOLI	C6EG14
ASTD_ECOLI	C6ECL2
ATKB_ECOLI	C6EJN7
ATOA_ECOLI	C6E9X8
ATOB_ECOLI	C6E9X6
ATOC_ECOLI	C6E9Y0
ATOD_ECOLI	C6E9X9
ATOE_ECOLI	C6E9X7
ATOS_ECOLI	C6E9Y1
ATPA_ECOLI	C6EG69
ATPD_ECOLI	C6EG68
ATPE_ECOLI	C6EG72
ATPF_ECOLI	C6EG67
ATPZ_ECOLI	C6EG64
ATZN_ECOLI	C6EFA5
AZOR_ECOLI	C6EEV1
BARA_ECOLI	C6EJ86
BCR_ECOLI	C6EA15
BCSA_ECOLI	C6EEF0
BCSC_ECOLI	C6EEF3
BETA_ECOLI	C6ELS0
BETB_ECOLI	C6ELR9
BETI_ECOLI	C6ELR8
BETT_ECOLI	C6ELR7
BFD_ECOLI	C6EGC9
BFR_ECOLI	C6EGD0
BGAL_ECOLI	C6ELN6
BGLB_ECOLI	C6EG82
BGLG_ECOLI	C6EG80
BGLH_ECOLI	C6EG83
BIOF_ECOLI	C6EJ06
BISC_ECOLI	C6EED0
BSSR_ECOLI	C6EIU7
BTUR_ECOLI	C6EFW7
C56H_ECOLI	C6EB94
C56I_ECOLI	C6EHF6
CADC_ECOLI	C6ECZ1
CBRA_ECOLI	C6ED80
CBRB_ECOLI	C6EG87
CBRC_ECOLI	C6EG86
CCMA_ECOLI	C6E9Z9
CCMC_ECOLI	C6EA01
CH10_ECOLI	C6ECY3
CHAA_ECOLI	C6EGP8
CHAB_ECOLI	C6EGP7
CHEA_ECOLI	C6EBT9
CHEW_ECOLI	C6EBU0
CHEY_ECOLI	C6EBU5
CHIA_ECOLI	C6EGC7
CHPA_ECOLI	C6EJ90
CHPR_ECOLI	C6EJ89
CIRA_ECOLI	C6EAF8
CITC_ECOLI	C6EK76
CITD_ECOLI	C6EK77
CITG_ECOLI	C6EK81
CLCB_ECOLI	C6EDQ6
CLPA_ECOLI	C6EI99
CNU_ECOLI	C6EDM1
COABC_ECOLI	C6EDF2
COAD_ECOLI	C6EDF7
COBS_ECOLI	C6EB80
CODA_ECOLI	C6ELP3
CODB_ECOLI	C6ELP4
COPA_ECOLI	C6EKY0
CPXP_ECOLI	C6EEY4
CPXR_ECOLI	C6EEY5
CRCA_ECOLI	C6EK70
CRCB_ECOLI	C6EK68
CRED_ECOLI	C6EBH1
CRL_ECOLI	C6EA47
CSGA_ECOLI	C6EHH0
CSGD_ECOLI	C6EHH2
CSGF_ECOLI	C6EHH4
CSID_ECOLI	C6EJW6
CSPA_ECOLI	C6EEC4
CSPC_ECOLI	C6EC07
CSPD_ECOLI	C6EIA1
CSPE_ECOLI	C6EK69
CSPG_ECOLI	C6EHL8
CSPH_ECOLI	C6EHL9
CSRA_ECOLI	C6EJT5
CUEO_ECOLI	C6EAT4
CUSC_ECOLI	C6EKC9
CUSS_ECOLI	C6EKD1
CUTA_ECOLI	C6ECY8
CVRA_ECOLI	C6EGS6
CYAA_ECOLI	C6EG09
CYDB_ECOLI	C6EJK4
CYNR_ECOLI	C6ELP2
CYNS_ECOLI	C6ELP0
CYNT_ECOLI	C6ELP1
CYSI_ECOLI	C6EJA9
CYSQ_ECOLI	C6ECD0
CYST_ECOLI	C6EL53
CYSW_ECOLI	C6EL54
DACD_ECOLI	C6EB73
DBHA_ECOLI	C6EL23
DCM_ECOLI	C6EBA5
DCOS_ECOLI	C6EJP2
DCTA_ECOLI	C6EEF5
DCUA_ECOLI	C6ECY7
DCUB_ECOLI	C6ED01
DCUD_ECOLI	C6EH05
DCUR_ECOLI	C6ED00
DCYD_ECOLI	C6EBE2
DDPA_ECOLI	C6EEN0
DDPB_ECOLI	C6EEN1
DDPC_ECOLI	C6EEN2
DDPD_ECOLI	C6EEN3
DDPF_ECOLI	C6EEN4
DDPX_ECOLI	C6EEM9
DEDA_ECOLI	C6ELD6
DEGP_ECOLI	C6EAC3
DEGQ_ECOLI	C6EGZ8
DEGS_ECOLI	C6EGZ7
DEOC_ECOLI	C6EBJ0
DGOD_ECOLI	C6ED78
DGOK_ECOLI	C6ED76
DGOR_ECOLI	C6ED75
DGOT_ECOLI	C6ED79
DHAK_ECOLI	C6EGR7
DHAL_ECOLI	C6EGR8
DHAM_ECOLI	C6EGR9
DHAR_ECOLI	C6EGR6
DIND_ECOLI	C6EDE5
DINF_ECOLI	C6EDX6
DINJ_ECOLI	C6EA62
DJLA_ECOLI	C6EAZ8
DLGD_ECOLI	C6EEA4
DMSA_ECOLI	C6EI88
DMSC_ECOLI	C6EI86
DNAA_ECOLI	C6ECH7
DNAJ_ECOLI	C6EB39
DNAT_ECOLI	C6EBK8
DOSP_ECOLI	C6EEM8
DPO1_ECOLI	C6EF39
DPO2_ECOLI	C6EAZ5
DPPC_ECOLI	C6EED8
DPPD_ECOLI	C6EED9
DSBD_ECOLI	C6ECY9
DSDC_ECOLI	C6ELA4
DSDX_ECOLI	C6ELA3
DSRB_ECOLI	C6EBB3
DXR_ECOLI	C6EAB2
EAMB_ECOLI	C6EK08
ECOT_ECOLI	C6E9Z0
ECPD_ECOLI	C6EAE4
EFPL_ECOLI	C6EA26
EFTS_ECOLI	C6EAB5
EFTU1_ECOLI	C6EGC5
EFTU2_ECOLI	C6EE39
ELAA_ECOLI	C6E9T2
ELAD_ECOLI	C6E9T0
EMRA_ECOLI	C6EJU1
EMRY_ECOLI	C6ELA1
END1_ECOLI	C6EIG6
END4_ECOLI	C6EAF4
ENTA_ECOLI	C6EK98
ENTD_ECOLI	C6EKB3
ETK_ECOLI	C6EHM6
ETP_ECOLI	C6EHM5
EUTA_ECOLI	C6EKR2
EUTB_ECOLI	C6EKR3
EUTC_ECOLI	C6EKR4
EUTE_ECOLI	C6EKQ7
EUTK_ECOLI	C6EKR6
EUTM_ECOLI	C6EKQ5
EVGA_ECOLI	C6EL99
EVGS_ECOLI	C6EL98
EX7L_ECOLI	C6EKK0
EX7S_ECOLI	C6EL47
EXUT_ECOLI	C6EHQ1
FABG_ECOLI	C6EHC1
FABR_ECOLI	C6EE46
FADL_ECOLI	C6ELB0
FDNH_ECOLI	C6EEP2
FEAB_ECOLI	C6EEV9
FEAR_ECOLI	C6EEW0
FECA_ECOLI	C6EC65
FECB_ECOLI	C6EC66
FECE_ECOLI	C6EC69
FECI_ECOLI	C6EC63
FECR_ECOLI	C6EC64
FEOA_ECOLI	C6EFG6
FEOC_ECOLI	C6EFG4
FEPA_ECOLI	C6EKB2
FEPE_ECOLI	C6EKA8
FEPG_ECOLI	C6EKA6
FHUE_ECOLI	C6EGZ0
FIC_ECOLI	C6EGA2
FIMC_ECOLI	C6EBR7
FIMD_ECOLI	C6EBR6
FIMF_ECOLI	C6EBR5
FIMG_ECOLI	C6EBR4
FIMH_ECOLI	C6EBR3
FIMI_ECOLI	C6EBR8
FIMZ_ECOLI	C6EKT1
FIXB_ECOLI	C6EB11
FIXX_ECOLI	C6EB09
FKBA_ECOLI	C6EGB7
FKBB_ECOLI	C6ECD7
FLGA_ECOLI	C6EHE1
FLGE_ECOLI	C6EHD7
FLGI_ECOLI	C6EHD3
FLHB_ECOLI	C6EBU7
FLHC_ECOLI	C6EBT6
FLHD_ECOLI	C6EBT5
FLIA_ECOLI	C6EBD9
FLIC_ECOLI	C6EBD8
FLID_ECOLI	C6EBD7
FLIE_ECOLI	C6EBC8
FLIF_ECOLI	C6EBC7
FLIG_ECOLI	C6EBC6
FLIH_ECOLI	C6EBC5
FLII_ECOLI	C6EBC4
FLIJ_ECOLI	C6EBC3
FLIK_ECOLI	C6EBC2
FLIL_ECOLI	C6EBC1
FLIM_ECOLI	C6EBC0
FLIN_ECOLI	C6EBB9
FLIP_ECOLI	C6EBB7
FLIR_ECOLI	C6EBB5
FLIS_ECOLI	C6EBD6
FLIT_ECOLI	C6EBD5
FLIY_ECOLI	C6EBE1
FLK_ECOLI	C6ELD2
FOCB_ECOLI	C6EKL9
FOLB_ECOLI	C6EHT7
FRDB_ECOLI	C6ECX0
FRDC_ECOLI	C6ECX1
FRDD_ECOLI	C6ECX2
FRLA_ECOLI	C6EFK6
FRLB_ECOLI	C6EFK5
FRLD_ECOLI	C6EFK3
FRLR_ECOLI	C6EFK2
FRUR_ECOLI	C6EAX5
FRVR_ECOLI	C6EF02
FRVX_ECOLI	C6EF01
FTSB_ECOLI	C6EJB9
FTSH_ECOLI	C6EH49
FTSL_ECOLI	C6EAX2
FTSW_ECOLI	C6EAW6
FTSZ_ECOLI	C6EAW0
FUCK_ECOLI	C6EJ63
G3P3_ECOLI	C6EEU7
GABD_ECOLI	C6EJW4
GADC_ECOLI	C6EEM5
