Total Length (aa)	
720	WZC_ECOLI
720	WZC_ECOLI
720	WZC_ECOLI
720	WZC_ECOLI
720	WZC_ECOLI
720	WZC_ECOLI
720	WZC_ECOLI
720	WZC_ECOLI
720	WZC_ECOLI
720	WZC_ECOLI
178	YNIB_ECOLI
178	YNIB_ECOLI
178	YNIB_ECOLI
178	YNIB_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
514	APPC_ECOLI
415	YBDG_ECOLI
415	YBDG_ECOLI
415	YBDG_ECOLI
415	YBDG_ECOLI
415	YBDG_ECOLI
415	YBDG_ECOLI
415	YBDG_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
670	YDHK_ECOLI
452	YEEF_ECOLI
452	YEEF_ECOLI
452	YEEF_ECOLI
452	YEEF_ECOLI
452	YEEF_ECOLI
452	YEEF_ECOLI
452	YEEF_ECOLI
452	YEEF_ECOLI
452	YEEF_ECOLI
70	YNCH_ECOLI
70	YNCH_ECOLI
237	YGHS_ECOLI
237	YGHS_ECOLI
237	YGHS_ECOLI
237	YGHS_ECOLI
253	YBFD_ECOLI
253	YBFD_ECOLI
906	YJIV_ECOLI
906	YJIV_ECOLI
906	YJIV_ECOLI
906	YJIV_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
466	XANQ_ECOLI
146	YIIR_ECOLI
146	YIIR_ECOLI
146	YIIR_ECOLI
146	YIIR_ECOLI
360	LPTG_ECOLI
360	LPTG_ECOLI
360	LPTG_ECOLI
360	LPTG_ECOLI
360	LPTG_ECOLI
360	LPTG_ECOLI
360	LPTG_ECOLI
564	YEDQ_ECOLI
564	YEDQ_ECOLI
564	YEDQ_ECOLI
564	YEDQ_ECOLI
564	YEDQ_ECOLI
564	YEDQ_ECOLI
564	YEDQ_ECOLI
564	YEDQ_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
658	HRSA_ECOLI
403	TYRP_ECOLI
403	TYRP_ECOLI
403	TYRP_ECOLI
403	TYRP_ECOLI
403	TYRP_ECOLI
403	TYRP_ECOLI
403	TYRP_ECOLI
403	TYRP_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
452	PTQC_ECOLI
85	YNAJ_ECOLI
85	YNAJ_ECOLI
35	LDRD_ECOLI
104	YJEO_ECOLI
104	YJEO_ECOLI
104	YJEO_ECOLI
470	CYCA_ECOLI
470	CYCA_ECOLI
470	CYCA_ECOLI
470	CYCA_ECOLI
470	CYCA_ECOLI
470	CYCA_ECOLI
470	CYCA_ECOLI
470	CYCA_ECOLI
470	CYCA_ECOLI
318	YBHN_ECOLI
318	YBHN_ECOLI
318	YBHN_ECOLI
318	YBHN_ECOLI
318	YBHN_ECOLI
318	YBHN_ECOLI
318	YBHN_ECOLI
318	YBHN_ECOLI
303	GSID_ECOLI
303	GSID_ECOLI
303	GSID_ECOLI
303	GSID_ECOLI
109	MDTI_ECOLI
109	MDTI_ECOLI
109	MDTI_ECOLI
193	RNFA_ECOLI
193	RNFA_ECOLI
193	RNFA_ECOLI
193	RNFA_ECOLI
193	RNFA_ECOLI
193	RNFA_ECOLI
220	CCMB_ECOLI
220	CCMB_ECOLI
220	CCMB_ECOLI
220	CCMB_ECOLI
217	FDNI_ECOLI
217	FDNI_ECOLI
230	YGHT_ECOLI
230	YGHT_ECOLI
230	YGHT_ECOLI
136	MSCL_ECOLI
136	MSCL_ECOLI
219	YCCA_ECOLI
219	YCCA_ECOLI
219	YCCA_ECOLI
219	YCCA_ECOLI
219	YCCA_ECOLI
219	YCCA_ECOLI
326	WZZB_ECOLI
326	WZZB_ECOLI
326	WZZB_ECOLI
326	WZZB_ECOLI
326	WZZB_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
445	PURP_ECOLI
417	PQIA_ECOLI
417	PQIA_ECOLI
417	PQIA_ECOLI
417	PQIA_ECOLI
417	PQIA_ECOLI
417	PQIA_ECOLI
417	PQIA_ECOLI
316	CORA_ECOLI
316	CORA_ECOLI
80	YHDT_ECOLI
80	YHDT_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
429	URAA_ECOLI
452	TRPC_ECOLI
452	TRPC_ECOLI
452	TRPC_ECOLI
452	TRPC_ECOLI
452	TRPC_ECOLI
452	TRPC_ECOLI
440	TYPH_ECOLI
440	TYPH_ECOLI
440	TYPH_ECOLI
440	TYPH_ECOLI
440	TYPH_ECOLI
440	TYPH_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
404	YDIM_ECOLI
149	YDCZ_ECOLI
149	YDCZ_ECOLI
149	YDCZ_ECOLI
149	YDCZ_ECOLI
149	YDCZ_ECOLI
286	PTND_ECOLI
286	PTND_ECOLI
286	PTND_ECOLI
286	PTND_ECOLI
286	PTND_ECOLI
286	PTND_ECOLI
286	PTND_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
414	MTR_ECOLI
215	YCHE_ECOLI
215	YCHE_ECOLI
215	YCHE_ECOLI
215	YCHE_ECOLI
215	YCHE_ECOLI
72	YMGF_ECOLI
293	RMLA1_ECOLI
293	RMLA1_ECOLI
293	RMLA1_ECOLI
293	RMLA1_ECOLI
319	PSTC_ECOLI
319	PSTC_ECOLI
319	PSTC_ECOLI
319	PSTC_ECOLI
319	PSTC_ECOLI
319	PSTC_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
385	YEIB_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
460	ARCD_ECOLI
429	RSMB_ECOLI
429	RSMB_ECOLI
429	RSMB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
672	HYFB_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
911	YHIH_ECOLI
206	YNJF_ECOLI
206	YNJF_ECOLI
206	YNJF_ECOLI
206	YNJF_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
508	ABGT_ECOLI
307	DMLR_ECOLI
307	DMLR_ECOLI
307	DMLR_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
477	YBHI_ECOLI
176	DSBB_ECOLI
176	DSBB_ECOLI
176	DSBB_ECOLI
176	DSBB_ECOLI
372	MTOX_ECOLI
372	MTOX_ECOLI
372	MTOX_ECOLI
372	MTOX_ECOLI
310	YIHG_ECOLI
310	YIHG_ECOLI
310	YIHG_ECOLI
310	YIHG_ECOLI
310	YIHG_ECOLI
359	PTFC2_ECOLI
359	PTFC2_ECOLI
359	PTFC2_ECOLI
359	PTFC2_ECOLI
359	PTFC2_ECOLI
359	PTFC2_ECOLI
359	PTFC2_ECOLI
359	PTFC2_ECOLI
598	NARX_ECOLI
598	NARX_ECOLI
598	NARX_ECOLI
107	PPDC_ECOLI
107	PPDC_ECOLI
305	QMCA_ECOLI
305	QMCA_ECOLI
305	QMCA_ECOLI
305	QMCA_ECOLI
305	QMCA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
438	SHIA_ECOLI
302	GALU_ECOLI
302	GALU_ECOLI
302	GALU_ECOLI
302	GALU_ECOLI
195	YOHC_ECOLI
195	YOHC_ECOLI
195	YOHC_ECOLI
195	YOHC_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
481	YEAV_ECOLI
464	WCAJ_ECOLI
464	WCAJ_ECOLI
464	WCAJ_ECOLI
464	WCAJ_ECOLI
464	WCAJ_ECOLI
464	WCAJ_ECOLI
464	WCAJ_ECOLI
464	WCAJ_ECOLI
464	WCAJ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
457	YEBQ_ECOLI
159	YKFM_ECOLI
159	YKFM_ECOLI
159	YKFM_ECOLI
159	YKFM_ECOLI
95	YBJC_ECOLI
296	CYOE_ECOLI
296	CYOE_ECOLI
296	CYOE_ECOLI
296	CYOE_ECOLI
296	CYOE_ECOLI
296	CYOE_ECOLI
296	CYOE_ECOLI
162	CVPA_ECOLI
162	CVPA_ECOLI
162	CVPA_ECOLI
162	CVPA_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
551	LLDP_ECOLI
202	YIBF_ECOLI
202	YIBF_ECOLI
489	GSPA_ECOLI
489	GSPA_ECOLI
489	GSPA_ECOLI
489	GSPA_ECOLI
489	GSPA_ECOLI
489	GSPA_ECOLI
489	GSPA_ECOLI
489	GSPA_ECOLI
149	YGAW_ECOLI
149	YGAW_ECOLI
149	YGAW_ECOLI
149	YGAW_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
366	CHAA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
565	YPDA_ECOLI
244	EXBB_ECOLI
244	EXBB_ECOLI
244	EXBB_ECOLI
244	EXBB_ECOLI
393	YHDX_ECOLI
393	YHDX_ECOLI
393	YHDX_ECOLI
393	YHDX_ECOLI
393	YHDX_ECOLI
393	YHDX_ECOLI
393	YHDX_ECOLI
393	YHDX_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
368	PTXC_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
660	FHUB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
483	PTFLB_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
553	YIDE_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
402	YBJJ_ECOLI
220	YQJA_ECOLI
220	YQJA_ECOLI
220	YQJA_ECOLI
220	YQJA_ECOLI
35	LDRB_ECOLI
54	YOJO_ECOLI
159	CCME_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
419	RFAL_ECOLI
206	RHTC_ECOLI
206	RHTC_ECOLI
206	RHTC_ECOLI
206	RHTC_ECOLI
206	RHTC_ECOLI
206	RHTC_ECOLI
222	ARTM_ECOLI
222	ARTM_ECOLI
222	ARTM_ECOLI
222	ARTM_ECOLI
132	YHCB_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
475	HSRA_ECOLI
425	LIVM_ECOLI
425	LIVM_ECOLI
425	LIVM_ECOLI
425	LIVM_ECOLI
425	LIVM_ECOLI
425	LIVM_ECOLI
425	LIVM_ECOLI
425	LIVM_ECOLI
425	LIVM_ECOLI
269	YQEI_ECOLI
269	YQEI_ECOLI
269	YQEI_ECOLI
269	YQEI_ECOLI
136	YBHQ_ECOLI
136	YBHQ_ECOLI
136	YBHQ_ECOLI
551	MCP1_ECOLI
551	MCP1_ECOLI
551	MCP1_ECOLI
551	MCP1_ECOLI
551	MCP1_ECOLI
551	MCP1_ECOLI
551	MCP1_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
433	YBBY_ECOLI
877	YEBT_ECOLI
877	YEBT_ECOLI
877	YEBT_ECOLI
877	YEBT_ECOLI
877	YEBT_ECOLI
877	YEBT_ECOLI
877	YEBT_ECOLI
83	YQGD_ECOLI
83	YQGD_ECOLI
328	KDSD_ECOLI
328	KDSD_ECOLI
328	KDSD_ECOLI
328	KDSD_ECOLI
328	KDSD_ECOLI
225	NARI_ECOLI
225	NARI_ECOLI
225	NARI_ECOLI
225	NARI_ECOLI
225	NARI_ECOLI
222	YKGH_ECOLI
222	YKGH_ECOLI
222	YKGH_ECOLI
136	PSIE_ECOLI
136	PSIE_ECOLI
136	PSIE_ECOLI
136	PSIE_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
429	RHMT_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
451	PTKC_ECOLI
204	CYOC_ECOLI
204	CYOC_ECOLI
204	CYOC_ECOLI
204	CYOC_ECOLI
204	CYOC_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
500	YJEM_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
430	DGOT_ECOLI
183	YGJV_ECOLI
183	YGJV_ECOLI
183	YGJV_ECOLI
183	YGJV_ECOLI
183	YGJV_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
461	DCUC_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
559	YCHM_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
416	NUPX_ECOLI
142	YQAA_ECOLI
142	YQAA_ECOLI
142	YQAA_ECOLI
338	YFJV_ECOLI
338	YFJV_ECOLI
338	YFJV_ECOLI
338	YFJV_ECOLI
338	YFJV_ECOLI
338	YFJV_ECOLI
338	YFJV_ECOLI
290	YEBZ_ECOLI
290	YEBZ_ECOLI
290	YEBZ_ECOLI
290	YEBZ_ECOLI
290	YEBZ_ECOLI
290	YEBZ_ECOLI
290	YEBZ_ECOLI
397	LPLT_ECOLI
397	LPLT_ECOLI
397	LPLT_ECOLI
397	LPLT_ECOLI
397	LPLT_ECOLI
397	LPLT_ECOLI
397	LPLT_ECOLI
397	LPLT_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
400	NUPC_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
395	YDEE_ECOLI
109	CYOD_ECOLI
109	CYOD_ECOLI
552	DPIB_ECOLI
552	DPIB_ECOLI
552	DPIB_ECOLI
552	DPIB_ECOLI
552	DPIB_ECOLI
552	DPIB_ECOLI
552	DPIB_ECOLI
552	DPIB_ECOLI
552	DPIB_ECOLI
206	RHTB_ECOLI
206	RHTB_ECOLI
206	RHTB_ECOLI
206	RHTB_ECOLI
206	RHTB_ECOLI
308	MOTB_ECOLI
308	MOTB_ECOLI
308	MOTB_ECOLI
146	YRFB_ECOLI
146	YRFB_ECOLI
146	YRFB_ECOLI
511	GADC_ECOLI
511	GADC_ECOLI
511	GADC_ECOLI
511	GADC_ECOLI
511	GADC_ECOLI
511	GADC_ECOLI
511	GADC_ECOLI
511	GADC_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
622	KUP_ECOLI
211	YEDZ_ECOLI
211	YEDZ_ECOLI
211	YEDZ_ECOLI
211	YEDZ_ECOLI
211	YEDZ_ECOLI
211	YEDZ_ECOLI
349	YAHK_ECOLI
349	YAHK_ECOLI
349	YAHK_ECOLI
349	YAHK_ECOLI
97	YBGE_ECOLI
97	YBGE_ECOLI
97	YBGE_ECOLI
257	ZUPT_ECOLI
257	ZUPT_ECOLI
257	ZUPT_ECOLI
257	ZUPT_ECOLI
257	ZUPT_ECOLI
257	ZUPT_ECOLI
257	ZUPT_ECOLI
257	ZUPT_ECOLI
146	YDGK_ECOLI
146	YDGK_ECOLI
146	YDGK_ECOLI
146	YDGK_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
716	YJIY_ECOLI
321	SAPB_ECOLI
321	SAPB_ECOLI
321	SAPB_ECOLI
321	SAPB_ECOLI
321	SAPB_ECOLI
321	SAPB_ECOLI
321	SAPB_ECOLI
321	SAPB_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
459	DINF_ECOLI
152	YBAO_ECOLI
152	YBAO_ECOLI
152	YBAO_ECOLI
152	YBAO_ECOLI
127	CRCB_ECOLI
127	CRCB_ECOLI
127	CRCB_ECOLI
127	CRCB_ECOLI
648	YEGI_ECOLI
648	YEGI_ECOLI
648	YEGI_ECOLI
648	YEGI_ECOLI
648	YEGI_ECOLI
648	YEGI_ECOLI
648	YEGI_ECOLI
648	YEGI_ECOLI
648	YEGI_ECOLI
188	YGGT_ECOLI
188	YGGT_ECOLI
188	YGGT_ECOLI
205	YICG_ECOLI
205	YICG_ECOLI
205	YICG_ECOLI
205	YICG_ECOLI
205	YICG_ECOLI
205	YICG_ECOLI
205	YICG_ECOLI
238	HISM_ECOLI
238	HISM_ECOLI
238	HISM_ECOLI
238	HISM_ECOLI
82	YBDJ_ECOLI
82	YBDJ_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
683	MDTO_ECOLI
251	AGAI_ECOLI
251	AGAI_ECOLI
195	EAMB_ECOLI
195	EAMB_ECOLI
195	EAMB_ECOLI
195	EAMB_ECOLI
195	EAMB_ECOLI
195	EAMB_ECOLI
86	YBBD_ECOLI
296	PRPB_ECOLI
296	PRPB_ECOLI
296	PRPB_ECOLI
291	CYSW_ECOLI
291	CYSW_ECOLI
291	CYSW_ECOLI
291	CYSW_ECOLI
406	NAGC_ECOLI
406	NAGC_ECOLI
406	NAGC_ECOLI
276	GLPG_ECOLI
276	GLPG_ECOLI
276	GLPG_ECOLI
276	GLPG_ECOLI
276	GLPG_ECOLI
276	GLPG_ECOLI
276	GLPG_ECOLI
441	PGAC_ECOLI
441	PGAC_ECOLI
441	PGAC_ECOLI
441	PGAC_ECOLI
441	PGAC_ECOLI
441	PGAC_ECOLI
441	PGAC_ECOLI
441	PGAC_ECOLI
441	PGAC_ECOLI
444	YICO_ECOLI
444	YICO_ECOLI
444	YICO_ECOLI
444	YICO_ECOLI
444	YICO_ECOLI
444	YICO_ECOLI
444	YICO_ECOLI
444	YICO_ECOLI
444	YICO_ECOLI
553	MCP2_ECOLI
553	MCP2_ECOLI
553	MCP2_ECOLI
553	MCP2_ECOLI
553	MCP2_ECOLI
553	MCP2_ECOLI
553	MCP2_ECOLI
553	MCP2_ECOLI
234	YBHL_ECOLI
234	YBHL_ECOLI
234	YBHL_ECOLI
234	YBHL_ECOLI
234	YBHL_ECOLI
234	YBHL_ECOLI
357	YCCM_ECOLI
357	YCCM_ECOLI
357	YCCM_ECOLI
357	YCCM_ECOLI
357	YCCM_ECOLI
357	YCCM_ECOLI
357	YCCM_ECOLI
174	YGAP_ECOLI
174	YGAP_ECOLI
113	YIAB_ECOLI
113	YIAB_ECOLI
113	YIAB_ECOLI
328	ARAH_ECOLI
328	ARAH_ECOLI
328	ARAH_ECOLI
328	ARAH_ECOLI
328	ARAH_ECOLI
328	ARAH_ECOLI
328	ARAH_ECOLI
130	YQJF_ECOLI
130	YQJF_ECOLI
130	YQJF_ECOLI
130	YQJF_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
511	MVIN_ECOLI
131	FRDC_ECOLI
131	FRDC_ECOLI
131	FRDC_ECOLI
392	HYBB_ECOLI
392	HYBB_ECOLI
