Accession	Uniprot Entry Name K12	Uniprot Accession BL21(DE3)	Uniprot Entry Name BL21(DE3)	Localization
P25714	OXAA_ECOLI	C6EG98	C6EG98_ECOBD	B
P0A7Y8	RNPA_ECOLI	C6EGA0	C6EGA0_ECOBD	A
P00903	PABA_ECOLI	C6EGA3	C6EGA3_ECOBD	A
P18335	ARGD_ECOLI	C6EGA4	C6EGA4_ECOBD	A
P45537	YHFK_ECOLI	C6EGA5	C6EGA5_ECOBD	B
P0ACJ8	CRP_ECOLI	C6EGA6	C6EGA6_ECOBD	A
P0ADX1	YHFA_ECOLI	C6EGA7	C6EGA7_ECOBD	A
P0AEX5	KPPR_ECOLI	C6EGA8	C6EGA8_ECOBD	A
P45524	YHET_ECOLI	C6EGB0	C6EGB0_ECOBD	A
P63389	YHES_ECOLI	C6EGB1	C6EGB1_ECOBD	F1
P0A756	KEFG_ECOLI	C6EGB2	C6EGB2_ECOBD	F1
P0A9K9	SLYD_ECOLI	C6EGB5	C6EGB5_ECOBD	A
P64624	YHEO_ECOLI	C6EGB8	C6EGB8_ECOBD	A
P02359	RS7_ECOLI	C6EGC3	C6EGC3_ECOBD	A
P0A6M8	EFG_ECOLI	C6EGC4	C6EGC4_ECOBD	A
P0A7R5	RS10_ECOLI	C6EGE5	C6EGE5_ECOBD	A
P60438	RL3_ECOLI	C6EGE6	C6EGE6_ECOBD	A
P60723	RL4_ECOLI	C6EGE7	C6EGE7_ECOBD	A
P60422	RL2_ECOLI	C6EGE9	C6EGE9_ECOBD	A
P0A7U3	RS19_ECOLI	C6EGF0	C6EGF0_ECOBD	A
P61175	RL22_ECOLI	C6EGF1	C6EGF1_ECOBD	A
P0ADY7	RL16_ECOLI	C6EGF3	C6EGF3_ECOBD	A
P0AG63	RS17_ECOLI	C6EGF5	C6EGF5_ECOBD	A
P0ADY3	RL14_ECOLI	C6EGF6	C6EGF6_ECOBD	A
P60624	RL24_ECOLI	C6EGF7	C6EGF7_ECOBD	A
P0AG59	RS14_ECOLI	C6EGF9	C6EGF9_ECOBD	A
P0A7W7	RS8_ECOLI	C6EGG0	C6EGG0_ECOBD	A
P0AG55	RL6_ECOLI	C6EGG1	C6EGG1_ECOBD	A
P0A7W1	RS5_ECOLI	C6EGG3	C6EGG3_ECOBD	A
P02413	RL15_ECOLI	C6EGG5	C6EGG5_ECOBD	A
P0AGA2	SECY_ECOLI	C6EGG6	C6EGG6_ECOBD	B
P0A7S9	RS13_ECOLI	C6EGG8	C6EGG8_ECOBD	A
P0A7R9	RS11_ECOLI	C6EGG9	C6EGG9_ECOBD	A
P0A7V8	RS4_ECOLI	C6EGH0	C6EGH0_ECOBD	A
P0A7Z4	RPOA_ECOLI	C6EGH1	C6EGH1_ECOBD	A
P0AG44	RL17_ECOLI	C6EGH2	C6EGH2_ECOBD	A
P0ACS5	ZNTR_ECOLI	C6EGH4	C6EGH4_ECOBD	A
P36929	RSMB_ECOLI	C6EGH8	C6EGH8_ECOBD	B
P23882	FMT_ECOLI	C6EGH9	C6EGH9_ECOBD	A
P0A6K3	DEF_ECOLI	C6EGI0	C6EGI0_ECOBD	A
P45748	RIMN_ECOLI	C6EGI4	C6EGI4_ECOBD	A
P15770	AROE_ECOLI	C6EGI5	C6EGI5_ECOBD	A
P0A9W9	YRDA_ECOLI	C6EGI7	C6EGI7_ECOBD	A
P45769	YHDZ_ECOLI	C6EGI8	C6EGI8_ECOBD	F1
P0A6R3	FIS_ECOLI	C6EGJ9	C6EGJ9_ECOBD	A
P0ABT5	DUSB_ECOLI	C6EGK0	C6EGK0_ECOBD	A
P24182	ACCC_ECOLI	C6EGK4	C6EGK4_ECOBD	A
P13518	CSRD_ECOLI	C6EGK8	C6EGK8_ECOBD	B
P0A9X4	MREB_ECOLI	C6EGL0	C6EGL0_ECOBD	F1
P25536	YHDE_ECOLI	C6EGL3	C6EGL3_ECOBD	A
P0A9J0	RNG_ECOLI	C6EGL4	C6EGL4_ECOBD	A
P0AGG8	TLDD_ECOLI	C6EGL6	C6EGL6_ECOBD	A
P67662	AAER_ECOLI	C6EGL7	C6EGL7_ECOBD	B
P46482	AAEA_ECOLI	C6EGL9	C6EGL9_ECOBD	B
P23843	OPPA_ECOLI	C6EGM4	C6EGM4_ECOBD	G
P0ACF8	HNS_ECOLI	C6EGN0	C6EGN0_ECOBD	A
P0AEP3	GALU_ECOLI	C6EGN1	C6EGN1_ECOBD	B
P0AEV1	HNR_ECOLI	C6EGN2	C6EGN2_ECOBD	A
P0AFR0	RSSA_ECOLI	C6EGN3	C6EGN3_ECOBD	A
P37051	PURU_ECOLI	C6EGN5	C6EGN5_ECOBD	A
P11350	NARI_ECOLI	C6EGN6	C6EGN6_ECOBD	B
P11349	NARH_ECOLI	C6EGN8	C6EGN8_ECOBD	F1
P09152	NARG_ECOLI	C6EGN9	C6EGN9_ECOBD	F1
P0AFA2	NARX_ECOLI	C6EGP2	C6EGP2_ECOBD	B
P0AF28	NARL_ECOLI	C6EGP3	C6EGP3_ECOBD	A
P0AB52	YCHN_ECOLI	C6EGP5	C6EGP5_ECOBD	A
P39163	CHAC_ECOLI	C6EGP6	C6EGP6_ECOBD	A
P0A715	KDSA_ECOLI	C6EGQ1	C6EGQ1_ECOBD	A
P0AGM5	SIRB1_ECOLI	C6EGQ2	C6EGQ2_ECOBD	B
P0ACC1	HEMK_ECOLI	C6EGQ4	C6EGQ4_ECOBD	A
P0A7I0	RF1_ECOLI	C6EGQ5	C6EGQ5_ECOBD	A
P0A6X1	HEM1_ECOLI	C6EGQ6	C6EGQ6_ECOBD	A
P61320	LOLB_ECOLI	C6EGQ7	C6EGQ7_ECOBD	I
P62615	ISPE_ECOLI	C6EGQ8	C6EGQ8_ECOBD	A
P0A717	KPRS_ECOLI	C6EGQ9	C6EGQ9_ECOBD	A
P0ABU2	ENGD_ECOLI	C6EGR3	C6EGR3_ECOBD	A
P0C960	EMTA_ECOLI	C6EGS4	C6EGS4_ECOBD	I
P76008	LDCA_ECOLI	C6EGS5	C6EGS5_ECOBD	A
P29012	ALR2_ECOLI	C6EGS7	C6EGS7_ECOBD	A
P0A6J5	DADA_ECOLI	C6EGS8	C6EGS8_ECOBD	F1
P29013	YCGB_ECOLI	C6EGS9	C6EGS9_ECOBD	A
P0A8V6	FADR_ECOLI	C6EGT0	C6EGT0_ECOBD	A
P0A8L5	YCGN_ECOLI	C6EGT5	C6EGT5_ECOBD	A
P0AB43	YCGL_ECOLI	C6EGT7	C6EGT7_ECOBD	A
P18196	MINC_ECOLI	C6EGU0	C6EGU0_ECOBD	A
P0AEZ3	MIND_ECOLI	C6EGU1	C6EGU1_ECOBD	F1
P0A734	MINE_ECOLI	C6EGU2	C6EGU2_ECOBD	F1
P08200	IDH_ECOLI	C6EGV5	C6EGV5_ECOBD	B
P0AEI6	NUDJ_ECOLI	C6EGV7	C6EGV7_ECOBD	A
P25745	MNMA_ECOLI	C6EGV8	C6EGV8_ECOBD	A
P25746	HFLD_ECOLI	C6EGV9	C6EGV9_ECOBD	F1
P0AB89	PUR8_ECOLI	C6EGW0	C6EGW0_ECOBD	A
P23836	PHOP_ECOLI	C6EGW1	C6EGW1_ECOBD	A
P23837	PHOQ_ECOLI	C6EGW2	C6EGW2_ECOBD	B
P27431	YCFD_ECOLI	C6EGW3	C6EGW3_ECOBD	A
P29745	PEPT_ECOLI	C6EGW4	C6EGW4_ECOBD	A
P69874	POTA_ECOLI	C6EGW5	C6EGW5_ECOBD	F1
P0AFK4	POTB_ECOLI	C6EGW6	C6EGW6_ECOBD	B
P0AFK6	POTC_ECOLI	C6EGW7	C6EGW7_ECOBD	B
P0AFK9	POTD_ECOLI	C6EGW8	C6EGW8_ECOBD	G
P75957	LOLD_ECOLI	C6EGX5	C6EGX5_ECOBD	F1
P30958	MFD_ECOLI	C6EGX8	C6EGX8_ECOBD	A
P75954	YCFS_ECOLI	C6EGX9	C6EGX9_ECOBD	G
P75952	YCFQ_ECOLI	C6EGY1	C6EGY1_ECOBD	A
P00393	DHNA_ECOLI	C6EGY3	C6EGY3_ECOBD	F1
P0A8E1	YCFP_ECOLI	C6EGY4	C6EGY4_ECOBD	A
P75949	NAGZ_ECOLI	C6EGY5	C6EGY5_ECOBD	A
P0AB38	YCFM_ECOLI	C6EGY7	C6EGY7_ECOBD	I
P75946	YCFL_ECOLI	C6EGY8	C6EGY8_ECOBD	I
P0ACE7	HINT_ECOLI	C6EGY9	C6EGY9_ECOBD	A
P69786	PTGCB_ECOLI	C6EGZ1	C6EGZ1_ECOBD	B
P0AFQ7	YCFH_ECOLI	C6EGZ2	C6EGZ2_ECOBD	A
P0A6D0	ARGR_ECOLI	C6EGZ4	C6EGZ4_ECOBD	A
P61889	MDH_ECOLI	C6EGZ6	C6EGZ6_ECOBD	F1
P64612	YHCM_ECOLI	C6EH00	C6EH00_ECOBD	A
P0AA10	RL13_ECOLI	C6EH01	C6EH01_ECOBD	A
P0A7X3	RS9_ECOLI	C6EH02	C6EH02_ECOBD	A
P0ACA3	SSPA_ECOLI	C6EH03	C6EH03_ECOBD	A
P0AFZ3	SSPB_ECOLI	C6EH04	C6EH04_ECOBD	A
P0A8W0	NANR_ECOLI	C6EH06	C6EH06_ECOBD	A
P09832	GLTD_ECOLI	C6EH14	C6EH14_ECOBD	A
P0AEC3	ARCB_ECOLI	C6EH17	C6EH17_ECOBD	B
P0ABU5	ELBB_ECOLI	C6EH18	C6EH18_ECOBD	A
P46022	MTGA_ECOLI	C6EH19	C6EH19_ECOBD	B
P0A894	YHBJ_ECOLI	C6EH22	C6EH22_ECOBD	A
P69829	PTSN_ECOLI	C6EH23	C6EH23_ECOBD	F1
P0AFX0	RP5M_ECOLI	C6EH24	C6EH24_ECOBD	A
P0A9V1	LPTB_ECOLI	C6EH26	C6EH26_ECOBD	F1
P0ADV1	LPTA_ECOLI	C6EH27	C6EH27_ECOBD	G
P0ADV9	LPTC_ECOLI	C6EH28	C6EH28_ECOBD	B
P0ABZ4	KDSC_ECOLI	C6EH29	C6EH29_ECOBD	F1
P45395	KDSD_ECOLI	C6EH30	C6EH30_ECOBD	B
P63386	MLAF_ECOLI	C6EH32	C6EH32_ECOBD	F1
P64606	MLAE_ECOLI	C6EH33	C6EH33_ECOBD	B
P64604	MLAD_ECOLI	C6EH34	C6EH34_ECOBD	G
P0ADV7	MLAC_ECOLI	C6EH35	C6EH35_ECOBD	G
P0AD57	ISPB_ECOLI	C6EH40	C6EH40_ECOBD	A
P0AA73	YHBE_ECOLI	C6EH43	C6EH43_ECOBD	B
P24228	DACB_ECOLI	C6EH45	C6EH45_ECOBD	F2
P0A6W5	GREA_ECOLI	C6EH46	C6EH46_ECOBD	A
P0C0R7	RLME_ECOLI	C6EH48	C6EH48_ECOBD	A
P0AC13	DHPS_ECOLI	C6EH50	C6EH50_ECOBD	A
P31120	GLMM_ECOLI	C6EH51	C6EH51_ECOBD	A
P0AG99	SECG_ECOLI	C6EH52	C6EH52_ECOBD	B
P0A6E4	ASSY_ECOLI	C6EH54	C6EH54_ECOBD	A
P0A8A8	RIMP_ECOLI	C6EH55	C6EH55_ECOBD	A
P0AFF6	NUSA_ECOLI	C6EH56	C6EH56_ECOBD	A
P0A7G2	RBFA_ECOLI	C6EH58	C6EH58_ECOBD	A
P0ADZ4	RS15_ECOLI	C6EH60	C6EH60_ECOBD	A
P05055	PNP_ECOLI	C6EH61	C6EH61_ECOBD	A
P0AFB1	NLPI_ECOLI	C6EH62	C6EH62_ECOBD	I
P0A9P6	DEAD_ECOLI	C6EH63	C6EH63_ECOBD	A
P0ADV5	YHBW_ECOLI	C6EH65	C6EH65_ECOBD	A
P64599	YHBT_ECOLI	C6EH68	C6EH68_ECOBD	A
P63417	YHBS_ECOLI	C6EH69	C6EH69_ECOBD	A
P67762	YHBP_ECOLI	C6EH71	C6EH71_ECOBD	A
P45469	YRAR_ECOLI	C6EH73	C6EH73_ECOBD	A
P66817	DIAA_ECOLI	C6EH76	C6EH76_ECOBD	A
P45465	YRAN_ECOLI	C6EH77	C6EH77_ECOBD	A
P67087	RSMI_ECOLI	C6EH79	C6EH79_ECOBD	A
P42904	PTPB2_ECOLI	C6EH94	C6EH94_ECOBD	A
P0ACK2	AGAR_ECOLI	C6EH96	C6EH96_ECOBD	A
P0ABQ2	GARR_ECOLI	C6EHA1	C6EHA1_ECOBD	A
P42632	TDCE_ECOLI	C6EHB0	C6EHB0_ECOBD	A
P0A720	KTHY_ECOLI	C6EHB6	C6EHB6_ECOBD	A
P28306	YCEG_ECOLI	C6EHB7	C6EHB7_ECOBD	B
P28305	PABC_ECOLI	C6EHB8	C6EHB8_ECOBD	A
P0AAI5	FABF_ECOLI	C6EHB9	C6EHB9_ECOBD	A
P0AAI9	FABD_ECOLI	C6EHC2	C6EHC2_ECOBD	A
P0A6R0	FABH_ECOLI	C6EHC3	C6EHC3_ECOBD	A
P0AA39	RLUC_ECOLI	C6EHC8	C6EHC8_ECOBD	A
P29217	YCEH_ECOLI	C6EHE6	C6EHE6_ECOBD	B
P0A948	RIMJ_ECOLI	C6EHE7	C6EHE7_ECOBD	A
P0AC59	GLRX2_ECOLI	C6EHE9	C6EHE9_ECOBD	A
P0AB26	YCEB_ECOLI	C6EHF0	C6EHF0_ECOBD	I
P05020	PYRC_ECOLI	C6EHF1	C6EHF1_ECOBD	A
P0A8X2	YCEI_ECOLI	C6EHF7	C6EHF7_ECOBD	G
P24188	YCEA_ECOLI	C6EHF8	C6EHF8_ECOBD	A
P0ACV0	HTRB_ECOLI	C6EHF9	C6EHF9_ECOBD	B
P25738	MSYB_ECOLI	C6EHG1	C6EHG1_ECOBD	A
P62517	OPGH_ECOLI	C6EHG3	C6EHG3_ECOBD	B
P33136	OPGG_ECOLI	C6EHG4	C6EHG4_ECOBD	G
P75919	YMDC_ECOLI	C6EHG6	C6EHG6_ECOBD	A
P0A8D6	YMDB_ECOLI	C6EHG7	C6EHG7_ECOBD	A
P75915	YCDY_ECOLI	C6EHH7	C6EHH7_ECOBD	A
P75914	YCDX_ECOLI	C6EHH8	C6EHH8_ECOBD	A
P31545	YCDB_ECOLI	C6EHI8	C6EHI8_ECOBD	G
P0AB24	YCDO_ECOLI	C6EHI9	C6EHI9_ECOBD	G
P09546	PUTA_ECOLI	C6EHJ3	C6EHJ3_ECOBD	F1
P0ACU2	RUTR_ECOLI	C6EHJ4	C6EHJ4_ECOBD	A
P36659	CBPA_ECOLI	C6EHK7	C6EHK7_ECOBD	A
P33225	TORA_ECOLI	C6EHL0	C6EHL0_ECOBD	G
P33226	TORC_ECOLI	C6EHL1	C6EHL1_ECOBD	B
P38684	TORR_ECOLI	C6EHL2	C6EHL2_ECOBD	A
P26459	APPC_ECOLI	C6EHN0	C6EHN0_ECOBD	B
P67660	YHAJ_ECOLI	C6EHN7	C6EHN7_ECOBD	A
P64590	YHAH_ECOLI	C6EHN9	C6EHN9_ECOBD	B
Q47710	YQJK_ECOLI	C6EHP3	C6EHP3_ECOBD	B
P0ACL2	EXUR_ECOLI	C6EHQ0	C6EHQ0_ECOBD	A
P42601	ALX_ECOLI	C6EHQ7	C6EHQ7_ECOBD	B
P42596	RLMG_ECOLI	C6EHR2	C6EHR2_ECOBD	A
P42593	FADH_ECOLI	C6EHR5	C6EHR5_ECOBD	A
P42591	YGJJ_ECOLI	C6EHR7	C6EHR7_ECOBD	G
P06846	EBGR_ECOLI	C6EHS1	C6EHS1_ECOBD	A
P64588	YQJI_ECOLI	C6EHS5	C6EHS5_ECOBD	A
Q46871	YQJH_ECOLI	C6EHS6	C6EHS6_ECOBD	A
P00579	RPOD_ECOLI	C6EHS8	C6EHS8_ECOBD	A
P0ABS5	PRIM_ECOLI	C6EHS9	C6EHS9_ECOBD	B
P05852	GCP_ECOLI	C6EHT1	C6EHT1_ECOBD	A
P05847	TTDA_ECOLI	C6EHT4	C6EHT4_ECOBD	A
P60782	PLSY_ECOLI	C6EHT6	C6EHT6_ECOBD	B
P60932	UPPP_ECOLI	C6EHT8	C6EHT8_ECOBD	B
P06961	CCA_ECOLI	C6EHT9	C6EHT9_ECOBD	A
P30871	YGIF_ECOLI	C6EHU1	C6EHU1_ECOBD	A
P30870	GLNE_ECOLI	C6EHU2	C6EHU2_ECOBD	A
P76658	HLDE_ECOLI	C6EHU3	C6EHU3_ECOBD	A
P0A7J0	RIBB_ECOLI	C6EHV2	C6EHV2_ECOBD	F1
P0ADT5	YGIC_ECOLI	C6EHV6	C6EHV6_ECOBD	A
P0ADT2	YGIB_ECOLI	C6EHV7	C6EHV7_ECOBD	A
P02930	TOLC_ECOLI	C6EHV8	C6EHV8_ECOBD	H
Q93K97	ADPP_ECOLI	C6EHV9	C6EHV9_ECOBD	A
P0ADU7	YQIB_ECOLI	C6EHW0	C6EHW0_ECOBD	A
P0AEW4	ICC_ECOLI	C6EHW1	C6EHW1_ECOBD	A
P0A8Z7	YQIA_ECOLI	C6EHW2	C6EHW2_ECOBD	A
P20083	PARE_ECOLI	C6EHW3	C6EHW3_ECOBD	A
P0AEY5	MDAB_ECOLI	C6EHW5	C6EHW5_ECOBD	B
P40719	QSEC_ECOLI	C6EHW7	C6EHW7_ECOBD	B
P52076	QSEB_ECOLI	C6EHW8	C6EHW8_ECOBD	A
P0AFI2	PARC_ECOLI	C6EHX4	C6EHX4_ECOBD	F1
P26647	PLSC_ECOLI	C6EHX6	C6EHX6_ECOBD	F1
P26648	SUFI_ECOLI	C6EHX7	C6EHX7_ECOBD	G
Q46857	DKGA_ECOLI	C6EHY2	C6EHY2_ECOBD	A
Q46856	YQHD_ECOLI	C6EHY3	C6EHY3_ECOBD	A
Q46855	YQHC_ECOLI	C6EHY4	C6EHY4_ECOBD	A
P06721	METC_ECOLI	C6EHY6	C6EHY6_ECOBD	A
P0ABU7	EXBB_ECOLI	C6EHY7	C6EHY7_ECOBD	B
P0AG84	YGHA_ECOLI	C6EHY9	C6EHY9_ECOBD	A
P67244	YQHA_ECOLI	C6EHZ0	C6EHZ0_ECOBD	B
P64574	YGHW_ECOLI	C6EHZ3	C6EHZ3_ECOBD	A
P0AAJ8	HYBA_ECOLI	C6EHZ6	C6EHZ6_ECOBD	F2
P0ACE0	MBHM_ECOLI	C6EHZ8	C6EHZ8_ECOBD	F2
P37182	HYBD_ECOLI	C6EHZ9	C6EHZ9_ECOBD	A
P0AAN1	HYBE_ECOLI	C6EI00	C6EI00_ECOBD	A
P0A703	HYBF_ECOLI	C6EI01	C6EI01_ECOBD	A
Q46845	YGHU_ECOLI	C6EI03	C6EI03_ECOBD	F1
P0AES0	GSP_ECOLI	C6EI04	C6EI04_ECOBD	A
P0AAC6	YCCA_ECOLI	C6EI11	C6EI11_ECOBD	B
P75876	RLMI_ECOLI	C6EI14	C6EI14_ECOBD	A
P0AB20	HSPQ_ECOLI	C6EI15	C6EI15_ECOBD	A
P75874	YCCU_ECOLI	C6EI16	C6EI16_ECOBD	A
P0A731	MGSA_ECOLI	C6EI18	C6EI18_ECOBD	A
P15038	HELD_ECOLI	C6EI19	C6EI19_ECOBD	A
P0AB12	YCCF_ECOLI	C6EI20	C6EI20_ECOBD	B
P75870	YCCS_ECOLI	C6EI21	C6EI21_ECOBD	B
P0A8N0	YCBG_ECOLI	C6EI26	C6EI26_ECOBD	A
P75867	LONH_ECOLI	C6EI27	C6EI27_ECOBD	A
P0A6Q3	FABA_ECOLI	C6EI28	C6EI28_ECOBD	A
P0AB10	YMBA_ECOLI	C6EI30	C6EI30_ECOBD	E
P43671	PQIB_ECOLI	C6EI31	C6EI31_ECOBD	B
P75864	RLML_ECOLI	C6EI34	C6EI34_ECOBD	A
P75863	YCBX_ECOLI	C6EI35	C6EI35_ECOBD	A
P0A7E1	PYRD_ECOLI	C6EI37	C6EI37_ECOBD	F1
P80644	SSUE_ECOLI	C6EI45	C6EI45_ECOBD	A
P75853	SSUA_ECOLI	C6EI46	C6EI46_ECOBD	G
P80645	SSUD_ECOLI	C6EI47	C6EI47_ECOBD	A
P04825	AMPN_ECOLI	C6EI50	C6EI50_ECOBD	F1
P0A8M0	SYN_ECOLI	C6EI52	C6EI52_ECOBD	A
P02931	OMPF_ECOLI	C6EI53	C6EI53_ECOBD	H
P00509	AAT_ECOLI	C6EI54	C6EI54_ECOBD	A
P75849	YCBL_ECOLI	C6EI55	C6EI55_ECOBD	A
P0AB06	YCBK_ECOLI	C6EI56	C6EI56_ECOBD	G
P22525	YCBB_ECOLI	C6EI57	C6EI57_ECOBD	B
P22523	MUKB_ECOLI	C6EI58	C6EI58_ECOBD	A
P22524	MUKE_ECOLI	C6EI59	C6EI59_ECOBD	A
P60293	MUKF_ECOLI	C6EI60	C6EI60_ECOBD	A
P36566	SMTA_ECOLI	C6EI61	C6EI61_ECOBD	A
P04951	KDSB_ECOLI	C6EI64	C6EI64_ECOBD	A
P60752	MSBA_ECOLI	C6EI68	C6EI68_ECOBD	B
P43674	YCAL_ECOLI	C6EI73	C6EI73_ECOBD	I
P23721	SERC_ECOLI	C6EI75	C6EI75_ECOBD	A
P75838	YCAO_ECOLI	C6EI77	C6EI77_ECOBD	A
P0AC23	FOCA_ECOLI	C6EI78	C6EI78_ECOBD	B
P0A9N4	PFLA_ECOLI	C6EI80	C6EI80_ECOBD	A
P18776	DMSB_ECOLI	C6EI87	C6EI87_ECOBD	F2
P0A8L1	SYS_ECOLI	C6EI89	C6EI89_ECOBD	A
P0AAZ4	RARA_ECOLI	C6EI90	C6EI90_ECOBD	A
P61316	LOLA_ECOLI	C6EI91	C6EI91_ECOBD	G
P46889	FTSK_ECOLI	C6EI92	C6EI92_ECOBD	B
P0ACJ0	LRP_ECOLI	C6EI93	C6EI93_ECOBD	B
P0A9P4	TRXB_ECOLI	C6EI94	C6EI94_ECOBD	G
P29018	CYDD_ECOLI	C6EI95	C6EI95_ECOBD	B
P23886	CYDC_ECOLI	C6EI96	C6EI96_ECOBD	B
P0A8P1	LFTR_ECOLI	C6EI97	C6EI97_ECOBD	A
P0A8Q6	CLPS_ECOLI	C6EIA0	C6EIA0_ECOBD	A
P75830	MACA_ECOLI	C6EIA3	C6EIA3_ECOBD	F2
P75829	YBJX_ECOLI	C6EIA4	C6EIA4_ECOBD	F1
P75828	YBJD_ECOLI	C6EIA5	C6EIA5_ECOBD	B
P07003	POXB_ECOLI	C6EIB0	C6EIB0_ECOBD	F1
P75823	LTAE_ECOLI	C6EIB1	C6EIB1_ECOBD	A
P75822	YBJT_ECOLI	C6EIB2	C6EIB2_ECOBD	B
P75820	AMID_ECOLI	C6EIB4	C6EIB4_ECOBD	I
P0A8C1	YBJQ_ECOLI	C6EIB5	C6EIB5_ECOBD	A
P0AAF6	ARTP_ECOLI	C6EIB7	C6EIB7_ECOBD	F1
P30859	ARTI_ECOLI	C6EIB8	C6EIB8_ECOBD	G
P0AE34	ARTQ_ECOLI	C6EIB9	C6EIB9_ECOBD	B
P75817	RUMB_ECOLI	C6EIC2	C6EIC2_ECOBD	A
P31134	POTG_ECOLI	C6EIC6	C6EIC6_ECOBD	F1
P21169	DCOR_ECOLI	C6EIE4	C6EIE4_ECOBD	A
P0C066	MLTC_ECOLI	C6EIE7	C6EIE7_ECOBD	I
P0A8P3	FETP_ECOLI	C6EIE8	C6EIE8_ECOBD	A
P0A8I5	TRMB_ECOLI	C6EIF0	C6EIF0_ECOBD	A
P38521	YGGL_ECOLI	C6EIF1	C6EIF1_ECOBD	A
P0ADS9	YGGN_ECOLI	C6EIF3	C6EIF3_ECOBD	G
P52061	RDGB_ECOLI	C6EIF7	C6EIF7_ECOBD	A
P67080	YGGS_ECOLI	C6EIG0	C6EIG0_ECOBD	A
P0A8I1	RUVX_ECOLI	C6EIG2	C6EIG2_ECOBD	A
P0A8W5	YQGE_ECOLI	C6EIG3	C6EIG3_ECOBD	A
P04425	GSHB_ECOLI	C6EIG4	C6EIG4_ECOBD	A
P0AGL7	RSME_ECOLI	C6EIG5	C6EIG5_ECOBD	A
P0A817	METK_ECOLI	C6EIG9	C6EIG9_ECOBD	A
P21170	SPEA_ECOLI	C6EIH1	C6EIH1_ECOBD	A
P60651	SPEB_ECOLI	C6EIH2	C6EIH2_ECOBD	A
P27302	TKT1_ECOLI	C6EIH4	C6EIH4_ECOBD	A
P0A9B6	E4PD_ECOLI	C6EII2	C6EII2_ECOBD	A
P0A799	PGK_ECOLI	C6EII3	C6EII3_ECOBD	A
P0AB71	ALF_ECOLI	C6EII4	C6EII4_ECOBD	A
P0ADS6	YGGE_ECOLI	C6EII7	C6EII7_ECOBD	G
P0A8S1	ICIA_ECOLI	C6EIJ3	C6EIJ3_ECOBD	A
P0A7Z0	RPIA_ECOLI	C6EIJ5	C6EIJ5_ECOBD	A
P0A9T0	SERA_ECOLI	C6EIJ6	C6EIJ6_ECOBD	A
P0ADS2	ZAPA_ECOLI	C6EIJ8	C6EIJ8_ECOBD	A
P0A8C4	YGFB_ECOLI	C6EIJ9	C6EIJ9_ECOBD	A
P15034	AMPP_ECOLI	C6EIK0	C6EIK0_ECOBD	A
P25534	UBIH_ECOLI	C6EIK1	C6EIK1_ECOBD	F1
P25535	VISC_ECOLI	C6EIK2	C6EIK2_ECOBD	B
P0A6T9	GCSH_ECOLI	C6EIK4	C6EIK4_ECOBD	A
P33195	GCSP_ECOLI	C6EIK5	C6EIK5_ECOBD	A
Q46829	BGLA_ECOLI	C6EIK7	C6EIK7_ECOBD	A
P0ADE8	YGFZ_ECOLI	C6EIL0	C6EIL0_ECOBD	A
Q46824	YGFX_ECOLI	C6EIL2	C6EIL2_ECOBD	B
P0AEG6	DSBC_ECOLI	C6EIL5	C6EIL5_ECOBD	G
P21893	RECJ_ECOLI	C6EIL6	C6EIL6_ECOBD	B
P0A8N3	SYK1_ECOLI	C6EIL8	C6EIL8_ECOBD	A
Q46800	XDHB_ECOLI	C6EIP1	C6EIP1_ECOBD	A
P63340	YQEG_ECOLI	C6EIP8	C6EIP8_ECOBD	B
Q46939	YQEF_ECOLI	C6EIP9	C6EIP9_ECOBD	A
P0AAY6	YBJN_ECOLI	C6EIQ2	C6EIQ2_ECOBD	A
P0C0U4	RIMK_ECOLI	C6EIQ3	C6EIQ3_ECOBD	A
P60869	YBJL_ECOLI	C6EIQ8	C6EIQ8_ECOBD	B
P75809	YBJI_ECOLI	C6EIT9	C6EIT9_ECOBD	A
P0AEY8	MDFA_ECOLI	C6EIU1	C6EIU1_ECOBD	B
P0ACK5	DEOR_ECOLI	C6EIU3	C6EIU3_ECOBD	A
P08506	DACC_ECOLI	C6EIU4	C6EIU4_ECOBD	F2
P0AEI4	RIMO_ECOLI	C6EIU8	C6EIU8_ECOBD	A
P75801	YLIF_ECOLI	C6EIU9	C6EIU9_ECOBD	B
P75797	GSIB_ECOLI	C6EIV2	C6EIV2_ECOBD	G
P75796	GSIA_ECOLI	C6EIV3	C6EIV3_ECOBD	F1
P12281	MOEA_ECOLI	C6EIV5	C6EIV5_ECOBD	A
P12282	MOEB_ECOLI	C6EIV6	C6EIV6_ECOBD	A
P75792	SUPH_ECOLI	C6EIW0	C6EIW0_ECOBD	A
P0A9U3	YBIT_ECOLI	C6EIW2	C6EIW2_ECOBD	F1
P0AAX8	YBIS_ECOLI	C6EIW3	C6EIW3_ECOBD	G
P0A9F1	MNTR_ECOLI	C6EIW5	C6EIW5_ECOBD	A
P75785	YBIP_ECOLI	C6EIW7	C6EIW7_ECOBD	B
P0A917	OMPX_ECOLI	C6EIW8	C6EIW8_ECOBD	H
P0ABT2	DPS_ECOLI	C6EIX0	C6EIX0_ECOBD	A
P0AEQ3	GLNH_ECOLI	C6EIX1	C6EIX1_ECOBD	G
P10346	GLNQ_ECOLI	C6EIX3	C6EIX3_ECOBD	F1
