Entry name (Uniprot)		TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	# Studies	OurStudy_Feb2011_Common	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Pan2010	Thein2010	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	Manddalo2011
RIR1_ECOLI	C6E9W7_ECOBD	A	11	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
PHSM_ECOLI	C6EFF7_ECOBD	A	16	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
AAT_ECOLI	C6EI54_ECOBD	A	13	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
KHSE_ECOLI	C6EBG6_ECOBD	A	6	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AK2H_ECOLI	C6EE68_ECOBD	A	7	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
RPOD_ECOLI	C6EHS8_ECOBD	A	10	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
DCDA_ECOLI	C6EJ30_ECOBD	A	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CAPP_ECOLI	C6EE53_ECOBD	A	15	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0
AROH_ECOLI	C6ECQ2_ECOBD	A	7	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
AROF_ECOLI	C6EJZ1_ECOBD	A	5	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRPE_ECOLI	C6EFX2_ECOBD	A	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PABA_ECOLI	C6EGA3_ECOBD	A	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PHR_ECOLI	C6EJN0_ECOBD	A	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
THRC_ECOLI	C6EBG5_ECOBD	A	10	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
METB_ECOLI	C6EE69_ECOBD	A	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
XYLA_ECOLI	C6EEB3_ECOBD	A	7	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MANA_ECOLI	C6EDN5_ECOBD	A	8	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SYW_ECOLI	C6EFJ2_ECOBD	A	15	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SYI_ECOLI	C6EB27_ECOBD	A	10	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SYM_ECOLI	C6EAJ7_ECOBD	A	11	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SYGB_ECOLI	C6EEC0_ECOBD	A	14	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SYQ_ECOLI	C6EJQ4_ECOBD	A	12	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
ASNA_ECOLI	C6EG59_ECOBD	A	14	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
CARB_ECOLI	C6EB19_ECOBD	A	13	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
RS6_ECOLI	C6ECE9_ECOBD	A	14	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0
RS7_ECOLI	C6EGC3_ECOBD	A	13	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
RL15_ECOLI	C6EGG5_ECOBD	A	14	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
DPO3E_ECOLI	C6EA75_ECOBD	A	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
UVRD_ECOLI	C6EG01_ECOBD	A	8	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
GALR_ECOLI	C6EJ31_ECOBD	A	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LYSR_ECOLI	C6EJ29_ECOBD	A	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGEA_ECOLI	C6EJ28_ECOBD	A	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MIOC_ECOLI	C6EG61_ECOBD	A	5	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
DAPB_ECOLI	C6EB22_ECOBD	A	11	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
GUAA_ECOLI	C6EKK2_ECOBD	A	11	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
UMUC_ECOLI	C6EGT3_ECOBD	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRSA_ECOLI	C6EA48_ECOBD	A	8	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
GSHB_ECOLI	C6EIG4_ECOBD	A	11	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
TYRB_ECOLI	C6ED71_ECOBD	A	11	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SYE_ECOLI	C6EL72_ECOBD	A	13	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
KDSB_ECOLI	C6EI64_ECOBD	A	7	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
EX5A_ECOLI	C6EJ50_ECOBD	A	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
EX1_ECOLI	C6EB72_ECOBD	A	6	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PYRC_ECOLI	C6EHF1_ECOBD	A	7	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
FUMC_ECOLI	C6EDN7_ECOBD	A	13	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
PNP_ECOLI	C6EH61_ECOBD	A	22	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1
AROD_ECOLI	C6ECR4_ECOBD	A	6	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PDXB_ECOLI	C6ELD3_ECOBD	A	9	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
FPG_ECOLI	C6EDF6_ECOBD	A	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
APAH_ECOLI	C6EB04_ECOBD	A	6	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
ILVC_ECOLI	C6EG37_ECOBD	A	11	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
BGLR_ECOLI	C6EDN0_ECOBD	A	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ILVY_ECOLI	C6EG38_ECOBD	A	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TTDA_ECOLI	C6EHT4_ECOBD	A	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCP_ECOLI	C6EHT1_ECOBD	A	8	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
BTUE_ECOLI	C6ECP7_ECOBD	A	10	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
TOP1_ECOLI	C6EFW3_ECOBD	A	10	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
DPO3X_ECOLI	C6EKZ4_ECOBD	A	8	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
GSHR_ECOLI	C6EEI5_ECOBD	A	13	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
AGAL_ECOLI	C6ED05_ECOBD	A	10	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
METC_ECOLI	C6EHY6_ECOBD	A	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTH_ECOLI	C6EJ37_ECOBD	A	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBGR_ECOLI	C6EHS1_ECOBD	A	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
BGA2_ECOLI	C6EHS0_ECOBD	A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCA_ECOLI	C6EHT9_ECOBD	A	6	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
DUT_ECOLI	C6EDF1_ECOBD	A	9	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HEM3_ECOLI	C6EG10_ECOBD	A	8	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HIS8_ECOLI	C6EB64_ECOBD	A	6	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HIS7_ECOLI	C6EB63_ECOBD	A	8	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HISX_ECOLI	C6EB65_ECOBD	A	10	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
RSMA_ECOLI	C6EB02_ECOBD	A	9	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
K6PF2_ECOLI	C6ECN5_ECOBD	A	13	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
PROA_ECOLI	C6EA42_ECOBD	A	9	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
TYRA_ECOLI	C6EJZ2_ECOBD	A	6	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
SYV_ECOLI	C6EC93_ECOBD	A	10	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
CHEB_ECOLI	C6EBU4_ECOBD	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
CHER_ECOLI	C6EBU3_ECOBD	A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TYRR_ECOLI	C6EFQ9_ECOBD	A	8	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
META_ECOLI	C6EE10_ECOBD	A	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AROB_ECOLI	C6EFI7_ECOBD	A	8	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
EX5C_ECOLI	C6EJ47_ECOBD	A	6	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
TRUA_ECOLI	C6ELD5_ECOBD	A	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GLGB_ECOLI	C6EFE2_ECOBD	A	10	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
SYL_ECOLI	C6EK51_ECOBD	A	10	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
DDLB_ECOLI	C6EAW3_ECOBD	A	7	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
TDH_ECOLI	C6EDH3_ECOBD	A	9	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
ILVB_ECOLI	C6ED98_ECOBD	A	7	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PUR5_ECOLI	C6EKL2_ECOBD	A	6	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
PUR3_ECOLI	C6EKL1_ECOBD	A	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FOLC_ECOLI	C6ELD8_ECOBD	A	7	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
NIRB_ECOLI	C6EFL1_ECOBD	A	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
PYRF_ECOLI	C6EFV3_ECOBD	A	8	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SYFA_ECOLI	C6ECP3_ECOBD	A	18	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0
MUTT_ECOLI	C6EAV6_ECOBD	A	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CREB_ECOLI	C6EBH3_ECOBD	A	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MURB_ECOLI	C6EE42_ECOBD	A	6	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
EX5B_ECOLI	C6EJ49_ECOBD	A	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
MASY_ECOLI	C6EE09_ECOBD	A	10	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0
PURK_ECOLI	C6EKU4_ECOBD	A	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
EX3_ECOLI	C6ECK8_ECOBD	A	10	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
AVTA_ECOLI	C6EEA7_ECOBD	A	7	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
HEM4_ECOLI	C6EG11_ECOBD	A	7	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
RND_ECOLI	C6EC27_ECOBD	A	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
SPEE_ECOLI	C6EAT6_ECOBD	A	11	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
YJAB_ECOLI	C6EE11_ECOBD	A	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAS_ECOLI	C6EEZ2_ECOBD	A	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTLD_ECOLI	C6EDJ2_ECOBD	A	11	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
GLTD_ECOLI	C6EH14_ECOBD	A	8	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
REP_ECOLI	C6EG35_ECOBD	A	7	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
YIDB_ECOLI	C6ECI1_ECOBD	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ACKA_ECOLI	C6ELF7_ECOBD	A	16	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
ALR1_ECOLI	C6ED72_ECOBD	A	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ISCS_ECOLI	C6EKH7_ECOBD	A	12	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
ARGA_ECOLI	C6EJ51_ECOBD	A	4	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGB_ECOLI	C6EE50_ECOBD	A	6	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ARGR_ECOLI	C6EGZ4_ECOBD	A	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
YDIB_ECOLI	C6ECR5_ECOBD	A	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AROK_ECOLI	C6EFI6_ECOBD	A	10	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
AROL_ECOLI	C6ELJ9_ECOBD	A	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASSY_ECOLI	C6EH54_ECOBD	A	12	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
CARA_ECOLI	C6EB20_ECOBD	A	12	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
GLPK_ECOLI	C6EEX2_ECOBD	A	18	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0
CH60_ECOLI	C6ECY2_ECOBD	A	19	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0
YGAD_ECOLI	C6EJT1_ECOBD	A	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CITX_ECOLI	C6EK80_ECOBD	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPP_ECOLI	C6EL28_ECOBD	A	16	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
CLPX_ECOLI	C6EL27_ECOBD	A	16	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0
HSLU_ECOLI	C6EE78_ECOBD	A	18	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0
COAA_ECOLI	C6EE40_ECOBD	A	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
COAE_ECOLI	C6EAV3_ECOBD	A	5	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DDLA_ECOLI	C6ELK6_ECOBD	A	8	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
DAPF_ECOLI	C6EG05_ECOBD	A	8	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
DEF_ECOLI	C6EGI0_ECOBD	A	8	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
DEOB_ECOLI	C6EBI8_ECOBD	A	18	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0
