Merge ID	TableS3_K12_ProteomeV13_BasicProteome_3900	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Pan2010	Thein2010	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	Manddalo2011	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Molloy1999 Duplicates	Molloy2000 Duplicates	Gevaert2002 Duplicates	Yan2002 Duplicates	Corbin2003 Duplicates	Fountoulakis2003 Duplicates	Taoka2004 Duplicates	Butland2005 Duplicates	Pan2010 Duplicates	Thein2010 Duplicates	Lopez2005 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Wagner2005 Duplicates	Arifuzzaman2006 Duplicates	Baars2006 Duplicates	Huang2006 Duplicates	Ji2006 Duplicates	Lasserre2006 Duplicates	Marani2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Zhang2007 Duplicates	Jarchow2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Qian2008 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Vertommen2009 Duplicates	Hemm2010 Duplicates	Iwasaki2010 Duplicates	Peng2010 Duplicates	Price2010 Duplicates	Wickstrom2010 Duplicates	Manddalo2011 Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	Mobole Element	Accession	
P0ABQ0	1							1	1			1				1													1	1			1					1	9	1							1	1			1				1													1	1			1					1	A	COABC_ECOLI	0	P0ABQ0	
P0ABR5	1															1																	1					1	4	1															1																	1					1	A	HCAE_ECOLI	0	P0ABR5	
P0ABR7	1																																						1	1																																						A	YEAW_ECOLI	0		
P0ABR9	1																																						1	1																																						A	MHPB_ECOLI	0		
P0ABS8	1			1					1							1													1				1					1	7	1			1					1							1													1				1					1	A	HOLE_ECOLI	0	P0ABS8	
P0ABW0	1																																						1	1																																						A	HCAC_ECOLI	0		
P0ABW5	1																																						1	1																																						G	SFMA_ECOLI	0		
P0ABX8	1															1			1					1															4	1															1			1					1															F1	FLIL_ECOLI	0		
P0ABY2	1															1																							2	1															1																							A	FLIT_ECOLI	0		
P0ABY7	1																																					1	2	1																																					1	A	FLHC_ECOLI	0	P0ABY7	
P0ABZ1	1											1				1								1						1			1			1			7	1											1				1								1						1			1			1			F1	FLIG_ECOLI	0		
P0ABZ6	1			1	1	1		1	1		1	1				1											1		1	1			1					1	14	1			1	1	1		1	1		1	1				2											1		1	1			1					1	G	SURA_ECOLI	0	P0ABZ6	
P0AC00	1															1																							2	1															1																							A	FRLB_ECOLI	0		
P0AC05	1																							1					1				1						4	1																							1					1				1						B	FLIP_ECOLI	0		
P0AC07	1															1																							2	1															1																							B	FLIQ_ECOLI	0		
P0AC16	1							1								1																						1	4	1							1								1																						1	A	FOLB_ECOLI	0	P0AC16	
P0AC47	1			1		1	1	1		1		1						1		1				1					1	1			1	1				1	15	1			1		1	1	1		1		1						1		1				1					1	1			1	1				1	F1	FRDB_ECOLI	0	P0AC47	
P0AC62	1					1		1								1														1			1					1	7	1					1		1								1														1			1					1	A	GLRX3_ECOLI	0	P0AC62	
P0AC65	1																																						1	1																																						A	NRDH_ECOLI	0		
P0AC78	1								1															1					1				1					1	6	1								1															1					1				1					1	B	WECA_ECOLI	0	P0AC78	
P0AC92	1															1																	1					1	4	1															1																	1					1	A	GNSA_ECOLI	0	P0AC92	
P0AC94	1																																						1	1																																						B	GNTP_ECOLI	0		
P0AC96	1																					1																	2	1																					1																	B	GNTU_ECOLI	0		
P0ACA1	1							1																					1				1						4	1							1																					1				1						B	YIBF_ECOLI	0		
P0ACA7	1			1		1	1	1							1		1		1										1	1			1			1		1	13	1			1		1	1	1							1		1		1										1	1			1			1		1	A	YLIJ_ECOLI	0	P0ACA7	
P0ACD8	1			1		1	1									1		1		1									1	1			1					1	11	1			1		1	1									1		1		1									1	1			1					1	F1	MBHL_ECOLI	0	P0ACD8	
P0ACE3	1			1												1																	1						4	1			1												1																	1						A	HHA_ECOLI	0		
P0ACG1	1			1		1		1	1							1													1	1			1					1	10	1			1		1		1	1							1													1	1			1					1	A	STPA_ECOLI	0	P0ACG1	
P0ACG8	1								1							1																	1					1	5	1								1							1																	1					1	A	HSLR_ECOLI	0	P0ACG8	
P0ACL5	1															1														1			1					1	5	1															1														1			1					1	A	GLCC_ECOLI	0	P0ACL5	
P0ACM9	1			1												1																	1						4	1			1												1																	1						A	YIHL_ECOLI	0		
P0ACN4	1					1		1	1							1														1			1					1	8	1					1		1	1							1														1			1					1	A	ALLR_ECOLI	0	P0ACN4	
P0ACP1	1					1	1	1	1		1								1										1	1			1					1	11	1					1	1	1	1		1								1										1	1			1					1	A	FRUR_ECOLI	0	P0ACP1	
P0ACP7	1			1		1		1				1				1													1	1			1					1	10	1			1		1		1				1				1													1	1			1					1	A	PURR_ECOLI	0	P0ACP7	
P0ACQ0	1															1													1									1	4	1															1													1									1	A	RBSR_ECOLI	0	P0ACQ0	
P0ACR0	1							1																															2	1							1																															A	ALLS_ECOLI	0		
P0ACR7	1								1																								1					1	4	1								1																								1					1	A	YFER_ECOLI	0	P0ACR7	
P0ACR9	1			1		1		1								1													1	1			1					1	9	1			1		1		1								1													1	1			1					1	A	MPRA_ECOLI	0	P0ACR9	
P0ACS7	1			1				1								1													1	1			1					1	8	1			1				1								1													1	1			1					1	B	RPIR_ECOLI	0	P0ACS7	
P0ACU0	1															1																	1					1	4	1															1																	1					1	B	YBIH_ECOLI	0	P0ACU0	
P0ACU5	1							1																														1	3	1							1																														1	A	FABR_ECOLI	0	P0ACU5	
P0ACU7	1					1		1								1													1	1			1					1	8	1					1		1								1													1	1			1					1	A	YJDC_ECOLI	0	P0ACU7	
P0ACV4	1																		1					1					1	1			1					1	7	1																		1					1					1	1			1					1	B	YCIS_ECOLI	0	P0ACV4	
P0ACV6	1															1																	1						3	1															1																	1						A	MPAA_ECOLI	0		
P0ACV8	1																																1						2	1																																1						A	YMJA_ECOLI	0		
P0ACW2	1																																						1	1																																						I	YDBJ_ECOLI	0		
P0ACW4	1															1																	1						3	1															1																	1						G	YDCA_ECOLI	0		
P0ACW6	1					1		1								1														1			1					1	7	1					1		1								1														1			1					1	A	YDCH_ECOLI	0	P0ACW6	
P0ACX3	1					1			1			1																					1					1	6	1					1			1			1																					1					1	A	YDHR_ECOLI	0	P0ACX3	
P0ACX5	1					1			1							1																	1						5	1					1			1							1																	1						A	YDHZ_ECOLI	0		
P0ACX9	1																																						1	1																																						A	YDIE_ECOLI	0		
P0ACY6	1																																						1	1																																						B	YEAL_ECOLI	0		
P0ACY9	1							1	1							1																							4	1							1	1							1																							A	YEBG_ECOLI	0		
P0ACZ2	1																																					1	2	1																																					1	A	ETP_ECOLI	0	P0ACZ2	
P0ACZ4	1			1					1			1				1														1			1					1	8	1			1					1			1				1														1			1					1	A	EVGA_ECOLI	0	P0ACZ4	
P0AD01	1								1																								1						3	1								1																								1						A	DCUR_ECOLI	0		
P0AD07	1							1								1																	1						4	1							1								1																	1						A	YECF_ECOLI	0		
P0AD10	1																													1			1						3	1																													1			1						A	YECJ_ECOLI	0		
P0AD21	1																																					1	2	1																																					1	A	YEJG_ECOLI	0	P0AD21	
P0AD24	1					1		1																						1			1						5	1					1		1																						1			1						A	YEJL_ECOLI	0		
P0AD33	1					1		1	1																					1			1						6	1					1		1	1																					1			1						A	YFCZ_ECOLI	0		
P0AD40	1																																1						2	1																																1						A	YPEB_ECOLI	0		
P0AD42	1																		1										1	1			1					1	6	1																		1										1	1			1					1	B	YFHB_ECOLI	0	P0AD42	
P0AD44	1																		1										1	1			1					1	6	1																		1										1	1			1					1	I	YFHG_ECOLI	0	P0AD44	
P0AD47	1																												1										2	1																												1										B	YPHA_ECOLI	0		
P0AD49	1			1		1		1	1							1								1					1	1			1					1	11	1			1		1		1	1							1								1					1	1			1					1	A	RAIA_ECOLI	0	P0AD49	
P0AD79	1																																						1	1																																						A	LPL_ECOLI	0		
P0AD89	1																																1						2	1																																1						A	LPTN_ECOLI	0		
P0ADA1	1				1	1																					1						1					1	6	1				1	1																					1						1					1	G	TESA_ECOLI	0	P0ADA1	
P0ADA3	1							1			1								1										1	1	1		1					1	9	1							1			1								1										1	1	1		1					1	I	NLPD_ECOLI	0	P0ADA3	
P0ADA7	1																												1	1			1						4	1																												1	1			1						I	OSMB_ECOLI	0		
P0ADB7	1										1													1					1	1	1		1					1	8	1										1													1					1	1	1		1					1	I	ECNB_ECOLI	0	P0ADB7	
P0ADC1	1							1			1					1			1										1	1	1		1				1	1	11	1							1			1					2			1										1	1	1		1				1	1	I	LPTE_ECOLI	0	P0ADC1	
P0ADC3	1					1					1					1			1					1					1	1			1					1	10	1					1					1					1			1					1					1	1			1					1	B	LOLC_ECOLI	0	P0ADC3	
P0ADC8	1															1																							2	1															1																							A	YJIX_ECOLI	0		
P0ADD9	1																															1							2	1																															1							A	YJJY_ECOLI	0		
P0ADE2	1															1																	1						3	1															1																	1						A	YTFK_ECOLI	0		
P0ADG1	1																																						1	1																																						A	ILVM_ECOLI	0		
P0ADG4	1			1		1	1	1			1	1				1			1										1	1			1					1	13	1			1		1	1	1			1	1				1			1										1	1			1					1	A	SUHB_ECOLI	0	P0ADG4	
P0ADG7	1			1	1	1	1	1	1		1	1	1			1				1						1			1	1			1					1	17	1			1	1	1	1	1	1		1	1	1			1				1						1			1	1			1					1	B	IMDH_ECOLI	0	P0ADG7	
P0ADI9	1								1																				1				1						4	1								1																				1				1						B	YHHN_ECOLI	0		
P0ADJ3	1																																						1	1																																						A	YHJR_ECOLI	0		
P0ADJ5	1																																						1	1																																						B	YHJT_ECOLI	0		
P0ADJ8	1																																						1	1																																						B	YIAA_ECOLI	0		
P0ADK4	1																																						1	1																																						B	YIAW_ECOLI	0		
P0ADK6	1								1							1																	1					1	5	1								1							1																	1					1	A	YIBA_ECOLI	0	P0ADK6	
P0ADK8	1			1				1	1							1														1			1					1	8	1			1				1	1							1														1			1					1	A	YIBL_ECOLI	0	P0ADK8	
P0ADL6	1																																						1	1																																						B	YIDG_ECOLI	0		
P0ADM0	1																																						1	1																																						B	YIDH_ECOLI	0		
P0ADM6	1								1							1																	1						4	1								1							1																	1						I	YIDX_ECOLI	0		
P0ADN6	1											1												1					1	1	1		1					1	8	1											1												1					1	1	1		1					1	I	YIFL_ECOLI	0	P0ADN6	
P0ADP5	1																																						1	1																																						B	YIGM_ECOLI	0		
P0ADQ2	1					1		1	1		1																		1	1			1					1	9	1					1		1	1		1																		1	1			1					1	B	YIID_ECOLI	0	P0ADQ2	
P0ADQ7	1					1		1	1							1			1					1					1	1			1					1	11	1					1		1	1							1			1					1					1	1			1					1	B	YGAM_ECOLI	0	P0ADQ7	
P0ADT8	1					1		1			1				1	1	1		1				1	1		1			1	1			1				1	1	16	1					1		1			1				1	1	1		1				1	1		1			1	1			1				2	1	B	YGIM_ECOLI	0	P0ADT8	
P0ADU2	1			1		1		1								1														1			1					1	8	1			1		1		1								1														1			1					1	A	YGIN_ECOLI	0	P0ADU2	
P0ADW3	1			1		1		1			1		1	1	1		1		1					1		1			1	1			1				1	1	17	1			1		1		1			1		1	1	1		1		1					1		1			1	1			1				1	1	B	YHCB_ECOLI	0	P0ADW3	
P0ADW8	1																																1						2	1																																1						A	YHEV_ECOLI	0		
P0ADX5	1																																1						2	1																																1						A	YHFG_ECOLI	0		
P0ADX7	1			1					1							1														1			1					1	7	1			1					1							1														1			1					1	G	YHHA_ECOLI	0	P0ADX7	
P0ADZ0	1					1		1	1		1					1													1	1			1					1	10	1					1		1	1		1					1													1	1			1					1	A	RL23_ECOLI	0	P0ADZ0	
P0AE06	1		1	1		1	1	1			1	1		1				1	1					1		1			1	1			1					1	17	1		1	1		1	1	1			1	1		1				1	1					1		1			1	1			1					1	E	ACRA_ECOLI	0	P0AE06	
P0AE16	1																																						1	1																																						B	AMPG_ECOLI	0		
P0AE22	1			1				1	1							1														1			1					1	8	1			1				2	1							1														1			1					1	G	APHA_ECOLI	0	P0AE22	
P0AE24	1																																1						2	1																																1						B	ARAE_ECOLI	0		
P0AE26	1																												1				1					1	4	1																												1				1					1	B	ARAH_ECOLI	0	P0AE26	
P0AE30	1															1													1	1								1	5	1															1													1	1								1	B	ARTM_ECOLI	0	P0AE30	
P0AE42	1																																						1	1																																						B	YQAE_ECOLI	0		
P0AE56	1															1																							2	1															1																							A	BFD_ECOLI	0		
P0AE63	1															1																	1						3	1															1																	1						A	CHAB_ECOLI	0		
P0AE67	1								1			1				1																	1						5	1								1			1				1																	1						A	CHEY_ECOLI	0		
P0AE70	1							1								1																	1						4	1							1								1																	1						A	CHPA_ECOLI	0		
P0AE72	1																																1						2	1																																1						A	CHPR_ECOLI	0		
P0AE85	1			1												1																	1					1	5	1			1												1																	1					1	F2	CPXP_ECOLI	0	P0AE85	
P0AE88	1			1		1		1	1							1													1	1			1					1	10	1			1		1		1	1							1													1	1			1					1	F1	CPXR_ECOLI	0	P0AE88	
P0AE98	1																				1																		2	1																				1																		G	CSGF_ECOLI	0		
P0AEB0	1								1													1																	3	1								1													1																	B	CYSW_ECOLI	0		
P0AEC5	1			1					1		1					1			1										1	1			1					1	10	1			1					1		1					1			1										1	1			1					1	B	BARA_ECOLI	0	P0AEC5	
P0AED5	1							1	1							1														1			1						6	1							1	1							1														1			1						A	UVRY_ECOLI	0		
P0AED9	1							1	1							1																	1						5	1							1	1							1																	1						A	DCM_ECOLI	0		
P0AEE3	1																							1					1	1			1				1	1	7	1																							1					1	1			1				1	1	B	DEGS_ECOLI	0	P0AEE3	
P0AEG1	1								1										1										1	1			1					1	7	1								1										1										1	1			1					1	B	DPPC_ECOLI	0	P0AEG1	
P0AEG8	1																																						1	1																																						A	DSRB_ECOLI	0		
P0AEH3	1							1																									1					1	4	1							1																									1					1	A	ELAA_ECOLI	0	P0AEH3	
P0AEH5	1					1		1	1										1					1					1	1			1					1	10	1					1		1	1										1					1					1	1			1					1	B	ELAB_ECOLI	0	P0AEH5	
P0AEH8	1															1																			1				3	1															1																			1				B	YJIG_ECOLI	0		
P0AEJ6	1							1																					1	1			1						5	1							1																					1	1			1						A	EUTB_ECOLI	0		
P0AEK2	1			1					1		1	1							1										1	1			1					1	10	1			1					1		1	1							1										1	1			1					1	A	FABG_ECOLI	0	P0AEK2	
P0AEL3	1															1						1																	3	1															1						1																	A	FEOA_ECOLI	0		
P0AEL8	1								1																														2	1								1																														A	FIMZ_ECOLI	0		
P0AEM4	1															1																	1						3	1															1																	1						A	FLGM_ECOLI	0		
P0AEM6	1								1			1				1																							4	1								1			1				1																							A	FLIA_ECOLI	0		
P0AEM9	1			1	1	1		1	1			1				1			1											1			1					1	12	1			1	1	1		1	1			1				1			1											1			1					1	G	FLIY_ECOLI	0	P0AEM9	
P0AEN4	1															1			1										1	1			1					1	7	1															1			1										1	1			1					1	B	FTSL_ECOLI	0	P0AEN4	
P0AEP1	1										1																			1			1					1	5	1										1																			1			1					1	B	GALP_ECOLI	0	P0AEP1	
P0AEP7	1								1																														2	1								1																														A	GCL_ECOLI	0		
P0AEP9	1			1												1			1														1						5	1			1												1			1														1						A	GLCD_ECOLI	0		
P0AEQ1	1																													1			1						3	1																													1			1						A	GLCG_ECOLI	0		
P0AEQ6	1					1													1					1		1			1	1			1					1	9	1					1													1					1		1			1	1			1					1	B	GLNP_ECOLI	0	P0AEQ6	
P0AER8	1								1																				1								1	1	5	1								1																				1								1	1	B	GLTS_ECOLI	0	P0AER8	
P0AES6	1			1		1	1	1	1		1	1				1			1										1	1			1					1	14	1			1		2	1	2	1		1	1				1			1										1	1			1					1	A	GYRB_ECOLI	0	P0AES6	
P0AET5	1								1										1					1			1	1	1	1			1						9	1								1										1					1			1	1	1	1			1						B	HDED_ECOLI	0		
P0AEU3	1																							1		1												1	4	1																							1		1												1	B	HISM_ECOLI	0	P0AEU3	
P0AEU7	1			1		1		1	1		1					1				1						1	1		1	1			1			1		1	15	1			1		1		1	1		1					1				1						1	1		1	1			1			1		1	G	SKP_ECOLI	0	P0AEU7	
P0AEW1	1								1							1																							3	1								1							1																							B	HYFE_ECOLI	0		
P0AEW9	1							1																					1	1			1					1	6	1							1																					1	1			1					1	A	K1PF_ECOLI	0	P0AEW9	
P0AEX7	1					1																																	2	1					1																																	B	LIVH_ECOLI	0		
P0AF16	1															1													1				1					1	5	1															1													1				1					1	B	MVIN_ECOLI	0	P0AF16	
P0AF32	1																												1	1			1						4	1																												1	1			1						B	NARV_ECOLI	0		
P0AF36	1					1		1				1				1													1	1			1					1	9	1					1		1				1				1													1	1			1					1	F1	ZAPB_ECOLI	0	P0AF36	
P0AF43	1			1															1										1	1			1					1	7	1			1															1										1	1			1					1	B	YJBB_ECOLI	0	P0AF43	
P0AF45	1																																						1	1																																						G	YJBE_ECOLI	0		
P0AF52	1					1			1										1					1					1	1			1					1	9	1					1			1										1					1					1	1			1					1	B	YJCD_ECOLI	0	P0AF52	
P0AF54	1																									1			1	1			1					1	6	1																									1			1	1			1					1	B	YJCH_ECOLI	0	P0AF54	
P0AF59	1																																1						2	1																																1						A	YJDI_ECOLI	0		
P0AF61	1			1																													1						3	1			1																													1						A	YJDK_ECOLI	0		
P0AF73	1															1																						1	3	1															1																						1	B	YJET_ECOLI	0	P0AF73	
P0AF86	1																																						1	1																																						G	YJFY_ECOLI	0		
P0AF90	1					1		1	1																					1			1					1	7	1					1		1	1																					1			1					1	A	YJGD_ECOLI	0	P0AF90	
P0AF96	1							1																					1	1			1						5	1							1																					1	1			1						A	YJGK_ECOLI	0		
P0AF98	1							1											1					1					1	1			1		1			1	9	1							1											1					1					1	1			1		1			1	B	LPTF_ECOLI	0	P0AF98	
P0AFA7	1							1											1					1					1	1			1					1	8	1							1											1					1					1	1			1					1	B	NHAB_ECOLI	0	P0AFA7	
P0AFA9	1																																						1	1																																						B	NIKC_ECOLI	0		
P0AFE0	1																							1					1	1			1					1	6	1																							1					1	1			1					1	B	NUOJ_ECOLI	0	P0AFE0	
P0AFE4	1															1								1					1	1			1					1	7	1															1								1					1	1			1					1	B	NUOK_ECOLI	0	P0AFE4	
P0AFH0	1							1	1							1																	1					1	6	1							1	1							1																	1					1	A	OGT_ECOLI	0	P0AFH0	
P0AFH2	1			1		1									1		1		1				1	1		1			1	1			1					1	13	1			1		1									1		1		1				1	1		1			1	1			1					1	B	OPPB_ECOLI	0	P0AFH2	
P0AFH6	1																							1		1			1	1			1					1	7	1																							1		1			1	1			1					1	B	OPPC_ECOLI	0	P0AFH6	
P0AFI9	1			1												1			1										1				1					1	7	1			1												1			1										1				1					1	B	PERM_ECOLI	0	P0AFI9	
P0AFJ1	1							1				1				1													1	1			1						7	1							1				1				1													1	1			1						A	PHNA_ECOLI	0		
P0AFL1	1																																						1	1																																						B	POTI_ECOLI	0		
P0AFL3	1					1		1																			1	1					1					1	7	1					1		1																			1	1					1					1	G	PPIA_ECOLI	0	P0AFL3	
P0AFM4	1															1																	1						3	1															1																	1						G	PSIF_ECOLI	0		
P0AFN6	1																																					1	2	1																																					1	B	YADH_ECOLI	0	P0AFN6	
P0AFP0	1																																						1	1																																						B	YADS_ECOLI	0		
P0AFP4	1										1					1								1					1	1			1					1	8	1										1					1								1					1	1			1					1	A	YBBO_ECOLI	0	P0AFP4	
P0AFR2	1																												1	1			1					1	5	1																												1	1			1					1	B	YCHM_ECOLI	0	P0AFR2	
P0AFR7	1																																						1	1																																						B	YCJO_ECOLI	0		
P0AFR9	1																																						1	1																																						B	YDCV_ECOLI	0		
P0AFS5	1																																					1	2	1																																					1	B	TQSA_ECOLI	0	P0AFS5	
P0AFS7	1							1											1					1					1				1					1	7	1							1											1					1					1				1					1	B	YDIK_ECOLI	0	P0AFS7	
P0AFT2	1															1								1					1	1			1		1				7	1															1								1					1	1			1		1				B	YECS_ECOLI	0		
P0AFT8	1																																						1	1																																						A	YEIW_ECOLI	0		
P0AFU2	1								1							1													1	1			1						6	1								1							1													1	1			1						B	YFBS_ECOLI	0		
P0AFU6	1															1																							2	1															1																							A	YIIF_ECOLI	0		
P0AFW2	1															1																	1						3	1															1																	1						A	RMF_ECOLI	0		
P0AFX7	1			1				1								1			1										1	1			1					1	9	1			1				1								1			1										1	1			1					1	B	RSEA_ECOLI	0	P0AFX7	
P0AFZ5	1																																						1	1																																						A	SULA_ECOLI	0		
P0AG11	1																																						1	1																																						A	UMUD_ECOLI	0		
P0AG14	1					1		1			1	1				1			1	1				1					1	1			1		1			1	14	1					1		1			1	1				1			1	1				1					1	1			1		1			1	B	SOHB_ECOLI	0	P0AG14	
P0AG18	1				1							1				1				1										1			1					1	8	1				1							1				1				1										1			1					1	A	PUR6_ECOLI	0	P0AG18	
P0AG20	1					1		1			1					1													1	1			1					1	9	1					1		1			1					1													1	1			1					1	A	RELA_ECOLI	0	P0AG20	
P0AG34	1							1								1																						1	4	1							1								1																						1	B	RHTB_ECOLI	0	P0AG34	
P0AG38	1																																					1	2	1																																					1	B	RHTC_ECOLI	0	P0AG38	
P0AG48	1			1		1		1	1		1					1			1					1					1	1			1					1	13	1			1		1		1	1		1					1			1					1					1	1			1					1	A	RL21_ECOLI	0	P0AG48	
P0AG51	1			1		1		1			1					1													1	1			1					1	10	1			1		1		1			1					1													1	1			1					1	A	RL30_ECOLI	0	P0AG51	
P0AG67	1			1	1	1	1	1	1	1	1	1				1		1	1	1				1		1			1	1			1	1				1	21	1			1	1	1	1	1	1	1	1	1				1		1	1	1				1		1			1	1			1	1				1	A	RS1_ECOLI	0	P0AG67	
P0AG96	1					1																		1					1	1			1				1	1	8	1					1																		1					1	1			1				1	1	B	SECE_ECOLI	0	P0AG96	
P0AGC5	1																													1									2	1																													1									F3	MLTF_ECOLI	0		
P0AGE4	1					1																													1			1	4	1					1																													1			1	B	SSTT_ECOLI	0	P0AGE4	
P0AGE9	1			1		1	1	1	1			1			1	1	1			1						1			1	1			1					1	16	1			1		1	1	1	1			1			1	1	1			1						1			1	1			1					1	A	SUCD_ECOLI	0	P0AGE9	
P0AGF4	1																																						1	1																																						B	XYLE_ECOLI	0		
P0AGH1	1					1																							1	1								1	5	1					1																							1	1								1	B	YHHJ_ECOLI	0	P0AGH1	
P0AGH8	1																																					1	2	1																																					1	B	PSTC_ECOLI	0	P0AGH8	
P0AGI1	1																									1			1	1			1					1	6	1																									1			1	1			1					1	B	RBSC_ECOLI	0	P0AGI1	
P0AGI4	1																																						1	1																																						B	XYLH_ECOLI	0		
P0AGI8	1			1				1			1					1			1			1		1					1	1			1					1	12	1			1				1			1					1			1			1		1					1	1			1					1	F1	TRKA_ECOLI	0	P0AGI8	
P0AGJ9	1			1		1	1	1	1		1					1				1									1	1			1					1	13	1			1		1	1	1	1		1					1				1									1	1			1					1	A	SYY_ECOLI	0	P0AGJ9	
P0AGK1	1																												1	1			1					1	5	1																												1	1			1					1	B	UBIA_ECOLI	0	P0AGK1	
P0AGK4	1					1		1	1							1														1			1					1	8	1					1		1	1							1														1			1					1	A	YHBY_ECOLI	0	P0AGK4	
P0AGM2	1															1																							2	1															1																							B	YICG_ECOLI	0		
P0C018	1					1		1	1		1					1			1										1	1			1					1	11	1					1		1	1		1					1			1										1	1			1					1	A	RL18_ECOLI	0	P0C018	
P0C0L9	1							1																						1			1					1	5	1							1																						1			1					1	A	ISCX_ECOLI	0	P0C0L9	
P0C0S1	1					1		1	1		1	1	1	1	1		1		1	1			1	1		1			1	1			1		1		1	1	21	1					1		1	1		1	1	1	1	1		1		1	1			1	1		1			1	1			1		1		1	1	B	MSCS_ECOLI	0	P0C0S1	
P0C0T5	1															1													1									1	4	1															1													1									1	G	MEPA_ECOLI	0	P0C0T5	
P0C0V0	1			1		1	1	1	1		1	1			1	1	1						1				1		1	1			1					1	17	1			1		1	1	1	1		1	1			1	1	1						1				1		1	1			1					1	G	DEGP_ECOLI	0	P0C0V0	
P0C8J6	1					1	1	1	1			1			1		1		1				1	1					1	1			1			1		1	16	1					1	1	1	1			1			1		1		1				1	1					1	1			1			2		1	A	GATY_ECOLI	0	P0C8J6	
P0C8J8	1					1	1	1	1		1				1	1	1		1				1	1	1	1			1	1			1					1	18	1					1	1	1	1		1				1	1	1		1				1	1	1	1			1	1			1					1	A	GATZ_ECOLI	0	P0C8J8	
P0CB62	1																															1							2	1																															1							A	YMIA_ECOLI	0		
P0CE44	1																					1																	2	1																					1																	B	UIDB_ECOLI	0		
P0CE47	1			1	1	1	1	1	1	1	1	1			1		1	1	1	1		1	1	1		1			1	1			1	1		1		1	25	1			2	2	1	1	1	1	1	1	1			1		1	1	1	1		1	1	1		1			1	1			1	1		1		1	F1	EFTU1_ECOLI	0	P0CE47	
P0CE48	1			1	1	1	1	1	1		1				1		1	1	1	1		1		1		1										1		1	18	1			1	1	1	1	1	1		1				1		1	1	1	1		1		1		1										1		1	F1	EFTU2_ECOLI	0	P0CE48	
P10100	1					1		1			1	1																	1	1	1		1		1			1	11	1					1		1			1	1																	1	1	1		1		1			1	I	RLPA_ECOLI	0	P10100	
P10151	1																																						1	1																																						A	LEUO_ECOLI	0		
P10371	1				1	1		1				1				1														1			1					1	9	1				1	1		1				1				1														1			1					1	A	HIS4_ECOLI	0	P10371	
P10384	1		1			1	1	1			1	1		1				1	1			1			1				1	1	1		1				1	1	18	1		1			1	1	1			1	1		1				1	1			1			1				1	1	1		1				2	1	H	FADL_ECOLI	0	P10384	
P10902	1															1			1																			1	4	1															1			1																			1	A	NADB_ECOLI	0	P10902	
P10903	1							1																1					1	1			1						6	1							1																1					1	1			1						B	NARK_ECOLI	0		
P10908	1							1								1																	1						4	1							1								1																	1						A	UGPQ_ECOLI	0		
P11286	1																																						1	1																																						B	YIAB_ECOLI	0		
P11553	1								1																														2	1								1																														A	FUCK_ECOLI	0		
P11557	1					1		1	1		1								1	1				1					1	1			1				1	1	13	1					1		1	1		1								1	1				1					1	1			1				1	1	B	DAMX_ECOLI	0	P11557	
P11664	1																																					1	2	1																																					1	A	YGGC_ECOLI	0	P11664	
P11667	1																																						1	1																																						B	ARGO_ECOLI	0		
P11864	1																												1										2	1																												1										A	YHAC_ECOLI	0		
P11865	1																																						1	1																																						A	YHAB_ECOLI	0		
P11866	1																																						1	1																																						A	TDCR_ECOLI	0		
P11868	1								1							1																							3	1								1							1																							A	TDCD_ECOLI	0		
P11988	1																																1						2	1																																1						A	BGLB_ECOLI	0		
P11989	1								1																								1						3	1								1																								1						A	BGLG_ECOLI	0		
P12998	1																																						1	1																																						A	BIOF_ECOLI	0		
P13035	1			1		1	1	1	1	1	1	1	1			1		1	1	1				1					1	1			1	1				1	20	1			1		1	1	1	1	1	1	1	1			1		1	1	1				1					1	1			1	1				1	F1	GLPD_ECOLI	0	P13035	
P13036	1						1	1			1	1				1		1	1						1	1	1		1	1	1					1	1	1	17	1						1	1			1	1				1		1	1						1	1	1		1	1	1					1	1	1	H	FECA_ECOLI	0	P13036	
P13445	1							1	1																				1	1			1			1		1	8	1							1	1																				1	1			1			1		1	A	RPOS_ECOLI	0	P13445	
P13458	1							1	1							1													1				1					1	7	1							1	1							1													1				1					1	B	SBCC_ECOLI	0	P13458	
P13482	1			1		1	1	1				1			1	1	1								1	1			1	1			1					1	15	1			1		1	1	1				1			1	1	1								1	1			1	1			1					1	G	TREA_ECOLI	0	P13482	
P13656	1								1							1										1													4	1								1							1										1													G	CHIA_ECOLI	0		
