Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Normalized And Descr Itensity	0BS_C0LL	ABS_CALL	ABS_CALL	Merge ID	Merge ID	Masuda2009_fin	Taniguchi2010_fin_mmol	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Copy number per cell	mMol	Merge ID	Merge ID	Pan2010	Thein2010	Taoka2004	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Huang2006	Ji2006	Lasserre2006	Cirulli2007	Wagner2007	Jarchow2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Iwasaki2010	Wickstrom2010	# Studies	DB_NoveV12 Duplicates	P0AFG8	P0A910	P00350	P0AG44	P0A9P0	P08660	P17583	P0A6F5	P0A6H8	P0AC47	P06129	P0ADT8	P02925	P0A910	C1P619	P0ACV0	Q46798	P00561	P00350
P0A930	0	1	1	1	0	3	I		0	0	0		P0A930	0	0	0	0	I				P0A930	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	I			P0A930				P0A930											P0A930	
P0A935	1	1	1	1	1	5	I	1	2	1	2	P0A935	P0A935	1	1	1	3	I	50.43	0.00070266	P0A935	P0A935	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	7	I		P0A935	P0A935						P0A935						P0A935	P0A935	P0A935	P0A935	
P0A937	1	1	1	1	1	5	I	1	2	2	2	P0A937	P0A937	1	0	1	2	I			P0A937	P0A937	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	6	I		P0A937							P0A937						P0A937	P0A937	P0A937	P0A937	
P0A940	1	1	1	1	1	5	H	1	2	2	2	P0A940	P0A940	1	0	1	2	H	196.87		P0A940	P0A940	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	16	H	P0A940	P0A940	P0A940		P0A940	P0A940	P0A940	P0A940	P0A940	P0A940	P0A940	P0A940	P0A940		P0A940	P0A940	P0A940	P0A940	
P0A996	0	1	1	1	0	3	F1		0	0	2		P0A996	0	1	0	1	F1		0.0002731		P0A996	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	6	F1		P0A996	P0A996				P0A996			P0A996					P0A996			P0A996	
P0A9C0	1	1	1	1	0	4	F1	1	0	0	2		P0A9C0	1	0	0	1	F1	22.71			P0A9C0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	7	F1		P0A9C0	P0A9C0				P0A9C0			P0A9C0					P0A9C0	P0A9C0		P0A9C0	
P0A9J4	0	1	1	1	1	4	G		2	2	2	P0A9J4	P0A9J4	0	0	1	1	G			P0A9J4	P0A9J4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P0A9J4	
P0A9K7	1	1	1	1	1	5	F1	1	2	0		P0A9K7	P0A9K7	1	0	1	2	F1	54.08		P0A9K7	P0A9K7	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	5	F1			P0A9K7						P0A9K7						P0A9K7	P0A9K7		P0A9K7	
P0A9M5	1	1	1	1	1	5	F1	1	2	2	2	P0A9M5	P0A9M5	1	0	1	2	F1	1104.73		P0A9M5	P0A9M5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	4	F1			P0A9M5							P0A9M5						P0A9M5		P0A9M5	
P0A9P0	1	1	1	1	1	5	F1	2	2	2	2	P0A9P0	P0A9P0	1	1	1	3	F1	2077.52	0.20595	P0A9P0	P0A9P0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	12	F1		P0A9P0	P0A9P0		P0A9P0	P0A9P0	P0A9P0		P0A9P0	P0A9P0		P0A9P0			P0A9P0	P0A9P0		P0A9P0	P0A9P0
P0A9P4	1	1	1	1	1	5	G	1	2	2	2	P0A9P4	P0A9P4	1	0	1	2	G	1407.05		P0A9P4	P0A9P4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	G			P0A9P4				P0A9P4									P0A9P4		P0A9P4	
P0A9Q9	1	1	1	1	1	5	B	1	2	2	2	P0A9Q9	P0A9Q9	1	0	1	2	B	343		P0A9Q9	P0A9Q9	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	4	B			P0A9Q9						P0A9Q9							P0A9Q9		P0A9Q9	
P0A9R7	1	1	1	1	1	5	F1	1	2	2	2	P0A9R7	P0A9R7	1	0	1	2	F1	60		P0A9R7	P0A9R7	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	6	F1		P0A9R7	P0A9R7						P0A9R7						P0A9R7	P0A9R7		P0A9R7	
P0A9S7	0	1	1	1	0	3	F1		0	0	0		P0A9S7	0	0	0	0	F1				P0A9S7	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	4	F1							P0A9S7		P0A9S7		P0A9S7				P0A9S7				
P0A9U1	0	1	1	1	1	4	F1		2	2	2	P0A9U1	P0A9U1	0	1	1	2	F1		0.00043917	P0A9U1	P0A9U1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	F1			P0A9U1				P0A9U1											P0A9U1	
P0A9U3	1	1	1	1	1	5	F1	1	2	2	2	P0A9U3	P0A9U3	1	1	1	3	F1	52.26	0.010395	P0A9U3	P0A9U3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	F1			P0A9U3				P0A9U3								P0A9U3	P0A9U3		P0A9U3	
P0A9V1	1	1	1	1	1	5	F1	1	2	2	2	P0A9V1	P0A9V1	1	0	1	2	F1	146.75		P0A9V1	P0A9V1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	10	F1	P0A9V1	P0A9V1	P0A9V1		P0A9V1	P0A9V1			P0A9V1			P0A9V1			P0A9V1	P0A9V1		P0A9V1	
P0A9W3	1	1	1	1	1	5	F1	1	2	2	2	P0A9W3	P0A9W3	1	0	1	2	F1	514.33		P0A9W3	P0A9W3	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	7	F1		P0A9W3	P0A9W3				P0A9W3		P0A9W3						P0A9W3	P0A9W3		P0A9W3	
P0A9X1	1	1	1	1	1	5	F1	1	2	2	2	P0A9X1	P0A9X1	1	1	1	3	F1		0.003321	P0A9X1	P0A9X1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	F1		P0A9X1					P0A9X1									P0A9X1			
P0A9X4	1	1	1	1	1	5	F1	1	2	2	2	P0A9X4	P0A9X4	1	1	1	3	F1	1217.34	0.090006	P0A9X4	P0A9X4	0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	10	F1		P0A9X4	P0A9X4			P0A9X4	P0A9X4	P0A9X4	P0A9X4			P0A9X4			P0A9X4	P0A9X4		P0A9X4	
P0AA47	1	1	1	1	0	4	B	1	2	0	2		P0AA47	1	0	0	1	B	78			P0AA47	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	B									P0AA47							P0AA47			
P0AA49	0	1	1	1	0	3	B		0	0	0		P0AA49	0	0	0	0	B				P0AA49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AA53	1	1	1	1	1	5	B	1	2	2	2	P0AA53	P0AA53	1	0	1	2	B	1.89		P0AA53	P0AA53	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	6	B			P0AA53						P0AA53						P0AA53	P0AA53		P0AA53	P0AA53
P0AA63	0	1	1	1	0	3	B		2	2	2		P0AA63	0	0	0	0	B				P0AA63	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	B									P0AA63						P0AA63				
P0AA73	0	1	1	1	0	3	B		2	2	2		P0AA73	0	0	0	0	B				P0AA73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P0AA73	
P0AA84	0	1	1	1	0	3	F1		0	0	0		P0AA84	0	0	0	0	F1				P0AA84	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	4	F1											P0AA84				P0AA84	P0AA84		P0AA84	
P0AA91	1	1	1	1	1	5	I	1	2	2	2	P0AA91	P0AA91	1	0	1	2	I			P0AA91	P0AA91	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	8	I		P0AA91	P0AA91				P0AA91		P0AA91						P0AA91	P0AA91	P0AA91	P0AA91	
P0AA93	0	1	1	1	1	4	B		2	2	2	P0AA93	P0AA93	0	0	1	1	B			P0AA93	P0AA93	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	B							P0AA93								P0AA93			P0AA93	
P0AA95	0	1	1	1	0	3	G		2	2	2		P0AA95	0	0	0	0	G				P0AA95	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P0AA95												
P0AA99	0	1	1	1	0	3	G		2	2	2		P0AA99	0	0	0	0	G				P0AA99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	G															P0AA99				
P0AAB4	1	1	1	1	1	5	F1	1	2	2	2	P0AAB4	P0AAB4	1	0	1	2	F1	33.88		P0AAB4	P0AAB4	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	F1		P0AAB4	P0AAB4				P0AAB4								P0AAB4	P0AAB4		P0AAB4	
P0AAB6	1	1	1	1	1	5	B	1	2	2	2	P0AAB6	P0AAB6	1	1	1	3	B	295.57	0.09582	P0AAB6	P0AAB6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	B			P0AAB6				P0AAB6								P0AAB6	P0AAB6		P0AAB6	
P0AAC4	0	1	1	1	1	4	B		2	2	2	P0AAC4	P0AAC4	0	0	1	1	B			P0AAC4	P0AAC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P0AAC4	P0AAC4		P0AAC4	
P0AAC6	0	1	1	1	1	4	B		2	2	2	P0AAC6	P0AAC6	0	0	1	1	B			P0AAC6	P0AAC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P0AAC6				
P0AAD2	0	1	1	1	0	3	B		2	2	2		P0AAD2	0	0	0	0	B				P0AAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P0AAD2	P0AAD2		P0AAD2	
P0AAD6	1	1	1	1	1	5	B	1	2	2	2	P0AAD6	P0AAD6	1	0	1	2	B	83		P0AAD6	P0AAD6	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	6	B		P0AAD6	P0AAD6			P0AAD6									P0AAD6	P0AAD6		P0AAD6	
P0AAD8	1	1	1	1	0	4	B	1	2	2	2		P0AAD8	1	0	0	1	B	1.19			P0AAD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	B															P0AAD8	P0AAD8			
P0AAE0	1	1	1	1	1	5	B	1	2	2	2	P0AAE0	P0AAE0	1	0	1	2	B	1.37		P0AAE0	P0AAE0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0AAE0						P0AAE0	P0AAE0		P0AAE0	
P0AAE5	0	1	1	1	0	3	B		2	2			P0AAE5	0	0	0	0	B				P0AAE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P0AAE5	
P0AAE8	0	1	1	1	0	3	B		0	1	2		P0AAE8	0	0	0	0	B				P0AAE8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AAF3	0	1	1	1	0	3	F1		2	0	2		P0AAF3	0	0	0	0	F1				P0AAF3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	F1			P0AAF3												P0AAF3				
P0AAF6	1	1	1	1	1	5	F1	1	2	2	2	P0AAF6	P0AAF6	1	1	1	3	F1	54.08	0.014668	P0AAF6	P0AAF6	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	7	F1		P0AAF6	P0AAF6			P0AAF6			P0AAF6						P0AAF6	P0AAF6		P0AAF6	
P0AAG5	1	1	1	1	1	5	B	1	2	2	2	P0AAG5	P0AAG5	1	1	1	3	B	1.05	0.0022272	P0AAG5	P0AAG5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	B			P0AAG5				P0AAG5								P0AAG5	P0AAG5		P0AAG5	
P0AAH0	1	1	1	1	1	5	F1	1	2	2	2	P0AAH0	P0AAH0	1	1	1	3	F1	22.71	0.086977	P0AAH0	P0AAH0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	5	F1							P0AAH0		P0AAH0						P0AAH0	P0AAH0		P0AAH0	
P0AAH4	0	1	1	1	1	4	F1		2	2	2	P0AAH4	P0AAH4	0	0	1	1	F1			P0AAH4	P0AAH4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	5	F1							P0AAH4		P0AAH4						P0AAH4	P0AAH4		P0AAH4	
P0AAH8	1	1	1	1	1	5	F1	1	2	2	2	P0AAH8	P0AAH8	1	1	1	3	F1		0.003021	P0AAH8	P0AAH8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	4	F1							P0AAH8								P0AAH8	P0AAH8		P0AAH8	
P0AAJ1	0	1	1	1	0	3	F2		0	0			P0AAJ1	0	0	0	0	F2				P0AAJ1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	F2							P0AAJ1											P0AAJ1	
P0AAJ5	1	1	1	1	1	5	B	1	2	2	2	P0AAJ5	P0AAJ5	1	0	1	2	B	131.26		P0AAJ5	P0AAJ5	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	9	B		P0AAJ5	P0AAJ5			P0AAJ5	P0AAJ5			P0AAJ5		P0AAJ5			P0AAJ5	P0AAJ5		P0AAJ5	
P0AAJ8	0	1	1	1	0	3	F2		2	2	2		P0AAJ8	0	0	0	0	F2				P0AAJ8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	4	F2							P0AAJ8								P0AAJ8	P0AAJ8		P0AAJ8	
P0AAK7	0	1	1	1	0	3	G		0	0	2		P0AAK7	0	0	0	0	G				P0AAK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	G															P0AAK7			P0AAK7	
P0AAL3	0	1	1	1	0	3	G		2	2	2		P0AAL3	0	0	0	0	G				P0AAL3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	G							P0AAL3								P0AAL3			P0AAL3	
P0AAL6	0	1	1	1	0	3	B		2	2	2		P0AAL6	0	0	0	0	B				P0AAL6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0AAL6												
P0AAM1	0	1	1	1	0	3	B		2	2	2		P0AAM1	0	0	0	0	B				P0AAM1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	B							P0AAM1								P0AAM1			P0AAM1	
P0AAP1	0	1	1	1	0	3	B		0	0	0		P0AAP1	0	0	0	0	B				P0AAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AAP7	0	1	1	1	0	3	B		0	2	0		P0AAP7	0	0	0	0	B				P0AAP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AAQ0	0	1	1	1	0	3	B		2	2	2		P0AAQ0	0	0	0	0	B				P0AAQ0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0AAQ0												
P0AAS0	1	1	1	1	1	5	B	1	2	2	2	P0AAS0	P0AAS0	1	0	1	2	B	136.13		P0AAS0	P0AAS0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	5	B			P0AAS0												P0AAS0	P0AAS0		P0AAS0	P0AAS0
P0AAT4	1	1	1	1	1	5	B	1	2	2	2	P0AAT4	P0AAT4	1	1	1	3	B	20	0.0037704	P0AAT4	P0AAT4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	5	B			P0AAT4						P0AAT4						P0AAT4	P0AAT4		P0AAT4	
P0AAV0	0	1	1	1	0	3	B		2	2	2		P0AAV0	0	0	0	0	B				P0AAV0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0AAV0												
P0AAX6	0	1	1	1	0	3	G		0	0	0		P0AAX6	0	1	0	1	G		0.001951		P0AAX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P0AAX8	1	1	1	1	1	5	G	1	2	2	2	P0AAX8	P0AAX8	1	1	1	3	G	83	0.0039972	P0AAX8	P0AAX8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	G			P0AAX8												P0AAX8	P0AAX8		P0AAX8	
P0AAY4	0	1	1	1	0	3	G		2	2			P0AAY4	0	0	0	0	G				P0AAY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P0AAZ0	0	1	1	1	0	3	B		2	2	2		P0AAZ0	0	0	0	0	B				P0AAZ0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AB06	1	1	1	1	1	5	G	1	2	2	2	P0AB06	P0AB06	1	0	1	2	G	1.06		P0AB06	P0AB06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	G																P0AB06			
P0AB10	1	1	1	1	1	5	E	1	2	2	2	P0AB10	P0AB10	1	1	1	3	E	44.02	0.00038158	P0AB10	P0AB10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	E															P0AB10	P0AB10		P0AB10	
P0AB12	1	1	1	1	1	5	B	1	2	0		P0AB12	P0AB12	1	0	1	2	B	1.93		P0AB12	P0AB12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	B		P0AB12	P0AB12												P0AB12	P0AB12		P0AB12	
P0AB24	0	1	1	1	1	4	G		2	2		P0AB24	P0AB24	0	1	1	2	G		0.0024503	P0AB24	P0AB24	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	4	G							P0AB24							P0AB24	P0AB24			P0AB24	
P0AB26	1	1	1	1	1	5	I	1	2	2	2	P0AB26	P0AB26	1	0	1	2	I	27.85		P0AB26	P0AB26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	I			P0AB26												P0AB26	P0AB26		P0AB26	
P0AB38	1	1	1	1	1	5	I	1	2	2	2	P0AB38	P0AB38	1	0	1	2	I	78		P0AB38	P0AB38	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	I		P0AB38	P0AB38												P0AB38	P0AB38		P0AB38	
P0AB40	0	1	1	1	0	3	G		2	0	0		P0AB40	0	1	0	1	G		0.0013614		P0AB40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P0AB40	
P0AB58	1	1	1	1	1	5	G	1	2	2	0	P0AB58	P0AB58	1	1	1	3	G	15	0.005446	P0AB58	P0AB58	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	7	G		P0AB58	P0AB58				P0AB58		P0AB58						P0AB58	P0AB58		P0AB58	
P0AB67	1	1	1	1	1	5	B	1	2	2		P0AB67	P0AB67	1	0	1	2	B	99.64		P0AB67	P0AB67	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	7	B		P0AB67	P0AB67						P0AB67	P0AB67					P0AB67	P0AB67		P0AB67	
P0AB85	1	1	1	1	1	5	E	1	2	0		P0AB85	P0AB85	1	1	1	3	E		0.00047311	P0AB85	P0AB85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	E															P0AB85	P0AB85		P0AB85	
P0AB98	1	1	1	1	1	5	B	1	2	2	2	P0AB98	P0AB98	1	0	1	2	B	398		P0AB98	P0AB98	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	7	B			P0AB98			P0AB98			P0AB98			P0AB98			P0AB98	P0AB98		P0AB98	
P0ABA6	1	1	1	1	1	5	F1	1	2	2	2	P0ABA6	P0ABA6	1	1	1	3	F1	1562.34	0.027269	P0ABA6	P0ABA6	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	12	F1	P0ABA6	P0ABA6	P0ABA6		P0ABA6	P0ABA6	P0ABA6		P0ABA6	P0ABA6		P0ABA6			P0ABA6	P0ABA6		P0ABA6	
P0ABB4	1	1	1	1	1	5	F1	1	2	2	2	P0ABB4	P0ABB4	1	1	1	3	F1	2674.21	0.28794	P0ABB4	P0ABB4	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	16	F1	P0ABB4	P0ABB4	P0ABB4	P0ABB4	P0ABB4	P0ABB4	P0ABB4	P0ABB4	P0ABB4	P0ABB4		P0ABB4	P0ABB4		P0ABB4	P0ABB4		P0ABB4	P0ABB4
P0ABB8	1	1	1	1	1	5	B	1	2	2	2	P0ABB8	P0ABB8	1	1	1	3	B	8.96	0.00646	P0ABB8	P0ABB8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	B		P0ABB8	P0ABB8												P0ABB8	P0ABB8		P0ABB8	
P0ABF1	1	1	1	1	1	5	B	1	2	2	2	P0ABF1	P0ABF1	1	1	1	3	B	18.96	0.010659	P0ABF1	P0ABF1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	B		P0ABF1	P0ABF1				P0ABF1								P0ABF1	P0ABF1		P0ABF1	
P0ABF6	1	1	1	1	0	4	B	1	2	2	2		P0ABF6	1	0	0	1	B	34.35			P0ABF6	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	5	B			P0ABF6					P0ABF6		P0ABF6						P0ABF6		P0ABF6	
P0ABF8	0	1	1	1	1	4	B		2	2	2	P0ABF8	P0ABF8	0	1	1	2	B		0.01285	P0ABF8	P0ABF8	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	6	B		P0ABF8				P0ABF8	P0ABF8								P0ABF8	P0ABF8		P0ABF8	
P0ABG1	0	1	1	1	0	3	B		2	2	2		P0ABG1	0	0	0	0	B				P0ABG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ABH0	1	1	1	1	1	5	F1	1	2	2	2	P0ABH0	P0ABH0	1	1	1	3	F1	84	0.025021	P0ABH0	P0ABH0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	6	F1		P0ABH0	P0ABH0						P0ABH0						P0ABH0	P0ABH0		P0ABH0	
P0ABH4	0	1	1	1	0	3	B		2	2	2		P0ABH4	0	0	0	0	B				P0ABH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ABI4	1	1	1	1	1	5	B	1	2	0	0	P0ABI4	P0ABI4	1	1	1	3	B	177.58	0.012192	P0ABI4	P0ABI4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	6	B		P0ABI4	P0ABI4						P0ABI4						P0ABI4	P0ABI4		P0ABI4	
P0ABI8	1	1	1	1	1	5	B	1	2	2	2	P0ABI8	P0ABI8	1	0	1	2	B	177.58		P0ABI8	P0ABI8	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	9	B		P0ABI8	P0ABI8			P0ABI8	P0ABI8		P0ABI8			P0ABI8			P0ABI8	P0ABI8		P0ABI8	
P0ABJ1	1	1	1	1	1	5	B	1	2	2	2	P0ABJ1	P0ABJ1	1	0	1	2	B	398		P0ABJ1	P0ABJ1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	11	B		P0ABJ1	P0ABJ1	P0ABJ1	P0ABJ1	P0ABJ1			P0ABJ1			P0ABJ1			P0ABJ1	P0ABJ1		P0ABJ1	P0ABJ1
P0ABJ3	0	1	1	1	0	3	B		2	2	2		P0ABJ3	0	1	0	1	B		0.021879		P0ABJ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P0ABJ3	
P0ABJ6	0	1	1	1	0	3	B		2	2	2		P0ABJ6	0	1	0	1	B		0.10038		P0ABJ6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ABJ9	1	1	1	1	1	5	B	1	2	2	2	P0ABJ9	P0ABJ9	1	1	1	3	B	165.27	0.19755	P0ABJ9	P0ABJ9	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	12	B		P0ABJ9	P0ABJ9	P0ABJ9	P0ABJ9	P0ABJ9			P0ABJ9	P0ABJ9	P0ABJ9	P0ABJ9			P0ABJ9	P0ABJ9		P0ABJ9	
P0ABK7	0	1	1	1	0	3	F4		0	0	0		P0ABK7	0	0	0	0	F4				P0ABK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	F4															P0ABK7				
P0ABK9	0	1	1	1	0	3	G		2	2	2		P0ABK9	0	0	0	0	G				P0ABK9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	G							P0ABK9								P0ABK9			P0ABK9	
P0ABL3	0	1	1	1	0	3	G		0	0	2		P0ABL3	0	0	0	0	G				P0ABL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P0ABL3	
P0ABL5	0	1	1	1	0	3	B		2	2	2		P0ABL5	0	0	0	0	B				P0ABL5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3	B							P0ABL5									P0ABL5		P0ABL5	
P0ABM9	1	1	1	1	1	5	B	1	0	0		P0ABM9	P0ABM9	1	0	1	2	B	1.25		P0ABM9	P0ABM9	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	5	B							P0ABM9				P0ABM9				P0ABM9	P0ABM9		P0ABM9	
P0ABS5	1	1	1	1	1	5	B	1	2	2	2	P0ABS5	P0ABS5	1	0	1	2	B	7.02		P0ABS5	P0ABS5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	B			P0ABS5				P0ABS5									P0ABS5		P0ABS5	
P0ABT8	0	1	1	1	0	3	B		0	0	0		P0ABT8	0	0	0	0	B				P0ABT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ABU7	1	1	1	1	1	5	B	1	2	0	2	P0ABU7	P0ABU7	1	0	1	2	B	64.08		P0ABU7	P0ABU7	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	6	B		P0ABU7							P0ABU7	P0ABU7					P0ABU7	P0ABU7		P0ABU7	
P0ABU9	1	1	1	1	1	5	B	1	2	2	2	P0ABU9	P0ABU9	1	0	1	2	B	85.75		P0ABU9	P0ABU9	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	5	B		P0ABU9							P0ABU9						P0ABU9	P0ABU9		P0ABU9	
P0ABV2	1	1	1	1	0	4	B	1	2	2	2		P0ABV2	1	0	0	1	B	260.06			P0ABV2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	3	B									P0ABV2							P0ABV2		P0ABV2	
