From	To	To
AP009048	P0AE08	AHPC_ECOLI
AP009048	P04825	AMPN_ECOLI
AP009048	P11667	ARGO_ECOLI
AP009048	P75993	ARIR_ECOLI
AP009048	P0AAF6	ARTP_ECOLI
AP009048	P24240	ASCB_ECOLI
AP009048	P12999	BIOC_ECOLI
AP009048	P0AB33	BSSS_ECOLI
AP009048	P31572	CAIB_ECOLI
AP009048	P07364	CHER_ECOLI
AP009048	P0AE67	CHEY_ECOLI
AP009048	P64467	CNU_ECOLI
AP009048	P0AE76	COBU_ECOLI
AP009048	P0AE91	CREA_ECOLI
AP009048	P0A9Y6	CSPC_ECOLI
AP009048	P0ABI8	CYOB_ECOLI
AP009048	P36655	DSBD_ECOLI
AP009048	P31125	EAMA_ECOLI
AP009048	P0ADF6	EDD_ECOLI
AP009048	P0A6N4	EFP_ECOLI
AP009048	P0A9R2	ESSD_ECOLI
AP009048	P23484	FECI_ECOLI
AP009048	P19323	FHLA_ECOLI
AP009048	P68646	FIXX_ECOLI
AP009048	P0A6S0	FLGH_ECOLI
AP009048	P0AAP3	FRMR_ECOLI
AP009048	P0C8J6	GATY_ECOLI
AP009048	P0ACP5	GNTR_ECOLI
AP009048	P09372	GRPE_ECOLI
AP009048	P31658	HCHA_ECOLI
AP009048	P0AET2	HDEB_ECOLI
AP009048	P52094	HISQ_ECOLI
AP009048	P77494	HOKB_ECOLI
AP009048	P0ACV0	HTRB_ECOLI
AP009048	P0A700	HYPA_ECOLI
AP009048	P24192	HYPD_ECOLI
AP009048	C1P608	IBSB_ECOLI
AP009048	P0ADF8	ILVN_ECOLI
AP009048	P0AEW9	K1PF_ECOLI
AP009048	P0A715	KDSA_ECOLI
AP009048	P23331	KITH_ECOLI
AP009048	Q6BF86	LDRA_ECOLI
AP009048	Q6BF86	LDRA_ECOLI
AP009048	P60955	LGT_ECOLI
AP009048	P0AD74	LPF2_ECOLI
AP009048	P0A725	LPXC_ECOLI
AP009048	P68183	MALG_ECOLI
AP009048	P76397	MDTA_ECOLI
AP009048	P0A8U6	METJ_ECOLI
AP009048	P77569	MHPR_ECOLI
AP009048	P31060	MODF_ECOLI
AP009048	P0A6W3	MRAY_ECOLI
AP009048	P23909	MUTS_ECOLI
AP009048	P0AFA9	NIKC_ECOLI
AP009048	P0A6Z6	NIKR_ECOLI
AP009048	P0A9I8	NIRD_ECOLI
AP009048	P28903	NRDD_ECOLI
AP009048	P0AFH8	OSMY_ECOLI
AP009048	P07004	PROA_ECOLI
AP009048	P14175	PROV_ECOLI
AP009048	P0A7G6	RECA_ECOLI
AP009048	P32171	RHAB_ECOLI
AP009048	P16918	RHSC_ECOLI
AP009048	P0AG48	RL21_ECOLI
AP009048	P42596	RLMG_ECOLI
AP009048	P37765	RLUB_ECOLI
AP009048	P67087	RSMI_ECOLI
AP009048	P0AA43	RSUA_ECOLI
AP009048	P0ACU2	RUTR_ECOLI
AP009048	P0A8I1	RUVX_ECOLI
AP009048	P16456	SELD_ECOLI
AP009048	P31436	SETC_ECOLI
AP009048	P26648	SUFI_ECOLI
AP009048	P09153	TFAE_ECOLI
AP009048	P0AGG0	THIL_ECOLI
AP009048	P36667	WBBL_ECOLI
AP009048	P27835	WZYE_ECOLI
AP009048	P45562	XAPB_ECOLI
AP009048	P0AC98	YAAH_ECOLI
AP009048	P28634	YAEB_ECOLI
AP009048	Q47156	YAFN_ECOLI
AP009048	P77713	YAGH_ECOLI
AP009048	Q2EEQ3	YAHH_ECOLI
AP009048	P77395	YBBN_ECOLI
AP009048	P75734	YBFN_ECOLI
AP009048	P0AFP6	YBGI_ECOLI
AP009048	P75764	YBHJ_ECOLI
AP009048	P0AAX8	YBIS_ECOLI
AP009048	P37443	YCAI_ECOLI
AP009048	P75849	YCBL_ECOLI
AP009048	P75908	YCDT_ECOLI
AP009048	P27431	YCFD_ECOLI
AP009048	P76100	YDCK_ECOLI
AP009048	P29009	YDFB_ECOLI
AP009048	P76154	YDFK_ECOLI
AP009048	P77552	YDHQ_ECOLI
AP009048	P76361	YEER_ECOLI
AP009048	P33348	YEHL_ECOLI
AP009048	P33915	YEJE_ECOLI
AP009048	P76501	YFCR_ECOLI
AP009048	P76537	YFEY_ECOLI
AP009048	P52127	YFJL_ECOLI
AP009048	Q46787	YGEG_ECOLI
AP009048	Q46817	YGFQ_ECOLI
AP009048	P30871	YGIF_ECOLI
AP009048	P63417	YHBS_ECOLI
AP009048	P46474	YHDP_ECOLI
AP009048	P0AGM2	YICG_ECOLI
AP009048	P31447	YIDJ_ECOLI
AP009048	P0ADP0	YIGB_ECOLI
AP009048	P39267	YJCZ_ECOLI
AP009048	Q6BEX5	YJDP_ECOLI
AP009048	P39391	YJIT_ECOLI
AP009048	P0ACA7	YLIJ_ECOLI
AP009048	P75975	YMFT_ECOLI
AP009048	Q2EER5	YMJC_ECOLI
AP009048	P77658	YNAA_ECOLI
AP009048	P76117	YNCG_ECOLI
AP009048	P76150	YNEK_ECOLI
AP009048	P76223	YNJB_ECOLI
AP009048	P64493	YOAF_ECOLI
AP009048	P0AD17	YOHC_ECOLI
AP009048	Q2EES6	YOHO_ECOLI
AP009048	P76692	YZGL_ECOLI
AP009048	P00562	AK2H_ECOLI
AP009048	P0AE22	APHA_ECOLI
AP009048	P05194	AROD_ECOLI
AP009048	P06609	BTUC_ECOLI
AP009048	P63264	CBPM_ECOLI
AP009048	P0CB39	CPTA_ECOLI
AP009048	P54901	CSIE_ECOLI
AP009048	P77790	DDPX_ECOLI
AP009048	P76016	DHAR_ECOLI
AP009048	P06965	DICC_ECOLI
AP009048	P0A6M8	EFG_ECOLI
AP009048	P11454	ENTF_ECOLI
AP009048	P0AAJ5	FDOH_ECOLI
AP009048	P15031	FECE_ECOLI
AP009048	Q47153	FHIA_ECOLI
AP009048	P75933	FLGA_ECOLI
AP009048	P45539	FRLA_ECOLI
AP009048	P25526	GABD_ECOLI
AP009048	P0A6U8	GLGA_ECOLI
AP009048	P06988	HISX_ECOLI
AP009048	P77335	HLYE_ECOLI
AP009048	P37305	HOKA_ECOLI
AP009048	P0ACG8	HSLR_ECOLI
AP009048	P16433	HYCG_ECOLI
AP009048	C1P607	IBSA_ECOLI
AP009048	P0AAC8	ISCA_ECOLI
AP009048	P0AB74	KBAY_ECOLI
AP009048	P0AC75	KDTA_ECOLI
AP009048	P39380	KPTA_ECOLI
AP009048	P21599	KPYK2_ECOLI
AP009048	P0A9S7	LIVG_ECOLI
AP009048	P75957	LOLD_ECOLI
AP009048	P0A9V1	LPTB_ECOLI
AP009048	P0ADC1	LPTE_ECOLI
AP009048	P0ACJ0	LRP_ECOLI
AP009048	P0AAA3	MATB_ECOLI
AP009048	P32715	MDTO_ECOLI
AP009048	P30750	METN_ECOLI
AP009048	P0AF01	MODB_ECOLI
AP009048	P06722	MUTH_ECOLI
AP009048	P30011	NADC_ECOLI
AP009048	P75959	NAGK_ECOLI
AP009048	P0A6L4	NANA_ECOLI
AP009048	P11350	NARI_ECOLI
AP009048	P0AF63	NSRR_ECOLI
AP009048	P0AFE8	NUOM_ECOLI
AP009048	P0C7L2	PAAJ_ECOLI
AP009048	P0AFI9	PERM_ECOLI
AP009048	P77366	PGMB_ECOLI
AP009048	P16688	PHNJ_ECOLI
AP009048	P43676	PITB_ECOLI
AP009048	P31135	POTH_ECOLI
AP009048	P0A9L5	PPIC_ECOLI
AP009048	P43671	PQIB_ECOLI
AP009048	P32672	PTFC2_ECOLI
AP009048	P27844	RARD_ECOLI
AP009048	P0C079	RELB_ECOLI
AP009048	P16917	RHSB_ECOLI
AP009048	P0A7I7	RIBA_ECOLI
AP009048	P0C0U4	RIMK_ECOLI
AP009048	P0ADY7	RL16_ECOLI
AP009048	P0A7N4	RL32_ECOLI
AP009048	P60438	RL3_ECOLI
AP009048	P0A7Z4	RPOA_ECOLI
AP009048	P76446	RTN_ECOLI
AP009048	P77754	SPY_ECOLI
AP009048	Q46812	SSNA_ECOLI
AP009048	Q47537	TAUA_ECOLI
AP009048	P11868	TDCD_ECOLI
AP009048	P0A879	TRPB_ECOLI
AP009048	P00904	TRPG_ECOLI
AP009048	P39304	ULAD_ECOLI
AP009048	P09184	VSR_ECOLI
AP009048	P37750	WBBJ_ECOLI
AP009048	P0A930	WZA_ECOLI
AP009048	P45563	XAPA_ECOLI
AP009048	P08339	Y4223_ECOLI
AP009048	P37050	YADN_ECOLI
AP009048	Q47152	YAFM_ECOLI
AP009048	P77307	YBBM_ECOLI
AP009048	P77698	YBCK_ECOLI
AP009048	P75763	YBHI_ECOLI
AP009048	P0A8C1	YBJQ_ECOLI
AP009048	P39165	YCHO_ECOLI
AP009048	P31808	YCIK_ECOLI
AP009048	P0A8L7	YCIU_ECOLI
AP009048	P76053	YDAL_ECOLI
AP009048	P76097	YDCJ_ECOLI
AP009048	P31826	YDDA_ECOLI
AP009048	P31131	YDEJ_ECOLI
AP009048	P0ACX0	YDGC_ECOLI
AP009048	P0ACR2	YDHB_ECOLI
AP009048	P76196	YDIL_ECOLI
AP009048	P77529	YDJN_ECOLI
AP009048	P0ADI7	YECD_ECOLI
AP009048	P76359	YEEP_ECOLI
AP009048	P33347	YEHK_ECOLI
AP009048	P76500	YFCQ_ECOLI
AP009048	P76536	YFEX_ECOLI
AP009048	P76594	YFIQ_ECOLI
AP009048	P76616	YGAQ_ECOLI
AP009048	P76616	YGAQ_ECOLI
AP009048	P76616	YGAQ_ECOLI
AP009048	P38036	YGCB_ECOLI
AP009048	Q46786	YGEF_ECOLI
AP009048	P64557	YGFM_ECOLI
AP009048	P64564	YGGT_ECOLI
AP009048	P64574	YGHW_ECOLI
AP009048	P42592	YGJK_ECOLI
AP009048	P45420	YHCD_ECOLI
AP009048	P46837	YHGF_ECOLI
AP009048	P32109	YIBJ_ECOLI
AP009048	P31446	YIDI_ECOLI
AP009048	P32129	YIHG_ECOLI
AP009048	P32140	YIHS_ECOLI
AP009048	P32680	YJAG_ECOLI
AP009048	P32690	YJBI_ECOLI
AP009048	P39282	YJEM_ECOLI
AP009048	P0AF82	YJFN_ECOLI
AP009048	P39390	YJIS_ECOLI
AP009048	P0AAS0	YLAC_ECOLI
AP009048	P09154	YMFS_ECOLI
AP009048	P67553	YNFC_ECOLI
AP009048	P76222	YNJA_ECOLI
AP009048	Q2EES3	YOEF_ECOLI
AP009048	Q46808	YQEB_ECOLI
AP009048	C1P614	YQFG_ECOLI
AP009048	P64610	YRBL_ECOLI
AP009048	P39321	YTFN_ECOLI
AP009048	P37127	AEGA_ECOLI
AP009048	P42907	AGAS_ECOLI
AP009048	P0A991	ALF1_ECOLI
AP009048	P26612	AMY2_ECOLI
AP009048	P02924	ARAF_ECOLI
AP009048	P0A6E4	ASSY_ECOLI
AP009048	P17445	BETB_ECOLI
AP009048	P0AB40	BHSA_ECOLI
AP009048	P56976	BLR_ECOLI
AP009048	P0AD99	BRNQ_ECOLI
AP009048	P0AE60	CEDA_ECOLI
AP009048	P76290	CMOA_ECOLI
AP009048	P76291	CMOB_ECOLI
AP009048	P0A972	CSPE_ECOLI
AP009048	P0A986	CSPI_ECOLI
AP009048	P77485	CUSS_ECOLI
AP009048	P08550	CVPA_ECOLI
AP009048	P27111	CYNR_ECOLI
AP009048	P04036	DAPB_ECOLI
AP009048	P0ABP8	DEOD_ECOLI
AP009048	Q46857	DKGA_ECOLI
AP009048	P37672	DLGD_ECOLI
AP009048	P08555	DSDX_ECOLI
AP009048	P06616	ERA_ECOLI
AP009048	P19636	EUTC_ECOLI
AP009048	P77277	EUTJ_ECOLI
AP009048	P76503	FADI_ECOLI
AP009048	P0AAJ3	FDNH_ECOLI
AP009048	P33650	FEOB_ECOLI
AP009048	P26266	FEPE_ECOLI
AP009048	P16869	FHUE_ECOLI
AP009048	P60566	FIXA_ECOLI
AP009048	P52627	FLIZ_ECOLI
AP009048	P33898	G3P3_ECOLI
AP009048	P63204	GADE_ECOLI
AP009048	P0AAB6	GALF_ECOLI
AP009048	P0AA80	GARP_ECOLI
AP009048	P0A6T9	GCSH_ECOLI
AP009048	P0A9C0	GLPA_ECOLI
AP009048	P13033	GLPB_ECOLI
AP009048	P25552	GPPA_ECOLI
AP009048	P0A6W5	GREA_ECOLI
AP009048	P15081	GUTM_ECOLI
AP009048	P60664	HIS6_ECOLI
AP009048	P28630	HOLA_ECOLI
AP009048	P0A6H5	HSLU_ECOLI
AP009048	P0AB20	HSPQ_ECOLI
AP009048	P28697	HTGA_ECOLI
AP009048	P19931	HYAE_ECOLI
AP009048	P39343	IDNR_ECOLI
AP009048	P00893	ILVI_ECOLI
AP009048	P0CF27	INSB3_ECOLI
AP009048	P0CF61	INSD9_ECOLI
AP009048	P71298	INTF_ECOLI
AP009048	P69441	KAD_ECOLI
AP009048	P76008	LDCA_ECOLI
AP009048	P09151	LEU1_ECOLI
AP009048	P76159	LYSQ_ECOLI
AP009048	P75830	MACA_ECOLI
AP009048	P0ABR9	MHPB_ECOLI
AP009048	P09833	MODC_ECOLI
AP009048	P22523	MUKB_ECOLI
AP009048	P0ABL5	NAPC_ECOLI
AP009048	P09152	NARG_ECOLI
AP009048	P63020	NFUA_ECOLI
AP009048	P40710	NLPE_ECOLI
AP009048	P32711	NRFF_ECOLI
AP009048	P0AFC7	NUOB_ECOLI
AP009048	P0AFF4	NUPG_ECOLI
AP009048	P76773	OMPL_ECOLI
AP009048	P0ADB1	OSME_ECOLI
AP009048	P0ACQ4	OXYR_ECOLI
AP009048	P76078	PAAB_ECOLI
AP009048	P28305	PABC_ECOLI
AP009048	P31057	PANB_ECOLI
AP009048	P69434	PGAA_ECOLI
AP009048	P0A9K7	PHOU_ECOLI
AP009048	P0A8T1	PRMA_ECOLI
AP009048	P15640	PUR2_ECOLI
AP009048	P05824	RECN_ECOLI
AP009048	P27128	RFAI_ECOLI
AP009048	P25539	RIBD_ECOLI
AP009048	P0A7L3	RL20_ECOLI
AP009048	P60624	RL24_ECOLI
AP009048	P0A7P5	RL34_ECOLI
AP009048	P32684	RLUF_ECOLI
AP009048	P77285	RNFG_ECOLI
AP009048	P0CG19	RNPH_ECOLI
AP009048	P0ADX9	RSMD_ECOLI
AP009048	P0AG74	RUSA_ECOLI
AP009048	P0AFQ5	RUTC_ECOLI
AP009048	P0A812	RUVB_ECOLI
AP009048	C1P601	RZOQ_ECOLI
AP009048	P37678	SGBH_ECOLI
AP009048	P15082	SRLR_ECOLI
AP009048	P0AGE0	SSB_ECOLI
AP009048	P77444	SUFS_ECOLI
AP009048	P16659	SYP_ECOLI
AP009048	P0A847	TGT_ECOLI
AP009048	P30136	THIC_ECOLI
AP009048	P0A858	TPIS_ECOLI
AP009048	P0AGI8	TRKA_ECOLI
AP009048	P0AC35	TTDB_ECOLI
AP009048	P0A6A0	UBIB_ECOLI
AP009048	P0AGA6	UHPA_ECOLI
AP009048	P69822	ULAB_ECOLI
AP009048	P0AGM7	URAA_ECOLI
AP009048	P0A8F8	UVRB_ECOLI
AP009048	P0AED5	UVRY_ECOLI
AP009048	P42604	UXAA_ECOLI
AP009048	P25535	VISC_ECOLI
AP009048	P71242	WCAK_ECOLI
AP009048	P36680	YACF_ECOLI
AP009048	P0AFN6	YADH_ECOLI
AP009048	P30866	YAFE_ECOLI
AP009048	P77700	YAHB_ECOLI
AP009048	P0ADA5	YAJG_ECOLI
AP009048	P0AAT6	YBEB_ECOLI
AP009048	P0AAV6	YBGS_ECOLI
AP009048	P0AAX3	YBIJ_ECOLI
AP009048	P24244	YCCB_ECOLI
AP009048	P29217	YCEH_ECOLI
AP009048	P75954	YCFS_ECOLI
AP009048	P21361	YCIG_ECOLI
AP009048	P77481	YCJV_ECOLI
AP009048	P77481	YCJV_ECOLI
AP009048	P25906	YDBC_ECOLI
AP009048	P34209	YDCF_ECOLI
AP009048	P77789	YDES_ECOLI
AP009048	P77781	YDII_ECOLI
AP009048	P77280	YDJJ_ECOLI
AP009048	P0ABD1	YEAV_ECOLI
AP009048	P33218	YEBE_ECOLI
AP009048	P0ACY9	YEBG_ECOLI
AP009048	P31064	YEDE_ECOLI
AP009048	P33341	YEHB_ECOLI
AP009048	P76514	YFDR_ECOLI
AP009048	Q46889	YGBK_ECOLI
AP009048	P0AC28	YGFA_ECOLI
AP009048	P52037	YGFF_ECOLI
AP009048	P52048	YGGP_ECOLI
AP009048	Q46867	YGIZ_ECOLI
AP009048	P45537	YHFK_ECOLI
AP009048	P37624	YHIH_ECOLI
AP009048	P11290	YIBD_ECOLI
AP009048	Q2M7X4	YICS_ECOLI
AP009048	P60872	YIDE_ECOLI
AP009048	P0ADL6	YIDG_ECOLI
AP009048	P32135	YIHN_ECOLI
AP009048	P0AF56	YJCO_ECOLI
AP009048	P31806	YJEF_ECOLI
AP009048	P76157	YNFN_ECOLI
AP009048	P76239	YOAI_ECOLI
AP009048	A5A621	YPFM_ECOLI
AP009048	Q46953	YPJF_ECOLI
AP009048	P64588	YQJI_ECOLI
AP009048	P77744	ABGR_ECOLI
AP009048	P24177	ACRD_ECOLI
AP009048	P0A9Q7	ADHE_ECOLI
AP009048	P77731	ALLA_ECOLI
AP009048	P0AD70	AMPH_ECOLI
AP009048	P0AEC3	ARCB_ECOLI
AP009048	P0AB93	ARSB_ECOLI
AP009048	P77581	ASTC_ECOLI
AP009048	P0A951	ATDA_ECOLI
AP009048	P30844	BASS_ECOLI
AP009048	P0A6F5	CH60_ECOLI
AP009048	P0A6I9	COAE_ECOLI
AP009048	P0A968	CSPD_ECOLI
AP009048	P77239	CUSB_ECOLI
AP009048	P0A6J3	CYSZ_ECOLI
AP009048	P0A6L2	DAPA_ECOLI
AP009048	P28248	DCD_ECOLI
AP009048	P0A6J8	DDLA_ECOLI
AP009048	P0C0V0	DEGP_ECOLI
AP009048	P15877	DHG_ECOLI
AP009048	P0AC41	DHSA_ECOLI
AP009048	P27296	DING_ECOLI
AP009048	Q47150	DINJ_ECOLI
AP009048	P00582	DPO1_ECOLI
AP009048	P0ADI4	ENTB_ECOLI
AP009048	P69902	FCTA_ECOLI
AP009048	P0A9L3	FKBB_ECOLI
AP009048	P0ABY2	FLIT_ECOLI
AP009048	P08192	FOLC_ECOLI
AP009048	P0A6T1	G6PI_ECOLI
AP009048	P0A9C3	GALM_ECOLI
AP009048	P08194	GLPT_ECOLI
AP009048	P09832	GLTD_ECOLI
AP009048	P0A6S7	GPDA_ECOLI
AP009048	P32662	GPH_ECOLI
AP009048	P77293	GTRB_ECOLI
AP009048	Q46915	GUDX_ECOLI
AP009048	P09127	HEMX_ECOLI
AP009048	P24232	HMP_ECOLI
AP009048	P23894	HTPX_ECOLI
AP009048	P77858	HYFC_ECOLI
AP009048	P0CE61	INH14_ECOLI
AP009048	P0CF09	INSA3_ECOLI
AP009048	P39375	IRAD_ECOLI
AP009048	P0AD92	LPW_ECOLI
AP009048	P77265	MDLA_ECOLI
AP009048	P76398	MDTB_ECOLI
AP009048	P0AEI1	MIAB_ECOLI
AP009048	P0AGC5	MLTF_ECOLI
AP009048	P0AF10	MTLR_ECOLI
AP009048	P17952	MURC_ECOLI
AP009048	P22188	MURE_ECOLI
AP009048	P18843	NADE_ECOLI
AP009048	P0AAL0	NAPF_ECOLI
AP009048	P19317	NARW_ECOLI
AP009048	P0A903	NLPB_ECOLI
AP009048	P37013	NORR_ECOLI
AP009048	P42641	OBG_ECOLI
AP009048	P06959	ODP2_ECOLI
AP009048	P76045	OMPG_ECOLI
AP009048	P76027	OPPD_ECOLI
AP009048	P00903	PABA_ECOLI
AP009048	P0A9J4	PANE_ECOLI
AP009048	P42588	PAT_ECOLI
AP009048	P29745	PEPT_ECOLI
AP009048	P75793	PFLF_ECOLI
AP009048	P0A9K3	PHOL_ECOLI
AP009048	P26647	PLSC_ECOLI
AP009048	P56580	PTHB_ECOLI
AP009048	P0AA04	PTHP_ECOLI
AP009048	P37188	PTKB_ECOLI
AP009048	P09029	PURK_ECOLI
AP009048	P0A7E3	PYRE_ECOLI
AP009048	P25888	RHLE_ECOLI
AP009048	P0AG30	RHO_ECOLI
AP009048	P0ACS7	RPIR_ECOLI
AP009048	P68679	RS21_ECOLI
AP009048	P38035	RTCR_ECOLI
AP009048	P77249	SFMC_ECOLI
AP009048	Q46755	SIRB2_ECOLI
AP009048	P76041	SUCP_ECOLI
AP009048	P04805	SYE_ECOLI
AP009048	P39394	SYME_ECOLI
AP009048	P0AGL2	TDCF_ECOLI
AP009048	P77326	TFAS_ECOLI
AP009048	P04968	THD1_ECOLI
AP009048	P0A853	TNAA_ECOLI
AP009048	P0A873	TRMD_ECOLI
AP009048	P0AB18	TUSE_ECOLI
AP009048	P16525	TUS_ECOLI
AP009048	P76373	UDG_ECOLI
AP009048	P39301	ULAA_ECOLI
AP009048	P77377	WZXC_ECOLI
AP009048	P37387	XYLF_ECOLI
AP009048	P77365	YAFY_ECOLI
AP009048	P0A8E7	YAJQ_ECOLI
AP009048	P0AAR0	YBAJ_ECOLI
AP009048	P64435	YBCW_ECOLI
AP009048	P0A8J4	YBED_ECOLI
AP009048	P28915	YBFC_ECOLI
AP009048	P0A9U1	YBHF_ECOLI
AP009048	P75828	YBJD_ECOLI
AP009048	P0AAZ0	YBJO_ECOLI
AP009048	P75946	YCFL_ECOLI
AP009048	P76012	YCGY_ECOLI
AP009048	P45848	YCIQ_ECOLI
AP009048	P76042	YCJN_ECOLI
AP009048	P76064	YDAT_ECOLI
AP009048	P46136	YDDG_ECOLI
AP009048	P76135	YDEO_ECOLI
AP009048	P76164	YDFW_ECOLI
AP009048	P76177	YDGH_ECOLI
AP009048	P76201	YDIQ_ECOLI
AP009048	P0A8A0	YEBC_ECOLI
AP009048	P64515	YECN_ECOLI
AP009048	P76396	YEGL_ECOLI
AP009048	P0ACM5	YEGW_ECOLI
AP009048	P76481	YFBK_ECOLI
AP009048	P0ACR7	YFER_ECOLI
AP009048	P0A6G3	YGAD_ECOLI
AP009048	Q46901	YGCL_ECOLI
AP009048	Q46802	YGEV_ECOLI
AP009048	P11663	YGGD_ECOLI
AP009048	P0AG84	YGHA_ECOLI
AP009048	P64592	YHAI_ECOLI
AP009048	P45472	YHBQ_ECOLI
AP009048	P45766	YHDW_ECOLI
AP009048	P0ADX1	YHFA_ECOLI
AP009048	P37640	YHJB_ECOLI
AP009048	P37660	YHJV_ECOLI
AP009048	P0A8Y3	YIHX_ECOLI
AP009048	P32160	YIIQ_ECOLI
AP009048	C1P621	YJEV_ECOLI
AP009048	P39336	YJGL_ECOLI
AP009048	P0A8Y1	YJJG_ECOLI
AP009048	P77536	YKGF_ECOLI
AP009048	C1P600	YNBG_ECOLI
AP009048	P0AA93	YPDA_ECOLI
AP009048	Q46856	YQHD_ECOLI
AP009048	P45751	YRFB_ECOLI
AP009048	Q46837	ACFD_ECOLI
AP009048	P28629	ADIA_ECOLI
AP009048	P05050	ALKB_ECOLI
AP009048	P32720	ALSC_ECOLI
AP009048	P07639	AROB_ECOLI
AP009048	P30859	ARTI_ECOLI
AP009048	P69228	BAER_ECOLI
AP009048	P06129	BTUB_ECOLI
AP009048	P23890	CADC_ECOLI
AP009048	P39206	CAIE_ECOLI
AP009048	P31468	CBRB_ECOLI
AP009048	P39163	CHAC_ECOLI
AP009048	P46891	COF_ECOLI
AP009048	P0AE88	CPXR_ECOLI
AP009048	P77211	CUSC_ECOLI
AP009048	P15723	DGTP_ECOLI
AP009048	P76015	DHAK_ECOLI
AP009048	P69853	DMSD_ECOLI
AP009048	P0AAG0	DPPD_ECOLI
AP009048	P75742	DTPD_ECOLI
AP009048	P52599	EMRK_ECOLI
AP009048	P0ACC3	ERPA_ECOLI
AP009048	P04994	EX7L_ECOLI
AP009048	Q47146	FADE_ECOLI
AP009048	P13024	FDHE_ECOLI
AP009048	P08189	FIMF_ECOLI
AP009048	P33235	FLGK_ECOLI
AP009048	P77733	FOCB_ECOLI
AP009048	P0AEN1	FRE_ECOLI
AP009048	P0A998	FTNA_ECOLI
AP009048	P0ACK8	FUCR_ECOLI
AP009048	P0AEP3	GALU_ECOLI
AP009048	P36930	GATR_ECOLI
AP009048	P0A9F6	GCVA_ECOLI
AP009048	P75883	GFCC_ECOLI
AP009048	P10346	GLNQ_ECOLI
AP009048	P37902	GLTI_ECOLI
AP009048	Q47141	HCAR_ECOLI
AP009048	P0AAM7	HYBG_ECOLI
AP009048	P0AEW1	HYFE_ECOLI
AP009048	P37595	IAAA_ECOLI
AP009048	P0C058	IBPB_ECOLI
AP009048	P0CE64	INH17_ECOLI
AP009048	P0CF12	INSA6_ECOLI
AP009048	P0CE49	INSH1_ECOLI
AP009048	P0CF90	INSI4_ECOLI
AP009048	P0A6B7	ISCS_ECOLI
AP009048	P0ABN1	KDGL_ECOLI
AP009048	P45395	KDSD_ECOLI
AP009048	P0A8P1	LFTR_ECOLI
AP009048	P23930	LNT_ECOLI
AP009048	P0AD72	LPF_ECOLI
AP009048	P18811	MALI_ECOLI
AP009048	P31121	MARB_ECOLI
AP009048	P0AEY8	MDFA_ECOLI
AP009048	P07623	META_ECOLI
AP009048	P0A908	MIPA_ECOLI
AP009048	P0AEZ7	MLTD_ECOLI
AP009048	P0AEZ9	MOAB_ECOLI
AP009048	P0AF03	MOG_ECOLI
AP009048	Q46865	MQSR_ECOLI
AP009048	P17443	MURG_ECOLI
AP009048	Q47005	NAC_ECOLI
AP009048	P11458	NADA_ECOLI
AP009048	P33937	NAPA_ECOLI
AP009048	P0AAL3	NAPG_ECOLI
AP009048	P31802	NARP_ECOLI
AP009048	P0A8D0	NRDR_ECOLI
AP009048	P32664	NUDC_ECOLI
AP009048	P33607	NUOL_ECOLI
AP009048	P0AFI5	PBP7_ECOLI
AP009048	P69783	PTGA_ECOLI
AP009048	P24241	PTIBC_ECOLI
AP009048	P69831	PTKC_ECOLI
AP009048	P00550	PTM3C_ECOLI
AP009048	P08178	PUR5_ECOLI
AP009048	P33221	PURT_ECOLI
AP009048	P23883	PUUC_ECOLI
AP009048	P65870	QUED_ECOLI
AP009048	P69407	RCSB_ECOLI
AP009048	P76470	RHMT_ECOLI
AP009048	P0AA37	RLUA_ECOLI
AP009048	P0A766	RNFA_ECOLI
AP009048	P0A9J0	RNG_ECOLI
AP009048	P0A8V0	RNZ_ECOLI
AP009048	P0A7Z0	RPIA_ECOLI
AP009048	P0AG76	SBCD_ECOLI
AP009048	P0AGA2	SECY_ECOLI
AP009048	P75715	SFMH_ECOLI
AP009048	P39362	SGCE_ECOLI
AP009048	P0AFZ3	SSPB_ECOLI
AP009048	P75792	SUPH_ECOLI
AP009048	P0A8N3	SYK1_ECOLI
AP009048	P11866	TDCR_ECOLI
AP009048	P0ADA1	TESA_ECOLI
AP009048	P76422	THID_ECOLI
AP009048	P77718	THII_ECOLI
AP009048	Q47706	UIDC_ECOLI
AP009048	P04152	UMUC_ECOLI
AP009048	P0ADN0	VIAA_ECOLI
AP009048	P0ACC9	WCAB_ECOLI
AP009048	P77324	YAGS_ECOLI
AP009048	P51024	YAIL_ECOLI
AP009048	P77627	YBER_ECOLI
AP009048	P0AAY4	YBJH_ECOLI
AP009048	P76000	YCGI_ECOLI
AP009048	P76000	YCGI_ECOLI
AP009048	P76034	YCIT_ECOLI
AP009048	P76035	YCIW_ECOLI
AP009048	P77716	YCJP_ECOLI
AP009048	P76066	YDAW_ECOLI
AP009048	P77376	YDGJ_ECOLI
AP009048	P38055	YDJE_ECOLI
AP009048	P76242	YEAN_ECOLI
AP009048	P76275	YEBW_ECOLI
AP009048	P0AFT2	YECS_ECOLI
AP009048	P0AD12	YEEZ_ECOLI
AP009048	P0AD14	YEHU_ECOLI
AP009048	P17994	YFAA_ECOLI
AP009048	P76484	YFBN_ECOLI
AP009048	P76507	YFDI_ECOLI
AP009048	P76575	YFGJ_ECOLI
AP009048	Q46906	YGCP_ECOLI
