Join Name	emPAI 5 Methods	BL21(DE3) OLC	K12 Entry Name	BL21(DE3) OLC	K12 Accession
253772753	" | 0,11 | 0,3; |  | 0,08; | 0,08 | ; |  | 0,08"	ECBD_1336	FABB_ECOLI	C6ELD0_ECOBD	P0A953
253774081	" | 0,9 | ; |  | "	ECBD_2705	FTSK_ECOLI	C6EI92_ECOBD	P46889
253773861	 | 0,33 | 0,1	ECBD_2485	LOLC_ECOLI	C6EGX6_ECOBD	P0ADC3
253774290	" | 0,07 | 0,07;0,16 | 0,08 | 0,08; |  | 0,16; |  | 0,08"	ECBD_2921	TOLA_ECOLI	C6EJJ8_ECOBD	P19934
253774935	"0,09 | 0,3 | ; | 0,08 | ;0,08 | 0,08 | ; |  | 0,17"	ECBD_3583	CARA_ECOLI	C6EB20_ECOBD	P0A6F1
253773926	" | 0,16 | 0,08; |  | 0,07; | 0,03 | ; | 0,03 | "	ECBD_2550	OPGH_ECOLI	C6EHG3_ECOBD	P62517
253773430	"0,14 | 0,49 | ; | 0,19 | ; |  | 0,19"	ECBD_2032	YDGA_ECOLI	C6EDN4_ECOBD	P77804
253772843	"0,17 | 0,17 | ; | 0,2 | ; | 0,08 | 0,08"	ECBD_1426	RIR1_ECOLI	C6E9W7_ECOBD	P00452
253774306	" | 0,46 | 0,14; | 0,22 | 0,28; | 0,56 | 0,05;0,41 | 0,05 | 0,48"	ECBD_2937	DHSA_ECOLI	C6EJL4_ECOBD	P0AC41
253775523	" | 0,36 | ;0,36 |  | "	ECBD_4187	TATA_ECOLI	C6EF60_ECOBD	P69428
253775636	 | 0,6 | 0,17	ECBD_4303	GLMS_ECOLI	C6EG74_ECOBD	P17169
253775198	" | 0,04 | 0,04; | 0,07 | 0,07; |  | 0,07; |  | 0,07"	ECBD_3857	PURA_ECOLI	C6ECH2_ECOBD	P0A7D4
253774569	" | 0,16 | 0,05; | 0,38 | "	ECBD_3215	DBHA_ECOLI	C6EL23_ECOBD	P0ACF0
253772225	"0,09 | 0,19 | ; | 0,25 | ; |  | 0,09"	ECBD_0803	TKT1_ECOLI	C6EIH4_ECOBD	P27302
253775200	" | 0,19 | 0,19;0,18 | 0,4 | 0,4;0,18 | 0,09 | "	ECBD_3859		http://www.uniprot.org/uniprot/?query=C6ECH4_ECOBD&sort=score	
253774532	 | 0,13 | 	ECBD_3178	YBAL_ECOLI	C6EKY6_ECOBD	P39830
253774085	 | 1,25 | 	ECBD_2709	CYDC_ECOLI	C6EI96_ECOBD	P23886
253774303	" | 0,15 | 0,15;0,16 |  | 0,54; | 0,08 | "	ECBD_2934	ODO2_ECOLI	C6EJL1_ECOBD	P0AFG6
253771702	" | 0,09 | ; |  | 0,09;0,04 |  | "	ECBD_0272	ATZN_ECOLI	C6EFA5_ECOBD	P37617
253775342	" | 0,56 | ; | 0,06 | 0,12; | 0,12 | ;0,12 |  | 0,12"	ECBD_4003	MALF_ECOLI	C6EDZ0_ECOBD	P02916
253775559	" |  | 0,28;0,19 |  | 0,19; | 0,09 | ; |  | 0,09"	ECBD_4224	CORA_ECOLI	C6EFZ7_ECOBD	P0ABI4
253771988	" |  | 0,06;0,65 | 0,44 | 0,97;0,20 | 0,44 | 0,25;0,20 |  | "	ECBD_0564	FTSH_ECOLI	C6EH49_ECOBD	P0AAI3
253774057	" | 0,54 | ; |  | 0,28; | 0,10 | ;0,05 | 0,05 | 0,05"	ECBD_2681	MSBA_ECOLI	C6EI68_ECOBD	P60752
253775153	" |  | 0,05; |  | 0,29; | 0,14 | ; | 0,07 | 0,07"	ECBD_3812	YTFL_ECOLI	C6ECC7_ECOBD	P0AE45
253772552	 | 4,71 | 	ECBD_1132	HMP_ECOLI	C6EKF5_ECOBD	P24232
253773189	" | 1,8 | ; | 0,36 | 0,13;0,13 |  | ; | 0,13 | "	ECBD_1784	KPYK2_ECOLI	C6EBX3_ECOBD	P21599
253773326	" | 1,38 | ; | 0,6 | ;0,47 |  | 0,54;0,09 |  | "	ECBD_1926	SYT_ECOLI	C6ECN8_ECOBD	P0A8M3
253771973	" |  | 0,37;0,37 | 0,17 | 0,17; | 0,37 | 0,17; | 0,61 | "	ECBD_0549	MLAD_ECOLI	C6EH34_ECOBD	P64604
253774606	" |  | 0,08;0,09 |  | "	ECBD_3252	SECF_ECOLI	C6ELH5_ECOBD	P0AG93
253774433	" |  | 0,08; | 0,12 | ;0,12 | 0,12 | 0,26;0,12 | 0,08 | 0,42"	ECBD_3072	FEPA_ECOLI	C6EKB2_ECOBD	P05825
253774568	" |  | 0,24; |  | 0,1; | 1,12 | ;0,33 | 0,10 | 0,46"	ECBD_3214	PPID_ECOLI	C6EL22_ECOBD	P0ADY1
253772369	" | 0,11 | ; |  | 0,05; | 0,17 | 0,05; |  | 0,05"	ECBD_0949	PYRG_ECOLI	C6EJ92_ECOBD	P0A7E5
253774068	" | 0,3 | ; | 0,21 | ;0,12 |  | 0,16"	ECBD_2692	PFLB_ECOLI	C6EI79_ECOBD	P09373
253771613	" |  | 0,05; |  | 0,13; |  | 0,13; |  | 0,28"	ECBD_0183	YIAF_ECOLI	C6EEC7_ECOBD	P0ADK0
253771540	" |  | 0,12;0,16 |  | 0,08; | 0,25 | "	ECBD_0108	KBL_ECOLI	C6EDH2_ECOBD	P0AB77
253772821	" |  | ; | 0,19 | ;0,29 | 0,24 | 0,41;0,09 |  | "	ECBD_1404	ARNA_ECOLI	C6E9U5_ECOBD	P77398
253772779	" | 0,12 | ; | 0,28 | ;0,39 | 0,18 | 0,23;0,23 |  | 0,18"	ECBD_1362	PTA_ECOLI	C6ELF6_ECOBD	P0A9M8
253772097	" | 0,09 | ; | 0,05 | ; | 0,10 | 0,05"	ECBD_0674	RPOD_ECOLI	C6EHS8_ECOBD	P00579
253773404	" | 0,35 | ; | 0,14 | 0,07; | 0,14 | 0,14; |  | 0,07"	ECBD_2006	SYY_ECOLI	C6EDK8_ECOBD	P0AGJ9
253772017	" |  | 0,09; | 0,42 | ;0,14 |  | 0,19"	ECBD_0593	YRAM_ECOLI	C6EH78_ECOBD	P45464
253774578	" |  | 0,06;0,56 |  | 0,35; | 0,81 | ;0,35 | 0,35 | 0,16"	ECBD_3224	YAJG_ECOLI	C6EL32_ECOBD	P0ADA5
253774854	" | 0,04 | ; | 0,11 | 0,03;0,03 | 0,11 | 0,15;0,11 |  | 0,07"	ECBD_3501	ACON2_ECOLI	C6EAT9_ECOBD	P36683
253771834	" | 0,08 | ; | 0,58 | 0,18;0,51 | 0,39 | 0,39; |  | 0,04"	ECBD_0409	EFG_ECOLI	C6EGC4_ECOBD	P0A6M8
253772402	" |  | 0,04; |  | 0,27; | 0,49 | ;0,17 |  | 0,37"	ECBD_0982	NLPD_ECOLI	C6EJC5_ECOBD	P0ADA3
253774857	" |  | 0,06;0,05 | 0,16 | 0,4;0,16 | 0,34 | 0,16;0,55 | 0,34 | 0,40"	ECBD_3504	ODP2_ECOLI	C6EAU2_ECOBD	P06959
253772014	" |  | ;0,36 |  | ; | 1,17 | ;0,86 | 0,17 | 0,36"	ECBD_0590	YRAP_ECOLI	C6EH75_ECOBD	P64596
253773792	" |  | 0,09; |  | 0,14; | 2,29 | ; | 0,14 | 0,30"	ECBD_2412	LOLB_ECOLI	C6EGQ7_ECOBD	P61320
253774732	 | 0,06 | 	ECBD_3378	PHOE_ECOLI	C6EA44_ECOBD	P02932
253772224	" | 0,05 | ; | 1,26 | ;0,26 |  | 0,26"	ECBD_0802	YGGG_ECOLI	C6EIH3_ECOBD	P25894
253773227	" |  | ;0,22 |  | 0,22; | 0,65 | ;0,11 | 0,11 | 0,22"	ECBD_1822	PTND_ECOLI	C6EC11_ECOBD	P69805
253775212	" | 0,27 | ; | 0,19 | ; |  | 0,09"	ECBD_3871	PSD_ECOLI	C6ECW5_ECOBD	P0A8K1
253774296	" |  | ; | 0,45 | ; | 0,35 | 0,35;0,45 |  | 0,25"	ECBD_2927	CYDB_ECOLI	C6EJK4_ECOBD	P0ABK2
253772590	" |  | 0,14; | 0,3 | 0,69;0,09 | 0,42 | 0,19;0,09 |  | "	ECBD_1170	RODZ_ECOLI	C6EKJ3_ECOBD	P27434
253773279	" | 0,03 | ; |  | 0,15; | 0,05 | ; | 0,21 | 0,05"	ECBD_1878	SPPA_ECOLI	C6ECJ1_ECOBD	P08395
253774580	" | 0,09 | ;0,09 |  | 0,09;0,09 |  | ; |  | 0,09"	ECBD_3226	CYOA_ECOLI	C6EL34_ECOBD	P0ABJ1
253772822	" |  | 0,06;0,19 | 0,09 | 0,3; | 0,09 | ;0,09 | 0,19 | 0,09"	ECBD_1405	ARNC_ECOLI	C6E9U6_ECOBD	P77757
253771835	" | 3,03 | ;2,75 | 2,48 | 1,79; |  | 2,48"	ECBD_0410	EFTU1_ECOLI	C6EGC5_ECOBD	P0CE47
253775435	"0,33 | 0,97 | 0,4;0,86 | 0,66 | 0,57; | 0,06 | "	ECBD_4098	GLPK_ECOLI	C6EEX2_ECOBD	P0A6F3
253774778	" | 0,66 | ; | 0,35 | 0,50;0,11 |  | 0,22"	ECBD_3424	SYP_ECOLI	C6EA90_ECOBD	P16659
253772524	"0,14 | 0,29 | 0,07;0,38 |  | 0,14"	ECBD_1104	SRMB_ECOLI	C6EK10_ECOBD	P21507
253775493	" | 0,61 | ;0,33 | 0,33 | 0,33;0,21 |  | 0,33"	ECBD_4156	TYPA_ECOLI	C6EF30_ECOBD	P32132
253772977	"0,2 | 1,07 | ;0,72 | 0,44 | 1,07"	ECBD_1563	PTKA_ECOLI	C6EAL6_ECOBD	P69828
253772220	" | 0,83 | ;0,46 | 0,16 | ; |  | 0,08"	ECBD_0798	METK_ECOLI	C6EIG9_ECOBD	P0A817
253774573	" | 0,73 | ;0,15 |  | 0,15"	ECBD_3219	CLPX_ECOLI	C6EL27_ECOBD	P0A6H1
253775420	" | 0,2 | 0,07;0,07 |  | 0,15"	ECBD_4083	AK2H_ECOLI	C6EE68_ECOBD	P00562
253775430	" | 0,57 | ;0,38 | 0,21 | 0,47; |  | 0,07"	ECBD_4093	HSLU_ECOLI	C6EE78_ECOBD	P0A6H5
253774041	"0,2 |  | 0,35; | 0,13 | ; | 0,20 | 0,13"	ECBD_2665	SYN_ECOLI	C6EI52_ECOBD	P0A8M0
253774856	" | 0,46 | 0,06;0,06 | 0,46 | 0,28;0,06 |  | 0,21"	ECBD_3503	DLDH_ECOLI	C6EAU1_ECOBD	P0A9P0
253775137	" | 0,27 | ;0,22 |  | 0,22; |  | 0,08"	ECBD_3796	NRDD_ECOLI	C6ECB1_ECOBD	P28903
253771821	" | 0,31 | ;0,05 |  | 0,31; |  | 0,05"	ECBD_0396	YHES_ECOLI	C6EGB1_ECOBD	P63389
253774818	" | 0,63 | ;0,23 |  | 0,32;0,15 |  | 0,07"	ECBD_3464	GSA_ECOLI	C6EAD0_ECOBD	P23893
253774911	" | 0,12 | ;0,12 |  | 0,19; |  | 0,06"	ECBD_3558	RAPA_ECOLI	C6EAZ6_ECOBD	P60240
253772794	" |  | 0,21; | 0,78 | ;0,38 | 0,07 | 0,29"	ECBD_1377	NUOF_ECOLI	C6E9R8_ECOBD	P31979
253775632	" | 0,22 | ;0,22 | 0,11 | 0,11;0,11 |  | "	ECBD_4299	ATPG_ECOLI	C6EG70_ECOBD	P0ABA6
253772112	" | 0,28 | ;0,13 | 0,13 | 0,13;0,06 |  | 0,06"	ECBD_0689	HLDE_ECOLI	C6EHU3_ECOBD	P76658
253773233	" | 0,47 | ;0,21 | 0,14 | 0,21; |  | 0,14"	ECBD_1828	SDHL_ECOLI	C6EC17_ECOBD	P16095
253775657	" | 0,13 | 0,13; | 0,20 | 0,06;0,20 | 0,20 | 0,20"	ECBD_4324	TNAA_ECOLI	C6EG95_ECOBD	P0A853
253773826	" | 0,7 | ;0,37 | 0,24 | 0,37; |  | 0,11"	ECBD_2447	MIND_ECOLI	C6EGU1_ECOBD	P0AEZ3
253772836	" | 0,38 | ;0,24 | 0,24 | 0,17"	ECBD_1419	GLPA_ECOLI	C6E9W0_ECOBD	P0A9C0
253773630	 |  | 0,17	ECBD_2247	OMPN_ECOLI	C6EEW8_ECOBD	P77747
253774304	" | 0,06 | 0,06; |  | 0,06; |  | 0,03"	ECBD_2935	ODO1_ECOLI	C6EJL2_ECOBD	P0AFG3
253772786	" | 0,42 | ; |  | 0,15"	ECBD_1369	YFBQ_ECOLI	C6ELG3_ECOBD	P0A959
253775594	"0,3 |  | ; | 0,29 | 0,29; |  | 0,29"	ECBD_4259	THIO_ECOLI	C6EG32_ECOBD	P0AA25
253773954	 |  | 0,06	ECBD_2578	PUTP_ECOLI	C6EHJ1_ECOBD	P07117
253774966	" | 0,15 | ; |  | 0,11"	ECBD_3616	AK1H_ECOLI	C6EBG7_ECOBD	P00561
253771552	" |  | 0,35; | 0,35 | ; |  | 0,08"	ECBD_0120	LLDD_ECOLI	C6EDI4_ECOBD	P33232
253772512	" | 0,11 | ;0,14 | 0,07 | 0,11;0,03 |  | 0,14"	ECBD_1092	CLPB_ECOLI	C6EJZ8_ECOBD	P63284
253775234	" | 0,07 | 0,15; |  | 0,07;0,07 |  | 0,07"	ECBD_3893	DCUA_ECOLI	C6ECY7_ECOBD	P0ABN5
253772678	 |  | 0,08	ECBD_1259	CYSA_ECOLI	C6EL55_ECOBD	P16676
253772167	" | 0,17 | ;0,23 |  | "	ECBD_0744	MBHM_ECOLI	C6EHZ8_ECOBD	P0ACE0
253774599	 | 0,48 | 	ECBD_3245	NUSB_ECOLI	C6ELG8_ECOBD	P0A780
253774886	" | 0,11 | 0,11;0,05 | 0,11 | "	ECBD_3533	FTSI_ECOLI	C6EAX1_ECOBD	P0AD68
253774979	" | 0,23 | ;0,23 | 0,11 | 0,23"	ECBD_3629	YJJK_ECOLI	C6EBI0_ECOBD	P0A9W3
253773328	1,2 |  | 	ECBD_1928	RL35_ECOLI	C6ECP0_ECOBD	P0A7Q1
253775151	" | 0,05 | 0,1; | 0,16 | ;0,10 | 0,05 | "	ECBD_3810	YTFM_ECOLI	C6ECC5_ECOBD	P0ADE4
253773281	 | 0,19 | 	ECBD_1880	SELD_ECOLI	C6ECJ3_ECOBD	P16456
253774731	" | 0,27 | ;0,08 |  | 0,18"	ECBD_3377	PROB_ECOLI	C6EA43_ECOBD	P0A7B5
253771745	" | 0,06 | 0,06; | 1,60 | ;0,66 |  | 0,76"	ECBD_0316	GLPD_ECOLI	C6EFE8_ECOBD	P13035
253772885	 |  | 0,1	ECBD_1469	YEJM_ECOLI	C6EA09_ECOBD	P0AD27
253775595	" | 0,14 | ; | 0,14 | 0,07; |  | 0,14"	ECBD_4260	RHLB_ECOLI	C6EG33_ECOBD	P0A8J8
253774108	0,13 |  | 	ECBD_2732	ARTQ_ECOLI	C6EIB9_ECOBD	P0AE34
253773798	" | 0,37 | ;0,08 | 0,08 | 0,27; |  | 0,27"	ECBD_2418	ENGD_ECOLI	C6EGR3_ECOBD	P0ABU2
253774983	0,14 |  | 	ECBD_3633	SMP_ECOLI	C6EBI4_ECOBD	P0AGC7
253775436	 | 0,19 | 	ECBD_4099	GLPX_ECOLI	C6EEX3_ECOBD	P0A9C9
253772234	" |  | 0,08; | 0,71 | ;0,26 |  | "	ECBD_0812	PGK_ECOLI	C6EII3_ECOBD	P0A799
253774448	" | 0,07 | ; | 0,07 | 0,07; |  | 0,07"	ECBD_3088	CUSB_ECOLI	C6EKC7_ECOBD	P77239
253772591	" | 0,36 | ;0,08 |  | "	ECBD_1171	ISPG_ECOLI	C6EKJ4_ECOBD	P62620
253772290	" | 0,05 | ;0,05 |  | "	ECBD_0868	YGEV_ECOLI	C6EIN9_ECOBD	Q46802
253771605	 | 0,09 | 	ECBD_0175	SYGA_ECOLI	C6EEB9_ECOBD	P00960
253775579	0,12 |  | 	ECBD_4244	WECG_ECOLI	C6EG17_ECOBD	P27836
253775621	" | 0,09 | ;0,09 |  | "	ECBD_4288	ASNA_ECOLI	C6EG59_ECOBD	P00963
253775656	" |  | 0,07; |  | 0,07"	ECBD_4323	TNAB_ECOLI	C6EG94_ECOBD	P23173
253774595	" | 0,05 | ; | 0,05 | "	ECBD_3241	DXS_ECOLI	C6ELG4_ECOBD	P77488
253772518	 | 0,28 | 	ECBD_1098	THIO2_ECOLI	C6EK04_ECOBD	P0AGG4
253773298	" |  | 0,08; | 0,08 | "	ECBD_1897	ASTC_ECOLI	C6ECL0_ECOBD	P77581
253773420	" | 0,3 | ; | 0,09 | 0,19"	ECBD_2022	ADD_ECOLI	C6EDM4_ECOBD	P22333
253773766	" | 0,21 | ;0,21 |  | ;0,10 |  | "	ECBD_2386	GALU_ECOLI	C6EGN1_ECOBD	P0AEP3
253774009	" |  | 0,21; | 0,21 | ; | 0,21 | "	ECBD_2633	YCCF_ECOLI	C6EI20_ECOBD	P0AB12
253772494	 |  | 0,14	ECBD_1074	YFJD_ECOLI	C6EJY0_ECOBD	P37908
253771991	0,3 |  | 	ECBD_0567	SECG_ECOLI	C6EH52_ECOBD	P0AG99
253772820	" | 0,1 | ; |  | 0,21; |  | 0,10"	ECBD_1403	ARND_ECOLI	C6E9U4_ECOBD	P76472
253773956	" |  | 0,07; |  | 0,07"	ECBD_2580	PUTA_ECOLI	C6EHJ3_ECOBD	P09546
253773357	 |  | 0,12	ECBD_1959	YDIJ_ECOLI	C6ECR9_ECOBD	P77748
253774092	"0,08 |  | ;0,08 |  | "	ECBD_2716	MACA_ECOLI	C6EIA3_ECOBD	P75830
253775476	" | 0,09 | ; |  | 0,09"	ECBD_4139	YIID_ECOLI	C6EF13_ECOBD	P0ADQ2
253771451	" | 0,22 | ; | 0,22 | 0,22; |  | 0,22"	ECBD_0016	IBPA_ECOLI	C6ED83_ECOBD	P0C054
253774537	" | 0,09 | ; |  | 0,05; |  | 0,09"	ECBD_3183	HTPG_ECOLI	C6EKZ1_ECOBD	P0A6Z3
253773260	 |  | 0,06	ECBD_1858	YEAJ_ECOLI	C6EC44_ECOBD	P76237
253775468	" | 0,03 | ;0,03 |  | 0,12; |  | 0,09"	ECBD_4131	FDOG_ECOLI	C6EF05_ECOBD	P32176
253774807	 | 0,11 | 	ECBD_3453	DAPD_ECOLI	C6EAB9_ECOBD	P0A9D8
253772418	" | 0,15 | ;0,15 |  | "	ECBD_0998	HYPB_ECOLI	C6EJE1_ECOBD	P0AAN3
253775518	 |  | 0,06	ECBD_4182	UBID_ECOLI	C6EF55_ECOBD	P0AAB4
253772352	" |  | 0,07;0,07 |  | "	ECBD_0932	SDAC_ECOLI	C6EJ75_ECOBD	P0AAD6
253775357	" | 0,05 | ; |  | 0,07"	ECBD_4018	METH_ECOLI	C6EE05_ECOBD	P13009
253774047	" | 0,06 | ; | 0,04 | 0,19; |  | 0,02"	ECBD_2671	MUKB_ECOLI	C6EI58_ECOBD	P22523
253772990	 |  | 0,03	ECBD_1577	MDTC_ECOLI	C6EAM9_ECOBD	P76399
253772797	"0,16 |  | ; | 0,34 | "	ECBD_1380	NUOI_ECOLI	C6E9S1_ECOBD	P0AFD6
253771813	 | 0,16 | 	ECBD_0388	PABA_ECOLI	C6EGA3_ECOBD	P00903
253773002	 | 0,29 | 	ECBD_1589	URK_ECOLI	C6EAP1_ECOBD	P0A8F4
253774331	 |  | 0,03	ECBD_2965	KDPD_ECOLI	C6EJN9_ECOBD	P21865
253774352	" | 0,26 | ; |  | 0,12"	ECBD_2987	NAGD_ECOLI	C6EJR0_ECOBD	P0AF24
253774937	 |  | 0,12	ECBD_3585	DAPB_ECOLI	C6EB22_ECOBD	P04036
253773910	 | 0,15 | 	ECBD_2534	RIMJ_ECOLI	C6EHE7_ECOBD	P0A948
253773882	" | 0,25 | ;0,16 |  | 0,16;0,08 |  | 0,25"	ECBD_2506	FABF_ECOLI	C6EHB9_ECOBD	P0AAI5
253775320	 | 0,06 | 	ECBD_3981	DNAB_ECOLI	C6EDW8_ECOBD	P0ACB0
253772534	" |  | ; |  | 0,13"	ECBD_1114	RNC_ECOLI	C6EK20_ECOBD	P0A7Y0
253775628	0,42 |  | 	ECBD_4295	ATPL_ECOLI	C6EG66_ECOBD	P68699
253774806	" | 0,03 | ; |  | 0,03"	ECBD_3452	GLND_ECOLI	C6EAB8_ECOBD	P27249
253771606	" | 0,04 | ; | 0,09 | 0,04"	ECBD_0176	SYGB_ECOLI	C6EEC0_ECOBD	P00961
253772856	 | 0,13 | 	ECBD_1439	ATOC_ECOLI	C6E9Y0_ECOBD	Q06065
253775213	 |  | 0,05	ECBD_3872	YJEP_ECOLI	C6ECW6_ECOBD	P39285
253771924	 | 0,06 | 	ECBD_0500	RNG_ECOLI	C6EGL4_ECOBD	P0A9J0
253774163	 | 0,07 | 	ECBD_2788	RIMO_ECOLI	C6EIU8_ECOBD	P0AEI4
253774890	" | 0,09 | ; |  | 0,09"	ECBD_3537	FRUR_ECOLI	C6EAX5_ECOBD	P0ACP1
253775496	 | 0,13 | 	ECBD_4159	NTRC_ECOLI	C6EF33_ECOBD	P0AFB8
253773001	 |  | 0,03	ECBD_1588	YEGE_ECOLI	C6EAP0_ECOBD	P38097
253772929	 |  | 0,12	ECBD_1514	SANA_ECOLI	C6EAG8_ECOBD	P0AFY2
253772588	 |  | 0,22	ECBD_1168	NDK_ECOLI	C6EKJ1_ECOBD	P0A763
253775395	" | 0,11 | ; |  | 0,22"	ECBD_4057	MURI_ECOLI	C6EE43_ECOBD	P22634
253772684	" |  | ; | 0,11 | ;0,11 |  | "	ECBD_1265	PT1_ECOLI	C6EL61_ECOBD	P08839
253773753	 |  | 0,19	ECBD_2373	CLS_ECOLI	C6EFY7_ECOBD	P0A6H8
253773433	0,06 |  | 	ECBD_2035	FUMC_ECOLI	C6EDN7_ECOBD	P05042
253771923	0,14 |  | 	ECBD_0499	YHDE_ECOLI	C6EGL3_ECOBD	P25536
253774386	 | 0,19 | 	ECBD_3023	LIPA_ECOLI	C6EK65_ECOBD	P60716
253774066	 | 0,05 | 	ECBD_2690	YCAO_ECOLI	C6EI77_ECOBD	P75838
253773044	" | 0,19 | ; |  | 0,09"	ECBD_1632	WZZB_ECOLI	C6EB58_ECOBD	P76372
253772354	 |  | 0,06	ECBD_0934	YGDH_ECOLI	C6EJ77_ECOBD	P0ADR8
253774517	" | 0,11 | ;0,11 |  | "	ECBD_3163	YBBO_ECOLI	C6EKX1_ECOBD	P0AFP4
253773710	" | 0,25 | ;0,12 | 0,12 | ; | 0,12 | "	ECBD_2329	FABI_ECOLI	C6EFU4_ECOBD	P0AEK4
253775135	" |  | 0,11; | 0,11 | "	ECBD_3794	TREC_ECOLI	C6ECA9_ECOBD	P28904
253774874	 | 0,1 | 	ECBD_3521	LPXC_ECOLI	C6EAV9_ECOBD	P0A725
253772802	" |  | 0,06; | 0,06 | 0,06"	ECBD_1385	NUON_ECOLI	C6E9S6_ECOBD	P0AFF0
253771977	" | 0,15 | ; |  | 0,07"	ECBD_0553	MURA_ECOLI	C6EH38_ECOBD	P0A749
253774955	"0,05 |  | ; | 0,45 | 0,05; |  | 0,05"	ECBD_3605	DNAK_ECOLI	C6EB40_ECOBD	P0A6Y8
253772365	 | 0,04 | 	ECBD_0945	RELA_ECOLI	C6EJ88_ECOBD	P0AG20
253771742	 |  | 0,06	ECBD_0313	GLGA_ECOLI	C6EFE5_ECOBD	P0A6U8
253774374	" |  | 0,08; |  | 0,08"	ECBD_3011	HOLA_ECOLI	C6EK53_ECOBD	P28630
253772796	 |  | 0,09	ECBD_1379	NUOH_ECOLI	C6E9S0_ECOBD	P0AFD4
253774876	 | 0,07 | 	ECBD_3523	FTSA_ECOLI	C6EAW1_ECOBD	P0ABH0
253772834	" | 0,07 | ;0,15 |  | 0,07"	ECBD_1417	GLPC_ECOLI	C6E9V8_ECOBD	P0A996
253771438	 | 0,08 | 	ECBD_0003	RECF_ECOLI	C6ECH9_ECOBD	P0A7H0
253773755	" |  | 0,09; |  | 0,18;0,09 |  | "	ECBD_2375	OPPF_ECOLI	C6EFY9_ECOBD	P77737
253772255	" |  | 0,19; |  | 0,19"	ECBD_0833	GCSH_ECOLI	C6EIK4_ECOBD	P0A6T9
253772443	0,16 |  | 	ECBD_1023	PTHC_ECOLI	C6EJS9_ECOBD	P56579
253772999	" | 0,14 | ; |  | 0,07"	ECBD_1586	YEGD_ECOLI	C6EAN8_ECOBD	P36928
253774920	" | 0,17 | ;0,17 |  | "	ECBD_3567	DYR_ECOLI	C6EB05_ECOBD	P0ABQ4
253775618	 |  | 0,05	ECBD_4285	KUP_ECOLI	C6EG56_ECOBD	P63183
253775230	" |  | 0,32; | 0,34 | ; |  | "	ECBD_3889	CH10_ECOLI	C6ECY3_ECOBD	P0A6F9
253774789	 | 0,03 | 	ECBD_3435	DPO3A_ECOLI	C6EAA1_ECOBD	P10443
253772883	" | 0,03 | ; |  | 0,03"	ECBD_1467	NARP_ECOLI	C6EA07_ECOBD	P31802
253772690	 | 0,04 | 	ECBD_1271	DNLJ_ECOLI	C6EL67_ECOBD	P15042
253774888	 | 0,09 | 	ECBD_3535	RSMH_ECOLI	C6EAX3_ECOBD	P60390
253772791	" | 0,14 | ; | 0,64 | ; |  | 1,38"	ECBD_1374	NUOB_ECOLI	C6E9R5_ECOBD	P0AFC7
253773880	 | 0,09 | 	ECBD_2504	YCEG_ECOLI	C6EHB7_ECOBD	P28306
253773869	 | 0,16 | 	ECBD_2493	YCFP_ECOLI	C6EGY4_ECOBD	P0A8E1
253772235	" |  | 0,08; | 0,08 | ; |  | 0,17"	ECBD_0813	ALF_ECOLI	C6EII4_ECOBD	P0AB71
253771704	 |  | 0,25	ECBD_0274	YHHM_ECOLI	C6EFA7_ECOBD	P37615
253774218	 | 0,04 | 	ECBD_2844	UVRB_ECOLI	C6EJ03_ECOBD	P0A8F8
253773340	 | 0,08 | 	ECBD_1941	AROH_ECOLI	C6ECQ2_ECOBD	P00887
253774646	 | 0,09 | 	ECBD_3292	HEM2_ECOLI	C6ELL5_ECOBD	P0ACB2
253772363	 |  | 0,03	ECBD_0943	BARA_ECOLI	C6EJ86_ECOBD	P0AEC5
253772269	" |  | 0,06;0,06 |  | "	ECBD_0847	SYK1_ECOLI	C6EIL8_ECOBD	P0A8N3
253775605	 |  | 	ECBD_4271	ILVG_ECOLI	C6EG43_ECOBD	P00892
253775566	 | 0,12 | 	ECBD_4231	YIGA_ECOLI	C6EG04_ECOBD	P23305
253772939	" | 0,34 | ;0,10 |  | "	ECBD_1525	DLD_ECOLI	C6EAH8_ECOBD	P06149
253774879	 | 0,06 | 0,20	ECBD_3526	MURC_ECOLI	C6EAW4_ECOBD	P17952
253774845	"0,20 |  | 0,44;0,10 |  | "	ECBD_3492	YADG_ECOLI	C6EAT0_ECOBD	P36879
253772328	0,07 |  | 0,14	ECBD_0907	ARGA_ECOLI	C6EJ51_ECOBD	P0A6C5
253775221	 | 0,59 | 	ECBD_3880	BLC_ECOLI	C6ECX4_ECOBD	P0A901
253771965	" |  | 0,42; |  | 0,12"	ECBD_0541	LPTB_ECOLI	C6EH26_ECOBD	P0A9V1
253773266	" | 0,31 | ; |  | 0,43"	ECBD_1865	G3P1_ECOLI	C6EC50_ECOBD	P0A9B2
253771708	 |  | 0,29	ECBD_0278	FTSE_ECOLI	C6EFB1_ECOBD	P0A9R7
253775233	" | 0,13 | ; |  | 0,06"	ECBD_3892	ASPA_ECOLI	C6ECY6_ECOBD	P0AC38
253773140	" | 0,38 | ;0,17 |  | "	ECBD_1735	FTNA_ECOLI	C6EBF4_ECOBD	P0A998
253772610	 |  | 0,32	ECBD_1190	UPP_ECOLI	C6EKL3_ECOBD	P0A8F0
253775526	0,12 |  | 	ECBD_4190	UBIE_ECOLI	C6EF63_ECOBD	P0A887
