Merge ID	OurStudy_Feb2011CEPNonDet_BL21	OurStudy_Feb2011CEPNonDet	TableS4_BL21_DE3_ProteomeV8	TableS6_MatchingK12_BL21(DE3)_V2	# Studies	OurStudy_Feb2011CEPNonDet_BL21 Duplicates	OurStudy_Feb2011CEPNonDet Duplicates	TableS4_BL21_DE3_ProteomeV8 Duplicates	TableS6_MatchingK12_BL21(DE3)_V2 Duplicates	K12 Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Merge ID	OurStudy_Feb2011_Common	K12 Entry name (Uniprot)	Category	BL21(DE3) Entry name (Uniprot)
YIIQ_ECOLI			1	1	2			1	1					YIIQ_ECOLI	G	C6EEX8_ECOBD
TPIS_ECOLI			1	1	2			1	1					TPIS_ECOLI	A	C6EEX9_ECOBD
CDH_ECOLI			1	1	2			1	1					CDH_ECOLI	B	C6EEY0_ECOBD
K6PF1_ECOLI			1	1	2			1	1					K6PF1_ECOLI	A	C6EEY2_ECOBD
FIEF_ECOLI			1	1	2			1	1					FIEF_ECOLI	B	C6EEY3_ECOBD
CPXA_ECOLI			1	1	2			1	1					CPXA_ECOLI	B	C6EEY6_ECOBD
YIIM_ECOLI			1	1	2			1	1					YIIM_ECOLI	A	C6EEY7_ECOBD
SODM_ECOLI			1	1	2			1	1					SODM_ECOLI	A	C6EEY9_ECOBD
RHAS_ECOLI			1	1	2			1	1					RHAS_ECOLI	A	C6EEZ2_ECOBD
RHAB_ECOLI			1	1	2			1	1					RHAB_ECOLI	A	C6EEZ4_ECOBD
RHAA_ECOLI			1	1	2			1	1					RHAA_ECOLI	A	C6EEZ5_ECOBD
RHAD_ECOLI			1	1	2			1	1					RHAD_ECOLI	A	C6EEZ6_ECOBD
RHAM_ECOLI			1	1	2			1	1					RHAM_ECOLI	A	C6EEZ7_ECOBD
FDHD_ECOLI			1	1	2			1	1					FDHD_ECOLI	A	C6EF04_ECOBD
FDOH_ECOLI			1	1	2			1	1					FDOH_ECOLI	B	C6EF06_ECOBD
FDOI_ECOLI			1	1	2			1	1					FDOI_ECOLI	B	C6EF07_ECOBD
FDHE_ECOLI			1	1	2			1	1					FDHE_ECOLI	A	C6EF08_ECOBD
DTD_ECOLI			1	1	2			1	1					DTD_ECOLI	A	C6EF14_ECOBD
YIHX_ECOLI			1	1	2			1	1					YIHX_ECOLI	A	C6EF16_ECOBD
TYPA_ECOLI			1	1	2			1	1					TYPA_ECOLI	A	C6EF30_ECOBD
GLNA_ECOLI			1	1	2			1	1					GLNA_ECOLI	A	C6EF31_ECOBD
NTRB_ECOLI			1	1	2			1	1					NTRB_ECOLI	A	C6EF32_ECOBD
NTRC_ECOLI			1	1	2			1	1					NTRC_ECOLI	A	C6EF33_ECOBD
HEMN_ECOLI			1	1	2			1	1					HEMN_ECOLI	A	C6EF35_ECOBD
ENGB_ECOLI			1	1	2			1	1					ENGB_ECOLI	A	C6EF37_ECOBD
YIHG_ECOLI			1	1	2			1	1					YIHG_ECOLI	B	C6EF40_ECOBD
RDOA_ECOLI			1	1	2			1	1					RDOA_ECOLI	A	C6EF44_ECOBD
YIHD_ECOLI			1	1	2			1	1					YIHD_ECOLI	A	C6EF45_ECOBD
MOBA_ECOLI			1	1	2			1	1					MOBA_ECOLI	A	C6EF46_ECOBD
HEMG_ECOLI			1	1	2			1	1					HEMG_ECOLI	A	C6EF48_ECOBD
TRKH_ECOLI			1	1	2			1	1					TRKH_ECOLI	B	C6EF49_ECOBD
YIGZ_ECOLI			1	1	2			1	1					YIGZ_ECOLI	A	C6EF50_ECOBD
PEPQ_ECOLI			1	1	2			1	1					PEPQ_ECOLI	A	C6EF51_ECOBD
FADB_ECOLI			1	1	2			1	1					FADB_ECOLI	A	C6EF52_ECOBD
FADA_ECOLI			1	1	2			1	1					FADA_ECOLI	A	C6EF53_ECOBD
FRE_ECOLI			1	1	2			1	1					FRE_ECOLI	A	C6EF54_ECOBD
UBID_ECOLI			1	1	2			1	1					UBID_ECOLI	F1	C6EF55_ECOBD
RFAH_ECOLI			1	1	2			1	1					RFAH_ECOLI	A	C6EF56_ECOBD
TATC_ECOLI			1	1	2			1	1					TATC_ECOLI	B	C6EF58_ECOBD
TATB_ECOLI			1	1	2			1	1					TATB_ECOLI	B	C6EF59_ECOBD
UBIB_ECOLI			1	1	2			1	1					UBIB_ECOLI	B	C6EF61_ECOBD
YIGP_ECOLI			1	1	2			1	1					YIGP_ECOLI	A	C6EF62_ECOBD
UBIE_ECOLI			1	1	2			1	1					UBIE_ECOLI	A	C6EF63_ECOBD
RMUC_ECOLI			1	1	2			1	1					RMUC_ECOLI	B	C6EF64_ECOBD
UDP_ECOLI			1	1	2			1	1					UDP_ECOLI	A	C6EF71_ECOBD
DLHH_ECOLI			1	1	2			1	1					DLHH_ECOLI	A	C6EF72_ECOBD
METE_ECOLI			1	1	2			1	1					METE_ECOLI	A	C6EF82_ECOBD
YIGL_ECOLI			1	1	2			1	1					YIGL_ECOLI	A	C6EF85_ECOBD
PLDB_ECOLI			1	1	2			1	1					PLDB_ECOLI	F1	C6EF86_ECOBD
PA1_ECOLI			1	1	2			1	1					PA1_ECOLI	H	C6EF90_ECOBD
ACPT_ECOLI			1	1	2			1	1					ACPT_ECOLI	A	C6EF99_ECOBD
DCRB_ECOLI			1	1	2			1	1					DCRB_ECOLI	E	C6EFA2_ECOBD
RSMD_ECOLI			1	1	2			1	1					RSMD_ECOLI	A	C6EFA9_ECOBD
FTSY_ECOLI			1	1	2			1	1					FTSY_ECOLI	F1	C6EFB0_ECOBD
FTSE_ECOLI			1	1	2			1	1					FTSE_ECOLI	F1	C6EFB1_ECOBD
FTSX_ECOLI			1	1	2			1	1					FTSX_ECOLI	B	C6EFB2_ECOBD
RP32_ECOLI			1	1	2			1	1					RP32_ECOLI	A	C6EFB3_ECOBD
LIVJ_ECOLI			1	1	2			1	1					LIVJ_ECOLI	G	C6EFB4_ECOBD
LIVG_ECOLI			1	1	2			1	1					LIVG_ECOLI	F1	C6EFB9_ECOBD
LIVF_ECOLI			1	1	2			1	1					LIVF_ECOLI	F1	C6EFC0_ECOBD
UGPB_ECOLI			1	1	2			1	1					UGPB_ECOLI	G	C6EFC1_ECOBD
UGPA_ECOLI			1	1	2			1	1					UGPA_ECOLI	B	C6EFC2_ECOBD
UGPE_ECOLI			1	1	2			1	1					UGPE_ECOLI	B	C6EFC3_ECOBD
UGPC_ECOLI			1	1	2			1	1					UGPC_ECOLI	F1	C6EFC4_ECOBD
YHHX_ECOLI			1	1	2			1	1					YHHX_ECOLI	A	C6EFD4_ECOBD
YHHW_ECOLI			1	1	2			1	1					YHHW_ECOLI	A	C6EFD5_ECOBD
GNTR_ECOLI			1	1	2			1	1					GNTR_ECOLI	A	C6EFD7_ECOBD
GNTK_ECOLI			1	1	2			1	1					GNTK_ECOLI	A	C6EFD8_ECOBD
DHAS_ECOLI			1	1	2			1	1					DHAS_ECOLI	B	C6EFE1_ECOBD
GLGB_ECOLI			1	1	2			1	1					GLGB_ECOLI	A	C6EFE2_ECOBD
GLGX_ECOLI			1	1	2			1	1					GLGX_ECOLI	A	C6EFE3_ECOBD
GLGC_ECOLI			1	1	2			1	1					GLGC_ECOLI	A	C6EFE4_ECOBD
GLGA_ECOLI			1	1	2			1	1					GLGA_ECOLI	A	C6EFE5_ECOBD
PHSG_ECOLI			1	1	2			1	1					PHSG_ECOLI	A	C6EFE6_ECOBD
GLPE_ECOLI			1	1	2			1	1					GLPE_ECOLI	A	C6EFE9_ECOBD
GLPG_ECOLI			1	1	2			1	1					GLPG_ECOLI	B	C6EFF0_ECOBD
GLPR_ECOLI			1	1	2			1	1					GLPR_ECOLI	A	C6EFF1_ECOBD
RTCB_ECOLI			1	1	2			1	1					RTCB_ECOLI	A	C6EFF3_ECOBD
PHSM_ECOLI			1	1	2			1	1					PHSM_ECOLI	A	C6EFF7_ECOBD
MALQ_ECOLI			1	1	2			1	1					MALQ_ECOLI	A	C6EFF8_ECOBD
NFUA_ECOLI			1	1	2			1	1					NFUA_ECOLI	A	C6EFG0_ECOBD
BIOH_ECOLI			1	1	2			1	1					BIOH_ECOLI	A	C6EFG2_ECOBD
FEOB_ECOLI			1	1	2			1	1					FEOB_ECOLI	B	C6EFG5_ECOBD
YHGF_ECOLI			1	1	2			1	1					YHGF_ECOLI	A	C6EFG7_ECOBD
GREB_ECOLI			1	1	2			1	1					GREB_ECOLI	A	C6EFG8_ECOBD
OMPR_ECOLI			1	1	2			1	1					OMPR_ECOLI	A	C6EFG9_ECOBD
ENVZ_ECOLI			1	1	2			1	1					ENVZ_ECOLI	B	C6EFH0_ECOBD
PCKA_ECOLI			1	1	2			1	1					PCKA_ECOLI	A	C6EFH1_ECOBD
YRFG_ECOLI			1	1	2			1	1					YRFG_ECOLI	A	C6EFH6_ECOBD
IGAA_ECOLI			1	1	2			1	1					IGAA_ECOLI	B	C6EFH7_ECOBD
NUDE_ECOLI			1	1	2			1	1					NUDE_ECOLI	A	C6EFH9_ECOBD
PBPA_ECOLI			1	1	2			1	1					PBPA_ECOLI	B	C6EFI0_ECOBD
AROK_ECOLI			1	1	2			1	1					AROK_ECOLI	A	C6EFI6_ECOBD
AROB_ECOLI			1	1	2			1	1					AROB_ECOLI	A	C6EFI7_ECOBD
DMA_ECOLI			1	1	2			1	1					DMA_ECOLI	A	C6EFI9_ECOBD
RPE_ECOLI			1	1	2			1	1					RPE_ECOLI	A	C6EFJ0_ECOBD
GPH_ECOLI			1	1	2			1	1					GPH_ECOLI	A	C6EFJ1_ECOBD
SYW_ECOLI			1	1	2			1	1					SYW_ECOLI	A	C6EFJ2_ECOBD
CYSG_ECOLI			1	1	2			1	1					CYSG_ECOLI	A	C6EFK8_ECOBD
NIRD_ECOLI			1	1	2			1	1					NIRD_ECOLI	A	C6EFL0_ECOBD
NIRB_ECOLI			1	1	2			1	1					NIRB_ECOLI	A	C6EFL1_ECOBD
USPF_ECOLI			1	1	2			1	1					USPF_ECOLI	A	C6EFL5_ECOBD
TTCA_ECOLI			1	1	2			1	1					TTCA_ECOLI	A	C6EFN8_ECOBD
DBPA_ECOLI			1	1	2			1	1					DBPA_ECOLI	A	C6EFN9_ECOBD
ZNTB_ECOLI			1	1	2			1	1					ZNTB_ECOLI	B	C6EFP1_ECOBD
YDAL_ECOLI			1	1	2			1	1					YDAL_ECOLI	A	C6EFP3_ECOBD
USPE_ECOLI			1	1	2			1	1					USPE_ECOLI	A	C6EFP9_ECOBD
YNAI_ECOLI			1	1	2			1	1					YNAI_ECOLI	B	C6EFQ1_ECOBD
AEEP_ECOLI			1	1	2			1	1					AEEP_ECOLI	B	C6EFQ7_ECOBD
TYRR_ECOLI			1	1	2			1	1					TYRR_ECOLI	A	C6EFQ9_ECOBD
YCJF_ECOLI			1	1	2			1	1					YCJF_ECOLI	B	C6EFR0_ECOBD
YCJX_ECOLI			1	1	2			1	1					YCJX_ECOLI	A	C6EFR1_ECOBD
PSPF_ECOLI			1	1	2			1	1					PSPF_ECOLI	A	C6EFS9_ECOBD
SAPA_ECOLI			1	1	2			1	1					SAPA_ECOLI	G	C6EFT8_ECOBD
SAPB_ECOLI			1	1	2			1	1					SAPB_ECOLI	B	C6EFT9_ECOBD
SAPC_ECOLI			1	1	2			1	1					SAPC_ECOLI	B	C6EFU0_ECOBD
SAPD_ECOLI			1	1	2			1	1					SAPD_ECOLI	F1	C6EFU1_ECOBD
SAPF_ECOLI			1	1	2			1	1					SAPF_ECOLI	F1	C6EFU2_ECOBD
FABI_ECOLI			1	1	2			1	1					FABI_ECOLI	F1	C6EFU4_ECOBD
RNB_ECOLI			1	1	2			1	1					RNB_ECOLI	A	C6EFU6_ECOBD
GMR_ECOLI			1	1	2			1	1					GMR_ECOLI	A	C6EFU8_ECOBD
YCIT_ECOLI			1	1	2			1	1					YCIT_ECOLI	A	C6EFV0_ECOBD
PYRF_ECOLI			1	1	2			1	1					PYRF_ECOLI	A	C6EFV3_ECOBD
YCIM_ECOLI			1	1	2			1	1					YCIM_ECOLI	G	C6EFV4_ECOBD
PGPB_ECOLI			1	1	2			1	1					PGPB_ECOLI	B	C6EFV6_ECOBD
RIBA_ECOLI			1	1	2			1	1					RIBA_ECOLI	A	C6EFV7_ECOBD
CYSB_ECOLI			1	1	2			1	1					CYSB_ECOLI	A	C6EFW2_ECOBD
TOP1_ECOLI			1	1	2			1	1					TOP1_ECOLI	A	C6EFW3_ECOBD
YCIN_ECOLI			1	1	2			1	1					YCIN_ECOLI	A	C6EFW4_ECOBD
YCIK_ECOLI			1	1	2			1	1					YCIK_ECOLI	A	C6EFW6_ECOBD
RLUB_ECOLI			1	1	2			1	1					RLUB_ECOLI	A	C6EFW8_ECOBD
YCIO_ECOLI			1	1	2			1	1					YCIO_ECOLI	A	C6EFX0_ECOBD
TRPH_ECOLI			1	1	2			1	1					TRPH_ECOLI	A	C6EFX1_ECOBD
TRPE_ECOLI			1	1	2			1	1					TRPE_ECOLI	A	C6EFX2_ECOBD
TRPB_ECOLI			1	1	2			1	1					TRPB_ECOLI	B	C6EFX5_ECOBD
YCIA_ECOLI			1	1	2			1	1					YCIA_ECOLI	A	C6EFY3_ECOBD
YCII_ECOLI			1	1	2			1	1					YCII_ECOLI	A	C6EFY5_ECOBD
KCH_ECOLI			1	1	2			1	1					KCH_ECOLI	B	C6EFY6_ECOBD
CLS_ECOLI			1	1	2			1	1					CLS_ECOLI	B	C6EFY7_ECOBD
YCIU_ECOLI			1	1	2			1	1					YCIU_ECOLI	A	C6EFY8_ECOBD
OPPF_ECOLI			1	1	2			1	1					OPPF_ECOLI	F1	C6EFY9_ECOBD
OPPD_ECOLI			1	1	2			1	1					OPPD_ECOLI	F1	C6EFZ0_ECOBD
YIGI_ECOLI			1	1	2			1	1					YIGI_ECOLI	B	C6EFZ2_ECOBD
CORA_ECOLI			1	1	2			1	1					CORA_ECOLI	B	C6EFZ7_ECOBD
UVRD_ECOLI			1	1	2			1	1					UVRD_ECOLI	A	C6EG01_ECOBD
DAPF_ECOLI			1	1	2			1	1					DAPF_ECOLI	A	C6EG05_ECOBD
CYAY_ECOLI			1	1	2			1	1					CYAY_ECOLI	A	C6EG08_ECOBD
HEM3_ECOLI			1	1	2			1	1					HEM3_ECOLI	A	C6EG10_ECOBD
HEM4_ECOLI			1	1	2			1	1					HEM4_ECOLI	A	C6EG11_ECOBD
HEMY_ECOLI			1	1	2			1	1					HEMY_ECOLI	B	C6EG13_ECOBD
ASLB_ECOLI			1	1	2			1	1					ASLB_ECOLI	A	C6EG15_ECOBD
WECG_ECOLI			1	1	2			1	1					WECG_ECOLI	A	C6EG17_ECOBD
RFFA_ECOLI			1	1	2			1	1					RFFA_ECOLI	A	C6EG21_ECOBD
RMLA2_ECOLI			1	1	2			1	1					RMLA2_ECOLI	A	C6EG23_ECOBD
RMLB2_ECOLI			1	1	2			1	1					RMLB2_ECOLI	A	C6EG24_ECOBD
WECC_ECOLI			1	1	2			1	1					WECC_ECOLI	H	C6EG25_ECOBD
WECB_ECOLI			1	1	2			1	1					WECB_ECOLI	A	C6EG26_ECOBD
WZZE_ECOLI			1	1	2			1	1					WZZE_ECOLI	B	C6EG27_ECOBD
RHO_ECOLI			1	1	2			1	1					RHO_ECOLI	A	C6EG30_ECOBD
RHLB_ECOLI			1	1	2			1	1					RHLB_ECOLI	A	C6EG33_ECOBD
REP_ECOLI			1	1	2			1	1					REP_ECOLI	A	C6EG35_ECOBD
PPIC_ECOLI			1	1	2			1	1					PPIC_ECOLI	A	C6EG36_ECOBD
ILVC_ECOLI			1	1	2			1	1					ILVC_ECOLI	A	C6EG37_ECOBD
ILVY_ECOLI			1	1	2			1	1					ILVY_ECOLI	A	C6EG38_ECOBD
THD1_ECOLI			1	1	2			1	1					THD1_ECOLI	B	C6EG39_ECOBD
ILVE_ECOLI			1	1	2			1	1					ILVE_ECOLI	A	C6EG41_ECOBD
YIFB_ECOLI			1	1	2			1	1					YIFB_ECOLI	A	C6EG44_ECOBD
YIFE_ECOLI			1	1	2			1	1					YIFE_ECOLI	A	C6EG45_ECOBD
YIEP_ECOLI			1	1	2			1	1					YIEP_ECOLI	A	C6EG47_ECOBD
RBSK_ECOLI			1	1	2			1	1					RBSK_ECOLI	A	C6EG50_ECOBD
KUP_ECOLI			1	1	2			1	1					KUP_ECOLI	B	C6EG56_ECOBD
VIAA_ECOLI			1	1	2			1	1					VIAA_ECOLI	A	C6EG58_ECOBD
ASNA_ECOLI			1	1	2			1	1					ASNA_ECOLI	A	C6EG59_ECOBD
ASNC_ECOLI			1	1	2			1	1					ASNC_ECOLI	A	C6EG60_ECOBD
MIOC_ECOLI			1	1	2			1	1					MIOC_ECOLI	A	C6EG61_ECOBD
ATP6_ECOLI			1	1	2			1	1					ATP6_ECOLI	B	C6EG65_ECOBD
ATPG_ECOLI			1	1	2			1	1					ATPG_ECOLI	F1	C6EG70_ECOBD
ATPB_ECOLI			1	1	2			1	1					ATPB_ECOLI	F1	C6EG71_ECOBD
GLMU_ECOLI			1	1	2			1	1					GLMU_ECOLI	A	C6EG73_ECOBD
PSTS_ECOLI			1	1	2			1	1					PSTS_ECOLI	G	C6EG75_ECOBD
PSTA_ECOLI			1	1	2			1	1					PSTA_ECOLI	B	C6EG77_ECOBD
PSTB_ECOLI			1	1	2			1	1					PSTB_ECOLI	F1	C6EG78_ECOBD
PHOU_ECOLI			1	1	2			1	1					PHOU_ECOLI	F1	C6EG79_ECOBD
PURP_ECOLI			1	1	2			1	1					PURP_ECOLI	B	C6EG89_ECOBD
YIEF_ECOLI			1	1	2			1	1					YIEF_ECOLI	A	C6EG90_ECOBD
YIEE_ECOLI			1	1	2			1	1					YIEE_ECOLI	B	C6EG91_ECOBD
TNAA_ECOLI			1	1	2			1	1					TNAA_ECOLI	A	C6EG95_ECOBD
MNME_ECOLI			1	1	2			1	1					MNME_ECOLI	F1	C6EG97_ECOBD
OXAA_ECOLI			1	1	2			1	1					OXAA_ECOLI	B	C6EG98_ECOBD
RNPA_ECOLI			1	1	2			1	1					RNPA_ECOLI	A	C6EGA0_ECOBD
PABA_ECOLI			1	1	2			1	1					PABA_ECOLI	A	C6EGA3_ECOBD
ARGD_ECOLI			1	1	2			1	1					ARGD_ECOLI	A	C6EGA4_ECOBD
YHFK_ECOLI			1	1	2			1	1					YHFK_ECOLI	B	C6EGA5_ECOBD
CRP_ECOLI			1	1	2			1	1					CRP_ECOLI	A	C6EGA6_ECOBD
YHFA_ECOLI			1	1	2			1	1					YHFA_ECOLI	A	C6EGA7_ECOBD
KPPR_ECOLI			1	1	2			1	1					KPPR_ECOLI	A	C6EGA8_ECOBD
YHET_ECOLI			1	1	2			1	1					YHET_ECOLI	A	C6EGB0_ECOBD
YHES_ECOLI			1	1	2			1	1					YHES_ECOLI	F1	C6EGB1_ECOBD
KEFG_ECOLI			1	1	2			1	1					KEFG_ECOLI	F1	C6EGB2_ECOBD
SLYD_ECOLI			1	1	2			1	1					SLYD_ECOLI	A	C6EGB5_ECOBD
YHEO_ECOLI			1	1	2			1	1					YHEO_ECOLI	A	C6EGB8_ECOBD
RS7_ECOLI			1	1	2			1	1					RS7_ECOLI	A	C6EGC3_ECOBD
EFG_ECOLI			1	1	2			1	1					EFG_ECOLI	A	C6EGC4_ECOBD
RS10_ECOLI			1	1	2			1	1					RS10_ECOLI	A	C6EGE5_ECOBD
RL3_ECOLI			1	1	2			1	1					RL3_ECOLI	A	C6EGE6_ECOBD
RL4_ECOLI			1	1	2			1	1					RL4_ECOLI	A	C6EGE7_ECOBD
RL2_ECOLI			1	1	2			1	1					RL2_ECOLI	A	C6EGE9_ECOBD
RS19_ECOLI			1	1	2			1	1					RS19_ECOLI	A	C6EGF0_ECOBD
RL22_ECOLI			1	1	2			1	1					RL22_ECOLI	A	C6EGF1_ECOBD
RL16_ECOLI			1	1	2			1	1					RL16_ECOLI	A	C6EGF3_ECOBD
RS17_ECOLI			1	1	2			1	1					RS17_ECOLI	A	C6EGF5_ECOBD
RL14_ECOLI			1	1	2			1	1					RL14_ECOLI	A	C6EGF6_ECOBD
RL24_ECOLI			1	1	2			1	1					RL24_ECOLI	A	C6EGF7_ECOBD
RS14_ECOLI			1	1	2			1	1					RS14_ECOLI	A	C6EGF9_ECOBD
RS8_ECOLI			1	1	2			1	1					RS8_ECOLI	A	C6EGG0_ECOBD
RL6_ECOLI			1	1	2			1	1					RL6_ECOLI	A	C6EGG1_ECOBD
RS5_ECOLI			1	1	2			1	1					RS5_ECOLI	A	C6EGG3_ECOBD
RL15_ECOLI			1	1	2			1	1					RL15_ECOLI	A	C6EGG5_ECOBD
SECY_ECOLI			1	1	2			1	1					SECY_ECOLI	B	C6EGG6_ECOBD
RS13_ECOLI			1	1	2			1	1					RS13_ECOLI	A	C6EGG8_ECOBD
RS11_ECOLI			1	1	2			1	1					RS11_ECOLI	A	C6EGG9_ECOBD
RS4_ECOLI			1	1	2			1	1					RS4_ECOLI	A	C6EGH0_ECOBD
RPOA_ECOLI			1	1	2			1	1					RPOA_ECOLI	A	C6EGH1_ECOBD
RL17_ECOLI			1	1	2			1	1					RL17_ECOLI	A	C6EGH2_ECOBD
ZNTR_ECOLI			1	1	2			1	1					ZNTR_ECOLI	A	C6EGH4_ECOBD
RSMB_ECOLI			1	1	2			1	1					RSMB_ECOLI	B	C6EGH8_ECOBD
FMT_ECOLI			1	1	2			1	1					FMT_ECOLI	A	C6EGH9_ECOBD
DEF_ECOLI			1	1	2			1	1					DEF_ECOLI	A	C6EGI0_ECOBD
SMG_ECOLI			1	1	2			1	1					SMG_ECOLI	A	C6EGI2_ECOBD
YRDD_ECOLI			1	1	2			1	1					YRDD_ECOLI	A	C6EGI3_ECOBD
RIMN_ECOLI			1	1	2			1	1					RIMN_ECOLI	A	C6EGI4_ECOBD
AROE_ECOLI			1	1	2			1	1					AROE_ECOLI	A	C6EGI5_ECOBD
YRDA_ECOLI			1	1	2			1	1					YRDA_ECOLI	A	C6EGI7_ECOBD
YHDZ_ECOLI			1	1	2			1	1					YHDZ_ECOLI	F1	C6EGI8_ECOBD
ENVR_ECOLI			1	1	2			1	1					ENVR_ECOLI	A	C6EGJ6_ECOBD
YHDJ_ECOLI			1	1	2			1	1					YHDJ_ECOLI	A	C6EGJ8_ECOBD
FIS_ECOLI			1	1	2			1	1					FIS_ECOLI	A	C6EGJ9_ECOBD
DUSB_ECOLI			1	1	2			1	1					DUSB_ECOLI	A	C6EGK0_ECOBD
ACCC_ECOLI			1	1	2			1	1					ACCC_ECOLI	A	C6EGK4_ECOBD
CSRD_ECOLI			1	1	2			1	1					CSRD_ECOLI	B	C6EGK8_ECOBD
MREB_ECOLI			1	1	2			1	1					MREB_ECOLI	F1	C6EGL0_ECOBD
YHDE_ECOLI			1	1	2			1	1					YHDE_ECOLI	A	C6EGL3_ECOBD
RNG_ECOLI			1	1	2			1	1					RNG_ECOLI	A	C6EGL4_ECOBD
TLDD_ECOLI			1	1	2			1	1					TLDD_ECOLI	A	C6EGL6_ECOBD
AAER_ECOLI			1	1	2			1	1					AAER_ECOLI	B	C6EGL7_ECOBD
AAEA_ECOLI			1	1	2			1	1					AAEA_ECOLI	B	C6EGL9_ECOBD
YHCO_ECOLI			1	1	2			1	1					YHCO_ECOLI	A	C6EGM1_ECOBD
OPPA_ECOLI			1	1	2			1	1					OPPA_ECOLI	G	C6EGM4_ECOBD
ADHE_ECOLI			1	1	2			1	1					ADHE_ECOLI	A	C6EGM8_ECOBD
KITH_ECOLI			1	1	2			1	1					KITH_ECOLI	A	C6EGM9_ECOBD
HNS_ECOLI			1	1	2			1	1					HNS_ECOLI	A	C6EGN0_ECOBD
GALU_ECOLI			1	1	2			1	1					GALU_ECOLI	B	C6EGN1_ECOBD
HNR_ECOLI			1	1	2			1	1					HNR_ECOLI	A	C6EGN2_ECOBD
RSSA_ECOLI			1	1	2			1	1					RSSA_ECOLI	A	C6EGN3_ECOBD
PURU_ECOLI			1	1	2			1	1					PURU_ECOLI	A	C6EGN5_ECOBD
NARI_ECOLI			1	1	2			1	1					NARI_ECOLI	B	C6EGN6_ECOBD
NARJ_ECOLI			1	1	2			1	1					NARJ_ECOLI	A	C6EGN7_ECOBD
NARH_ECOLI			1	1	2			1	1					NARH_ECOLI	F1	C6EGN8_ECOBD
NARG_ECOLI			1	1	2			1	1					NARG_ECOLI	F1	C6EGN9_ECOBD
NARX_ECOLI			1	1	2			1	1					NARX_ECOLI	B	C6EGP2_ECOBD
NARL_ECOLI			1	1	2			1	1					NARL_ECOLI	A	C6EGP3_ECOBD
YCHN_ECOLI			1	1	2			1	1					YCHN_ECOLI	A	C6EGP5_ECOBD
CHAC_ECOLI			1	1	2			1	1					CHAC_ECOLI	A	C6EGP6_ECOBD
KDSA_ECOLI			1	1	2			1	1					KDSA_ECOLI	A	C6EGQ1_ECOBD
SIRB1_ECOLI			1	1	2			1	1					SIRB1_ECOLI	B	C6EGQ2_ECOBD
HEMK_ECOLI			1	1	2			1	1					HEMK_ECOLI	A	C6EGQ4_ECOBD
RF1_ECOLI			1	1	2			1	1					RF1_ECOLI	A	C6EGQ5_ECOBD
HEM1_ECOLI			1	1	2			1	1					HEM1_ECOLI	A	C6EGQ6_ECOBD
LOLB_ECOLI			1	1	2			1	1					LOLB_ECOLI	I	C6EGQ7_ECOBD
ISPE_ECOLI			1	1	2			1	1					ISPE_ECOLI	A	C6EGQ8_ECOBD
KPRS_ECOLI			1	1	2			1	1					KPRS_ECOLI	A	C6EGQ9_ECOBD
ENGD_ECOLI			1	1	2			1	1					ENGD_ECOLI	A	C6EGR3_ECOBD
EMTA_ECOLI			1	1	2			1	1					EMTA_ECOLI	I	C6EGS4_ECOBD
LDCA_ECOLI			1	1	2			1	1					LDCA_ECOLI	A	C6EGS5_ECOBD
ALR2_ECOLI			1	1	2			1	1					ALR2_ECOLI	A	C6EGS7_ECOBD
DADA_ECOLI			1	1	2			1	1					DADA_ECOLI	F1	C6EGS8_ECOBD
YCGB_ECOLI			1	1	2			1	1					YCGB_ECOLI	A	C6EGS9_ECOBD
FADR_ECOLI			1	1	2			1	1					FADR_ECOLI	A	C6EGT0_ECOBD
UMUC_ECOLI			1	1	2			1	1					UMUC_ECOLI	A	C6EGT3_ECOBD
YCGN_ECOLI			1	1	2			1	1					YCGN_ECOLI	A	C6EGT5_ECOBD
YCGM_ECOLI			1	1	2			2	2					YCGM_ECOLI	A	C6EGT6_ECOBD
YCGL_ECOLI			1	1	2			1	1					YCGL_ECOLI	A	C6EGT7_ECOBD
MINC_ECOLI			1	1	2			1	1					MINC_ECOLI	A	C6EGU0_ECOBD
MIND_ECOLI			1	1	2			1	1					MIND_ECOLI	F1	C6EGU1_ECOBD
MINE_ECOLI			1	1	2			1	1					MINE_ECOLI	F1	C6EGU2_ECOBD
IDH_ECOLI			1	1	2			1	1					IDH_ECOLI	B	C6EGV5_ECOBD
RLUE_ECOLI			1	1	2			1	1					RLUE_ECOLI	A	C6EGV6_ECOBD
NUDJ_ECOLI			1	1	2			1	1					NUDJ_ECOLI	A	C6EGV7_ECOBD
MNMA_ECOLI			1	1	2			1	1					MNMA_ECOLI	A	C6EGV8_ECOBD
HFLD_ECOLI			1	1	2			1	1					HFLD_ECOLI	F1	C6EGV9_ECOBD
PUR8_ECOLI			1	1	2			1	1					PUR8_ECOLI	A	C6EGW0_ECOBD
PHOP_ECOLI			1	1	2			1	1					PHOP_ECOLI	A	C6EGW1_ECOBD
PHOQ_ECOLI			1	1	2			1	1					PHOQ_ECOLI	B	C6EGW2_ECOBD
YCFD_ECOLI			1	1	2			1	1					YCFD_ECOLI	A	C6EGW3_ECOBD
PEPT_ECOLI			1	1	2			1	1					PEPT_ECOLI	A	C6EGW4_ECOBD
