K12 Uniproti Entry name	BL21(DE3) Uniprot Entry name	Curated Subcellular Location
CYDA_ECOLI	C6EJK5_ECOBD	B
DHSD_ECOLI	C6EJL5_ECOBD	B
DHSC_ECOLI	C6EJL6_ECOBD	B
DTPD_ECOLI	C6EJM9_ECOBD	B
ATKA_ECOLI	C6EJN6_ECOBD	B
ATKC_ECOLI	C6EJN8_ECOBD	B
NAGB_ECOLI	C6EJQ7_ECOBD	B
NAGC_ECOLI	C6EJQ9_ECOBD	B
YQAA_ECOLI	C6EJT7_ECOBD	B
EMRB_ECOLI	C6EJU0_ECOBD	B
YGAH_ECOLI	C6EJU3_ECOBD	B
YGAZ_ECOLI	C6EJU4_ECOBD	B
RIR4_ECOLI	C6EJU9_ECOBD	B
YGAW_ECOLI	C6EJV5_ECOBD	B
GABP_ECOLI	C6EJW2_ECOBD	B
YGAF_ECOLI	C6EJW5_ECOBD	B
RECN_ECOLI	C6EJX7_ECOBD	B
YFJD_ECOLI	C6EJY0_ECOBD	B
YFIN_ECOLI	C6EJY8_ECOBD	B
KGTP_ECOLI	C6EJZ9_ECOBD	B
LEP_ECOLI	C6EK19_ECOBD	B
RECO_ECOLI	C6EK22_ECOBD	B
YFHH_ECOLI	C6EK27_ECOBD	B
UBIF_ECOLI	C6EK33_ECOBD	B
LNT_ECOLI	C6EK38_ECOBD	B
GLTJ_ECOLI	C6EK41_ECOBD	B
GLTK_ECOLI	C6EK42_ECOBD	B
PBP2_ECOLI	C6EK58_ECOBD	B
DPIB_ECOLI	C6EK73_ECOBD	B
CITT_ECOLI	C6EK82_ECOBD	B
YBDG_ECOLI	C6EKC4_ECOBD	B
CUSA_ECOLI	C6EKC6_ECOBD	B
YPHH_ECOLI	C6EKF7_ECOBD	B
YPHC_ECOLI	C6EKG2_ECOBD	B
HCAT_ECOLI	C6EKH1_ECOBD	B
YFHR_ECOLI	C6EKH3_ECOBD	B
PBPC_ECOLI	C6EKJ0_ECOBD	B
YFGM_ECOLI	C6EKJ6_ECOBD	B
URAA_ECOLI	C6EKL4_ECOBD	B
ACRD_ECOLI	C6EKP2_ECOBD	B
NARQ_ECOLI	C6EKP3_ECOBD	B
EUTH_ECOLI	C6EKR1_ECOBD	B
YBBY_ECOLI	C6EKV3_ECOBD	B
QMCA_ECOLI	C6EKX5_ECOBD	B
KEFA_ECOLI	C6EKZ9_ECOBD	B
ACRR_ECOLI	C6EL00_ECOBD	B
YLAC_ECOLI	C6EL06_ECOBD	B
YLAB_ECOLI	C6EL07_ECOBD	B
MDLB_ECOLI	C6EL14_ECOBD	B
MDLA_ECOLI	C6EL15_ECOBD	B
YBAO_ECOLI	C6EL16_ECOBD	B
QUEC_ECOLI	C6EL19_ECOBD	B
PPID_ECOLI	C6EL22_ECOBD	B
CYOA_ECOLI	C6EL34_ECOBD	B
CYOB_ECOLI	C6EL35_ECOBD	B
CYOC_ECOLI	C6EL36_ECOBD	B
CYOD_ECOLI	C6EL37_ECOBD	B
CYOE_ECOLI	C6EL38_ECOBD	B
YAJR_ECOLI	C6EL42_ECOBD	B
CYSZ_ECOLI	C6EL65_ECOBD	B
ZIPA_ECOLI	C6EL66_ECOBD	B
YFEH_ECOLI	C6EL69_ECOBD	B
NUPC_ECOLI	C6EL76_ECOBD	B
MNTH_ECOLI	C6EL77_ECOBD	B
PTFC1_ECOLI	C6EL82_ECOBD	B
YPDA_ECOLI	C6EL88_ECOBD	B
DDG_ECOLI	C6EL90_ECOBD	B
FCTA_ECOLI	C6EL94_ECOBD	B
YFDV_ECOLI	C6EL96_ECOBD	B
YFDE_ECOLI	C6EL97_ECOBD	B
SIXA_ECOLI	C6ELB4_ECOBD	B
AROC_ECOLI	C6ELC4_ECOBD	B
YFCA_ECOLI	C6ELC6_ECOBD	B
DEDD_ECOLI	C6ELD9_ECOBD	B
CVPA_ECOLI	C6ELE0_ECOBD	B
PGPA_ECOLI	C6ELG6_ECOBD	B
SECF_ECOLI	C6ELH5_ECOBD	B
SECD_ECOLI	C6ELH6_ECOBD	B
YAJC_ECOLI	C6ELH7_ECOBD	B
BRNQ_ECOLI	C6ELI3_ECOBD	B
PHOR_ECOLI	C6ELI4_ECOBD	B
MAK_ECOLI	C6ELJ0_ECOBD	B
AROM_ECOLI	C6ELJ7_ECOBD	B
ADRA_ECOLI	C6ELK2_ECOBD	B
YAIZ_ECOLI	C6ELK7_ECOBD	B
YAIY_ECOLI	C6ELK8_ECOBD	B
SBMA_ECOLI	C6ELL0_ECOBD	B
LACY_ECOLI	C6ELN7_ECOBD	B
AAEB_ECOLI	C6EGM0_ECOBD	B
ABGT_ECOLI	C6EFP7_ECOBD	B
ABRB_ECOLI	C6EJM3_ECOBD	B
ACRB_ECOLI	C6EL02_ECOBD	B
ACRF_ECOLI	C6EGJ4_ECOBD	B
ACTP_ECOLI	C6ED58_ECOBD	B
ADEC_ECOLI	C6EDA4_ECOBD	B
ADHP_ECOLI	C6EEN9_ECOBD	B
AGAI_ECOLI	C6EH84_ECOBD	B
ALLP_ECOLI	C6EKV5_ECOBD	B
ALSC_ECOLI	C6ED37_ECOBD	B
AMPG_ECOLI	C6EL33_ECOBD	B
AMTB_ECOLI	C6EL12_ECOBD	B
ANSP_ECOLI	C6EER0_ECOBD	B
ARAE_ECOLI	C6EJ27_ECOBD	B
ARAH_ECOLI	C6EBT1_ECOBD	B
ARAJ_ECOLI	C6ELI8_ECOBD	B
ARGO_ECOLI	C6EII6_ECOBD	B
ARSB_ECOLI	C6EEI2_ECOBD	B
ARTM_ECOLI	C6EIC0_ECOBD	B
ATKB_ECOLI	C6EJN7_ECOBD	B
ATOE_ECOLI	C6E9X7_ECOBD	B
ATOS_ECOLI	C6E9Y1_ECOBD	B
ATPF_ECOLI	C6EG67_ECOBD	B
ATPZ_ECOLI	C6EG64_ECOBD	B
ATZN_ECOLI	C6EFA5_ECOBD	B
BARA_ECOLI	C6EJ86_ECOBD	B
BCR_ECOLI	C6EA15_ECOBD	B
BCSA_ECOLI	C6EEF0_ECOBD	B
BETT_ECOLI	C6ELR7_ECOBD	B
C56H_ECOLI	C6EB94_ECOBD	B
C56I_ECOLI	C6EHF6_ECOBD	B
CADC_ECOLI	C6ECZ1_ECOBD	B
CBRB_ECOLI	C6EG87_ECOBD	B
CCMC_ECOLI	C6EA01_ECOBD	B
CHAA_ECOLI	C6EGP8_ECOBD	B
CITG_ECOLI	C6EK81_ECOBD	B
CLCB_ECOLI	C6EDQ6_ECOBD	B
COBS_ECOLI	C6EB80_ECOBD	B
CODB_ECOLI	C6ELP4_ECOBD	B
COPA_ECOLI	C6EKY0_ECOBD	B
CRCB_ECOLI	C6EK68_ECOBD	B
CRED_ECOLI	C6EBH1_ECOBD	B
CUSS_ECOLI	C6EKD1_ECOBD	B
CVRA_ECOLI	C6EGS6_ECOBD	B
CYDB_ECOLI	C6EJK4_ECOBD	B
CYST_ECOLI	C6EL53_ECOBD	B
CYSW_ECOLI	C6EL54_ECOBD	B
DCTA_ECOLI	C6EEF5_ECOBD	B
DCUA_ECOLI	C6ECY7_ECOBD	B
DCUB_ECOLI	C6ED01_ECOBD	B
DCUD_ECOLI	C6EH05_ECOBD	B
DDPB_ECOLI	C6EEN1_ECOBD	B
DDPC_ECOLI	C6EEN2_ECOBD	B
DEDA_ECOLI	C6ELD6_ECOBD	B
DEGS_ECOLI	C6EGZ7_ECOBD	B
DGOK_ECOLI	C6ED76_ECOBD	B
DGOT_ECOLI	C6ED79_ECOBD	B
DINF_ECOLI	C6EDX6_ECOBD	B
DJLA_ECOLI	C6EAZ8_ECOBD	B
DMSC_ECOLI	C6EI86_ECOBD	B
DPPC_ECOLI	C6EED8_ECOBD	B
DSBD_ECOLI	C6ECY9_ECOBD	B
DSDX_ECOLI	C6ELA3_ECOBD	B
DXR_ECOLI	C6EAB2_ECOBD	B
EAMB_ECOLI	C6EK08_ECOBD	B
EMRA_ECOLI	C6EJU1_ECOBD	B
EMRY_ECOLI	C6ELA1_ECOBD	B
ETK_ECOLI	C6EHM6_ECOBD	B
EUTA_ECOLI	C6EKR2_ECOBD	B
EVGS_ECOLI	C6EL98_ECOBD	B
EXUT_ECOLI	C6EHQ1_ECOBD	B
FDNH_ECOLI	C6EEP2_ECOBD	B
FECR_ECOLI	C6EC64_ECOBD	B
FEPE_ECOLI	C6EKA8_ECOBD	B
FEPG_ECOLI	C6EKA6_ECOBD	B
FLHB_ECOLI	C6EBU7_ECOBD	B
FLIE_ECOLI	C6EBC8_ECOBD	B
FLIF_ECOLI	C6EBC7_ECOBD	B
FLIP_ECOLI	C6EBB7_ECOBD	B
FLIR_ECOLI	C6EBB5_ECOBD	B
FLK_ECOLI	C6ELD2_ECOBD	B
FOCB_ECOLI	C6EKL9_ECOBD	B
FRDC_ECOLI	C6ECX1_ECOBD	B
FRDD_ECOLI	C6ECX2_ECOBD	B
FRLA_ECOLI	C6EFK6_ECOBD	B
FTSB_ECOLI	C6EJB9_ECOBD	B
FTSH_ECOLI	C6EH49_ECOBD	B
FTSL_ECOLI	C6EAX2_ECOBD	B
FTSW_ECOLI	C6EAW6_ECOBD	B
GADC_ECOLI	C6EEM5_ECOBD	B
GALP_ECOLI	C6EIG8_ECOBD	B
GARP_ECOLI	C6EH99_ECOBD	B
GATD_ECOLI	C6EAL9_ECOBD	B
GLCA_ECOLI	C6EID6_ECOBD	B
GLNP_ECOLI	C6EIX2_ECOBD	B
GLPT_ECOLI	C6E9W1_ECOBD	B
GLTS_ECOLI	C6EDD6_ECOBD	B
GNTP_ECOLI	C6EBR2_ECOBD	B
GNTT_ECOLI	C6EFF9_ECOBD	B
GPMB_ECOLI	C6EBH6_ECOBD	B
GPPA_ECOLI	C6EG34_ECOBD	B
GSIC_ECOLI	C6EIV1_ECOBD	B
GSPA_ECOLI	C6EGE3_ECOBD	B
GSPC_ECOLI	C6EGE2_ECOBD	B
GSPF_ECOLI	C6EGD9_ECOBD	B
GSPG_ECOLI	C6EGD8_ECOBD	B
GSPL_ECOLI	C6EGD3_ECOBD	B
GSPM_ECOLI	C6EGD2_ECOBD	B
HDED_ECOLI	C6EEH4_ECOBD	B
HEMX_ECOLI	C6EG12_ECOBD	B
HISM_ECOLI	C6ELE6_ECOBD	B
HISQ_ECOLI	C6ELE5_ECOBD	B
HOFC_ECOLI	C6EAV1_ECOBD	B
HRSA_ECOLI	C6EJK7_ECOBD	B
HYCC_ECOLI	C6EJE5_ECOBD	B
HYFD_ECOLI	C6EKM7_ECOBD	B
HYFE_ECOLI	C6EKM6_ECOBD	B
HYFF_ECOLI	C6EKM5_ECOBD	B
HYFG_ECOLI	C6EKM4_ECOBD	B
IDND_ECOLI	C6EC84_ECOBD	B
IDNT_ECOLI	C6EC86_ECOBD	B
IMDH_ECOLI	C6EKK1_ECOBD	B
ISPZ_ECOLI	C6EFY2_ECOBD	B
KDGL_ECOLI	C6EDX8_ECOBD	B
KDGT_ECOLI	C6EEY8_ECOBD	B
KDPD_ECOLI	C6EJN9_ECOBD	B
RHMA_ECOLI	C6E9V5_ECOBD	B
KEFB_ECOLI	C6EGB3_ECOBD	B
KEFC_ECOLI	C6EB06_ECOBD	B
LEP4_ECOLI	C6EGD1_ECOBD	B
LEUD_ECOLI	C6EAY3_ECOBD	B
LHR_ECOLI	C6ECV0_ECOBD	B
LIVH_ECOLI	C6EFB7_ECOBD	B
LLDP_ECOLI	C6EDI6_ECOBD	B
LOLC_ECOLI	C6EGX6_ECOBD	B
LOLE_ECOLI	C6EGX4_ECOBD	B
LPLT_ECOLI	C6EJ33_ECOBD	B
LPTF_ECOLI	C6EC90_ECOBD	B
LPXK_ECOLI	C6EI67_ECOBD	B
MACB_ECOLI	C6EIA2_ECOBD	B
MCP1_ECOLI	C6EBL4_ECOBD	B
MCP2_ECOLI	C6EBU1_ECOBD	B
MCP3_ECOLI	C6EEU1_ECOBD	B
MCP4_ECOLI	C6EBU2_ECOBD	B
MDTC_ECOLI	C6EAM9_ECOBD	B
MDTD_ECOLI	C6EAM8_ECOBD	B
MDTG_ECOLI	C6EHG0_ECOBD	B
MDTH_ECOLI	C6EHE8_ECOBD	B
MDTI_ECOLI	C6EDP9_ECOBD	B
MDTJ_ECOLI	C6EDP8_ECOBD	B
MDTM_ECOLI	C6EBP1_ECOBD	B
MDTN_ECOLI	C6ED42_ECOBD	B
MELB_ECOLI	C6ED04_ECOBD	B
METI_ECOLI	C6EA86_ECOBD	B
MGLC_ECOLI	C6EAG4_ECOBD	B
MHPA_ECOLI	C6ELN3_ECOBD	B
MHPT_ECOLI	C6ELM7_ECOBD	B
MOKC_ECOLI	C6EB36_ECOBD	B
MRAY_ECOLI	C6EAW8_ECOBD	B
MSCL_ECOLI	C6EGH6_ECOBD	B
MSCS_ECOLI	C6EII5_ECOBD	B
MURR_ECOLI	C6EL50_ECOBD	B
MVIN_ECOLI	C6EHE4_ECOBD	B
NANT_ECOLI	C6EH08_ECOBD	B
NARK_ECOLI	C6EGP0_ECOBD	B
NARV_ECOLI	C6EEQ0_ECOBD	B
NHAA_ECOLI	C6EB35_ECOBD	B
NHAB_ECOLI	C6EGT1_ECOBD	B
NIKC_ECOLI	C6EF96_ECOBD	B
NRFD_ECOLI	C6ED52_ECOBD	B
NRFF_ECOLI	C6ED50_ECOBD	B
NUOJ_ECOLI	C6E9S2_ECOBD	B
NUPX_ECOLI	C6EAF2_ECOBD	B
OPGB_ECOLI	C6EBL1_ECOBD	B
OPPB_ECOLI	C6EGM3_ECOBD	B
OPPC_ECOLI	C6EFZ1_ECOBD	B
PANF_ECOLI	C6EGK2_ECOBD	B
PBPB_ECOLI	C6EAD5_ECOBD	B
PGAC_ECOLI	C6EHI5_ECOBD	B
PGAD_ECOLI	C6EHI6_ECOBD	B
PHEP_ECOLI	C6EKC5_ECOBD	B
PHNE_ECOLI	C6ED20_ECOBD	B
PHSC_ECOLI	C6ECT5_ECOBD	B
PITB_ECOLI	C6EI05_ECOBD	B
POTE_ECOLI	C6EJP3_ECOBD	B
POTH_ECOLI	C6EIC5_ECOBD	B
POTI_ECOLI	C6EIC4_ECOBD	B
PPDC_ECOLI	C6EJ46_ECOBD	B
PPPA_ECOLI	C6EID8_ECOBD	B
PROW_ECOLI	C6EJU7_ECOBD	B
PROY_ECOLI	C6ELI2_ECOBD	B
PRPB_ECOLI	C6ELP9_ECOBD	B
PSIE_ECOLI	C6EDZ3_ECOBD	B
PSTC_ECOLI	C6EG76_ECOBD	B
PSUG_ECOLI	C6EAE8_ECOBD	B
PTA_ECOLI	C6ELF6_ECOBD	B
PTFBC_ECOLI	C6EA31_ECOBD	B
PTFC2_ECOLI	C6EE60_ECOBD	B
PTFLB_ECOLI	C6EF00_ECOBD	B
PTHB_ECOLI	C6EJS8_ECOBD	B
PTHC_ECOLI	C6EJS9_ECOBD	B
PTIBC_ECOLI	C6EJR6_ECOBD	B
PTKC_ECOLI	C6EAL8_ECOBD	B
PTMCB_ECOLI	C6EIH7_ECOBD	B
PTOCB_ECOLI	C6EDM6_ECOBD	B
PTPC1_ECOLI	C6EH86_ECOBD	B
PTV3B_ECOLI	C6EG81_ECOBD	B
PTW3C_ECOLI	C6EJQ6_ECOBD	B
PTYBC_ECOLI	C6EKS4_ECOBD	B
PUTP_ECOLI	C6EHJ1_ECOBD	B
PUUP_ECOLI	C6EFT6_ECOBD	B
RHAT_ECOLI	C6EEZ0_ECOBD	B
RHTA_ECOLI	C6EIW9_ECOBD	B
RHTB_ECOLI	C6EF87_ECOBD	B
RHTC_ECOLI	C6EF88_ECOBD	B
RMLA1_ECOLI	C6EAR8_ECOBD	B
RNFE_ECOLI	C6EDL4_ECOBD	B
RODA_ECOLI	C6EK59_ECOBD	B
RODZ_ECOLI	C6EKJ3_ECOBD	B
RPIR_ECOLI	C6ED34_ECOBD	B
RSEA_ECOLI	C6EK15_ECOBD	B
RSPB_ECOLI	C6EDR8_ECOBD	B
RUTG_ECOLI	C6EHK1_ECOBD	B
SETA_ECOLI	C6EAY4_ECOBD	B
SETB_ECOLI	C6EA28_ECOBD	B
SETC_ECOLI	C6EDB2_ECOBD	B
SFA_ECOLI	C6EHL7_ECOBD	B
SGCC_ECOLI	C6EC55_ECOBD	B
SOHB_ECOLI	C6EFW5_ECOBD	B
SOTB_ECOLI	C6EDW1_ECOBD	B
SSUC_ECOLI	C6EI48_ECOBD	B
SUGE_ECOLI	C6ECX5_ECOBD	B
TATA_ECOLI	C6EF60_ECOBD	B
TAUC_ECOLI	C6ELL7_ECOBD	B
TDCG_ECOLI	C6EHB2_ECOBD	B
TEHA_ECOLI	C6EET4_ECOBD	B
THIM_ECOLI	C6EAK6_ECOBD	B
THIP_ECOLI	C6EAY8_ECOBD	B
TNAB_ECOLI	C6EG94_ECOBD	B
TOLA_ECOLI	C6EJJ8_ECOBD	B
TONB_ECOLI	C6EFY4_ECOBD	B
TQSA_ECOLI	C6EDP7_ECOBD	B
TRPC_ECOLI	C6EFX4_ECOBD	B
TTDT_ECOLI	C6EHT2_ECOBD	B
TYRP_ECOLI	C6EBF2_ECOBD	B
UBIA_ECOLI	C6EDY0_ECOBD	B
UHPB_ECOLI	C6EDA1_ECOBD	B
UIDB_ECOLI	C6EDN1_ECOBD	B
WCAD_ECOLI	C6EAQ1_ECOBD	B
WECA_ECOLI	C6EG28_ECOBD	B
WRBA_ECOLI	C6EHK3_ECOBD	B
WZXE_ECOLI	C6EG20_ECOBD	B
WZYE_ECOLI	C6EG18_ECOBD	B
WZZB_ECOLI	C6EB58_ECOBD	B
XYLE_ECOLI	C6EDZ2_ECOBD	B
XYLH_ECOLI	C6EEB1_ECOBD	B
YABI_ECOLI	C6EAZ0_ECOBD	B
YADH_ECOLI	C6EAS9_ECOBD	B
YADS_ECOLI	C6EAC7_ECOBD	B
YAGU_ECOLI	C6EA36_ECOBD	B
YAHC_ECOLI	C6ELR3_ECOBD	B
YAHK_ECOLI	C6ELQ5_ECOBD	B
YAHN_ECOLI	C6ELQ2_ECOBD	B
YBAL_ECOLI	C6EKY6_ECOBD	B
YBAN_ECOLI	C6EKZ6_ECOBD	B
YBAT_ECOLI	C6EKX8_ECOBD	B
YBBJ_ECOLI	C6EKX6_ECOBD	B
YBBM_ECOLI	C6EKX3_ECOBD	B
YBBP_ECOLI	C6EKW8_ECOBD	B
YBCI_ECOLI	C6EKT9_ECOBD	B
YBDJ_ECOLI	C6EKC1_ECOBD	B
YBDR_ECOLI	C6EK86_ECOBD	B
YBFA_ECOLI	C6EJN5_ECOBD	B
YBFB_ECOLI	C6EJN4_ECOBD	B
YBHG_ECOLI	C6EIY7_ECOBD	B
YBHM_ECOLI	C6EIZ5_ECOBD	B
YBHN_ECOLI	C6EIZ4_ECOBD	B
YBHQ_ECOLI	C6EIZ1_ECOBD	B
YBIH_ECOLI	C6EIY6_ECOBD	B
YBIO_ECOLI	C6EIX4_ECOBD	B
YBIR_ECOLI	C6EIW4_ECOBD	B
YBJC_ECOLI	C6EIQ5_ECOBD	B
YBJE_ECOLI	C6EIA7_ECOBD	B
YBJJ_ECOLI	C6EIT8_ECOBD	B
YCAC_ECOLI	C6EI85_ECOBD	B
YCAI_ECOLI	C6EI69_ECOBD	B
YCAK_ECOLI	C6EI81_ECOBD	B
YCAM_ECOLI	C6EI83_ECOBD	B
YCBC_ECOLI	C6EI62_ECOBD	B
YCDT_ECOLI	C6EHI2_ECOBD	B
YCEO_ECOLI	C6EHF5_ECOBD	B
YCFJ_ECOLI	C6EGY2_ECOBD	B
YCFT_ECOLI	C6EGX7_ECOBD	B
YCFZ_ECOLI	C6EGX0_ECOBD	B
YCHM_ECOLI	C6EGR0_ECOBD	B
YCIC_ECOLI	C6EFY1_ECOBD	B
YCIS_ECOLI	C6EFV5_ECOBD	B
YCJO_ECOLI	C6EFS1_ECOBD	B
YCJP_ECOLI	C6EFS0_ECOBD	B
YCJQ_ECOLI	C6EFR9_ECOBD	B
YCJZ_ECOLI	C6EFQ3_ECOBD	B
YDCD_ECOLI	C6EEQ5_ECOBD	B
YDCJ_ECOLI	C6EET9_ECOBD	B
YDCO_ECOLI	C6EET0_ECOBD	B
YDCU_ECOLI	C6EES1_ECOBD	B
YDCX_ECOLI	C6EER8_ECOBD	B
YDCZ_ECOLI	C6EER6_ECOBD	B
YDDA_ECOLI	C6EEM1_ECOBD	B
YDEE_ECOLI	C6EDV3_ECOBD	B
YDEJ_ECOLI	C6EDU9_ECOBD	B
YDGK_ECOLI	C6EDM0_ECOBD	B
YDHC_ECOLI	C6ECU3_ECOBD	B
YDHI_ECOLI	C6EDK2_ECOBD	B
YDHJ_ECOLI	C6EDK1_ECOBD	B
YDHK_ECOLI	C6EDK0_ECOBD	B
YDHP_ECOLI	C6ECU6_ECOBD	B
YDIK_ECOLI	C6ECR8_ECOBD	B
YDJK_ECOLI	C6ECI2_ECOBD	B
YDJN_ECOLI	C6ECM9_ECOBD	B
YDJX_ECOLI	C6ECK7_ECOBD	B
YEAJ_ECOLI	C6EC44_ECOBD	B
YEAN_ECOLI	C6EC40_ECOBD	B
DMLR_ECOLI	C6EC31_ECOBD	B
YEBO_ECOLI	C6EC05_ECOBD	B
YECS_ECOLI	C6EBE3_ECOBD	B
YEDA_ECOLI	C6EBA7_ECOBD	B
YEDE_ECOLI	C6EBD2_ECOBD	B
YEDI_ECOLI	C6EBA8_ECOBD	B
YEDJ_ECOLI	C6EBA4_ECOBD	B
YEDQ_ECOLI	C6EBB0_ECOBD	B
YEDR_ECOLI	C6EBA3_ECOBD	B
YEEE_ECOLI	C6EB70_ECOBD	B
YEEO_ECOLI	C6EB85_ECOBD	B
YEGE_ECOLI	C6EAP0_ECOBD	B
YEGT_ECOLI	C6EAL2_ECOBD	B
YEHW_ECOLI	C6EAI3_ECOBD	B
YEIB_ECOLI	C6EAG1_ECOBD	B
YEIH_ECOLI	C6EAF5_ECOBD	B
YEIS_ECOLI	C6EAG7_ECOBD	B
RHMT_ECOLI	C6E9V4_ECOBD	B
YFBS_ECOLI	C6ELG1_ECOBD	B
YFBV_ECOLI	C6ELF8_ECOBD	B
YFCC_ECOLI	C6ELF5_ECOBD	B
YFCJ_ECOLI	C6ELD1_ECOBD	B
YFDC_ECOLI	C6ELA5_ECOBD	B
YFDY_ECOLI	C6EL91_ECOBD	B
YFEA_ECOLI	C6EL75_ECOBD	B
YFEZ_ECOLI	C6EKS1_ECOBD	B
YFGF_ECOLI	C6EKK8_ECOBD	B
YFGG_ECOLI	C6EKK6_ECOBD	B
YFHB_ECOLI	C6EK28_ECOBD	B
YFHK_ECOLI	C6EKF1_ECOBD	B
YFIE_ECOLI	C6EK09_ECOBD	B
YGAM_ECOLI	C6EJV3_ECOBD	B
YGAP_ECOLI	C6EJV7_ECOBD	B
YGBJ_ECOLI	C6EJD1_ECOBD	B
YGBN_ECOLI	C6EJC7_ECOBD	B
YGCG_ECOLI	C6EJ94_ECOBD	B
YGGT_ECOLI	C6EIF9_ECOBD	B
YGHB_ECOLI	C6EHY5_ECOBD	B
YGHD_ECOLI	C6EIE2_ECOBD	B
YGHQ_ECOLI	C6EI09_ECOBD	B
YGHR_ECOLI	C6EI08_ECOBD	B
YGHS_ECOLI	C6EI07_ECOBD	B
YGHT_ECOLI	C6EI06_ECOBD	B
YGIM_ECOLI	C6EHU0_ECOBD	B
YGIZ_ECOLI	C6EHW6_ECOBD	B
YHAO_ECOLI	C6EHB3_ECOBD	B
YHFT_ECOLI	C6EFJ9_ECOBD	B
YHFU_ECOLI	C6EFJ8_ECOBD	B
YHGE_ECOLI	C6EFH3_ECOBD	B
YHGN_ECOLI	C6EFE0_ECOBD	B
YHHH_ECOLI	C6EF91_ECOBD	B
YHHJ_ECOLI	C6EEJ9_ECOBD	B
YHHL_ECOLI	C6EFA8_ECOBD	B
YHHM_ECOLI	C6EFA7_ECOBD	B
YHHN_ECOLI	C6EFA6_ECOBD	B
YHHS_ECOLI	C6EFA1_ECOBD	B
YHII_ECOLI	C6EEJ7_ECOBD	B
YHIM_ECOLI	C6EEJ4_ECOBD	B
YHJE_ECOLI	C6EEG0_ECOBD	B
YHJG_ECOLI	C6EEF9_ECOBD	B
YHJS_ECOLI	C6EEE7_ECOBD	B
YHJT_ECOLI	C6EEE6_ECOBD	B
YHJU_ECOLI	C6EEE5_ECOBD	B
YHJX_ECOLI	C6EED4_ECOBD	B
YIAA_ECOLI	C6EEB6_ECOBD	B
YIAB_ECOLI	C6EEB5_ECOBD	B
YIAH_ECOLI	C6EEB7_ECOBD	B
YIAM_ECOLI	C6EEA2_ECOBD	B
YIAN_ECOLI	C6EEA1_ECOBD	B
YIAU_ECOLI	C6EE91_ECOBD	B
YIAV_ECOLI	C6EE90_ECOBD	B
YIAW_ECOLI	C6EE89_ECOBD	B
YIBF_ECOLI	C6EE83_ECOBD	B
YICL_ECOLI	C6EDB1_ECOBD	B
YIDE_ECOLI	C6ED85_ECOBD	B
YIDG_ECOLI	C6ED93_ECOBD	B
YIDH_ECOLI	C6ED92_ECOBD	B
YIDI_ECOLI	C6ED91_ECOBD	B
YIDK_ECOLI	C6ED89_ECOBD	B
YIFK_ECOLI	C6EG16_ECOBD	B
YIGF_ECOLI	C6EFZ4_ECOBD	B
YIGM_ECOLI	C6EF84_ECOBD	B
YIHF_ECOLI	C6EF41_ECOBD	B
YIHN_ECOLI	C6EF27_ECOBD	B
YIHO_ECOLI	C6EF25_ECOBD	B
YIHP_ECOLI	C6EF24_ECOBD	B
YIHY_ECOLI	C6EF15_ECOBD	B
YIID_ECOLI	C6EF13_ECOBD	B
YJBB_ECOLI	C6EE04_ECOBD	B
YJCC_ECOLI	C6ED63_ECOBD	B
YJCD_ECOLI	C6ED60_ECOBD	B
YJCE_ECOLI	C6ED59_ECOBD	B
YJCH_ECOLI	C6ED57_ECOBD	B
YJDF_ECOLI	C6ED03_ECOBD	B
YJEH_ECOLI	C6ECY4_ECOBD	B
YJEM_ECOLI	C6ECW7_ECOBD	B
YJFF_ECOLI	C6ECB8_ECOBD	B
YJFM_ECOLI	C6ECG4_ECOBD	B
YJGB_ECOLI	C6EC82_ECOBD	B
YJGN_ECOLI	C6EC94_ECOBD	B
YJHB_ECOLI	C6EC79_ECOBD	B
YJIE_ECOLI	C6EBQ2_ECOBD	B
YJIG_ECOLI	C6EBQ0_ECOBD	B
YJIH_ECOLI	C6EBP9_ECOBD	B
YJIJ_ECOLI	C6EBP7_ECOBD	B
YJIK_ECOLI	C6EBP6_ECOBD	B
YJIN_ECOLI	C6EBP2_ECOBD	B
YJIY_ECOLI	C6EBM6_ECOBD	B
YJJL_ECOLI	C6EBL3_ECOBD	B
YJJN_ECOLI	C6EBL2_ECOBD	B
YKGB_ECOLI	C6ELS9_ECOBD	B
YKGD_ECOLI	C6ELS6_ECOBD	B
YKGH_ECOLI	C6ELS1_ECOBD	B
YNBB_ECOLI	C6EEV4_ECOBD	B
YNBD_ECOLI	C6EEV2_ECOBD	B
YNCH_ECOLI	C6EEQ7_ECOBD	B
YNEE_ECOLI	C6EEK3_ECOBD	B
YNEJ_ECOLI	C6EDW3_ECOBD	B
YNFH_ECOLI	C6EDQ8_ECOBD	B
YNJC_ECOLI	C6ECK2_ECOBD	B
YNJF_ECOLI	C6ECJ9_ECOBD	B
YNJI_ECOLI	C6ECJ5_ECOBD	B
YOHD_ECOLI	C6EAH5_ECOBD	B
YOHJ_ECOLI	C6EAH1_ECOBD	B
YOJI_ECOLI	C6E9Y8_ECOBD	B
YPFI_ECOLI	C6EKN7_ECOBD	B
YPFJ_ECOLI	C6EKN6_ECOBD	B
YPHA_ECOLI	C6EKG4_ECOBD	B
YQAE_ECOLI	C6EJV9_ECOBD	B
YQCE_ECOLI	C6EJ98_ECOBD	B
YQGA_ECOLI	C6EIE3_ECOBD	B
