Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK2461:JW2450:b2466	ypfG	hypothetical protein	 	2581433	2580390	Chromosome Escherichia coli W3110	
ECK2462:JW2451:b2467	yffH	predicted NUDIX hydrolase	 	2582134	2581559	Chromosome Escherichia coli W3110	
ECK2463:JW2452:b2468	aegA	fused predicted FeS binding subunit and predicted NAD/FAD-binding subunit of oxidoreductase	 	2584181	2582202	Chromosome Escherichia coli W3110	
ECK2464:JW2453:b2469	narQ	sensory histidine kinase in two-component regulatory system with NarP (NarL)	 	2584387	2586087	Chromosome Escherichia coli W3110	
ECK2465:JW2454:b2470	acrD	aminoglycoside/multidrug efflux system	 	2586251	2589364	Chromosome Escherichia coli W3110	
ECK2466:JW2455:b2471	yffB	conserved hypothetical protein	 	2589903	2590259	Chromosome Escherichia coli W3110	
ECK2467:JW2456:b2472	dapE	N-succinyl-diaminopimelate deacylase	 	2590263	2591390	Chromosome Escherichia coli W3110	
ECK2469:JW5396:b2473	ypfH	predicted hydrolase	 	2592426	2591728	Chromosome Escherichia coli W3110	
ECK2472:JW2461:b2476	purC	phosphoribosylaminoimidazole-succinocarboxamide synthetase	 	2596274	2595561	Chromosome Escherichia coli W3110	
ECK2474:JW2463:b2478	dapA	dihydrodipicolinate synthase	 	2598416	2597538	Chromosome Escherichia coli W3110	
ECK2475:JW2464:b2479	gcvR	DNA-binding transcriptional repressor, regulatory protein accessory to GcvA	 	2598562	2599134	Chromosome Escherichia coli W3110	
ECK2476:JW2465:b2480	bcp	thiol peroxidase, thioredoxin-dependent	 	2599134	2599604	Chromosome Escherichia coli W3110	
ECK2490:JW2479:b2494	yfgC	predicted peptidase	 	2614750	2616213	Chromosome Escherichia coli W3110	
ECK2492:JW5397:b2496	hda	ATPase regulatory factor involved in DnaA inactivation	 	2617477	2616731	Chromosome Escherichia coli W3110	
ECK2493:JW2482:b2497	uraA	uracil transporter	 	2618816	2617527	Chromosome Escherichia coli W3110	
ECK2494:JW2483:b2498	upp	uracil phosphoribosyltransferase	 	2619528	2618902	Chromosome Escherichia coli W3110	
ECK2495:JW2484:b2499	purM	phosphoribosylaminoimidazole synthetase	 	2619853	2620890	Chromosome Escherichia coli W3110	
ECK2496:JW2485:b2500	purN	phosphoribosylglycinamide formyltransferase 1	 	2620890	2621528	Chromosome Escherichia coli W3110	
ECK2497:JW2486:b2501	ppk	polyphosphate kinase, component of RNA degradosome	 	2621700	2623766	Chromosome Escherichia coli W3110	
ECK2498:JW2487:b2502	ppx	exopolyphosphatase	 	2623771	2625312	Chromosome Escherichia coli W3110	
ECK2503:JW2491:b2507	guaA	GMP synthetase	 	2631191	2629614	Chromosome Escherichia coli W3110	
ECK2507:JW5403:b2511	der	predicted GTP-binding protein	 	2636012	2634540	Chromosome Escherichia coli W3110	
ECK2508:JW2496:b2512	yfgL	protein assembly complex, lipoprotein component	 	2637308	2636130	Chromosome Escherichia coli W3110	
ECK2509:JW2497:b2513	yfgM	conserved hypothetical protein	 	2637939	2637319	Chromosome Escherichia coli W3110	
ECK2510:JW2498:b2514	hisS	histidyl tRNA synthetase	 	2639231	2637957	Chromosome Escherichia coli W3110	
ECK2511:JW2499:b2515	ispG	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	 	2640460	2639342	Chromosome Escherichia coli W3110	
ECK2513:JW2501:b2517	yfgB	hypothetical protein	 	2642939	2641785	Chromosome Escherichia coli W3110	
ECK2514:JW2502:b2518	ndk	multifunctional nucleoside diphosphate kinase, apyrimidinic endonuclease, and 3-phosphodiesterase	 	2643520	2643089	Chromosome Escherichia coli W3110	
ECK2515:JW2503:b2519	pbpC	fused transglycosylase and transpeptidase	 	2645981	2643669	Chromosome Escherichia coli W3110	
ECK2516:JW2504:b2520	yfhM	lipoprotein, putative	 	2650943	2645982	Chromosome Escherichia coli W3110	
ECK2517:JW2505:b2521	sseA	3-mercaptopyruvate sulfurtransferase	 	2651150	2651995	Chromosome Escherichia coli W3110	
ECK2519:JW5404:b2522	sseB	rhodanase-like enzyme, sulfur transfer from thiosulfate	 	2653589	2652813	Chromosome Escherichia coli W3110	
ECK2520:JW2507:b2523	pepB	aminopeptidase B	 	2655014	2653731	Chromosome Escherichia coli W3110	
ECK2522:JW2509:b2525	fdx	[2Fe-2S] ferredoxin	 	2655739	2655404	Chromosome Escherichia coli W3110	
ECK2523:JW2510:b2526	hscA	DnaK-like molecular chaperone specific for IscU	 	2657591	2655741	Chromosome Escherichia coli W3110	
ECK2524:JW2511:b2527	hscB	DnaJ-like molecular chaperone specific for IscU	 	2658123	2657608	Chromosome Escherichia coli W3110	
ECK2526:JW2513:b2529	iscU	scaffold protein	 	2658945	2658559	Chromosome Escherichia coli W3110	
ECK2527:JW2514:b2530	iscS	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	 	2660187	2658973	Chromosome Escherichia coli W3110	
ECK2528:JW2515:b2531	iscR	DNA-binding transcriptional activator	 	2660787	2660299	Chromosome Escherichia coli W3110	
ECK2529:JW2516:b2532	yfhQ	predicted methyltransferase	 	2661979	2661239	Chromosome Escherichia coli W3110	
ECK2531:JW2518:b2534	yfhR	predicted peptidase	 	2663019	2663900	Chromosome Escherichia coli W3110	
ECK2532:JW5878:b2535	csiE	stationary phase inducible protein	 	2664091	2665371	Chromosome Escherichia coli W3110	
ECK2533:JW2520:b2536	hcaT	predicted 3-phenylpropionic transporter	 	2666502	2665363	Chromosome Escherichia coli W3110	
ECK2541:JW2528:b2544	yphB	conserved hypothetical protein	 	2673344	2672472	Chromosome Escherichia coli W3110	
ECK2542:JW5842:b2545	yphC	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	 	2674417	2673356	Chromosome Escherichia coli W3110	
ECK2544:JW2531:b2547	yphE	fused predicted sugar transporter subunits and ATP-binding components of ABC superfamily	 	2677017	2675506	Chromosome Escherichia coli W3110	
ECK2545:JW2532:b2548	yphF	predicted sugar transporter subunit	 	2678023	2677040	Chromosome Escherichia coli W3110	
ECK2546:JW5405:b2549	yphG	conserved hypothetical protein	 	2681401	2678120	Chromosome Escherichia coli W3110	
ECK2547:JW5406:b2550	yphH	predicted DNA-binding transcriptional regulator	 	2681519	2682712	Chromosome Escherichia coli W3110	
ECK2548:JW2535:b2551	glyA	serine hydroxymethyltransferase	 	2684163	2682910	Chromosome Escherichia coli W3110	
ECK2549:JW2536:b2552	hmp	fused nitric oxide dioxygenase and dihydropteridine reductase 2	 	2684491	2685681	Chromosome Escherichia coli W3110	
ECK2551:JW2538:b2554	yfhA	predicted DNA-binding response regulator in two-component system	 	2687459	2686125	Chromosome Escherichia coli W3110	
ECK2555:JW2541:b2557	purL	phosphoribosylformyl-glycineamide synthetase	 	2694199	2690312	Chromosome Escherichia coli W3110	
ECK2557:JW2543:b2559	tadA	tRNA-specific adenosine deaminase	 	2696546	2696010	Chromosome Escherichia coli W3110	
ECK2559:JW2545:b2561	yfhH	predicted DNA-binding transcriptional regulator	 	2697415	2698263	Chromosome Escherichia coli W3110	
ECK2560:JW2546:b2562	yfhL	predicted 4Fe-4S cluster-containing protein	 	2698319	2698579	Chromosome Escherichia coli W3110	
ECK2562:JW2548:b2564	pdxJ	pyridoxine 5-phosphate synthase	 	2700385	2699654	Chromosome Escherichia coli W3110	
ECK2563:JW2549:b2565	recO	gap repair protein	 	2701125	2700397	Chromosome Escherichia coli W3110	
ECK2564:JW2550:b2566	era	membrane-associated, 16S rRNA-binding GTPase	 	2702042	2701137	Chromosome Escherichia coli W3110	
ECK2565:JW2551:b2567	rnc	RNase III	 	2702719	2702039	Chromosome Escherichia coli W3110	
ECK2566:JW2552:b2568	lepB	leader peptidase	 	2703965	2702991	Chromosome Escherichia coli W3110	
ECK2567:JW2553:b2569	lepA	GTP binding membrane protein	 	2705780	2703981	Chromosome Escherichia coli W3110	
ECK2569:JW2555:b2571	rseB	anti-sigma factor	 	2707410	2706454	Chromosome Escherichia coli W3110	
ECK2571:JW2557:b2573	rpoE	RNA polymerase, sigma 24 (sigma E) factor	 	2708668	2708093	Chromosome Escherichia coli W3110	
ECK2578:JW2564:b2580	ung	uracil-DNA-glycosylase	 	2715410	2716099	Chromosome Escherichia coli W3110	
ECK2579:JW2565:b2581	yfiF	predicted methyltransferase	 	2717184	2716147	Chromosome Escherichia coli W3110	
ECK2580:JW2566:b2582	trxC	thioredoxin 2	 	2717391	2717810	Chromosome Escherichia coli W3110	
ECK2581:JW5409:b2583	yfiP	conserved hypothetical protein	 	2717879	2718577	Chromosome Escherichia coli W3110	
ECK2582:JW2568:b2584	yfiQ	fused predicted acyl-CoA synthetase NAD(P)-binding subunit and ATP-binding subunit	 	2718609	2721269	Chromosome Escherichia coli W3110	
ECK2583:JW2569:b2585	pssA	phosphatidylserine synthase	 	2721383	2722738	Chromosome Escherichia coli W3110	
ECK2584:JW2570:b2586	yfiM	hypothetical protein	 	2722835	2723107	Chromosome Escherichia coli W3110	
ECK2585:JW2571:b2587	kgtP	alpha-ketoglutarate transporter	 	2724402	2723104	Chromosome Escherichia coli W3110	
ECK2590:JW2573:b2592	clpB	protein disaggregation chaperone	 	2732829	2730256	Chromosome Escherichia coli W3110	
ECK2591:JW2575:b2593	yfiH	conserved hypothetical protein	 	2733690	2732959	Chromosome Escherichia coli W3110	
ECK2592:JW2576:b2594	rluD	23S rRNA pseudouridine synthase	 	2734667	2733687	Chromosome Escherichia coli W3110	
ECK2593:JW2577:b2595	yfiO	predicted lipoprotein	 	2734802	2735539	Chromosome Escherichia coli W3110	
ECK2596:JW2580:b2599	pheA	fused chorismate mutase P and prephenate dehydratase	 	2736401	2737561	Chromosome Escherichia coli W3110	
ECK2597:JW2581:b2600	tyrA	fused chorismate mutase T and prephenate dehydrogenase	 	2738725	2737604	Chromosome Escherichia coli W3110	
ECK2598:JW2582:b2601	aroF	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase, tyrosine-repressible	 	2739806	2738736	Chromosome Escherichia coli W3110	
ECK2599:JW5412:b2602	yfiL	lipoprotein, putative	 	2740016	2740381	Chromosome Escherichia coli W3110	
ECK2600:JW2584:b2603	yfiR	hypothetical protein	 	2740531	2741049	Chromosome Escherichia coli W3110	
ECK2601:JW2585:b2604	yfiN	predicted diguanylate cyclase	 	2741039	2742265	Chromosome Escherichia coli W3110	
ECK2602:JW2586:b2605	yfiB	predicted outer membrane lipoprotein	 	2742281	2742763	Chromosome Escherichia coli W3110	
ECK2603:JW2587:b2606	rplS	50S ribosomal subunit protein L19	 	2743186	2742839	Chromosome Escherichia coli W3110	
ECK2604:JW2588:b2607	trmD	tRNA (guanine-1-)-methyltransferase	 	2743995	2743228	Chromosome Escherichia coli W3110	
ECK2605:JW5413:b2608	rimM	16S rRNA processing protein	 	2744574	2744026	Chromosome Escherichia coli W3110	
ECK2606:JW2590:b2609	rpsP	30S ribosomal subunit protein S16	 	2744841	2744593	Chromosome Escherichia coli W3110	
ECK2607:JW5414:b2610	ffh	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	 	2746451	2745090	Chromosome Escherichia coli W3110	
ECK2609:JW5415:b4461	yfjD	predicted inner membrane protein	 	2747520	2748716	Chromosome Escherichia coli W3110	
ECK2611:JW2596:b2615	yfjB	NAD kinase	 	2749487	2750365	Chromosome Escherichia coli W3110	
ECK2612:JW5416:b2616	recN	recombination and repair protein	 	2750451	2752112	Chromosome Escherichia coli W3110	
ECK2615:JW2600:b2619	yfjG	conserved hypothetical protein	 	2753420	2752944	Chromosome Escherichia coli W3110	
ECK2616:JW2601:b2620	smpB	trans-translation protein	 	2753552	2754034	Chromosome Escherichia coli W3110	
ECK2654:JW2635:b2660	ygaF	hypothetical protein	 	2788638	2789906	Chromosome Escherichia coli W3110	
ECK2656:JW2637:b2662	gabT	4-aminobutyrate aminotransferase, PLP-dependent	 	2791391	2792671	Chromosome Escherichia coli W3110	
ECK2657:JW2638:b2663	gabP	gamma-aminobutyrate transporter	 	2792909	2794309	Chromosome Escherichia coli W3110	
ECK2658:JW2639:b2664	csiR	DNA-binding transcriptional dual regulator	 	2794330	2794992	Chromosome Escherichia coli W3110	
ECK2659:JW2640:b2665	ygaU	hypothetical protein	 	2795442	2794993	Chromosome Escherichia coli W3110	
ECK2664:JW2645:b2670	ygaW	predicted inner membrane protein	 	2797820	2798269	Chromosome Escherichia coli W3110	
ECK2665:JW2646:b2671	ygaC	hypothetical protein	 	2798650	2798306	Chromosome Escherichia coli W3110	
ECK2668:JW2649:b2674	nrdI	protein that stimulates ribonucleotide reduction	 	2799621	2800031	Chromosome Escherichia coli W3110	
ECK2669:JW2650:b2675	nrdE	ribonucleoside-diphosphate reductase 2, alpha subunit	 	2800004	2802148	Chromosome Escherichia coli W3110	
ECK2670:JW2651:b2676	nrdF	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like	 	2802158	2803117	Chromosome Escherichia coli W3110	
ECK2673:JW2654:b2679	proX	glycine betaine transporter subunit	 	2805788	2806780	Chromosome Escherichia coli W3110	
ECK2676:JW2657:b2682	ygaZ	predicted transporter	 	2808273	2809010	Chromosome Escherichia coli W3110	
ECK2677:JW2658:b2683	ygaH	predicted inner membrane protein	 	2809000	2809335	Chromosome Escherichia coli W3110	
ECK2680:JW2661:b2686	emrB	multidrug efflux system protein	 	2811272	2812810	Chromosome Escherichia coli W3110	
ECK2681:JW2662:b2687	luxS	S-ribosylhomocysteinase	 	2813389	2812874	Chromosome Escherichia coli W3110	
ECK2683:JW2663:b2688	gshA	gamma-glutamate-cysteine ligase	 	2815095	2813539	Chromosome Escherichia coli W3110	
ECK2684:JW2664:b2689	yqaA	conserved inner membrane protein	 	2815596	2815168	Chromosome Escherichia coli W3110	
ECK2685:JW2665:b2690	yqaB	predicted hydrolase	 	2816159	2815593	Chromosome Escherichia coli W3110	
ECK2693:JW2668:b2698	recX	regulatory protein for RecA	 	2821295	2820795	Chromosome Escherichia coli W3110	
ECK2695:JW2670:b2700	ygaD	conserved hypothetical protein	 	2823002	2822505	Chromosome Escherichia coli W3110	
ECK2696:JW2671:b2701	mltB	membrane-bound lytic murein transglycosylase B	 	2824232	2823147	Chromosome Escherichia coli W3110	
ECK2703:JW5431:b2708	gutQ	predicted phosphosugar-binding protein	 	2828469	2829434	Chromosome Escherichia coli W3110	
ECK2704:JW5843:b2709	norR	DNA-binding transcriptional activator	 	2830945	2829431	Chromosome Escherichia coli W3110	
ECK2706:JW2681:b2711	norW	NADH:flavorubredoxin oxidoreductase	 	2832568	2833701	Chromosome Escherichia coli W3110	
ECK2708:JW2683:b2713	hydN	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	 	2836761	2836234	Chromosome Escherichia coli W3110	
ECK2712:JW2687:b2717	hycI	protease involved in processing C-terminal end of HycE	 	2841699	2841229	Chromosome Escherichia coli W3110	
ECK2713:JW2688:b2718	hycH	protein required for maturation of hydrogenase 3	 	2842102	2841692	Chromosome Escherichia coli W3110	
ECK2714:JW2689:b2719	hycG	hydrogenase 3 and formate hydrogenase complex, HycG subunit	 	2842866	2842099	Chromosome Escherichia coli W3110	
ECK2715:JW2690:b2720	hycF	formate hydrogenlyase complex iron-sulfur protein	 	2843408	2842866	Chromosome Escherichia coli W3110	
ECK2716:JW2691:b2721	hycE	hydrogenase 3, large subunit	 	2845127	2843418	Chromosome Escherichia coli W3110	
ECK2717:JW2692:b2722	hycD	hydrogenase 3, membrane subunit	 	2846068	2845145	Chromosome Escherichia coli W3110	
ECK2719:JW2694:b2724	hycB	hydrogenase 3, Fe-S subunit	 	2848505	2847894	Chromosome Escherichia coli W3110	
ECK2720:JW2695:b2725	hycA	regulator of the transcriptional regulator FhlA	 	2849091	2848630	Chromosome Escherichia coli W3110	
ECK2721:JW2696:b2726	hypA	protein involved in nickel insertion into hydrogenases 3	 	2849303	2849653	Chromosome Escherichia coli W3110	
ECK2722:JW2697:b2727	hypB	GTP hydrolase involved in nickel liganding into hydrogenases	 	2849657	2850529	Chromosome Escherichia coli W3110	
ECK2723:JW2698:b2728	hypC	protein required for maturation of hydrogenases 1 and 3	 	2850520	2850792	Chromosome Escherichia coli W3110	
ECK2724:JW2699:b2729	hypD	protein required for maturation of hydrogenases	 	2850792	2851913	Chromosome Escherichia coli W3110	
ECK2725:JW2700:b2730	hypE	carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein	 	2851952	2852920	Chromosome Escherichia coli W3110	
ECK2726:JW2701:b2731	fhlA	DNA-binding transcriptional activator	 	2852994	2855072	Chromosome Escherichia coli W3110	
ECK2727:JW2702:b2732	ygbA	hypothetical protein	 	2855462	2855109	Chromosome Escherichia coli W3110	
ECK2728:JW2703:b2733	mutS	methyl-directed mismatch repair protein	 	2855749	2858310	Chromosome Escherichia coli W3110	
ECK2738:JW2713:b2743	pcm	L-isoaspartate protein carboxylmethyltransferase type II	 	2868175	2867549	Chromosome Escherichia coli W3110	
ECK2739:JW2714:b2744	surE	broad specificity 5(3)-nucleotidase and polyphosphatase	 	2868930	2868169	Chromosome Escherichia coli W3110	
ECK2740:JW2715:b2745	truD	pseudoruidine synthase	 	2869960	2868911	Chromosome Escherichia coli W3110	
ECK2742:JW2717:b2747	ispD	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	 	2871146	2870436	Chromosome Escherichia coli W3110	
ECK2744:JW2719:b2749	ygbE	conserved inner membrane protein	 	2871993	2871670	Chromosome Escherichia coli W3110	
ECK2745:JW2720:b2750	cysC	adenosine 5-phosphosulfate kinase	 	2872648	2872043	Chromosome Escherichia coli W3110	
ECK2746:JW2721:b2751	cysN	sulfate adenylyltransferase, subunit 1	 	2874075	2872648	Chromosome Escherichia coli W3110	
ECK2747:JW2722:b2752	cysD	sulfate adenylyltransferase, subunit 2	 	2874985	2874077	Chromosome Escherichia coli W3110	
ECK2748:JW2723:b2753	iap	aminopeptidase in alkaline phosphatase isozyme conversion	 	2875237	2876274	Chromosome Escherichia coli W3110	
ECK2757:JW2732:b2762	cysH	3-phosphoadenosine 5-phosphosulfate reductase	 	2886968	2886234	Chromosome Escherichia coli W3110	
ECK2759:JW2734:b2764	cysJ	sulfite reductase, alpha subunit, flavoprotein	 	2890554	2888755	Chromosome Escherichia coli W3110	
ECK2760:JW2735:b2765	ygcM	6-pyruvoyl tetrahydrobiopterin synthase	 	2890870	2891235	Chromosome Escherichia coli W3110	
ECK2764:JW5440:b2769	ygcQ	predicted flavoprotein	 	2894435	2893575	Chromosome Escherichia coli W3110	
ECK2767:JW5442:b4463	ygcU	predicted FAD containing dehydrogenase	 	2898074	2896620	Chromosome Escherichia coli W3110	
ECK2768:JW5443:b2774	ygcW	predicted deoxygluconate dehydrogenase	 	2898929	2898144	Chromosome Escherichia coli W3110	
ECK2770:JW5444:b2776	ygcE	predicted kinase	 	2900552	2902030	Chromosome Escherichia coli W3110	
ECK2771:JW2748:b2777	ygcF	conserved hypothetical protein	 	2904074	2903403	Chromosome Escherichia coli W3110	
ECK2773:JW2750:b2779	eno	enolase	 	2906597	2905299	Chromosome Escherichia coli W3110	
ECK2774:JW2751:b2780	pyrG	CTP synthetase	 	2908322	2906685	Chromosome Escherichia coli W3110	
ECK2775:JW2752:b2781	mazG	nucleoside triphosphate pyrophosphohydrolase	 	2909341	2908550	Chromosome Escherichia coli W3110	
ECK2779:JW2756:b2785	rumA	23S rRNA (uracil-5)-methyltransferase	 	2913656	2912355	Chromosome Escherichia coli W3110	
ECK2781:JW2758:b2787	gudD	(D)-glucarate dehydratase 1	 	2918041	2916701	Chromosome Escherichia coli W3110	
ECK2783:JW2760:b2789	gudP	predicted D-glucarate transporter	 	2920756	2919404	Chromosome Escherichia coli W3110	
ECK2785:JW2762:b2791	yqcB	tRNA pseudouridine synthase	 	2922440	2921658	Chromosome Escherichia coli W3110	
ECK2788:JW2764:b2793	syd	hypothetical protein	 	2923936	2923391	Chromosome Escherichia coli W3110	
ECK2789:JW2765:b2794	yqcD	conserved hypothetical protein	 	2924004	2924852	Chromosome Escherichia coli W3110	
ECK2790:JW2766:b2795	ygdH	conserved hypothetical protein	 	2924964	2926328	Chromosome Escherichia coli W3110	
ECK2791:JW2767:b2796	sdaC	predicted serine transporter	 	2926885	2928174	Chromosome Escherichia coli W3110	
ECK2793:JW5446:b2798	exo	exonuclease IX (5-3 exonuclease)	 	2929621	2930466	Chromosome Escherichia coli W3110	
ECK2794:JW2770:b2799	fucO	L-1,2-propanediol oxidoreductase	 	2931672	2930521	Chromosome Escherichia coli W3110	
ECK2797:JW2773:b2802	fucI	L-fucose isomerase	 	2934240	2936015	Chromosome Escherichia coli W3110	
ECK2799:JW2775:b2804	fucU	L-fucose mutarotase	 	2937544	2937966	Chromosome Escherichia coli W3110	
ECK2800:JW2776:b2805	fucR	DNA-binding transcriptional activator	 	2938024	2938755	Chromosome Escherichia coli W3110	
ECK2801:JW2777:b2806	ygdE	predicted methyltransferase	 	2939899	2938799	Chromosome Escherichia coli W3110	
ECK2802:JW2778:b2807	ygdD	conserved inner membrane protein	 	2940287	2939892	Chromosome Escherichia coli W3110	
ECK2803:JW2779:b2808	gcvA	DNA-binding transcriptional dual regulator	 	2941223	2940306	Chromosome Escherichia coli W3110	
ECK2806:JW2781:b2810	csdA	cysteine sulfinate desulfinase	 	2941993	2943198	Chromosome Escherichia coli W3110	
ECK2807:JW2782:b2811	ygdK	predicted Fe-S metabolism protein	 	2943198	2943641	Chromosome Escherichia coli W3110	
ECK2808:JW2783:b2812	ygdL	conserved hypothetical protein	 	2944498	2943692	Chromosome Escherichia coli W3110	
ECK2809:JW2784:b2813	mltA	membrane-bound lytic murein transglycosylase A	 	2945834	2944737	Chromosome Escherichia coli W3110	
ECK2813:JW5449:b2817	amiC	N-acetylmuramoyl-L-alanine amidase	 	2947666	2946413	Chromosome Escherichia coli W3110	
ECK2814:JW2786:b2818	argA	fused acetylglutamate kinase homolog (inactive) and amino acid N-acetyltransferase	 	2947898	2949229	Chromosome Escherichia coli W3110	
ECK2815:JW2787:b2819	recD	exonuclease V (RecBCD complex), alpha chain	 	2951117	2949291	Chromosome Escherichia coli W3110	
ECK2816:JW2788:b2820	recB	exonuclease V (RecBCD complex), beta subunit	 	2954659	2951117	Chromosome Escherichia coli W3110	
ECK2817:JW2789:b2821	ptr	protease III	 	2957540	2954652	Chromosome Escherichia coli W3110	
ECK2818:JW2790:b2822	recC	exonuclease V (RecBCD complex), gamma chain	 	2961084	2957716	Chromosome Escherichia coli W3110	
ECK2821:JW5451:b2825	ppdB	conserved hypothetical protein	 	2962372	2961809	Chromosome Escherichia coli W3110	
ECK2822:JW2794:b2826	ppdA	conserved hypothetical protein	 	2962833	2962363	Chromosome Escherichia coli W3110	
ECK2823:JW2795:b2827	thyA	thymidylate synthetase	 	2963811	2963017	Chromosome Escherichia coli W3110	
ECK2824:JW2796:b2828	lgt	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	 	2964693	2963818	Chromosome Escherichia coli W3110	
ECK2825:JW2797:b2829	ptsP	fused PEP-protein phosphotransferase (enzyme I) of PTS system	 	2967090	2964844	Chromosome Escherichia coli W3110	
ECK2826:JW2798:b2830	nudH	nucleotide hydrolase	 	2967633	2967103	Chromosome Escherichia coli W3110	
ECK2827:JW2799:b2831	mutH	methyl-directed mismatch repair protein	 	2968318	2969007	Chromosome Escherichia coli W3110	
ECK2830:JW2802:b2834	tas	predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase	 	2970253	2971293	Chromosome Escherichia coli W3110	
ECK2832:JW2804:b2836	aas	fused 2-acylglycerophospho-ethanolamine acyl transferase and acyl-acyl carrier protein synthetase	 	2974670	2972511	Chromosome Escherichia coli W3110	
ECK2835:JW2805:b2837	galR	DNA-binding transcriptional repressor	 	2975255	2976286	Chromosome Escherichia coli W3110	
ECK2836:JW2806:b2838	lysA	diaminopimelate decarboxylase, PLP-binding	 	2977555	2976293	Chromosome Escherichia coli W3110	
ECK2837:JW2807:b2839	lysR	DNA-binding transcriptional dual regulator	 	2977677	2978612	Chromosome Escherichia coli W3110	
ECK2838:JW2808:b2840	ygeA	predicted racemase	 	2979291	2978599	Chromosome Escherichia coli W3110	
ECK2841:JW2811:b2843	kduI	predicted 5-keto 4-deoxyuronate isomerase	 	2982780	2981944	Chromosome Escherichia coli W3110	
ECK2842:JW5453:b2844	yqeF	predicted acyltransferase	 	2984248	2983067	Chromosome Escherichia coli W3110	
ECK2843:JW2813:b2845	yqeG	predicted transporter	 	2984503	2985732	Chromosome Escherichia coli W3110	
ECK2862:JW5462:b2866	xdhA	xanthine dehydrogenase, molybdenum binding subunit	 	2999001	3001259	Chromosome Escherichia coli W3110	
ECK2863:JW2835:b2867	xdhB	xanthine dehydrogenase, FAD-binding subunit	 	3001270	3002148	Chromosome Escherichia coli W3110	
ECK2865:JW2837:b2869	ygeV	predicted DNA-binding transcriptional regulator	 	3004442	3002664	Chromosome Escherichia coli W3110	
ECK2866:JW5463:b2870	ygeW	conserved hypothetical protein	 	3004918	3006108	Chromosome Escherichia coli W3110	
ECK2867:JW2839:b2871	ygeX	2,3-diaminopropionate ammonia-lyase	 	3006166	3007362	Chromosome Escherichia coli W3110	
ECK2868:JW2840:b2872	ygeY	predicted peptidase	 	3007420	3008631	Chromosome Escherichia coli W3110	
ECK2869:JW2841:b2873	hyuA	D-stereospecific phenylhydantoinase	 	3008684	3010069	Chromosome Escherichia coli W3110	
ECK2871:JW2843:b2875	yqeB	conserved hypothetical protein with NAD(P)-binding Rossman fold	 	3012895	3011270	Chromosome Escherichia coli W3110	
ECK2872:JW5464:b2876	yqeC	conserved hypothetical protein	 	3013713	3012943	Chromosome Escherichia coli W3110	
ECK2873:JW2845:b2877	ygfJ	conserved hypothetical protein	 	3013816	3014394	Chromosome Escherichia coli W3110	
ECK2875:JW2847:b2879	ssnA	predicted chlorohydrolase/aminohydrolase	 	3017817	3019145	Chromosome Escherichia coli W3110	
ECK2876:JW2848:b2880	ygfM	predicted oxidoreductase	 	3019196	3019975	Chromosome Escherichia coli W3110	
ECK2878:JW2850:b2882	ygfO	predicted transporter	 	3023007	3024407	Chromosome Escherichia coli W3110	
ECK2879:JW5466:b2883	guaD	guanine deaminase	 	3024422	3025741	Chromosome Escherichia coli W3110	
ECK2882:JW5469:b2887	ygfT	fused predicted oxidoreductase Fe-S subunit and nucleotide-binding subunit	 	3029587	3027668	Chromosome Escherichia coli W3110	
ECK2883:JW5470:b2888	ygfU	predicted transporter	 	3030023	3031471	Chromosome Escherichia coli W3110	
ECK2884:JW2857:b2889	idi	isopentenyl diphosphate isomerase	 	3031721	3032269	Chromosome Escherichia coli W3110	
ECK2885:JW2858:b2890	lysS	lysine tRNA synthetase, constitutive	 	3033830	3032313	Chromosome Escherichia coli W3110	
ECK2887:JW2860:b2892	recJ	ssDNA exonuclease, 5 --> 3-specific	 	3036762	3035029	Chromosome Escherichia coli W3110	
ECK2888:JW2861:b2893	dsbC	protein disulfide isomerase II	 	3037478	3036768	Chromosome Escherichia coli W3110	
ECK2889:JW2862:b2894	xerD	site-specific tyrosine recombinase	 	3038399	3037503	Chromosome Escherichia coli W3110	
ECK2890:JW2863:b2895	fldB	flavodoxin 2	 	3038511	3039032	Chromosome Escherichia coli W3110	
ECK2891:JW2864:b2896	ygfX	hypothetical protein	 	3039479	3039072	Chromosome Escherichia coli W3110	
ECK2892:JW2865:b2897	ygfY	conserved hypothetical protein	 	3039726	3039460	Chromosome Escherichia coli W3110	
ECK2893:JW2866:b2898	ygfZ	predicted folate-dependent regulatory protein	 	3039969	3040949	Chromosome Escherichia coli W3110	
ECK2894:JW2867:b2899	yqfA	predicted oxidoreductase, inner membrane subunit	 	3041804	3041145	Chromosome Escherichia coli W3110	
