Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK3730:JW3715:b3737	atpE	F0 sector of membrane-bound ATP synthase, subunit c	 	3715492	3715731	Chromosome Escherichia coli W3110	
ECK3729:JW3714:b3736	atpF	F0 sector of membrane-bound ATP synthase, subunit b	 	3715793	3716263	Chromosome Escherichia coli W3110	
ECK3720:JW3705:b3727	pstC	phosphate transporter subunit	 	3726283	3727242	Chromosome Escherichia coli W3110	
ECK3697:JW3682:b4557	yidD	hypothetical protein	 	3755599	3755342	Chromosome Escherichia coli W3110	
ECK3695:JW3680:b3703	rpmH	50S ribosomal subunit protein L34	 	3756079	3755939	Chromosome Escherichia coli W3110	
ECK3677:JW3662:b3685	yidE	predicted transporter	 	3774142	3775803	Chromosome Escherichia coli W3110	
ECK3673:JW3658:b3681	 	ECK3673:JW3658:b3681	 	3778428	3779066	Chromosome Escherichia coli W3110	
ECK3672:JW5937:b4556	 	ECK3672:JW5937:b4556	 	3779066	3779242	Chromosome Escherichia coli W3110	
ECK3668:JW3653:b3677	yidI	predicted inner membrane protein	 	3784000	3783551	Chromosome Escherichia coli W3110	
ECK3667:JW3652:b3676	yidH	conserved inner membrane protein	 	3784108	3784455	Chromosome Escherichia coli W3110	
ECK3666:JW3651:b3675	yidG	predicted inner membrane protein	 	3784445	3784807	Chromosome Escherichia coli W3110	
ECK3664:JW5634:b3673	emrD	multidrug efflux system protein	 	3786493	3785309	Chromosome Escherichia coli W3110	
ECK3663:JW3647:b3672	ivbL	ilvB operon leader peptide	 	3787427	3787525	Chromosome Escherichia coli W3110	
ECK3659:JW3643:b3668	uhpB	sensory histidine kinase in two-component regulatory sytem with UhpA	 	3790279	3791781	Chromosome Escherichia coli W3110	
ECK3651:JW3635:b3661	nlpA	cytoplasmic membrane lipoprotein-28	 	3800422	3801240	Chromosome Escherichia coli W3110	
ECK3650:JW3634:b3660	yicL	predicted inner membrane protein	 	3802167	3801244	Chromosome Escherichia coli W3110	
ECK3643:JW3628:b3653	gltS	glutamate transporter	 	3811750	3812955	Chromosome Escherichia coli W3110	
ECK3639:JW3624:b3649	rpoZ	RNA polymerase, omega subunit	 	3818309	3818034	Chromosome Escherichia coli W3110	
ECK3636:JW3621:b3646	yicG	conserved inner membrane protein	 	3821541	3820924	Chromosome Escherichia coli W3110	
ECK3633:JW3618:b3643	 	ribonuclease PH	 	3823866	3824552	Chromosome Escherichia coli W3110	
ECK3629:JW5642:b3639	dfp	fused 4-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase, FMN-binding	 	3827684	3826464	Chromosome Escherichia coli W3110	
ECK3612:JW3597:b3622	rfaL	O-antigen ligase	 	3843467	3842208	Chromosome Escherichia coli W3110	
ECK3593:JW3578:b3603	lldP	L-lactate permease	 	3863016	3861361	Chromosome Escherichia coli W3110	
ECK3592:JW3577:b3602	yibL	conserved hypothetical protein	 	3863750	3863388	Chromosome Escherichia coli W3110	
ECK3591:JW3576:b4554	yibT	hypothetical protein	 	3864035	3864244	Chromosome Escherichia coli W3110	
ECK3567:JW5651:b3578	yiaN	predicted transporter	 	3895611	3894334	Chromosome Escherichia coli W3110	
ECK3557:JW3540:b3568	xylH	D-xylose transporter subunit	 	3906695	3905514	Chromosome Escherichia coli W3110	
ECK3553:JW3536:b3564	xylB	xylulokinase	 	3911044	3912498	Chromosome Escherichia coli W3110	
ECK3539:JW5657:b3552	yiaD	predicted outer membrane lipoprotien	 	3923868	3923209	Chromosome Escherichia coli W3110	
ECK3534:JW3516:b3547	yhjX	predicted transporter	 	3928408	3929616	Chromosome Escherichia coli W3110	
ECK3529:JW3511:b3542	dppC	dipeptide transporter	 	3935654	3936556	Chromosome Escherichia coli W3110	
ECK3528:JW3510:b3541	dppD	dipeptide transporter	 	3936567	3937550	Chromosome Escherichia coli W3110	
ECK3519:JW5941:b3534	 	cell division protein chromosome partitioning ATPase	 	3944454	3945182	Chromosome Escherichia coli W3110	
ECK3509:JW3492:b3524	yhjG	predicted outer membrane biogenesis protein	 	3962050	3964125	Chromosome Escherichia coli W3110	
ECK3508:JW3491:b3523	yhjE	predicted transporter	 	3965629	3964307	Chromosome Escherichia coli W3110	
ECK3495:JW3479:b3511	hdeD	acid-resistance membrane protein	 	3983420	3982848	Chromosome Escherichia coli W3110	
ECK3487:JW3469:b3502	arsB	arsenite/antimonite transporter	 	3991480	3990191	Chromosome Escherichia coli W3110	
ECK3474:JW5674:b3489	 	hypothetical protein	 	4007171	4007563	Chromosome Escherichia coli W3110	
ECK3472:JW3454:b3487	yhiI	predicted HlyD family secretion protein	 	4009813	4010880	Chromosome Escherichia coli W3110	
ECK3470:JW5677:b3485	yhhJ	predicted transporter subunit	 	4013612	4014736	Chromosome Escherichia coli W3110	
ECK3468:JW5678:b4552	 	hypothetical protein fragment	 	4016528	4016283	Chromosome Escherichia coli W3110	
ECK3465:JW3446:b3481	nikR	DNA-binding transcriptional regulator, Ni-binding	 	4021827	4021426	Chromosome Escherichia coli W3110	
ECK3457:JW5945:b3473	yhhS	predicted transporter	 	4028682	4029899	Chromosome Escherichia coli W3110	
ECK3452:JW3433:b3468	yhhN	conserved inner membrane protein	 	4034664	4034038	Chromosome Escherichia coli W3110	
ECK3451:JW3432:b3467	yhhM	conserved hypothetical protein	 	4034805	4035164	Chromosome Escherichia coli W3110	
ECK3441:JW3422:b3457	livH	leucine/isoleucine/valine transporter subunit	 	4044012	4044938	Chromosome Escherichia coli W3110	
ECK3440:JW3421:b3456	livM	leucine/isoleucine/valine transporter subunit	 	4044935	4046212	Chromosome Escherichia coli W3110	
ECK3432:JW3413:b3448	yhhA	conserved hypothetical protein	 	4053472	4053032	Chromosome Escherichia coli W3110	
ECK3429:JW5864:b3443	yrhA	conserved hypothetical protein	 	4057374	4056961	Chromosome Escherichia coli W3110	
ECK3420:JW3397:b3434	yhgN	predicted antibiotic transporter	 	4065344	4064751	Chromosome Escherichia coli W3110	
ECK3413:JW3390:b3427	yzgL	hypothetical protein	 	4076410	4076691	Chromosome Escherichia coli W3110	
ECK3402:JW5690:b3415	gntT	gluconate transporter, high-affinity GNT I system	 	4093857	4092541	Chromosome Escherichia coli W3110	
ECK3400:JW5691:b3413	gntX	gluconate periplasmic binding protein with phosphoribosyltransferase domain, GNT I system	 	4095534	4094851	Chromosome Escherichia coli W3110	
ECK3389:JW3365:b3402	yhgE	predicted inner membrane protein	 	4107977	4109701	Chromosome Escherichia coli W3110	
ECK3388:JW5692:b3401	hslO	heat shock protein Hsp33	 	4110642	4109764	Chromosome Escherichia coli W3110	
ECK3387:JW3363:b3400	hslR	ribosome-associated heat shock protein Hsp15	 	4111068	4110667	Chromosome Escherichia coli W3110	
ECK3381:JW3357:b3394	yrfC	predicted fimbrial assembly protein	 	4118444	4118983	Chromosome Escherichia coli W3110	
ECK3375:JW3351:b3388	damX	hypothetical protein	 	4123110	4124396	Chromosome Escherichia coli W3110	
ECK3363:JW3339:b3376	yhfS	conserved hypothetical protein	 	4134396	4135481	Chromosome Escherichia coli W3110	
ECK3357:JW3332:b3369	yhfL	conserved secreted peptide	 	4140968	4140801	Chromosome Escherichia coli W3110	
ECK3351:JW3326:b3363	ppiA	peptidyl-prolyl cis-trans isomerase A	 	4148119	4148691	Chromosome Escherichia coli W3110	
ECK3350:JW3325:b3362	yhfG	hypothetical protein	 	4148796	4148963	Chromosome Escherichia coli W3110	
ECK3338:JW3313:b3350	kefB	potassium:proton antiporter	 	4159809	4161614	Chromosome Escherichia coli W3110	
ECK3335:JW3310:b3348	slyX	conserved hypothetical protein	 	4162776	4162558	Chromosome Escherichia coli W3110	
ECK3334:JW3309:b3347	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase	 	4162997	4163809	Chromosome Escherichia coli W3110	
ECK3332:JW3307:b3345	yheN	predicted intracellular sulfur oxidation protein	 	4164698	4165084	Chromosome Escherichia coli W3110	
ECK3331:JW3306:b3344	yheM	predicted intraceullular sulfur oxidation protein	 	4165084	4165443	Chromosome Escherichia coli W3110	
ECK3330:JW3305:b3343	yheL	predicted intracellular sulfur oxidation protein	 	4165451	4165738	Chromosome Escherichia coli W3110	
ECK3326:JW3301:b3339	tufA	protein chain elongation factor EF-Tu	 	4169087	4170271	Chromosome Escherichia coli W3110	
ECK3322:JW3297:b3335	gspO	bifunctional prepilin leader peptidase and methylase	 	4174873	4174196	Chromosome Escherichia coli W3110	
ECK3316:JW3291:b3329	gspH	predicted general secretory pathway component, cryptic	 	4178948	4178439	Chromosome Escherichia coli W3110	
ECK3311:JW3286:b3324	gspC	general secretory pathway component, cryptic	 	4184838	4184023	Chromosome Escherichia coli W3110	
ECK3309:JW3284:b3322	pioO	part of gsp divergon involved in type II protein secretion	 	4186489	4186908	Chromosome Escherichia coli W3110	
ECK3305:JW3280:b3318	rplW	50S ribosomal subunit protein L23	 	4188732	4189034	Chromosome Escherichia coli W3110	
ECK3299:JW3274:b3312	rpmC	50S ribosomal subunit protein L29	 	4191657	4191848	Chromosome Escherichia coli W3110	
ECK3295:JW3270:b3308	rplE	50S ribosomal subunit protein L5	 	4192978	4193517	Chromosome Escherichia coli W3110	
ECK3291:JW3266:b3304	rplR	50S ribosomal subunit protein L18	 	4194819	4195172	Chromosome Escherichia coli W3110	
ECK3277:JW3252:b3291	mscL	mechanosensitive channel	 	4202392	4201982	Chromosome Escherichia coli W3110	
ECK4012:JW3980:b4020	yjbB	predicted transporter	 	4231321	4232952	Chromosome Escherichia coli W3110	
ECK4015:JW3983:b4023	yjbD	conserved hypothetical protein	 	4235221	4234949	Chromosome Escherichia coli W3110	
ECK4016:JW3984:b4024	lysC	aspartokinase III	 	4236823	4235474	Chromosome Escherichia coli W3110	
ECK4018:JW3986:b4026	yjbE	hypothetical protein	 	4239496	4239738	Chromosome Escherichia coli W3110	
ECK4020:JW3988:b4028	yjbG	conserved hypothetical protein	 	4240487	4241224	Chromosome Escherichia coli W3110	
ECK4022:JW3990:b4030	yjbA	predicted phosphate starvation inducible protein	 	4243915	4244325	Chromosome Escherichia coli W3110	
ECK4029:JW3997:b4037	malM	maltose regulon periplasmic protein	 	4253144	4254064	Chromosome Escherichia coli W3110	
ECK4031:JW5713:b4039	ubiC	chorismate pyruvate lyase	 	4256096	4256593	Chromosome Escherichia coli W3110	
ECK4032:JW4000:b4040	ubiA	p-hydroxybenzoate octaprenyltransferase	 	4256606	4257478	Chromosome Escherichia coli W3110	
ECK4036:JW4004:b4044	dinF	DNA-damage-inducible SOS response protein	 	4261332	4262711	Chromosome Escherichia coli W3110	
ECK4057:JW4025:b4064	yjcD	predicted permease	 	4282069	4283418	Chromosome Escherichia coli W3110	
ECK4058:JW4026:b4065	yjcE	predicted cation/proton antiporter	 	4283570	4285219	Chromosome Escherichia coli W3110	
ECK4060:JW4028:b4067	actP	acetate transporter	 	4288492	4286843	Chromosome Escherichia coli W3110	
ECK4061:JW4029:b4068	yjcH	conserved inner membrane protein involved in acetate transport	 	4288803	4288489	Chromosome Escherichia coli W3110	
ECK4066:JW4034:b4073	nrfD	formate-dependent nitrite reductase, membrane subunit	 	4294066	4295022	Chromosome Escherichia coli W3110	
ECK4067:JW4035:b4074	nrfE	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE	 	4295102	4296760	Chromosome Escherichia coli W3110	
ECK4068:JW4036:b4075	nrfF	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF	 	4296753	4297136	Chromosome Escherichia coli W3110	
ECK4075:JW4043:b4082	yjcR	predicted membrane fusion protein of efflux pump	 	4307588	4306557	Chromosome Escherichia coli W3110	
ECK4084:JW5890:b4487	yjdP	conserved hypothetical protein	 	4318546	4318875	Chromosome Escherichia coli W3110	
ECK4096:JW4064:b4103	 	phosphonate/organophosphate ester transporter	 	4327959	4327121	Chromosome Escherichia coli W3110	
ECK4097:JW4065:b4104	phnE	phosphonate/organophosphate ester transporter subunit	 	4327959	4327339	Chromosome Escherichia coli W3110	
ECK4116:JW4084:b4123	dcuB	C4-dicarboxylate antiporter	 	4353422	4352082	Chromosome Escherichia coli W3110	
ECK4120:JW4088:b4127	yjdJ	predicted acyltransferase with acyl-CoA N-acyltransferase domain	 	4356763	4357035	Chromosome Escherichia coli W3110	
ECK4130:JW5734:b4136	dipZ	fused thiol:disulfide interchange protein	 	4369720	4368023	Chromosome Escherichia coli W3110	
ECK4131:JW4097:b4137	cutA	copper binding protein, copper sensitivity	 	4370034	4369696	Chromosome Escherichia coli W3110	
ECK4134:JW4100:b4140	fxsA	inner membrane protein	 	4373344	4373820	Chromosome Escherichia coli W3110	
ECK4135:JW4101:b4141	yjeH	predicted transporter	 	4375092	4373836	Chromosome Escherichia coli W3110	
ECK4142:JW5737:b4410	ecnA	entericidin A membrane lipoprotein, antidote entericidin B	 	4380997	4381122	Chromosome Escherichia coli W3110	
ECK4144:JW5738:b4148	sugE	multidrug efflux system protein	 	4381555	4381872	Chromosome Escherichia coli W3110	
ECK4147:JW4112:b4151	frdD	fumarate reductase (anaerobic), membrane anchor subunit	 	4384046	4383687	Chromosome Escherichia coli W3110	
ECK4148:JW4113:b4152	frdC	fumarate reductase (anaerobic), membrane anchor subunit	 	4384452	4384057	Chromosome Escherichia coli W3110	
ECK4154:JW4119:b4158	yjeO	conserved inner membrane protein	 	4390384	4390698	Chromosome Escherichia coli W3110	
ECK4171:JW4133:b4175	hflC	modulator for HflB protease specific for phage lambda cII repressor	 	4407980	4408984	Chromosome Escherichia coli W3110	
ECK4172:JW4134:b4176	yjeT	conserved inner membrane protein	 	4409066	4409263	Chromosome Escherichia coli W3110	
ECK4178:JW4140:b4182	yjfJ	predicted transcriptional regulator effector protein	 	4415233	4415931	Chromosome Escherichia coli W3110	
ECK4181:JW4143:b4185	yjfM	conserved hypothetical protein	 	4417067	4417705	Chromosome Escherichia coli W3110	
ECK4185:JW5743:b4189	yjfO	lipoprotein, putative	 	4421450	4421121	Chromosome Escherichia coli W3110	
ECK4195:JW4157:b4199	yjfY	hypothetical protein	 	4429471	4429196	Chromosome Escherichia coli W3110	
ECK4199:JW4161:b4203	rplI	50S ribosomal subunit protein L9	 	4430788	4431237	Chromosome Escherichia coli W3110	
ECK4202:JW5745:b4206	ytfB	predicted cell envelope opacity-associated protein	 	4433397	4432759	Chromosome Escherichia coli W3110	
ECK4225:JW5753:b4230	ytfT	predicted sugar transporter subunit	 	4457254	4458276	Chromosome Escherichia coli W3110	
ECK4226:JW5754:b4231	yjfF	predicted sugar transporter subunit	 	4458263	4459258	Chromosome Escherichia coli W3110	
ECK4231:JW4195:b4236	 	cytochrome b562, truncated	 	4464233	4464535	Chromosome Escherichia coli W3110	
ECK4248:JW4212:b4255	yjgD	conserved hypothetical protein	 	4483153	4483569	Chromosome Escherichia coli W3110	
ECK4250:JW5759:b4257	yjgN	conserved inner membrane protein	 	4484410	4485606	Chromosome Escherichia coli W3110	
ECK4254:JW4218:b4261	yjgP	conserved inner membrane protein	 	4490898	4491998	Chromosome Escherichia coli W3110	
ECK4266:JW5763:b4560	 	KpLE2 phage-like element hypothetical protein, C-ter fragment	 	4504599	4504357	Chromosome Escherichia coli W3110	
ECK4266:JW4234:b4275	 	KpLE2 phage-like element  hypothetical protein, middle fragment	 	4505169	4504723	Chromosome Escherichia coli W3110	
ECK4266:JW5764:b4276	 	KpLE2 phage-like element hypothetical protein, N-ter fragment	 	4505471	4505112	Chromosome Escherichia coli W3110	
ECK4267:JW4236:b4277	yjgZ	hypothetical protein	 	4505940	4506269	Chromosome Escherichia coli W3110	
ECK4271:JW5770:b4281	 	KpLE2 phage-like element  hypothetical protein	 	4511536	4511306	Chromosome Escherichia coli W3110	
ECK4272:JW4242:b4282	 	KpLE2 phage-like element predicted membrane protein	 	4511541	4511789	Chromosome Escherichia coli W3110	
ECK4273:JW5772:b4561	 	KpLE2 phage-like element predicted transposase fragment	 	4513622	4513254	Chromosome Escherichia coli W3110	
ECK4274:JW4245:b4285	 	ECK4274:JW4245:b4285	 	4513638	4514234	Chromosome Escherichia coli W3110	
ECK4275:JW5773:b4562	 	KpLE2 phage-like element predicted transposase fragment	 	4514231	4514473	Chromosome Escherichia coli W3110	
ECK4278:JW4248:b4288	fecD	iron-dicitrate transporter subunit	 	4517094	4516138	Chromosome Escherichia coli W3110	
ECK4279:JW4249:b4289	fecC	iron-dicitrate transporter subunit	 	4518089	4517091	Chromosome Escherichia coli W3110	
ECK0022:JW4255:b4563	 	IS1 transposase InsAB, N-ter fragment	 	4523401	4523694	Chromosome Escherichia coli W3110	
ECK0022:JW4256:b4564	 	IS1 transposase InsAB, C-ter fragment	 	4523695	4523904	Chromosome Escherichia coli W3110	
ECK4285:JW4258:b4296	yjhF	predicted transporter	 	4526700	4525351	Chromosome Escherichia coli W3110	
ECK4298:JW5968:b4566	yjhX	conserved hypothetical protein	 	4538733	4538476	Chromosome Escherichia coli W3110	
ECK4305:JW4277:b4314	fimA	major type 1 subunit fimbrin	 	4547795	4548343	Chromosome Escherichia coli W3110	
ECK4320:JW4292:b4329	yjiG	conserved inner membrane protein	 	4564680	4564219	Chromosome Escherichia coli W3110	
ECK4323:JW4295:b4332	yjiJ	predicted inner membrane protein	 	4567355	4566177	Chromosome Escherichia coli W3110	
ECK4329:JW5953:b4338	 	predicted transposase	 	4573678	4573989	Chromosome Escherichia coli W3110	
ECK4332:JW4304:b4341	yjiS	conserved hypothetical protein	 	4576431	4576595	Chromosome Escherichia coli W3110	
ECK4334:JW5954:b4486	 	conserved hypothetical protein	 	4578815	4581535	Chromosome Escherichia coli W3110	
ECK4344:JW5791:b4354	yjiY	predicted inner membrane protein	 	4595959	4593809	Chromosome Escherichia coli W3110	
ECK4352:JW4326:b4362	dnaT	DNA biosynthesis protein	 	4606197	4605658	Chromosome Escherichia coli W3110	
ECK4368:JW5891:b4568	ytjA	hypothetical protein	 	4616790	4616969	Chromosome Escherichia coli W3110	
