LPT_ECOLI	AP_000665.1
LSRC_ECOLI	AP_002135.1
LSRD_ECOLI	AP_002136.1
LSRB_ECOLI	AP_002137.1
LSRF_ECOLI	AP_002138.1
LSRG_ECOLI	AP_002139.1
TAM_ECOLI	AP_002140.1
YNEE_ECOLI	AP_002141.1
UXAB_ECOLI	AP_002142.1
YNEF_ECOLI	AP_002143.1
YNEG_ECOLI	AP_002144.1
GLSA2_ECOLI	AP_002145.1
YNEI_ECOLI	AP_002146.1
YNEJ_ECOLI	AP_002147.1
YNEK_ECOLI	AP_002148.1
SOTB_ECOLI	AP_002149.1
MARC_ECOLI	AP_002150.1
MARR_ECOLI	AP_002151.1
MARA_ECOLI	AP_002152.1
MARB_ECOLI	AP_002153.1
EAMA_ECOLI	AP_002154.1
YDEE_ECOLI	AP_002155.1
YDEH_ECOLI	AP_002156.1
YDEI_ECOLI	AP_002157.1
YDEJ_ECOLI	AP_002158.1
DCP_ECOLI	AP_002159.1
YDFG_ECOLI	AP_002160.1
YDFH_ECOLI	AP_002161.1
YDFZ_ECOLI	AP_002162.1
YDFI_ECOLI	AP_002163.1
YDFJ_ECOLI	AP_002164.1
YDFK_ECOLI	AP_002165.1
PINQ_ECOLI	AP_002166.1
TFAQ_ECOLI	AP_002167.1
STFQ_ECOLI	AP_002168.1
NOHA_ECOLI	AP_002169.1
YNFO_ECOLI	AP_002170.1
YDFO_ECOLI	AP_002171.1
GNSB_ECOLI	AP_002172.1
YNFN_ECOLI	AP_002173.1
CSPI_ECOLI	AP_002174.1
RZPQ_ECOLI	AP_002175.1
LYSQ_ECOLI	AP_002176.1
YDFR_ECOLI	AP_002177.1
ESSQ_ECOLI	AP_002178.1
CSPB_ECOLI	AP_002179.1
CSPF_ECOLI	AP_002180.1
REQ2_ECOLI	AP_002181.1
YDFU_ECOLI	AP_002182.1
REM_ECOLI	AP_002183.1
HOKD_ECOLI	AP_002184.1
RELE_ECOLI	AP_002185.1
RELB_ECOLI	AP_002186.1
YDFV_ECOLI	AP_002187.1
FLXA_ECOLI	AP_002188.1
YDFW_ECOLI	AP_002189.1
YDFX_ECOLI	AP_002190.1
DICC_ECOLI	AP_002191.1
DICA_ECOLI	AP_002192.1
YDFA_ECOLI	AP_002193.1
YDFB_ECOLI	AP_002194.1
YDFC_ECOLI	AP_002195.1
DICB_ECOLI	AP_002196.1
YDFD_ECOLI	AP_002197.1
YDFE_ECOLI	AP_002198.1
INSD8_ECOLI	AP_002199.1
INTQ_ECOLI	AP_002200.1
RSPB_ECOLI	AP_002201.1
RSPA_ECOLI	AP_002202.1
YNFA_ECOLI	AP_002203.1
YNFB_ECOLI	AP_002204.1
ATDA_ECOLI	AP_002205.1
YNFC_ECOLI	AP_002206.1
YNFD_ECOLI	AP_002207.1
YNFE_ECOLI	AP_002208.1
YNFF_ECOLI	AP_002209.1
YNFG_ECOLI	AP_002210.1
YNFH_ECOLI	AP_002211.1
DMSD_ECOLI	AP_002212.1
CLCB_ECOLI	AP_002213.1
BIOD2_ECOLI	AP_002214.1
MLC_ECOLI	AP_002215.1
YNFL_ECOLI	AP_002216.1
YNFM_ECOLI	AP_002217.1
ASR_ECOLI	AP_002218.1
YDGD_ECOLI	AP_002219.1
MDTI_ECOLI	AP_002220.1
MDTJ_ECOLI	AP_002221.1
TQSA_ECOLI	AP_002222.1
PNTB_ECOLI	AP_002223.1
PNTA_ECOLI	AP_002224.1
YDGH_ECOLI	AP_002225.1
ARCD_ECOLI	AP_002226.1
FOLM_ECOLI	AP_002227.1
YDGC_ECOLI	AP_002228.1
RSTA_ECOLI	AP_002229.1
RSTB_ECOLI	AP_002230.1
TUS_ECOLI	AP_002231.1
FUMC_ECOLI	AP_002232.1
FUMA_ECOLI	AP_002233.1
MANA_ECOLI	AP_002234.1
YDGA_ECOLI	AP_002235.1
UIDC_ECOLI	AP_002236.1
UIDB_ECOLI	AP_002237.1
BGLR_ECOLI	AP_002238.1
UIDR_ECOLI	AP_002239.1
HDHA_ECOLI	AP_002240.1
MALI_ECOLI	AP_002241.1
PTOCB_ECOLI	AP_002242.1
MALY_ECOLI	AP_002243.1
ADD_ECOLI	AP_002244.1
YDGJ_ECOLI	AP_002245.1
BLR_ECOLI	AP_002246.1
CNU_ECOLI	AP_002247.1
YDGK_ECOLI	AP_002248.1
RNFA_ECOLI	AP_002249.1
RNFB_ECOLI	AP_002250.1
RNFC_ECOLI	AP_002251.1
RNFD_ECOLI	AP_002252.1
RNFG_ECOLI	AP_002253.1
RNFE_ECOLI	AP_002254.1
END3_ECOLI	AP_002255.1
TPPB_ECOLI	AP_002256.1
GST_ECOLI	AP_002257.1
PDXY_ECOLI	AP_002258.1
SYY_ECOLI	AP_002259.1
PDXH_ECOLI	AP_002260.1
MLIC_ECOLI	AP_002261.1
ANMK_ECOLI	AP_002262.1
SLYB_ECOLI	AP_002263.1
SLYA_ECOLI	AP_002264.1
YDHI_ECOLI	AP_002265.1
YDHJ_ECOLI	AP_002266.1
YDHK_ECOLI	AP_002267.1
SODC_ECOLI	AP_002268.1
YDHF_ECOLI	AP_002269.1
YDHL_ECOLI	AP_002270.1
NEMR_ECOLI	AP_002271.1
NEMA_ECOLI	AP_002272.1
LGUL_ECOLI	AP_002273.1
RNT_ECOLI	AP_002274.1
LHR_ECOLI	AP_002275.1
GLRX4_ECOLI	AP_002276.1
YDHO_ECOLI	AP_002277.1
SODF_ECOLI	AP_002278.1
YDHP_ECOLI	AP_002279.1
PURR_ECOLI	AP_002280.1
YDHB_ECOLI	AP_002281.1
YDHC_ECOLI	AP_002282.1
CFA_ECOLI	AP_002283.1
RISA_ECOLI	AP_002284.1
MDTK_ECOLI	AP_002285.1
YDHQ_ECOLI	AP_002286.1
YDHR_ECOLI	AP_002287.1
YDHS_ECOLI	AP_002288.1
YDHT_ECOLI	AP_002289.1
PHSC_ECOLI	AP_002290.1
YDHX_ECOLI	AP_002291.1
YDHW_ECOLI	AP_002292.1
YDHV_ECOLI	AP_002293.1
YDHY_ECOLI	AP_002294.1
YDHZ_ECOLI	AP_002295.1
KPYK1_ECOLI	AP_002296.1
LPP_ECOLI	AP_002297.1
YNHG_ECOLI	AP_002298.1
SUFE_ECOLI	AP_002299.1
SUFS_ECOLI	AP_002300.1
SUFD_ECOLI	AP_002301.1
SUFC_ECOLI	AP_002302.1
SUFB_ECOLI	AP_002303.1
SUFA_ECOLI	AP_002304.1
YDIH_ECOLI	AP_002305.1
YDII_ECOLI	AP_002306.1
YDIJ_ECOLI	AP_002307.1
YDIK_ECOLI	AP_002308.1
YDIL_ECOLI	AP_002309.1
YDIM_ECOLI	AP_002310.1
YDIN_ECOLI	AP_002311.1
YDIB_ECOLI	AP_002312.1
AROD_ECOLI	AP_002313.1
YDIF_ECOLI	AP_002314.1
YDIO_ECOLI	AP_002315.1
YDIP_ECOLI	AP_002316.1
YDIQ_ECOLI	AP_002317.1
YDIR_ECOLI	AP_002318.1
YDIS_ECOLI	AP_002319.1
YDIT_ECOLI	AP_002320.1
FADK_ECOLI	AP_002321.1
PPSA_ECOLI	AP_002322.1
YDIA_ECOLI	AP_002323.1
AROH_ECOLI	AP_002324.1
YDIE_ECOLI	AP_002325.1
YDIU_ECOLI	AP_002326.1
YDIV_ECOLI	AP_002327.1
NLPC_ECOLI	AP_002328.1
BTUD_ECOLI	AP_002329.1
BTUE_ECOLI	AP_002330.1
BTUC_ECOLI	AP_002331.1
IHFA_ECOLI	AP_002332.1
SYFB_ECOLI	AP_002333.1
SYFA_ECOLI	AP_002334.1
LPF2_ECOLI	AP_002335.1
RL20_ECOLI	AP_002336.1
RL35_ECOLI	AP_002337.1
IF3_ECOLI	AP_002338.1
SYT_ECOLI	AP_002339.1
YNID_ECOLI	AP_002340.1
YDIY_ECOLI	AP_002341.1
K6PF2_ECOLI	AP_002342.1
YDIZ_ECOLI	AP_002343.1
YNIA_ECOLI	AP_002344.1
YNIB_ECOLI	AP_002345.1
YNIC_ECOLI	AP_002346.1
YDJM_ECOLI	AP_002347.1
YDJN_ECOLI	AP_002348.1
YDJO_ECOLI	AP_002349.1
CEDA_ECOLI	AP_002350.1
CATE_ECOLI	AP_002351.1
CHBG_ECOLI	AP_002352.1
CHBF_ECOLI	AP_002353.1
CHBR_ECOLI	AP_002354.1
PTQA_ECOLI	AP_002355.1
PTQC_ECOLI	AP_002356.1
PTQB_ECOLI	AP_002357.1
OSME_ECOLI	AP_002358.1
NADE_ECOLI	AP_002359.1
CHO_ECOLI	AP_002360.1
VES_ECOLI	AP_002361.1
SPY_ECOLI	AP_002362.1
ASTE_ECOLI	AP_002363.1
ASTB_ECOLI	AP_002364.1
ASTD_ECOLI	AP_002365.1
ASTA_ECOLI	AP_002366.1
ASTC_ECOLI	AP_002367.1
EX3_ECOLI	AP_002368.1
YDJX_ECOLI	AP_002369.1
YDJY_ECOLI	AP_002370.1
YDJZ_ECOLI	AP_002371.1
YNJA_ECOLI	AP_002372.1
YNJB_ECOLI	AP_002373.1
YNJC_ECOLI	AP_002374.1
YNJD_ECOLI	AP_002375.1
YNJE_ECOLI	AP_002376.1
YNJF_ECOLI	AP_002377.1
NUDG_ECOLI	AP_002378.1
YNJH_ECOLI	AP_002379.1
DHE4_ECOLI	AP_002380.1
YNJI_ECOLI	AP_002381.1
TOP3_ECOLI	AP_002382.1
SELD_ECOLI	AP_002383.1
YDJA_ECOLI	AP_002384.1
SPPA_ECOLI	AP_002385.1
ASPG1_ECOLI	AP_002386.1
PNCA_ECOLI	AP_002387.1
YDJE_ECOLI	AP_002388.1
YDJF_ECOLI	AP_002389.1
YDJG_ECOLI	AP_002390.1
YDJH_ECOLI	AP_002391.1
YDJI_ECOLI	AP_002392.1
YDJJ_ECOLI	AP_002393.1
YDJK_ECOLI	AP_002394.1
YDJL_ECOLI	AP_002395.1
YEAC_ECOLI	AP_002396.1
MSRB_ECOLI	AP_002397.1
G3P1_ECOLI	AP_002398.1
YEAD_ECOLI	AP_002399.1
YEAE_ECOLI	AP_002400.1
MIPA_ECOLI	AP_002401.1
YEAG_ECOLI	AP_002402.1
YEAH_ECOLI	AP_002403.1
YEAI_ECOLI	AP_002404.1
YEAJ_ECOLI	AP_002405.1
YEAK_ECOLI	AP_002406.1
YOAI_ECOLI	AP_002407.1
YEAL_ECOLI	AP_002408.1
YEAM_ECOLI	AP_002409.1
YEAN_ECOLI	AP_002410.1
YEAO_ECOLI	AP_002411.1
YOAF_ECOLI	AP_002412.1
YEAP_ECOLI	AP_002413.1
YEAQ_ECOLI	AP_002414.1
YOAG_ECOLI	AP_002415.1
YEAR_ECOLI	AP_002416.1
LEUE_ECOLI	AP_002417.1
YEAT_ECOLI	AP_002418.1
TTUC_ECOLI	AP_002419.1
YEAV_ECOLI	AP_002420.1
YEAW_ECOLI	AP_002421.1
YEAX_ECOLI	AP_002422.1
RND_ECOLI	AP_002423.1
LCFA_ECOLI	AP_002424.1
YEAY_ECOLI	AP_002425.1
YEAZ_ECOLI	AP_002426.1
YOAA_ECOLI	AP_002427.1
YOAB_ECOLI	AP_002428.1
YOAC_ECOLI	AP_002429.1
YOAH_ECOLI	AP_002430.1
PABB_ECOLI	AP_002431.1
NUDL_ECOLI	AP_002432.1
SDHL_ECOLI	AP_002433.1
YOAD_ECOLI	AP_002434.1
YOAE_ECOLI	AP_002435.1
PTNAB_ECOLI	AP_002436.1
PTNC_ECOLI	AP_002437.1
PTND_ECOLI	AP_002438.1
YOBD_ECOLI	AP_002439.1
YEBN_ECOLI	AP_002440.1
RLMA_ECOLI	AP_002441.1
CSPC_ECOLI	AP_002442.1
YOBF_ECOLI	AP_002443.1
YEBO_ECOLI	AP_002444.1
MGRB_ECOLI	AP_002445.1
YOBH_ECOLI	AP_002446.1
KDGR_ECOLI	AP_002447.1
YEBQ_ECOLI	AP_002448.1
HTPX_ECOLI	AP_002449.1
PRC_ECOLI	AP_002450.1
PROQ_ECOLI	AP_002451.1
YEBR_ECOLI	AP_002452.1
YEBS_ECOLI	AP_002453.1
YEBT_ECOLI	AP_002454.1
RSMF_ECOLI	AP_002455.1
YEBV_ECOLI	AP_002456.1
YEBW_ECOLI	AP_002457.1
PRP1_ECOLI	AP_002458.1
YEBY_ECOLI	AP_002459.1
YEBZ_ECOLI	AP_002460.1
YOBA_ECOLI	AP_002461.1
HOLE_ECOLI	AP_002462.1
YOBB_ECOLI	AP_002463.1
EXOX_ECOLI	AP_002464.1
PTRB_ECOLI	AP_002465.1
YEBE_ECOLI	AP_002466.1
YEBF_ECOLI	AP_002467.1
YEBG_ECOLI	AP_002468.1
PURT_ECOLI	AP_002469.1
ALKH_ECOLI	AP_002470.1
EDD_ECOLI	AP_002471.1
G6PD_ECOLI	AP_002472.1
HEXR_ECOLI	AP_002473.1
KPYK2_ECOLI	AP_002474.1
MSBB_ECOLI	AP_002475.1
YEBA_ECOLI	AP_002476.1
ZNUA_ECOLI	AP_002477.1
ZNUC_ECOLI	AP_002478.1
ZNUB_ECOLI	AP_002479.1
RUVB_ECOLI	AP_002480.1
RUVA_ECOLI	AP_002481.1
YEBB_ECOLI	AP_002482.1
RUVC_ECOLI	AP_002483.1
YEBC_ECOLI	AP_002484.1
NUDB_ECOLI	AP_002485.1
SYD_ECOLI	AP_002486.1
YECD_ECOLI	AP_002487.1
YECE_ECOLI	AP_002488.1
YECN_ECOLI	AP_002489.1
CMOA_ECOLI	AP_002490.1
CMOB_ECOLI	AP_002491.1
TORZ_ECOLI	AP_002492.1
TORY_ECOLI	AP_002493.1
CUTC_ECOLI	AP_002494.1
YECM_ECOLI	AP_002495.1
SYR_ECOLI	AP_002496.1
YECT_ECOLI	AP_002497.1
FLHE_ECOLI	AP_002498.1
FLHA_ECOLI	AP_002499.1
FLHB_ECOLI	AP_002500.1
CHEZ_ECOLI	AP_002501.1
CHEY_ECOLI	AP_002502.1
CHEB_ECOLI	AP_002503.1
CHER_ECOLI	AP_002504.1
MCP4_ECOLI	AP_002505.1
MCP2_ECOLI	AP_002506.1
CHEW_ECOLI	AP_002507.1
CHEA_ECOLI	AP_002508.1
MOTB_ECOLI	AP_002509.1
MOTA_ECOLI	AP_002510.1
FLHC_ECOLI	AP_002511.1
FLHD_ECOLI	AP_002512.1
USPC_ECOLI	AP_002514.1
OTSA_ECOLI	AP_002515.1
OTSB_ECOLI	AP_002516.1
ARAH_ECOLI	AP_002517.1
ARAG_ECOLI	AP_002518.1
ARAF_ECOLI	AP_002519.1
FTNB_ECOLI	AP_002520.1
YECJ_ECOLI	AP_002521.1
YECR_ECOLI	AP_002522.1
FTNA_ECOLI	AP_002523.1
YECH_ECOLI	AP_002524.1
TYRP_ECOLI	AP_002525.1
YECA_ECOLI	AP_002526.1
PGSA_ECOLI	AP_002527.1
UVRC_ECOLI	AP_002528.1
UVRY_ECOLI	AP_002529.1
YECF_ECOLI	AP_002530.1
SDIA_ECOLI	AP_002531.1
YECC_ECOLI	AP_002532.1
YECS_ECOLI	AP_002533.1
DCYD_ECOLI	AP_002534.1
FLIY_ECOLI	AP_002535.1
FLIZ_ECOLI	AP_002536.1
FLIA_ECOLI	AP_002537.1
FLIC_ECOLI	AP_002538.1
FLID_ECOLI	AP_002539.1
FLIS_ECOLI	AP_002540.1
FLIT_ECOLI	AP_002541.1
AMY2_ECOLI	AP_002542.1
YEDD_ECOLI	AP_002543.1
YEDE_ECOLI	AP_002544.1
YEDF_ECOLI	AP_002545.1
YEDK_ECOLI	AP_002546.1
YEDL_ECOLI	AP_002547.1
YEDM_ECOLI	AP_002548.1
FLIE_ECOLI	AP_002549.1
FLIF_ECOLI	AP_002550.1
FLIG_ECOLI	AP_002551.1
FLIH_ECOLI	AP_002552.1
FLII_ECOLI	AP_002553.1
FLIJ_ECOLI	AP_002554.1
FLIK_ECOLI	AP_002555.1
FLIL_ECOLI	AP_002556.1
FLIM_ECOLI	AP_002557.1
FLIN_ECOLI	AP_002558.1
FLIO_ECOLI	AP_002559.1
FLIP_ECOLI	AP_002560.1
FLIQ_ECOLI	AP_002561.1
FLIR_ECOLI	AP_002562.1
RCSA_ECOLI	AP_002563.1
DSRB_ECOLI	AP_002564.1
YODD_ECOLI	AP_002565.1
MPGP_ECOLI	AP_002566.1
YEDQ_ECOLI	AP_002567.1
YODC_ECOLI	AP_002568.1
YEDI_ECOLI	AP_002569.1
YEDA_ECOLI	AP_002570.1
VSR_ECOLI	AP_002571.1
DCM_ECOLI	AP_002572.1
YEDJ_ECOLI	AP_002573.1
YEDR_ECOLI	AP_002574.1
HCHA_ECOLI	AP_002575.1
YEDV_ECOLI	AP_002576.1
YEDW_ECOLI	AP_002577.1
HIUH_ECOLI	AP_002578.1
YEDY_ECOLI	AP_002579.1
YEDZ_ECOLI	AP_002580.1
YODA_ECOLI	AP_002581.1
C56H_ECOLI	AP_002582.1
MTFA_ECOLI	AP_002583.1
YEEJ_ECOLI	AP_002584.1
SHIA_ECOLI	AP_002585.1
AMN_ECOLI	AP_002586.1
YEEN_ECOLI	AP_002587.1
YEEO_ECOLI	AP_002588.1
CBL_ECOLI	AP_002589.1
NAC_ECOLI	AP_002590.1
ERFK_ECOLI	AP_002591.1
COBT_ECOLI	AP_002592.1
COBS_ECOLI	AP_002593.1
COBU_ECOLI	AP_002594.1
INSH6_ECOLI	AP_002595.1
YOEA_ECOLI	AP_002598.1
AG43_ECOLI	AP_002599.1
YEER_ECOLI	AP_002600.1
YEES_ECOLI	AP_002601.1
YEET_ECOLI	AP_002602.1
YEEU_ECOLI	AP_002603.1
YEEV_ECOLI	AP_002604.1
YEEW_ECOLI	AP_002605.1
YOEF_ECOLI	AP_002606.1
YEEX_ECOLI	AP_002607.1
YEEA_ECOLI	AP_002608.1
GYRI_ECOLI	AP_002609.1
DACD_ECOLI	AP_002610.1
EX1_ECOLI	AP_002611.1
YEED_ECOLI	AP_002612.1
YEEE_ECOLI	AP_002613.1
YEEF_ECOLI	AP_002614.1
YEEY_ECOLI	AP_002615.1
YEEZ_ECOLI	AP_002616.1
YOEB_ECOLI	AP_002617.1
YEFM_ECOLI	AP_002618.1
LPHI_ECOLI	AP_002619.1
HIS1_ECOLI	AP_002620.1
HISX_ECOLI	AP_002621.1
HIS8_ECOLI	AP_002622.1
HIS7_ECOLI	AP_002623.1
HIS5_ECOLI	AP_002624.1
HIS4_ECOLI	AP_002625.1
HIS6_ECOLI	AP_002626.1
HIS2_ECOLI	AP_002627.1
WZZB_ECOLI	AP_002628.1
UDG_ECOLI	AP_002629.1
6PGD_ECOLI	AP_002630.1
YEFI_ECOLI	AP_002632.1
WBBJ_ECOLI	AP_002633.1
YEFG_ECOLI	AP_002634.1
RFC_ECOLI	AP_002635.1
GLF_ECOLI	AP_002636.1
RFBX_ECOLI	AP_002637.1
RFBC_ECOLI	AP_002638.1
RMLA1_ECOLI	AP_002639.1
RFBD_ECOLI	AP_002640.1
RFBB_ECOLI	AP_002641.1
GALF_ECOLI	AP_002642.1
WCAM_ECOLI	AP_002643.1
WCAL_ECOLI	AP_002644.1
WCAK_ECOLI	AP_002645.1
WZXC_ECOLI	AP_002646.1
WCAJ_ECOLI	AP_002647.1
MANB_ECOLI	AP_002648.1
MANC_ECOLI	AP_002649.1
WCAI_ECOLI	AP_002650.1
NUDD_ECOLI	AP_002651.1
FCL_ECOLI	AP_002652.1
GM4D_ECOLI	AP_002653.1
WCAF_ECOLI	AP_002654.1
WCAE_ECOLI	AP_002655.1
WCAD_ECOLI	AP_002656.1
WCAC_ECOLI	AP_002657.1
WCAB_ECOLI	AP_002658.1
WCAA_ECOLI	AP_002659.1
WZC_ECOLI	AP_002660.1
WZB_ECOLI	AP_002661.1
WZA_ECOLI	AP_002662.1
YEGH_ECOLI	AP_002663.1
ASMA_ECOLI	AP_002664.1
DCD_ECOLI	AP_002665.1
URK_ECOLI	AP_002666.1
YEGE_ECOLI	AP_002667.1
3MG2_ECOLI	AP_002668.1
YEGD_ECOLI	AP_002669.1
YEGI_ECOLI	AP_002670.1
YEGJ_ECOLI	AP_002671.1
YEGK_ECOLI	AP_002672.1
YEGL_ECOLI	AP_002673.1
MDTA_ECOLI	AP_002674.1
MDTB_ECOLI	AP_002675.1
MDTC_ECOLI	AP_002676.1
MDTD_ECOLI	AP_002677.1
BAES_ECOLI	AP_002678.1
BAER_ECOLI	AP_002679.1
YEGP_ECOLI	AP_002680.1
YEGQ_ECOLI	AP_002681.1
OGRK_ECOLI	AP_002682.1
YEGR_ECOLI	AP_002683.1
YEGS_ECOLI	AP_002684.1
GATD_ECOLI	AP_002687.1
PTKC_ECOLI	AP_002688.1
PTKB_ECOLI	AP_002689.1
PTKA_ECOLI	AP_002690.1
GATZ_ECOLI	AP_002693.1
GATY_ECOLI	AP_002694.1
ALF1_ECOLI	AP_002695.1
YEGT_ECOLI	AP_002696.1
YEGU_ECOLI	AP_002697.1
YEGV_ECOLI	AP_002698.1
YEGW_ECOLI	AP_002699.1
YEGX_ECOLI	AP_002700.1
THID_ECOLI	AP_002701.1
THIM_ECOLI	AP_002702.1
RCNR_ECOLI	AP_002703.1
RCNA_ECOLI	AP_002704.1
YOHN_ECOLI	AP_002705.1
YEHA_ECOLI	AP_002706.1
YEHB_ECOLI	AP_002707.1
YEHC_ECOLI	AP_002708.1
YEHD_ECOLI	AP_002709.1
YEHE_ECOLI	AP_002710.1
MRP_ECOLI	AP_002711.1
SYM_ECOLI	AP_002712.1
YEHI_ECOLI	AP_002713.1
YEHK_ECOLI	AP_002714.1
YEHL_ECOLI	AP_002715.1
YEHM_ECOLI	AP_002716.1
YEHP_ECOLI	AP_002717.1
YEHQ_ECOLI	AP_002718.1
YEHR_ECOLI	AP_002719.1
YEHS_ECOLI	AP_002720.1
YEHT_ECOLI	AP_002721.1
YEHU_ECOLI	AP_002722.1
MLRA_ECOLI	AP_002723.1
YOHO_ECOLI	AP_002724.1
YEHW_ECOLI	AP_002725.1
YEHX_ECOLI	AP_002726.1
YEHY_ECOLI	AP_002727.1
OSMF_ECOLI	AP_002728.1
BGLX_ECOLI	AP_002729.1
DLD_ECOLI	AP_002730.1
PBP7_ECOLI	AP_002731.1
YOHC_ECOLI	AP_002732.1
YOHD_ECOLI	AP_002733.1
YOHF_ECOLI	AP_002734.1
MDTQ_ECOLI	AP_002735.1
DUSC_ECOLI	AP_002737.1
YOHJ_ECOLI	AP_002738.1
YOHK_ECOLI	AP_002739.1
CDD_ECOLI	AP_002740.1
SANA_ECOLI	AP_002741.1
YEIS_ECOLI	AP_002742.1
YEIT_ECOLI	AP_002743.1
YEIA_ECOLI	AP_002744.1
MGLC_ECOLI	AP_002745.1
MGLA_ECOLI	AP_002746.1
DGAL_ECOLI	AP_002747.1
GALS_ECOLI	AP_002748.1
YEIB_ECOLI	AP_002749.1
GCH1_ECOLI	AP_002750.1
SFGH2_ECOLI	AP_002751.1
CIRA_ECOLI	AP_002752.1
LYSP_ECOLI	AP_002753.1
YEIE_ECOLI	AP_002754.1
YEIH_ECOLI	AP_002755.1
END4_ECOLI	AP_002756.1
YEII_ECOLI	AP_002757.1
NUPX_ECOLI	AP_002758.1
RIHB_ECOLI	AP_002759.1
NSR_ECOLI	AP_002760.1
PSUT_ECOLI	AP_002761.1
PSUG_ECOLI	AP_002762.1
PSUK_ECOLI	AP_002763.1
PTFBC_ECOLI	AP_002764.1
K1PF_ECOLI	AP_002765.1
PTFAH_ECOLI	AP_002766.1
SETB_ECOLI	AP_002767.1
YEIW_ECOLI	AP_002768.1
EFPL_ECOLI	AP_002769.1
YEIQ_ECOLI	AP_002770.1
YEIR_ECOLI	AP_002771.1
YEIU_ECOLI	AP_002772.1
SPR_ECOLI	AP_002773.1
RTN_ECOLI	AP_002774.1
YEJA_ECOLI	AP_002775.1
YEJB_ECOLI	AP_002776.1
YEJE_ECOLI	AP_002777.1
YEJF_ECOLI	AP_002778.1
YEJG_ECOLI	AP_002779.1
BCR_ECOLI	AP_002780.1
RSUA_ECOLI	AP_002781.1
YEJH_ECOLI	AP_002782.1
RL25_ECOLI	AP_002783.1
NDPA_ECOLI	AP_002784.1
YEJL_ECOLI	AP_002785.1
YEJM_ECOLI	AP_002786.1
YEJO_ECOLI	AP_002787.1
NARP_ECOLI	AP_002789.1
CCMH_ECOLI	AP_002790.1
DSBE_ECOLI	AP_002791.1
CCMF_ECOLI	AP_002792.1
CCME_ECOLI	AP_002793.1
CCMD_ECOLI	AP_002794.1
CCMC_ECOLI	AP_002795.1
CCMB_ECOLI	AP_002796.1
CCMA_ECOLI	AP_002797.1
NAPC_ECOLI	AP_002798.1
NAPB_ECOLI	AP_002799.1
NAPH_ECOLI	AP_002800.1
NAPG_ECOLI	AP_002801.1
NAPA_ECOLI	AP_002802.1
NAPD_ECOLI	AP_002803.1
NAPF_ECOLI	AP_002804.1
ECOT_ECOLI	AP_002805.1
MQO_ECOLI	AP_002806.1
YOJI_ECOLI	AP_002807.1
ALKB_ECOLI	AP_002808.1
ADA_ECOLI	AP_002809.1
APBE_ECOLI	AP_002810.1
OMPC_ECOLI	AP_002811.1
YOJN_ECOLI	AP_002812.1
RCSB_ECOLI	AP_002813.1
RCSC_ECOLI	AP_002814.1
ATOS_ECOLI	AP_002818.1
ATOC_ECOLI	AP_002819.1
ATOD_ECOLI	AP_002820.1
ATOA_ECOLI	AP_002821.1
ATOE_ECOLI	AP_002822.1
ATOB_ECOLI	AP_002823.1
YFAP_ECOLI	AP_002824.1
YFAQ_ECOLI	AP_002825.1
YFAT_ECOLI	AP_002826.1
YFAA_ECOLI	AP_002827.1
GYRA_ECOLI	AP_002828.1
UBIG_ECOLI	AP_002829.1
YFAL_ECOLI	AP_002830.1
RIR1_ECOLI	AP_002831.1
RIR2_ECOLI	AP_002832.1
YFAE_ECOLI	AP_002833.1
INAA_ECOLI	AP_002834.1
YFAH_ECOLI	AP_002835.1
GLPQ_ECOLI	AP_002836.1
GLPT_ECOLI	AP_002837.1
GLPA_ECOLI	AP_002838.1
GLPB_ECOLI	AP_002839.1
GLPC_ECOLI	AP_002840.1
YFAD_ECOLI	AP_002841.1
CINAL_ECOLI	AP_002846.1
YFAZ_ECOLI	AP_002847.1
NUDI_ECOLI	AP_002848.1
AIS_ECOLI	AP_002849.1
ARNB_ECOLI	AP_002850.1
ARNC_ECOLI	AP_002851.1
ARNA_ECOLI	AP_002852.1
ARND_ECOLI	AP_002853.1
ARNT_ECOLI	AP_002854.1
ARNE_ECOLI	AP_002855.1
ARNF_ECOLI	AP_002856.1
PMRD_ECOLI	AP_002857.1
MENE_ECOLI	AP_002858.1
MENC_ECOLI	AP_002859.1
MENB_ECOLI	AP_002860.1
MENH_ECOLI	AP_002861.1
MEND_ECOLI	AP_002862.1
MENF_ECOLI	AP_002863.1
ELAB_ECOLI	AP_002864.1
ELAA_ECOLI	AP_002865.1
RNZ_ECOLI	AP_002866.1
ELAD_ECOLI	AP_002867.1
YFBK_ECOLI	AP_002868.1
YFBL_ECOLI	AP_002869.1
YFBM_ECOLI	AP_002870.1
YFBN_ECOLI	AP_002871.1
YFBO_ECOLI	AP_002872.1
YFBP_ECOLI	AP_002873.1
NUON_ECOLI	AP_002874.1
NUOM_ECOLI	AP_002875.1
NUOL_ECOLI	AP_002876.1
NUOK_ECOLI	AP_002877.1
NUOJ_ECOLI	AP_002878.1
NUOI_ECOLI	AP_002879.1
NUOH_ECOLI	AP_002880.1
NUOG_ECOLI	AP_002881.1
NUOF_ECOLI	AP_002882.1
NUOE_ECOLI	AP_002883.1
NUOCD_ECOLI	AP_002884.1
NUOB_ECOLI	AP_002885.1
NUOA_ECOLI	AP_002886.1
LRHA_ECOLI	AP_002887.1
YFBQ_ECOLI	AP_002890.1
YFBR_ECOLI	AP_002891.1
YFBS_ECOLI	AP_002892.1
YFBT_ECOLI	AP_002893.1
