K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)	BL21(DE3) Entry name (Uniprot)
GNTK_ECOLI	C6EFD8	C6EFD8_ECOBD
DHAS_ECOLI	C6EFE1	C6EFE1_ECOBD
GLGB_ECOLI	C6EFE2	C6EFE2_ECOBD
GLGX_ECOLI	C6EFE3	C6EFE3_ECOBD
GLGC_ECOLI	C6EFE4	C6EFE4_ECOBD
GLGA_ECOLI	C6EFE5	C6EFE5_ECOBD
PHSG_ECOLI	C6EFE6	C6EFE6_ECOBD
GLPE_ECOLI	C6EFE9	C6EFE9_ECOBD
GLPG_ECOLI	C6EFF0	C6EFF0_ECOBD
GLPR_ECOLI	C6EFF1	C6EFF1_ECOBD
RTCB_ECOLI	C6EFF3	C6EFF3_ECOBD
PHSM_ECOLI	C6EFF7	C6EFF7_ECOBD
MALQ_ECOLI	C6EFF8	C6EFF8_ECOBD
NFUA_ECOLI	C6EFG0	C6EFG0_ECOBD
BIOH_ECOLI	C6EFG2	C6EFG2_ECOBD
FEOB_ECOLI	C6EFG5	C6EFG5_ECOBD
YHGF_ECOLI	C6EFG7	C6EFG7_ECOBD
GREB_ECOLI	C6EFG8	C6EFG8_ECOBD
OMPR_ECOLI	C6EFG9	C6EFG9_ECOBD
ENVZ_ECOLI	C6EFH0	C6EFH0_ECOBD
PCKA_ECOLI	C6EFH1	C6EFH1_ECOBD
YRFG_ECOLI	C6EFH6	C6EFH6_ECOBD
IGAA_ECOLI	C6EFH7	C6EFH7_ECOBD
NUDE_ECOLI	C6EFH9	C6EFH9_ECOBD
PBPA_ECOLI	C6EFI0	C6EFI0_ECOBD
YRFD_ECOLI	C6EFI1	C6EFI1_ECOBD
YRFB_ECOLI	C6EFI3	C6EFI3_ECOBD
HOFQ_ECOLI	C6EFI5	C6EFI5_ECOBD
AROK_ECOLI	C6EFI6	C6EFI6_ECOBD
AROB_ECOLI	C6EFI7	C6EFI7_ECOBD
DMA_ECOLI	C6EFI9	C6EFI9_ECOBD
RPE_ECOLI	C6EFJ0	C6EFJ0_ECOBD
GPH_ECOLI	C6EFJ1	C6EFJ1_ECOBD
SYW_ECOLI	C6EFJ2	C6EFJ2_ECOBD
CYSG_ECOLI	C6EFK8	C6EFK8_ECOBD
NIRC_ECOLI	C6EFK9	C6EFK9_ECOBD
NIRD_ECOLI	C6EFL0	C6EFL0_ECOBD
NIRB_ECOLI	C6EFL1	C6EFL1_ECOBD
TSGA_ECOLI	C6EFL2	C6EFL2_ECOBD
USPF_ECOLI	C6EFL5	C6EFL5_ECOBD
TTCA_ECOLI	C6EFN8	C6EFN8_ECOBD
DBPA_ECOLI	C6EFN9	C6EFN9_ECOBD
ZNTB_ECOLI	C6EFP1	C6EFP1_ECOBD
YDAL_ECOLI	C6EFP3	C6EFP3_ECOBD
USPE_ECOLI	C6EFP9	C6EFP9_ECOBD
YNAJ_ECOLI	C6EFQ0	C6EFQ0_ECOBD
YNAI_ECOLI	C6EFQ1	C6EFQ1_ECOBD
AEEP_ECOLI	C6EFQ7	C6EFQ7_ECOBD
TYRR_ECOLI	C6EFQ9	C6EFQ9_ECOBD
YCJF_ECOLI	C6EFR0	C6EFR0_ECOBD
YCJX_ECOLI	C6EFR1	C6EFR1_ECOBD
PSPF_ECOLI	C6EFS9	C6EFS9_ECOBD
SAPA_ECOLI	C6EFT8	C6EFT8_ECOBD
SAPB_ECOLI	C6EFT9	C6EFT9_ECOBD
SAPC_ECOLI	C6EFU0	C6EFU0_ECOBD
SAPD_ECOLI	C6EFU1	C6EFU1_ECOBD
SAPF_ECOLI	C6EFU2	C6EFU2_ECOBD
FABI_ECOLI	C6EFU4	C6EFU4_ECOBD
RNB_ECOLI	C6EFU6	C6EFU6_ECOBD
GMR_ECOLI	C6EFU8	C6EFU8_ECOBD
YCIT_ECOLI	C6EFV0	C6EFV0_ECOBD
PYRF_ECOLI	C6EFV3	C6EFV3_ECOBD
YCIM_ECOLI	C6EFV4	C6EFV4_ECOBD
PGPB_ECOLI	C6EFV6	C6EFV6_ECOBD
RIBA_ECOLI	C6EFV7	C6EFV7_ECOBD
CYSB_ECOLI	C6EFW2	C6EFW2_ECOBD
TOP1_ECOLI	C6EFW3	C6EFW3_ECOBD
YCIN_ECOLI	C6EFW4	C6EFW4_ECOBD
YCIK_ECOLI	C6EFW6	C6EFW6_ECOBD
RLUB_ECOLI	C6EFW8	C6EFW8_ECOBD
YCIO_ECOLI	C6EFX0	C6EFX0_ECOBD
TRPH_ECOLI	C6EFX1	C6EFX1_ECOBD
TRPE_ECOLI	C6EFX2	C6EFX2_ECOBD
TRPG_ECOLI	C6EFX3	C6EFX3_ECOBD
TRPB_ECOLI	C6EFX5	C6EFX5_ECOBD
YCIA_ECOLI	C6EFY3	C6EFY3_ECOBD
YCII_ECOLI	C6EFY5	C6EFY5_ECOBD
KCH_ECOLI	C6EFY6	C6EFY6_ECOBD
CLS_ECOLI	C6EFY7	C6EFY7_ECOBD
YCIU_ECOLI	C6EFY8	C6EFY8_ECOBD
OPPF_ECOLI	C6EFY9	C6EFY9_ECOBD
OPPD_ECOLI	C6EFZ0	C6EFZ0_ECOBD
YIGI_ECOLI	C6EFZ2	C6EFZ2_ECOBD
RARD_ECOLI	C6EFZ3	C6EFZ3_ECOBD
CORA_ECOLI	C6EFZ7	C6EFZ7_ECOBD
UVRD_ECOLI	C6EG01	C6EG01_ECOBD
DAPF_ECOLI	C6EG05	C6EG05_ECOBD
CYAY_ECOLI	C6EG08	C6EG08_ECOBD
HEM3_ECOLI	C6EG10	C6EG10_ECOBD
HEM4_ECOLI	C6EG11	C6EG11_ECOBD
HEMY_ECOLI	C6EG13	C6EG13_ECOBD
ASLB_ECOLI	C6EG15	C6EG15_ECOBD
WECG_ECOLI	C6EG17	C6EG17_ECOBD
RFFA_ECOLI	C6EG21	C6EG21_ECOBD
RMLA2_ECOLI	C6EG23	C6EG23_ECOBD
RMLB2_ECOLI	C6EG24	C6EG24_ECOBD
WECC_ECOLI	C6EG25	C6EG25_ECOBD
WECB_ECOLI	C6EG26	C6EG26_ECOBD
WZZE_ECOLI	C6EG27	C6EG27_ECOBD
RHO_ECOLI	C6EG30	C6EG30_ECOBD
RHLB_ECOLI	C6EG33	C6EG33_ECOBD
REP_ECOLI	C6EG35	C6EG35_ECOBD
PPIC_ECOLI	C6EG36	C6EG36_ECOBD
ILVC_ECOLI	C6EG37	C6EG37_ECOBD
ILVY_ECOLI	C6EG38	C6EG38_ECOBD
THD1_ECOLI	C6EG39	C6EG39_ECOBD
ILVE_ECOLI	C6EG41	C6EG41_ECOBD
YIFB_ECOLI	C6EG44	C6EG44_ECOBD
YIFE_ECOLI	C6EG45	C6EG45_ECOBD
YIEP_ECOLI	C6EG47	C6EG47_ECOBD
HSRA_ECOLI	C6EG48	C6EG48_ECOBD
RBSK_ECOLI	C6EG50	C6EG50_ECOBD
RBSB_ECOLI	C6EG51	C6EG51_ECOBD
RBSA_ECOLI	C6EG53	C6EG53_ECOBD
KUP_ECOLI	C6EG56	C6EG56_ECOBD
VIAA_ECOLI	C6EG58	C6EG58_ECOBD
ASNA_ECOLI	C6EG59	C6EG59_ECOBD
ASNC_ECOLI	C6EG60	C6EG60_ECOBD
MIOC_ECOLI	C6EG61	C6EG61_ECOBD
ATP6_ECOLI	C6EG65	C6EG65_ECOBD
ATPG_ECOLI	C6EG70	C6EG70_ECOBD
ATPB_ECOLI	C6EG71	C6EG71_ECOBD
GLMU_ECOLI	C6EG73	C6EG73_ECOBD
PSTS_ECOLI	C6EG75	C6EG75_ECOBD
PSTA_ECOLI	C6EG77	C6EG77_ECOBD
PSTB_ECOLI	C6EG78	C6EG78_ECOBD
PHOU_ECOLI	C6EG79	C6EG79_ECOBD
PURP_ECOLI	C6EG89	C6EG89_ECOBD
YIEF_ECOLI	C6EG90	C6EG90_ECOBD
YIEE_ECOLI	C6EG91	C6EG91_ECOBD
MDTL_ECOLI	C6EG93	C6EG93_ECOBD
TNAA_ECOLI	C6EG95	C6EG95_ECOBD
MNME_ECOLI	C6EG97	C6EG97_ECOBD
OXAA_ECOLI	C6EG98	C6EG98_ECOBD
RNPA_ECOLI	C6EGA0	C6EGA0_ECOBD
PABA_ECOLI	C6EGA3	C6EGA3_ECOBD
ARGD_ECOLI	C6EGA4	C6EGA4_ECOBD
YHFK_ECOLI	C6EGA5	C6EGA5_ECOBD
CRP_ECOLI	C6EGA6	C6EGA6_ECOBD
YHFA_ECOLI	C6EGA7	C6EGA7_ECOBD
KPPR_ECOLI	C6EGA8	C6EGA8_ECOBD
YHET_ECOLI	C6EGB0	C6EGB0_ECOBD
YHES_ECOLI	C6EGB1	C6EGB1_ECOBD
KEFG_ECOLI	C6EGB2	C6EGB2_ECOBD
SLYD_ECOLI	C6EGB5	C6EGB5_ECOBD
YHEO_ECOLI	C6EGB8	C6EGB8_ECOBD
RS7_ECOLI	C6EGC3	C6EGC3_ECOBD
EFG_ECOLI	C6EGC4	C6EGC4_ECOBD
RS10_ECOLI	C6EGE5	C6EGE5_ECOBD
RL3_ECOLI	C6EGE6	C6EGE6_ECOBD
RL4_ECOLI	C6EGE7	C6EGE7_ECOBD
RL2_ECOLI	C6EGE9	C6EGE9_ECOBD
RS19_ECOLI	C6EGF0	C6EGF0_ECOBD
RL22_ECOLI	C6EGF1	C6EGF1_ECOBD
RL16_ECOLI	C6EGF3	C6EGF3_ECOBD
RS17_ECOLI	C6EGF5	C6EGF5_ECOBD
RL14_ECOLI	C6EGF6	C6EGF6_ECOBD
RL24_ECOLI	C6EGF7	C6EGF7_ECOBD
RS14_ECOLI	C6EGF9	C6EGF9_ECOBD
RS8_ECOLI	C6EGG0	C6EGG0_ECOBD
RL6_ECOLI	C6EGG1	C6EGG1_ECOBD
RS5_ECOLI	C6EGG3	C6EGG3_ECOBD
RL15_ECOLI	C6EGG5	C6EGG5_ECOBD
SECY_ECOLI	C6EGG6	C6EGG6_ECOBD
RS13_ECOLI	C6EGG8	C6EGG8_ECOBD
RS11_ECOLI	C6EGG9	C6EGG9_ECOBD
RS4_ECOLI	C6EGH0	C6EGH0_ECOBD
RPOA_ECOLI	C6EGH1	C6EGH1_ECOBD
RL17_ECOLI	C6EGH2	C6EGH2_ECOBD
ZNTR_ECOLI	C6EGH4	C6EGH4_ECOBD
RSMB_ECOLI	C6EGH8	C6EGH8_ECOBD
FMT_ECOLI	C6EGH9	C6EGH9_ECOBD
DEF_ECOLI	C6EGI0	C6EGI0_ECOBD
SMG_ECOLI	C6EGI2	C6EGI2_ECOBD
YRDD_ECOLI	C6EGI3	C6EGI3_ECOBD
RIMN_ECOLI	C6EGI4	C6EGI4_ECOBD
AROE_ECOLI	C6EGI5	C6EGI5_ECOBD
YRDA_ECOLI	C6EGI7	C6EGI7_ECOBD
YHDZ_ECOLI	C6EGI8	C6EGI8_ECOBD
YHDY_ECOLI	C6EGI9	C6EGI9_ECOBD
YHDX_ECOLI	C6EGJ0	C6EGJ0_ECOBD
ENVR_ECOLI	C6EGJ6	C6EGJ6_ECOBD
YHDJ_ECOLI	C6EGJ8	C6EGJ8_ECOBD
FIS_ECOLI	C6EGJ9	C6EGJ9_ECOBD
DUSB_ECOLI	C6EGK0	C6EGK0_ECOBD
ACCC_ECOLI	C6EGK4	C6EGK4_ECOBD
CSRD_ECOLI	C6EGK8	C6EGK8_ECOBD
MREB_ECOLI	C6EGL0	C6EGL0_ECOBD
MRED_ECOLI	C6EGL2	C6EGL2_ECOBD
YHDE_ECOLI	C6EGL3	C6EGL3_ECOBD
RNG_ECOLI	C6EGL4	C6EGL4_ECOBD
TLDD_ECOLI	C6EGL6	C6EGL6_ECOBD
AAER_ECOLI	C6EGL7	C6EGL7_ECOBD
AAEX_ECOLI	C6EGL8	C6EGL8_ECOBD
AAEA_ECOLI	C6EGL9	C6EGL9_ECOBD
YHCO_ECOLI	C6EGM1	C6EGM1_ECOBD
OPPA_ECOLI	C6EGM4	C6EGM4_ECOBD
YCHE_ECOLI	C6EGM7	C6EGM7_ECOBD
ADHE_ECOLI	C6EGM8	C6EGM8_ECOBD
KITH_ECOLI	C6EGM9	C6EGM9_ECOBD
HNS_ECOLI	C6EGN0	C6EGN0_ECOBD
GALU_ECOLI	C6EGN1	C6EGN1_ECOBD
HNR_ECOLI	C6EGN2	C6EGN2_ECOBD
RSSA_ECOLI	C6EGN3	C6EGN3_ECOBD
YECA_ECOLI	C6EGN4	C6EGN4_ECOBD
PURU_ECOLI	C6EGN5	C6EGN5_ECOBD
NARI_ECOLI	C6EGN6	C6EGN6_ECOBD
NARJ_ECOLI	C6EGN7	C6EGN7_ECOBD
NARH_ECOLI	C6EGN8	C6EGN8_ECOBD
NARG_ECOLI	C6EGN9	C6EGN9_ECOBD
NARX_ECOLI	C6EGP2	C6EGP2_ECOBD
NARL_ECOLI	C6EGP3	C6EGP3_ECOBD
YCHO_ECOLI	C6EGP4	C6EGP4_ECOBD
YCHN_ECOLI	C6EGP5	C6EGP5_ECOBD
CHAC_ECOLI	C6EGP6	C6EGP6_ECOBD
KDSA_ECOLI	C6EGQ1	C6EGQ1_ECOBD
SIRB1_ECOLI	C6EGQ2	C6EGQ2_ECOBD
SIRB2_ECOLI	C6EGQ3	C6EGQ3_ECOBD
HEMK_ECOLI	C6EGQ4	C6EGQ4_ECOBD
RF1_ECOLI	C6EGQ5	C6EGQ5_ECOBD
HEM1_ECOLI	C6EGQ6	C6EGQ6_ECOBD
LOLB_ECOLI	C6EGQ7	C6EGQ7_ECOBD
ISPE_ECOLI	C6EGQ8	C6EGQ8_ECOBD
KPRS_ECOLI	C6EGQ9	C6EGQ9_ECOBD
ENGD_ECOLI	C6EGR3	C6EGR3_ECOBD
YCGR_ECOLI	C6EGS3	C6EGS3_ECOBD
EMTA_ECOLI	C6EGS4	C6EGS4_ECOBD
LDCA_ECOLI	C6EGS5	C6EGS5_ECOBD
ALR2_ECOLI	C6EGS7	C6EGS7_ECOBD
DADA_ECOLI	C6EGS8	C6EGS8_ECOBD
YCGB_ECOLI	C6EGS9	C6EGS9_ECOBD
FADR_ECOLI	C6EGT0	C6EGT0_ECOBD
UMUC_ECOLI	C6EGT3	C6EGT3_ECOBD
YCGN_ECOLI	C6EGT5	C6EGT5_ECOBD
YCGM_ECOLI	C6EGT6	C6EGT6_ECOBD
YCGL_ECOLI	C6EGT7	C6EGT7_ECOBD
YCGJ_ECOLI	C6EGT9	C6EGT9_ECOBD
MINC_ECOLI	C6EGU0	C6EGU0_ECOBD
MIND_ECOLI	C6EGU1	C6EGU1_ECOBD
MINE_ECOLI	C6EGU2	C6EGU2_ECOBD
IDH_ECOLI	C6EGV5	C6EGV5_ECOBD
RLUE_ECOLI	C6EGV6	C6EGV6_ECOBD
NUDJ_ECOLI	C6EGV7	C6EGV7_ECOBD
MNMA_ECOLI	C6EGV8	C6EGV8_ECOBD
HFLD_ECOLI	C6EGV9	C6EGV9_ECOBD
PUR8_ECOLI	C6EGW0	C6EGW0_ECOBD
PHOP_ECOLI	C6EGW1	C6EGW1_ECOBD
PHOQ_ECOLI	C6EGW2	C6EGW2_ECOBD
YCFD_ECOLI	C6EGW3	C6EGW3_ECOBD
PEPT_ECOLI	C6EGW4	C6EGW4_ECOBD
POTA_ECOLI	C6EGW5	C6EGW5_ECOBD
POTB_ECOLI	C6EGW6	C6EGW6_ECOBD
POTC_ECOLI	C6EGW7	C6EGW7_ECOBD
POTD_ECOLI	C6EGW8	C6EGW8_ECOBD
NPD_ECOLI	C6EGX1	C6EGX1_ECOBD
LOLD_ECOLI	C6EGX5	C6EGX5_ECOBD
MFD_ECOLI	C6EGX8	C6EGX8_ECOBD
YCFS_ECOLI	C6EGX9	C6EGX9_ECOBD
BHSA_ECOLI	C6EGY0	C6EGY0_ECOBD
YCFQ_ECOLI	C6EGY1	C6EGY1_ECOBD
DHNA_ECOLI	C6EGY3	C6EGY3_ECOBD
YCFP_ECOLI	C6EGY4	C6EGY4_ECOBD
NAGZ_ECOLI	C6EGY5	C6EGY5_ECOBD
THIK_ECOLI	C6EGY6	C6EGY6_ECOBD
YCFM_ECOLI	C6EGY7	C6EGY7_ECOBD
YCFL_ECOLI	C6EGY8	C6EGY8_ECOBD
HINT_ECOLI	C6EGY9	C6EGY9_ECOBD
PTGCB_ECOLI	C6EGZ1	C6EGZ1_ECOBD
YCFH_ECOLI	C6EGZ2	C6EGZ2_ECOBD
ARGR_ECOLI	C6EGZ4	C6EGZ4_ECOBD
MDH_ECOLI	C6EGZ6	C6EGZ6_ECOBD
YHCM_ECOLI	C6EH00	C6EH00_ECOBD
RL13_ECOLI	C6EH01	C6EH01_ECOBD
RS9_ECOLI	C6EH02	C6EH02_ECOBD
SSPA_ECOLI	C6EH03	C6EH03_ECOBD
SSPB_ECOLI	C6EH04	C6EH04_ECOBD
NANR_ECOLI	C6EH06	C6EH06_ECOBD
NANA_ECOLI	C6EH07	C6EH07_ECOBD
GLTD_ECOLI	C6EH14	C6EH14_ECOBD
YHCC_ECOLI	C6EH16	C6EH16_ECOBD
ARCB_ECOLI	C6EH17	C6EH17_ECOBD
ELBB_ECOLI	C6EH18	C6EH18_ECOBD
MTGA_ECOLI	C6EH19	C6EH19_ECOBD
YRBL_ECOLI	C6EH20	C6EH20_ECOBD
PTSO_ECOLI	C6EH21	C6EH21_ECOBD
YHBJ_ECOLI	C6EH22	C6EH22_ECOBD
PTSN_ECOLI	C6EH23	C6EH23_ECOBD
RP5M_ECOLI	C6EH24	C6EH24_ECOBD
LPTB_ECOLI	C6EH26	C6EH26_ECOBD
LPTA_ECOLI	C6EH27	C6EH27_ECOBD
LPTC_ECOLI	C6EH28	C6EH28_ECOBD
KDSC_ECOLI	C6EH29	C6EH29_ECOBD
KDSD_ECOLI	C6EH30	C6EH30_ECOBD
MLAF_ECOLI	C6EH32	C6EH32_ECOBD
MLAE_ECOLI	C6EH33	C6EH33_ECOBD
MLAD_ECOLI	C6EH34	C6EH34_ECOBD
MLAC_ECOLI	C6EH35	C6EH35_ECOBD
YRBA_ECOLI	C6EH37	C6EH37_ECOBD
SFSB_ECOLI	C6EH39	C6EH39_ECOBD
ISPB_ECOLI	C6EH40	C6EH40_ECOBD
YHBE_ECOLI	C6EH43	C6EH43_ECOBD
DACB_ECOLI	C6EH45	C6EH45_ECOBD
GREA_ECOLI	C6EH46	C6EH46_ECOBD
RLME_ECOLI	C6EH48	C6EH48_ECOBD
DHPS_ECOLI	C6EH50	C6EH50_ECOBD
GLMM_ECOLI	C6EH51	C6EH51_ECOBD
SECG_ECOLI	C6EH52	C6EH52_ECOBD
YHBX_ECOLI	C6EH53	C6EH53_ECOBD
ASSY_ECOLI	C6EH54	C6EH54_ECOBD
RIMP_ECOLI	C6EH55	C6EH55_ECOBD
NUSA_ECOLI	C6EH56	C6EH56_ECOBD
RBFA_ECOLI	C6EH58	C6EH58_ECOBD
TRUB_ECOLI	C6EH59	C6EH59_ECOBD
RS15_ECOLI	C6EH60	C6EH60_ECOBD
PNP_ECOLI	C6EH61	C6EH61_ECOBD
NLPI_ECOLI	C6EH62	C6EH62_ECOBD
DEAD_ECOLI	C6EH63	C6EH63_ECOBD
MTR_ECOLI	C6EH64	C6EH64_ECOBD
YHBW_ECOLI	C6EH65	C6EH65_ECOBD
YHBV_ECOLI	C6EH66	C6EH66_ECOBD
YHBU_ECOLI	C6EH67	C6EH67_ECOBD
YHBT_ECOLI	C6EH68	C6EH68_ECOBD
YHBS_ECOLI	C6EH69	C6EH69_ECOBD
YHBQ_ECOLI	C6EH70	C6EH70_ECOBD
YHBP_ECOLI	C6EH71	C6EH71_ECOBD
YRAR_ECOLI	C6EH73	C6EH73_ECOBD
YRAQ_ECOLI	C6EH74	C6EH74_ECOBD
DIAA_ECOLI	C6EH76	C6EH76_ECOBD
YRAN_ECOLI	C6EH77	C6EH77_ECOBD
RSMI_ECOLI	C6EH79	C6EH79_ECOBD
PTPD_ECOLI	C6EH85	C6EH85_ECOBD
KBAY_ECOLI	C6EH88	C6EH88_ECOBD
AGAS_ECOLI	C6EH89	C6EH89_ECOBD
PTPB2_ECOLI	C6EH94	C6EH94_ECOBD
KBAZ_ECOLI	C6EH95	C6EH95_ECOBD
AGAR_ECOLI	C6EH96	C6EH96_ECOBD
GARD_ECOLI	C6EH98	C6EH98_ECOBD
GARL_ECOLI	C6EHA0	C6EHA0_ECOBD
GARR_ECOLI	C6EHA1	C6EHA1_ECOBD
GLXK2_ECOLI	C6EHA2	C6EHA2_ECOBD
TDCA_ECOLI	C6EHA6	C6EHA6_ECOBD
THD2_ECOLI	C6EHA7	C6EHA7_ECOBD
TDCC_ECOLI	C6EHA8	C6EHA8_ECOBD
TDCE_ECOLI	C6EHB0	C6EHB0_ECOBD
TDCF_ECOLI	C6EHB1	C6EHB1_ECOBD
KTHY_ECOLI	C6EHB6	C6EHB6_ECOBD
YCEG_ECOLI	C6EHB7	C6EHB7_ECOBD
PABC_ECOLI	C6EHB8	C6EHB8_ECOBD
FABF_ECOLI	C6EHB9	C6EHB9_ECOBD
FABD_ECOLI	C6EHC2	C6EHC2_ECOBD
FABH_ECOLI	C6EHC3	C6EHC3_ECOBD
YCEF_ECOLI	C6EHC7	C6EHC7_ECOBD
RLUC_ECOLI	C6EHC8	C6EHC8_ECOBD
FLGL_ECOLI	C6EHD0	C6EHD0_ECOBD
FLGK_ECOLI	C6EHD1	C6EHD1_ECOBD
FLGJ_ECOLI	C6EHD2	C6EHD2_ECOBD
FLGH_ECOLI	C6EHD4	C6EHD4_ECOBD
FLGG_ECOLI	C6EHD5	C6EHD5_ECOBD
FLGF_ECOLI	C6EHD6	C6EHD6_ECOBD
FLGC_ECOLI	C6EHD9	C6EHD9_ECOBD
FLGB_ECOLI	C6EHE0	C6EHE0_ECOBD
FLGN_ECOLI	C6EHE3	C6EHE3_ECOBD
YCEH_ECOLI	C6EHE6	C6EHE6_ECOBD
RIMJ_ECOLI	C6EHE7	C6EHE7_ECOBD
GLRX2_ECOLI	C6EHE9	C6EHE9_ECOBD
YCEB_ECOLI	C6EHF0	C6EHF0_ECOBD
PYRC_ECOLI	C6EHF1	C6EHF1_ECOBD
DINI_ECOLI	C6EHF2	C6EHF2_ECOBD
BSSS_ECOLI	C6EHF3	C6EHF3_ECOBD
MTOX_ECOLI	C6EHF4	C6EHF4_ECOBD
YCEI_ECOLI	C6EHF7	C6EHF7_ECOBD
YCEA_ECOLI	C6EHF8	C6EHF8_ECOBD
HTRB_ECOLI	C6EHF9	C6EHF9_ECOBD
MSYB_ECOLI	C6EHG1	C6EHG1_ECOBD
OPGH_ECOLI	C6EHG3	C6EHG3_ECOBD
OPGG_ECOLI	C6EHG4	C6EHG4_ECOBD
OPGC_ECOLI	C6EHG5	C6EHG5_ECOBD
YMDC_ECOLI	C6EHG6	C6EHG6_ECOBD
YMDB_ECOLI	C6EHG7	C6EHG7_ECOBD
CSGC_ECOLI	C6EHG9	C6EHG9_ECOBD
CSGB_ECOLI	C6EHH1	C6EHH1_ECOBD
CSGE_ECOLI	C6EHH3	C6EHH3_ECOBD
CSGG_ECOLI	C6EHH5	C6EHH5_ECOBD
YCDZ_ECOLI	C6EHH6	C6EHH6_ECOBD
YCDY_ECOLI	C6EHH7	C6EHH7_ECOBD
YCDX_ECOLI	C6EHH8	C6EHH8_ECOBD
YCDB_ECOLI	C6EHI8	C6EHI8_ECOBD
YCDO_ECOLI	C6EHI9	C6EHI9_ECOBD
PUTA_ECOLI	C6EHJ3	C6EHJ3_ECOBD
RUTR_ECOLI	C6EHJ4	C6EHJ4_ECOBD
RUTA_ECOLI	C6EHJ5	C6EHJ5_ECOBD
RUTB_ECOLI	C6EHJ6	C6EHJ6_ECOBD
RUTC_ECOLI	C6EHJ7	C6EHJ7_ECOBD
RUTE_ECOLI	C6EHJ9	C6EHJ9_ECOBD
RUTF_ECOLI	C6EHK0	C6EHK0_ECOBD
CBPA_ECOLI	C6EHK7	C6EHK7_ECOBD
CBPM_ECOLI	C6EHK8	C6EHK8_ECOBD
TORD_ECOLI	C6EHK9	C6EHK9_ECOBD
TORA_ECOLI	C6EHL0	C6EHL0_ECOBD
TORC_ECOLI	C6EHL1	C6EHL1_ECOBD
TORR_ECOLI	C6EHL2	C6EHL2_ECOBD
TORT_ECOLI	C6EHL3	C6EHL3_ECOBD
TORS_ECOLI	C6EHL4	C6EHL4_ECOBD
YCCM_ECOLI	C6EHL5	C6EHL5_ECOBD
PPA_ECOLI	C6EHM7	C6EHM7_ECOBD
APPB_ECOLI	C6EHM9	C6EHM9_ECOBD
APPC_ECOLI	C6EHN0	C6EHN0_ECOBD
HYAF_ECOLI	C6EHN1	C6EHN1_ECOBD
HYAE_ECOLI	C6EHN2	C6EHN2_ECOBD
CYBH_ECOLI	C6EHN4	C6EHN4_ECOBD
YHAK_ECOLI	C6EHN6	C6EHN6_ECOBD
YHAJ_ECOLI	C6EHN7	C6EHN7_ECOBD
YHAH_ECOLI	C6EHN9	C6EHN9_ECOBD
YQJK_ECOLI	C6EHP3	C6EHP3_ECOBD
YQJC_ECOLI	C6EHP6	C6EHP6_ECOBD
YQJA_ECOLI	C6EHP8	C6EHP8_ECOBD
EXUR_ECOLI	C6EHQ0	C6EHQ0_ECOBD
UXAC_ECOLI	C6EHQ2	C6EHQ2_ECOBD
UXAA_ECOLI	C6EHQ3	C6EHQ3_ECOBD
YGJV_ECOLI	C6EHQ4	C6EHQ4_ECOBD
ALX_ECOLI	C6EHQ7	C6EHQ7_ECOBD
YGJR_ECOLI	C6EHQ9	C6EHQ9_ECOBD
YGJQ_ECOLI	C6EHR0	C6EHR0_ECOBD
RLMG_ECOLI	C6EHR2	C6EHR2_ECOBD
FADH_ECOLI	C6EHR5	C6EHR5_ECOBD
YGJK_ECOLI	C6EHR6	C6EHR6_ECOBD
YGJJ_ECOLI	C6EHR7	C6EHR7_ECOBD
YGJI_ECOLI	C6EHR8	C6EHR8_ECOBD
EBGC_ECOLI	C6EHR9	C6EHR9_ECOBD
BGA2_ECOLI	C6EHS0	C6EHS0_ECOBD
EBGR_ECOLI	C6EHS1	C6EHS1_ECOBD
PAT_ECOLI	C6EHS3	C6EHS3_ECOBD
AER_ECOLI	C6EHS4	C6EHS4_ECOBD
YQJI_ECOLI	C6EHS5	C6EHS5_ECOBD
YQJH_ECOLI	C6EHS6	C6EHS6_ECOBD
RPOD_ECOLI	C6EHS8	C6EHS8_ECOBD
PRIM_ECOLI	C6EHS9	C6EHS9_ECOBD
GCP_ECOLI	C6EHT1	C6EHT1_ECOBD
TTDB_ECOLI	C6EHT3	C6EHT3_ECOBD
TTDA_ECOLI	C6EHT4	C6EHT4_ECOBD
TTDR_ECOLI	C6EHT5	C6EHT5_ECOBD
PLSY_ECOLI	C6EHT6	C6EHT6_ECOBD
UPPP_ECOLI	C6EHT8	C6EHT8_ECOBD
CCA_ECOLI	C6EHT9	C6EHT9_ECOBD
YGIF_ECOLI	C6EHU1	C6EHU1_ECOBD
GLNE_ECOLI	C6EHU2	C6EHU2_ECOBD
HLDE_ECOLI	C6EHU3	C6EHU3_ECOBD
RIBB_ECOLI	C6EHV2	C6EHV2_ECOBD
YGID_ECOLI	C6EHV5	C6EHV5_ECOBD
YGIC_ECOLI	C6EHV6	C6EHV6_ECOBD
YGIB_ECOLI	C6EHV7	C6EHV7_ECOBD
TOLC_ECOLI	C6EHV8	C6EHV8_ECOBD
ADPP_ECOLI	C6EHV9	C6EHV9_ECOBD
YQIB_ECOLI	C6EHW0	C6EHW0_ECOBD
ICC_ECOLI	C6EHW1	C6EHW1_ECOBD
YQIA_ECOLI	C6EHW2	C6EHW2_ECOBD
PARE_ECOLI	C6EHW3	C6EHW3_ECOBD
