Entry Name A_Subcellular Location(this study)	Entry Name B_Subcellular Location(this study)	Entry Name A	Entry Name B	Accession A	Accession B
RS7_A	PSS_F1	RS7_ECOLI	PSS_ECOLI	P02359	P23830
RS7_A	MNME_F1	RS7_ECOLI	MNME_ECOLI	P02359	P25522
RS7_A	MOAA_A	RS7_ECOLI	MOAA_ECOLI	P02359	P30745
RS7_A	AIDB_A	RS7_ECOLI	AIDB_ECOLI	P02359	P33224
RS7_A	RSGA_A	RS7_ECOLI	RSGA_ECOLI	P02359	P39286
RS7_A	RL4_A	RS7_ECOLI	RL4_ECOLI	P02359	P60723
RS7_A	RLMB_A	RS7_ECOLI	RLMB_ECOLI	P02359	P63177
RS7_A	YDIH_A	RS7_ECOLI	YDIH_ECOLI	P02359	P64476
RS7_A	NFI_A	RS7_ECOLI	NFI_ECOLI	P02359	P68739
RS7_A	RCSA_A	RS7_ECOLI	RCSA_ECOLI	P02359	P69405
RS7_A	YBJX_F1	RS7_ECOLI	YBJX_ECOLI	P02359	P75829
RS7_A	YDCP_A	RS7_ECOLI	YDCP_ECOLI	P02359	P76104
RL15_A	PNP_A	RL15_ECOLI	PNP_ECOLI	P02413	P05055
RL15_A	ACP_F1	RL15_ECOLI	ACP_ECOLI	P02413	P0A6A8
RL15_A	HFQ_F1	RL15_ECOLI	HFQ_ECOLI	P02413	P0A6X3
RL15_A	IHFB_A	RL15_ECOLI	IHFB_ECOLI	P02413	P0A6Y1
RL15_A	IF3_A	RL15_ECOLI	IF3_ECOLI	P02413	P0A707
RL15_A	RPPH_A	RL15_ECOLI	RPPH_ECOLI	P02413	P0A776
RL15_A	PYRH_A	RL15_ECOLI	PYRH_ECOLI	P02413	P0A7E9
RL15_A	RL27_A	RL15_ECOLI	RL27_ECOLI	P02413	P0A7L8
RL15_A	RNPA_A	RL15_ECOLI	RNPA_ECOLI	P02413	P0A7Y8
RL15_A	RNPA_A	RL15_ECOLI	RNPA_ECOLI	P02413	P0A7Y8
RL15_A	RPOA_A	RL15_ECOLI	RPOA_ECOLI	P02413	P0A7Z4
RL15_A	TIG_A	RL15_ECOLI	TIG_ECOLI	P02413	P0A850
RL15_A	PHOL_A	RL15_ECOLI	PHOL_ECOLI	P02413	P0A9K3
RL15_A	PHOL_A	RL15_ECOLI	PHOL_ECOLI	P02413	P0A9K3
RL15_A	RL23_A	RL15_ECOLI	RL23_ECOLI	P02413	P0ADZ0
RL15_A	SKP_G	RL15_ECOLI	SKP_ECOLI	P02413	P0AEU7
RL15_A	YJGF_A	RL15_ECOLI	YJGF_ECOLI	P02413	P0AF93
RL15_A	NUSA_A	RL15_ECOLI	NUSA_ECOLI	P02413	P0AFF6
RL15_A	SPOT_A	RL15_ECOLI	SPOT_ECOLI	P02413	P0AG24
RL15_A	SELB_A	RL15_ECOLI	SELB_ECOLI	P02413	P14081
RL15_A	SRLR_A	RL15_ECOLI	SRLR_ECOLI	P02413	P15082
RL15_A	MAK_B	RL15_ECOLI	MAK_ECOLI	P02413	P23917
RL15_A	ADIA_A	RL15_ECOLI	ADIA_ECOLI	P02413	P28629
RL15_A	RLUB_A	RL15_ECOLI	RLUB_ECOLI	P02413	P37765
RL15_A	CSRA_A	RL15_ECOLI	CSRA_ECOLI	P02413	P69913
RL15_A	YBJX_F1	RL15_ECOLI	YBJX_ECOLI	P02413	P75829
RL15_A	YNCE_G	RL15_ECOLI	YNCE_ECOLI	P02413	P76116
RL15_A	DCYD_A	RL15_ECOLI	DCYD_ECOLI	P02413	P76316
RL15_A	YGFU_B	RL15_ECOLI	YGFU_ECOLI	P02413	Q46821
PBPA_B	6PGD_A	PBPA_ECOLI	6PGD_ECOLI	P02918	P00350
PBPA_B	RL15_A	PBPA_ECOLI	RL15_ECOLI	P02918	P02413
PBPA_B	PFLB_A	PBPA_ECOLI	PFLB_ECOLI	P02918	P09373
PBPA_B	EFG_A	PBPA_ECOLI	EFG_ECOLI	P02918	P0A6M8
PBPA_B	EFTS_A	PBPA_ECOLI	EFTS_ECOLI	P02918	P0A6P1
PBPA_B	ENO_A	PBPA_ECOLI	ENO_ECOLI	P02918	P0A6P9
PBPA_B	PGK_A	PBPA_ECOLI	PGK_ECOLI	P02918	P0A799
PBPA_B	RL11_A	PBPA_ECOLI	RL11_ECOLI	P02918	P0A7J7
PBPA_B	RL19_A	PBPA_ECOLI	RL19_ECOLI	P02918	P0A7K6
PBPA_B	RL29_A	PBPA_ECOLI	RL29_ECOLI	P02918	P0A7M6
PBPA_B	RL9_A	PBPA_ECOLI	RL9_ECOLI	P02918	P0A7R1
PBPA_B	RS11_A	PBPA_ECOLI	RS11_ECOLI	P02918	P0A7R9
PBPA_B	RS16_A	PBPA_ECOLI	RS16_ECOLI	P02918	P0A7T3
PBPA_B	RS19_A	PBPA_ECOLI	RS19_ECOLI	P02918	P0A7U3
PBPA_B	GLYA_A	PBPA_ECOLI	GLYA_ECOLI	P02918	P0A825
PBPA_B	FUR_A	PBPA_ECOLI	FUR_ECOLI	P02918	P0A9A9
PBPA_B	G3P1_A	PBPA_ECOLI	G3P1_ECOLI	P02918	P0A9B2
PBPA_B	CSPC_A	PBPA_ECOLI	CSPC_ECOLI	P02918	P0A9Y6
PBPA_B	USPD_A	PBPA_ECOLI	USPD_ECOLI	P02918	P0AAB8
PBPA_B	YCCJ_A	PBPA_ECOLI	YCCJ_ECOLI	P02918	P0AB14
PBPA_B	DBHA_A	PBPA_ECOLI	DBHA_ECOLI	P02918	P0ACF0
PBPA_B	YFCZ_A	PBPA_ECOLI	YFCZ_ECOLI	P02918	P0AD33
PBPA_B	RL16_A	PBPA_ECOLI	RL16_ECOLI	P02918	P0ADY7
PBPA_B	FABG_A	PBPA_ECOLI	FABG_ECOLI	P02918	P0AEK2
PBPA_B	RISA_A	PBPA_ECOLI	RISA_ECOLI	P02918	P0AFU8
PBPA_B	RS1_A	PBPA_ECOLI	RS1_ECOLI	P02918	P0AG67
PBPA_B	RL18_A	PBPA_ECOLI	RL18_ECOLI	P02918	P0C018
PBPA_B	OSMC_A	PBPA_ECOLI	OSMC_ECOLI	P02918	P0C0L2
PBPA_B	EFTU1_F1	PBPA_ECOLI	EFTU1_ECOLI	P02918	P0CE47
PBPA_B	KATG_A	PBPA_ECOLI	KATG_ECOLI	P02918	P13029
PBPA_B	GLMS_A	PBPA_ECOLI	GLMS_ECOLI	P02918	P17169
PBPA_B	PGM_A	PBPA_ECOLI	PGM_ECOLI	P02918	P36938
PBPA_B	RL5_A	PBPA_ECOLI	RL5_ECOLI	P02918	P62399
PBPA_B	RL25_A	PBPA_ECOLI	RL25_ECOLI	P02918	P68919
PBPA_B	WRBA_B	PBPA_ECOLI	WRBA_ECOLI	P02918	P0A8G6
PBPA_B	ELAB_B	PBPA_ECOLI	ELAB_ECOLI	P02918	P0AEH5
PBPA_B	YQJD_B	PBPA_ECOLI	YQJD_ECOLI	P02918	P64581
PBPB_B	TALB_A	PBPB_ECOLI	TALB_ECOLI	P02919	P0A870
PBPB_B	HEM2_A	PBPB_ECOLI	HEM2_ECOLI	P02919	P0ACB2
PBPB_B	DBHA_A	PBPB_ECOLI	DBHA_ECOLI	P02919	P0ACF0
PBPB_B	PPSA_A	PBPB_ECOLI	PPSA_ECOLI	P02919	P23538
MELB_B	RLMN_A	MELB_ECOLI	RLMN_ECOLI	P02921	P36979
RBSB_G	SYI_A	RBSB_ECOLI	SYI_ECOLI	P02925	P00956
TONB_B	RL10_A	TONB_ECOLI	RL10_ECOLI	P02929	P0A7J3
TONB_B	RS10_A	TONB_ECOLI	RS10_ECOLI	P02929	P0A7R5
TONB_B	EXBB_B	TONB_ECOLI	EXBB_ECOLI	P02929	P0ABU7
TOLC_H	ACRB_B	TOLC_ECOLI	ACRB_ECOLI	P02930	P31224
OMPF_H	TOLA_B	OMPF_ECOLI	TOLA_ECOLI	P02931	P19934
PHOE_H	RLMN_A	PHOE_ECOLI	RLMN_ECOLI	P02932	P36979
MCP1_B	RLMN_A	MCP1_ECOLI	RLMN_ECOLI	P02942	P36979
DNAA_F1	RS7_A	DNAA_ECOLI	RS7_ECOLI	P03004	P02359
DNAA_F1	RL15_A	DNAA_ECOLI	RL15_ECOLI	P03004	P02413
DNAA_F1	DNAJ_A	DNAA_ECOLI	DNAJ_ECOLI	P03004	P08622
DNAA_F1	RL28_A	DNAA_ECOLI	RL28_ECOLI	P03004	P0A7M2
DNAA_F1	RS10_A	DNAA_ECOLI	RS10_ECOLI	P03004	P0A7R5
DNAA_F1	RS4_A	DNAA_ECOLI	RS4_ECOLI	P03004	P0A7V8
DNAA_F1	RS5_A	DNAA_ECOLI	RS5_ECOLI	P03004	P0A7W1
DNAA_F1	RS9_A	DNAA_ECOLI	RS9_ECOLI	P03004	P0A7X3
DNAA_F1	DNAB_A	DNAA_ECOLI	DNAB_ECOLI	P03004	P0ACB0
DNAA_F1	RL14_A	DNAA_ECOLI	RL14_ECOLI	P03004	P0ADY3
DNAA_F1	RL16_A	DNAA_ECOLI	RL16_ECOLI	P03004	P0ADY7
DNAA_F1	RL16_A	DNAA_ECOLI	RL16_ECOLI	P03004	P0ADY7
DNAA_F1	RS14_A	DNAA_ECOLI	RS14_ECOLI	P03004	P0AG59
DNAA_F1	RS14_A	DNAA_ECOLI	RS14_ECOLI	P03004	P0AG59
DNAA_F1	RL2_A	DNAA_ECOLI	RL2_ECOLI	P03004	P60422
DNAA_F1	RL24_A	DNAA_ECOLI	RL24_ECOLI	P03004	P60624
DNAA_F1	RL4_A	DNAA_ECOLI	RL4_ECOLI	P03004	P60723
DNAA_F1	DNAA_F1	DNAA_ECOLI	DNAA_ECOLI	P03004	P03004
DNAA_F1	NADE_A	DNAA_ECOLI	NADE_ECOLI	P03004	P18843
DNAA_F1	SYD_F1	DNAA_ECOLI	SYD_ECOLI	P03004	P21889
DPO3E_A	RL1_A	DPO3E_ECOLI	RL1_ECOLI	P03007	P0A7L0
DPO3E_A	RL33_A	DPO3E_ECOLI	RL33_ECOLI	P03007	P0A7N9
DPO3E_A	RL33_A	DPO3E_ECOLI	RL33_ECOLI	P03007	P0A7N9
DPO3E_A	RL13_A	DPO3E_ECOLI	RL13_ECOLI	P03007	P0AA10
DPO3E_A	ATP6_B	DPO3E_ECOLI	ATP6_ECOLI	P03007	P0AB98
DPO3E_A	DPO3A_A	DPO3E_ECOLI	DPO3A_ECOLI	P03007	P10443
DPO3E_A	YBIC_A	DPO3E_ECOLI	YBIC_ECOLI	P03007	P30178
DPO3E_A	DPO3E_A	DPO3E_ECOLI	DPO3E_ECOLI	P03007	P03007
DPO3E_A	CSPC_A	DPO3E_ECOLI	CSPC_ECOLI	P03007	P0A9Y6
DPO3E_A	HOLE_A	DPO3E_ECOLI	HOLE_ECOLI	P03007	P0ABS8
DPO3E_A	SSB_A	DPO3E_ECOLI	SSB_ECOLI	P03007	P0AGE0
DPO3E_A	HOLD_A	DPO3E_ECOLI	HOLD_ECOLI	P03007	P28632
DPO3E_A	YDIH_A	DPO3E_ECOLI	YDIH_ECOLI	P03007	P64476
UVRD_A	RS7_A	UVRD_ECOLI	RS7_ECOLI	P03018	P02359
UVRD_A	RS2_A	UVRD_ECOLI	RS2_ECOLI	P03018	P0A7V0
UVRD_A	UVRB_A	UVRD_ECOLI	UVRB_ECOLI	P03018	P0A8F8
UVRD_A	PHOL_A	UVRD_ECOLI	PHOL_ECOLI	P03018	P0A9K3
UVRD_A	RL13_A	UVRD_ECOLI	RL13_ECOLI	P03018	P0AA10
UVRD_A	ACCA_A	UVRD_ECOLI	ACCA_ECOLI	P03018	P0ABD5
UVRD_A	DBHA_A	UVRD_ECOLI	DBHA_ECOLI	P03018	P0ACF0
UVRD_A	RL23_A	UVRD_ECOLI	RL23_ECOLI	P03018	P0ADZ0
UVRD_A	ODP1_B	UVRD_ECOLI	ODP1_ECOLI	P03018	P0AFG8
UVRD_A	MUTS_B	UVRD_ECOLI	MUTS_ECOLI	P03018	P23909
UVRD_A	PQIB_B	UVRD_ECOLI	PQIB_ECOLI	P03018	P43671
UVRD_A	RL3_A	UVRD_ECOLI	RL3_ECOLI	P03018	P60438
UVRD_A	RL22_A	UVRD_ECOLI	RL22_ECOLI	P03018	P61175
UVRD_A	UVRD_A	UVRD_ECOLI	UVRD_ECOLI	P03018	P03018
UVRD_A	FIS_A	UVRD_ECOLI	FIS_ECOLI	P03018	P0A6R3
UVRD_A	RL29_A	UVRD_ECOLI	RL29_ECOLI	P03018	P0A7M6
UVRD_A	ARAG_F1	UVRD_ECOLI	ARAG_ECOLI	P03018	P0AAF3
UVRD_A	DBHB_A	UVRD_ECOLI	DBHB_ECOLI	P03018	P0ACF4
UVRD_A	AGAR_A	UVRD_ECOLI	AGAR_ECOLI	P03018	P0ACK2
UVRD_A	AGAR_A	UVRD_ECOLI	AGAR_ECOLI	P03018	P0ACK2
UVRD_A	SECA_F1	UVRD_ECOLI	SECA_ECOLI	P03018	P10408
UVRD_A	MUTL_A	UVRD_ECOLI	MUTL_ECOLI	P03018	P23367
UVRD_A	METN_F1	UVRD_ECOLI	METN_ECOLI	P03018	P30750
UVRD_A	SSNA_A	UVRD_ECOLI	SSNA_ECOLI	P03018	Q46812
LACI_A	LACI_A	LACI_ECOLI	LACI_ECOLI	P03023	P03023
GALR_A	GALR_A	GALR_ECOLI	GALR_ECOLI	P03024	P03024
GALR_A	DBHA_A	GALR_ECOLI	DBHA_ECOLI	P03024	P0ACF0
GALR_A	RECJ_B	GALR_ECOLI	RECJ_ECOLI	P03024	P21893
LYSR_A	ULAR_A	LYSR_ECOLI	ULAR_ECOLI	P03030	P0A9W0
YGEA_A	NUDG_A	YGEA_ECOLI	NUDG_ECOLI	P03813	P77788
KEFC_B	CLPP_A	KEFC_ECOLI	CLPP_ECOLI	P03819	P0A6G7
KEFC_B	CLPP_A	KEFC_ECOLI	CLPP_ECOLI	P03819	P0A6G7
KEFC_B	KEFC_B	KEFC_ECOLI	KEFC_ECOLI	P03819	P03819
DAPB_A	TYPH_B	DAPB_ECOLI	TYPH_ECOLI	P04036	P07650
DAPB_A	MIND_F1	DAPB_ECOLI	MIND_ECOLI	P04036	P0AEZ3
DAPB_A	ALR2_A	DAPB_ECOLI	ALR2_ECOLI	P04036	P29012
GUAA_A	GUAA_A	GUAA_ECOLI	GUAA_ECOLI	P04079	P04079
FIMA1_F4	CARB_A	FIMA1_ECOLI	CARB_ECOLI	P04128	P00968
FIMA1_F4	MURC_A	FIMA1_ECOLI	MURC_ECOLI	P04128	P17952
FIMA1_F4	CYOB_B	FIMA1_ECOLI	CYOB_ECOLI	P04128	P0ABI8
FIMA1_F4	YCIS_B	FIMA1_ECOLI	YCIS_ECOLI	P04128	P0ACV4
FIMA1_F4	YJIN_B	FIMA1_ECOLI	YJIN_ECOLI	P04128	P39385
FRSA_A	YAEB_A	FRSA_ECOLI	YAEB_ECOLI	P04335	P28634
FRSA_A	PTGA_F1	FRSA_ECOLI	PTGA_ECOLI	P04335	P69783
OTC1_A	OTC1_A	OTC1_ECOLI	OTC1_ECOLI	P04391	P04391
3MG2_A	3MG2_A	3MG2_ECOLI	3MG2_ECOLI	P04395	P04395
GSHB_A	GSHB_A	GSHB_ECOLI	GSHB_ECOLI	P04425	P04425
SYE_A	SYA_A	SYE_ECOLI	SYA_ECOLI	P04805	P00957
SYE_A	ENO_A	SYE_ECOLI	ENO_ECOLI	P04805	P0A6P9
SYE_A	SYE_A	SYE_ECOLI	SYE_ECOLI	P04805	P04805
SYE_A	YDFR_A	SYE_ECOLI	YDFR_ECOLI	P04805	P76160
AMPN_F1	CH60_A	AMPN_ECOLI	CH60_ECOLI	P04825	P0A6F5
AMPN_F1	UVRD_A	AMPN_ECOLI	UVRD_ECOLI	P04825	P03018
AMPN_F1	AMPN_F1	AMPN_ECOLI	AMPN_ECOLI	P04825	P04825
AMPN_F1	YMGD_G	AMPN_ECOLI	YMGD_ECOLI	P04825	P0AB46
AMPN_F1	NARY_F1	AMPN_ECOLI	NARY_ECOLI	P04825	P19318
AMPN_F1	HYFG_B	AMPN_ECOLI	HYFG_ECOLI	P04825	P77329
KDSB_A	DNAJ_A	KDSB_ECOLI	DNAJ_ECOLI	P04951	P08622
KDSB_A	KDSA_A	KDSB_ECOLI	KDSA_ECOLI	P04951	P0A715
KDSB_A	RL7_A	KDSB_ECOLI	RL7_ECOLI	P04951	P0A7K2
KDSB_A	YFBS_B	KDSB_ECOLI	YFBS_ECOLI	P04951	P0AFU2
KDSB_A	YFBS_B	KDSB_ECOLI	YFBS_ECOLI	P04951	P0AFU2
KDSB_A	RS1_A	KDSB_ECOLI	RS1_ECOLI	P04951	P0AG67
KDSB_A	RL4_A	KDSB_ECOLI	RL4_ECOLI	P04951	P60723
KDSB_A	KDSB_A	KDSB_ECOLI	KDSB_ECOLI	P04951	P04951
KDSB_A	DNAK_F1	KDSB_ECOLI	DNAK_ECOLI	P04951	P0A6Y8
KDSB_A	IPYR_A	KDSB_ECOLI	IPYR_ECOLI	P04951	P0A7A9
KDSB_A	DBHB_A	KDSB_ECOLI	DBHB_ECOLI	P04951	P0ACF4
KDSB_A	DCUR_A	KDSB_ECOLI	DCUR_ECOLI	P04951	P0AD01
KDSB_A	EFTU1_F1	KDSB_ECOLI	EFTU1_ECOLI	P04951	P0CE47
KDSB_A	PEPB_A	KDSB_ECOLI	PEPB_ECOLI	P04951	P37095
KDSB_A	NEMR_A	KDSB_ECOLI	NEMR_ECOLI	P04951	P67430
THD1_B	KATG_A	THD1_ECOLI	KATG_ECOLI	P04968	P13029
EX5A_A	ODP1_B	EX5A_ECOLI	ODP1_ECOLI	P04993	P0AFG8
EX5A_A	EX5A_A	EX5A_ECOLI	EX5A_ECOLI	P04993	P04993
EX5A_A	EX5C_A	EX5A_ECOLI	EX5C_ECOLI	P04993	P07648
EX5A_A	EX5B_A	EX5A_ECOLI	EX5B_ECOLI	P04993	P08394
EX5A_A	CH10_A	EX5A_ECOLI	CH10_ECOLI	P04993	P0A6F9
EX5A_A	RIBF_A	EX5A_ECOLI	RIBF_ECOLI	P04993	P0AG40
EX5A_A	TOP3_A	EX5A_ECOLI	TOP3_ECOLI	P04993	P14294
EX7L_A	EX7L_A	EX7L_ECOLI	EX7L_ECOLI	P04994	P04994
EX7L_A	YEBS_B	EX7L_ECOLI	YEBS_ECOLI	P04994	P0AD03
EX7L_A	INTQ_A	EX7L_ECOLI	INTQ_ECOLI	P04994	P76168
EX1_A	SSB_A	EX1_ECOLI	SSB_ECOLI	P04995	P0AGE0
EX1_A	SSB_A	EX1_ECOLI	SSB_ECOLI	P04995	P0AGE0
EX1_A	RECJ_B	EX1_ECOLI	RECJ_ECOLI	P04995	P21893
EX1_A	HOLC_A	EX1_ECOLI	HOLC_ECOLI	P04995	P28905
PYRC_A	PYRC_A	PYRC_ECOLI	PYRC_ECOLI	P05020	P05020
PABB_A	PABA_A	PABB_ECOLI	PABA_ECOLI	P05041	P00903
FUMC_A	RS14_A	FUMC_ECOLI	RS14_ECOLI	P05042	P0AG59
ALKB_B	ATPG_F1	ALKB_ECOLI	ATPG_ECOLI	P05050	P0ABA6
ALKB_B	YHCC_A	ALKB_ECOLI	YHCC_ECOLI	P05050	P0ADW6
PNP_A	PNP_A	PNP_ECOLI	PNP_ECOLI	P05055	P05055
PNP_A	HFQ_F1	PNP_ECOLI	HFQ_ECOLI	P05055	P0A6X3
PNP_A	HFQ_F1	PNP_ECOLI	HFQ_ECOLI	P05055	P0A6X3
PNP_A	PGK_A	PNP_ECOLI	PGK_ECOLI	P05055	P0A799
PNP_A	RECA_F1	PNP_ECOLI	RECA_ECOLI	P05055	P0A7G6
PNP_A	RL1_A	PNP_ECOLI	RL1_ECOLI	P05055	P0A7L0
PNP_A	RL9_A	PNP_ECOLI	RL9_ECOLI	P05055	P0A7R1
PNP_A	RS13_A	PNP_ECOLI	RS13_ECOLI	P05055	P0A7S9
PNP_A	RS18_A	PNP_ECOLI	RS18_ECOLI	P05055	P0A7T7
PNP_A	RS18_A	PNP_ECOLI	RS18_ECOLI	P05055	P0A7T7
PNP_A	RS3_A	PNP_ECOLI	RS3_ECOLI	P05055	P0A7V3
PNP_A	RS3_A	PNP_ECOLI	RS3_ECOLI	P05055	P0A7V3
PNP_A	RS4_A	PNP_ECOLI	RS4_ECOLI	P05055	P0A7V8
PNP_A	RS5_A	PNP_ECOLI	RS5_ECOLI	P05055	P0A7W1
PNP_A	RNPA_A	PNP_ECOLI	RNPA_ECOLI	P05055	P0A7Y8
PNP_A	METK_A	PNP_ECOLI	METK_ECOLI	P05055	P0A817
PNP_A	YACL_A	PNP_ECOLI	YACL_ECOLI	P05055	P0A8E5
PNP_A	YACL_A	PNP_ECOLI	YACL_ECOLI	P05055	P0A8E5
PNP_A	RHLB_A	PNP_ECOLI	RHLB_ECOLI	P05055	P0A8J8
PNP_A	MREB_F1	PNP_ECOLI	MREB_ECOLI	P05055	P0A9X4
PNP_A	CSPC_A	PNP_ECOLI	CSPC_ECOLI	P05055	P0A9Y6
PNP_A	CSPC_A	PNP_ECOLI	CSPC_ECOLI	P05055	P0A9Y6
PNP_A	RL13_A	PNP_ECOLI	RL13_ECOLI	P05055	P0AA10
PNP_A	RL13_A	PNP_ECOLI	RL13_ECOLI	P05055	P0AA10
PNP_A	YBCJ_A	PNP_ECOLI	YBCJ_ECOLI	P05055	P0AAS7
PNP_A	PCNB_B	PNP_ECOLI	PCNB_ECOLI	P05055	P0ABF1
PNP_A	DBHA_A	PNP_ECOLI	DBHA_ECOLI	P05055	P0ACF0
PNP_A	RS15_A	PNP_ECOLI	RS15_ECOLI	P05055	P0ADZ4
PNP_A	RL17_A	PNP_ECOLI	RL17_ECOLI	P05055	P0AG44
PNP_A	RL17_A	PNP_ECOLI	RL17_ECOLI	P05055	P0AG44
PNP_A	RL21_A	PNP_ECOLI	RL21_ECOLI	P05055	P0AG48
PNP_A	IBPA_A	PNP_ECOLI	IBPA_ECOLI	P05055	P0C054
PNP_A	IBPA_A	PNP_ECOLI	IBPA_ECOLI	P05055	P0C054
PNP_A	RNE_F1	PNP_ECOLI	RNE_ECOLI	P05055	P21513
PNP_A	MURE_A	PNP_ECOLI	MURE_ECOLI	P05055	P22188
PNP_A	RL24_A	PNP_ECOLI	RL24_ECOLI	P05055	P60624
PNP_A	RL24_A	PNP_ECOLI	RL24_ECOLI	P05055	P60624
PNP_A	RL4_A	PNP_ECOLI	RL4_ECOLI	P05055	P60723
PNP_A	RL4_A	PNP_ECOLI	RL4_ECOLI	P05055	P60723
PNP_A	RL22_A	PNP_ECOLI	RL22_ECOLI	P05055	P61175
PNP_A	YDII_A	PNP_ECOLI	YDII_ECOLI	P05055	P77781
3MG1_A	RS5_A	3MG1_ECOLI	RS5_ECOLI	P05100	P0A7W1
3MG1_A	3MG1_A	3MG1_ECOLI	3MG1_ECOLI	P05100	P05100
3MG1_A	RL29_A	3MG1_ECOLI	RL29_ECOLI	P05100	P0A7M6
3MG1_A	SYS_A	3MG1_ECOLI	SYS_ECOLI	P05100	P0A8L1
APAH_A	EFP_A	APAH_ECOLI	EFP_ECOLI	P05637	P0A6N4
APAH_A	RL10_A	APAH_ECOLI	RL10_ECOLI	P05637	P0A7J3
APAH_A	RL19_A	APAH_ECOLI	RL19_ECOLI	P05637	P0A7K6
APAH_A	RS20_A	APAH_ECOLI	RS20_ECOLI	P05637	P0A7U7
APAH_A	RS8_A	APAH_ECOLI	RS8_ECOLI	P05637	P0A7W7
APAH_A	G3P1_A	APAH_ECOLI	G3P1_ECOLI	P05637	P0A9B2
APAH_A	DBHA_A	APAH_ECOLI	DBHA_ECOLI	P05637	P0ACF0
APAH_A	HNS_A	APAH_ECOLI	HNS_ECOLI	P05637	P0ACF8
APAH_A	RS14_A	APAH_ECOLI	RS14_ECOLI	P05637	P0AG59
APAH_A	RL25_A	APAH_ECOLI	RL25_ECOLI	P05637	P68919
APAH_A	HIS7_A	APAH_ECOLI	HIS7_ECOLI	P05637	P06987
APAH_A	DNAT_A	APAH_ECOLI	DNAT_ECOLI	P05637	P0A8J2
APAH_A	YCCJ_A	APAH_ECOLI	YCCJ_ECOLI	P05637	P0AB14
APAH_A	RNE_F1	APAH_ECOLI	RNE_ECOLI	P05637	P21513
SRLD_A	SRLD_A	SRLD_ECOLI	SRLD_ECOLI	P05707	P05707
SRLD_A	YAJO_A	SRLD_ECOLI	YAJO_ECOLI	P05707	P77735
T1SK_A	T1RK_A	T1SK_ECOLI	T1RK_ECOLI	P05719	P08956
T1SK_A	DBHA_A	T1SK_ECOLI	DBHA_ECOLI	P05719	P0ACF0
T1SK_A	RL4_A	T1SK_ECOLI	RL4_ECOLI	P05719	P60723
T1SK_A	YHIN_B	T1SK_ECOLI	YHIN_ECOLI	P05719	P37631
ILVD_A	METN_F1	ILVD_ECOLI	METN_ECOLI	P05791	P30750
ILVD_A	FHUF_F1	ILVD_ECOLI	FHUF_ECOLI	P05791	P39405
BGLR_A	MACA_F2	BGLR_ECOLI	MACA_ECOLI	P05804	P75830
RECN_B	YDCP_A	RECN_ECOLI	YDCP_ECOLI	P05824	P76104
ILVY_A	ILVY_A	ILVY_ECOLI	ILVY_ECOLI	P05827	P05827
GCP_A	RL7_A	GCP_ECOLI	RL7_ECOLI	P05852	P0A7K2
GCP_A	RS10_A	GCP_ECOLI	RS10_ECOLI	P05852	P0A7R5
GCP_A	RPOA_A	GCP_ECOLI	RPOA_ECOLI	P05852	P0A7Z4
GCP_A	RPOB_A	GCP_ECOLI	RPOB_ECOLI	P05852	P0A8V2
GCP_A	GCP_A	GCP_ECOLI	GCP_ECOLI	P05852	P05852
GCP_A	RF2_A	GCP_ECOLI	RF2_ECOLI	P05852	P07012
GCP_A	METK_A	GCP_ECOLI	METK_ECOLI	P05852	P0A817
GCP_A	HYBG_A	GCP_ECOLI	HYBG_ECOLI	P05852	P0AAM7
GCP_A	EFTU1_F1	GCP_ECOLI	EFTU1_ECOLI	P05852	P0CE47
ADA_A	RPOD_A	ADA_ECOLI	RPOD_ECOLI	P06134	P00579
ADA_A	ADA_A	ADA_ECOLI	ADA_ECOLI	P06134	P06134
FTSQ_B	FTSA_F1	FTSQ_ECOLI	FTSA_ECOLI	P06136	P0ABH0
FTSQ_B	SECY_B	FTSQ_ECOLI	SECY_ECOLI	P06136	P0AGA2
FTSQ_B	FTSI_B	FTSQ_ECOLI	FTSI_ECOLI	P06136	P0AD68
FTSQ_B	FTSQ_B	FTSQ_ECOLI	FTSQ_ECOLI	P06136	P06136
FTSQ_B	OXAA_B	FTSQ_ECOLI	OXAA_ECOLI	P06136	P25714
FTSQ_B	FTSN_B	FTSQ_ECOLI	FTSN_ECOLI	P06136	P29131
FTSQ_B	YMGF_B	FTSQ_ECOLI	YMGF_ECOLI	P06136	P58034
FTSQ_B	FTSB_B	FTSQ_ECOLI	FTSB_ECOLI	P06136	P0A6S5
BTUD_F1	BTUC_B	BTUD_ECOLI	BTUC_ECOLI	P06611	P06609
BTUD_F1	BTUD_F1	BTUD_ECOLI	BTUD_ECOLI	P06611	P06611
TOP1_A	RS7_A	TOP1_ECOLI	RS7_ECOLI	P06612	P02359
TOP1_A	RL19_A	TOP1_ECOLI	RL19_ECOLI	P06612	P0A7K6
TOP1_A	RL33_A	TOP1_ECOLI	RL33_ECOLI	P06612	P0A7N9
TOP1_A	RS13_A	TOP1_ECOLI	RS13_ECOLI	P06612	P0A7S9
TOP1_A	RS20_A	TOP1_ECOLI	RS20_ECOLI	P06612	P0A7U7
TOP1_A	RS3_A	TOP1_ECOLI	RS3_ECOLI	P06612	P0A7V3
TOP1_A	RPOA_A	TOP1_ECOLI	RPOA_ECOLI	P06612	P0A7Z4
