From	To
P0A830	DCTA_ECOLI
P0A720	KTHY_ECOLI
P0A721	KTHY_SHIFL
P0AFQ9	YCFH_ECO57
P0AFQ8	YCFH_ECOL6
P0AFQ7	YCFH_ECOLI
P0ADS0	YGDH_ECO57
P0ADR9	YGDH_ECOL6
P0ADR8	YGDH_ECOLI
P0ADS1	YGDH_SHIFL
P0A892	TUSA_ECO57
P0A891	TUSA_ECOL6
P0A890	TUSA_ECOLI
P0A893	TUSA_SHIFL
P0A7B3	PPNK_ECOLI
P0A7B4	PPNK_SHIFL
P69680	AMTB_ECO57
P69681	AMTB_ECOLI
P0AFX8	RSEA_ECOL6
P0AFX7	RSEA_ECOLI
P0AC57	GLNK_ECO57
P0AC56	GLNK_ECOL6
P0AC55	GLNK_ECOLI
P0AC58	GLNK_SHIFL
P0A9U6	PUUR_ECOLI
P0A9U7	PUUR_SHIFL
P0ADV3	LPTA_ECO57
P0ADV2	LPTA_ECOL6
P0ADV1	LPTA_ECOLI
P0ADV4	LPTA_SHIFL
P0A9D3	GST_ECO57
P0A9D2	GST_ECOLI
P0A9L7	PPIC_ECO57
P0A9L6	PPIC_ECOL6
P0A9L5	PPIC_ECOLI
P0AB53	YCHN_ECO57
P0AB52	YCHN_ECOLI
P0AB54	YCHN_SHIFL
P0A6B9	ISCS_ECO57
P0A6B8	ISCS_ECOL6
P0A6B7	ISCS_ECOLI
P0A6C0	ISCS_SHIFL
P0AEN0	FLIY_ECOL6
P0AEM9	FLIY_ECOLI
P61318	LOLA_ECO57
P61317	LOLA_ECOL6
P61316	LOLA_ECOLI
P61319	LOLA_SHIFL
P0ADE8	YGFZ_ECOLI
P0ADE9	YGFZ_SHIFL
P0AEU2	HISJ_ECO57
P0AEU1	HISJ_ECOL6
P0AEU0	HISJ_ECOLI
P0A9M8	PTA_ECOLI
P0A9M9	PTA_SHIFL
P0AD02	DCUR_ECO57
P0AD01	DCUR_ECOLI
P0AEC9	DCUS_ECO57
P0AEC8	DCUS_ECOLI
P0A785	ORN_ECOL6
P0A784	ORN_ECOLI
P63179	RLMB_ECO57
P63178	RLMB_ECOL6
P63177	RLMB_ECOLI
P63180	RLMB_SHIFL
P0AF77	YJFI_ECO57
P0AF76	YJFI_ECOLI
P0A9W2	ULAR_ECO57
P0A9W1	ULAR_ECOL6
P0A9W0	ULAR_ECOLI
P0A9L3	FKBB_ECOLI
P0A9L4	FKBB_SHIFL
P0ACN2	YTFH_ECOLI
P0ACN3	YTFH_SHIFL
P0AE47	YTFL_ECO57
P0AE46	YTFL_ECOL6
P0AE45	YTFL_ECOLI
P0AF94	YJGF_ECOL6
P0AF93	YJGF_ECOLI
P0AF95	YJGF_SHIFL
P0A9Q0	IDNO_ECOL6
P0A9P9	IDNO_ECOLI
P0AAI7	FABF_ECO57
P0AAI6	FABF_ECOL6
P0AAI5	FABF_ECOLI
P0AAI8	FABF_SHIFL
P0AAT4	MSCM_ECOLI
P0AAT5	MSCM_SHIFL
P0A748	MSRB_ECO57
P0A747	MSRB_ECOL6
P0A746	MSRB_ECOLI
P0AG75	RUSA_ECOL6
P0AG74	RUSA_ECOLI
P0A9C3	GALM_ECOLI
P0A9C4	GALM_SHIFL
P0AER4	GLTJ_ECOL6
P0AER3	GLTJ_ECOLI
P0AAG4	GLTL_ECO57
P0AAG3	GLTL_ECOLI
P62533	PAPK_ECOL6
P62532	PAPK_ECOLX
P0AGK6	YHBY_ECO57
P0AGK5	YHBY_ECOL6
P0AGK4	YHBY_ECOLI
P0AGK7	YHBY_SHIFL
P67661	YHAJ_ECO57
P67660	YHAJ_ECOLI
P0AGL3	TDCF_ECOL6
P0AGL2	TDCF_ECOLI
P0AGL4	TDCF_SHIFL
P0ACK4	AGAR_ECO57
P0ACK3	AGAR_ECOL6
P0ACK2	AGAR_ECOLI
P0C8K0	KBAZ_ECOLI
P0C8K1	KBAZ_ECOLX
P0AB76	KBAY_ECO57
P0AB75	KBAY_ECOL6
P0AB74	KBAY_ECOLI
P0AES0	GSP_ECOLI
P0AES1	GSP_SHIFL
P64605	MLAD_ECO57
P64604	MLAD_ECOLI
P63388	MLAF_ECO57
P63387	MLAF_ECOL6
P63386	MLAF_ECOLI
P0ADW1	LPTC_ECO57
P0ADW0	LPTC_ECOL6
P0ADV9	LPTC_ECOLI
P0ADW2	LPTC_SHIFL
P0A762	NANE_ECOL6
P0A761	NANE_ECOLI
P0A8W0	NANR_ECOLI
P0A8W1	NANR_SHIFL
P67762	YHBP_ECOLI
P67763	YHBP_SHIFL
P0ADW7	YHCC_ECO57
P0ADW6	YHCC_ECOLI
P0AEQ2	GLCG_ECOL6
P0AEQ1	GLCG_ECOLI
P0AAZ6	RARA_ECO57
P0AAZ5	RARA_ECOL6
P0AAZ4	RARA_ECOLI
P67088	RSMI_ECO57
P67087	RSMI_ECOLI
P64625	YHEO_ECOL6
P64624	YHEO_ECOLI
P64626	YHEO_SHIFL
P63390	YHES_ECO57
P63389	YHES_ECOLI
P0A8E6	YACL_ECO57
P0A8E5	YACL_ECOLI
P0AAS7	YBCJ_ECOLI
P0AAS8	YBCJ_SHIFL
P67664	AAER_ECO57
P67663	AAER_ECOL6
P67662	AAER_ECOLI
P0ACH0	HSLR_ECO57
P0ACG9	HSLR_ECOL6
P0ACG8	HSLR_ECOLI
P0A6Y7	HSLO_ECO57
P0A6Y6	HSLO_ECOL6
P0A6Y5	HSLO_ECOLI
P0AFR5	YCIO_ECOL6
P0AFR4	YCIO_ECOLI
P0AFR6	YCIO_SHIFL
P0AFY0	RSEB_ECO57
P0AFX9	RSEB_ECOLI
P0AFY1	RSEB_SHIFL
P0ACP6	GNTR_ECOL6
P0ACP5	GNTR_ECOLI
P0A9G9	MODE_ECO57
P0A9G8	MODE_ECOLI
P0A9H0	MODE_SHIFL
P60845	AQPZ_ECOL6
P60844	AQPZ_ECOLI
O68874	AQPZ_SHIFL
P0A8I2	RUVX_ECOL6
P0A8I1	RUVX_ECOLI
P67082	YGGS_ECO57
P67081	YGGS_ECOL6
P67080	YGGS_ECOLI
P0A8P4	FETP_ECO57
P0A8P3	FETP_ECOLI
P0A8P5	FETP_SHIFL
P0ADU6	YGIW_ECO57
P0ADU5	YGIW_ECOLI
P0AEH7	ELAB_ECO57
P0AEH6	ELAB_ECOL6
P0AEH5	ELAB_ECOLI
P0AFS4	FOLM_ECO57
P0AFS3	FOLM_ECOLI
P0A9X3	ZNUC_ECO57
P0A9X2	ZNUC_ECOL6
P0A9X1	ZNUC_ECOLI
P0ABS0	MHPB_ECO57
P0ABR9	MHPB_ECOLI
P0ACJ7	YBAO_ECO57
P0ACJ6	YBAO_ECOL6
P0ACJ5	YBAO_ECOLI
P0AAP4	FRMR_ECOL6
P0AAP3	FRMR_ECOLI
P0A992	ALF1_ECOL6
P0A991	ALF1_ECOLI
P77199	YAIT_ECOLI
P0AFP2	YBAZ_ECOLI
P0AFP3	YBAZ_SHIFL
P64436	YBCW_ECO57
P64435	YBCW_ECOLI
P0A9U1	YBHF_ECOLI
P0A9U2	YBHF_SHIFL
P0A9U5	YBIT_ECO57
P0A9U4	YBIT_ECOL6
P0A9U3	YBIT_ECOLI
P0A8C3	YBJQ_ECO57
P0A8C2	YBJQ_ECOL6
P0A8C1	YBJQ_ECOLI
P0A8Q8	CLPS_ECO57
P0A8Q7	CLPS_ECOL6
P0A8Q6	CLPS_ECOLI
P0A8Q9	CLPS_SHIFL
P0AB66	ACYP_ECO57
P0AB65	ACYP_ECOLI
P69433	PGAD_ECO57
P69432	PGAD_ECOLI
P0A6S3	FLGI_ECOLI
P0A6S4	FLGI_SHIFL
P0AEI8	NUDJ_ECO57
P0AEI7	NUDJ_ECOL6
P0AEI6	NUDJ_ECOLI
P0AEI9	NUDJ_SHIFL
P0A8L9	YCIU_ECO57
P0A8L8	YCIU_ECOL6
P0A8L7	YCIU_ECOLI
P69854	DMSD_ECO57
P69853	DMSD_ECOLI
P69855	DMSD_SHIFL
P64469	CNU_ECO57
P64468	CNU_ECOL6
P64467	CNU_ECOLI
P64470	CNU_SHIFL
P67431	NEMR_ECOL6
P67430	NEMR_ECOLI
P64477	YDIH_ECO57
P64476	YDIH_ECOLI
P64478	YDIH_SHIFL
P0AE61	CEDA_ECO57
P0AE60	CEDA_ECOLI
P0AE62	CEDA_SHIFL
P0AA92	YEAY_ECOL6
P0AA91	YEAY_ECOLI
P0AEK1	EXOX_ECOL6
P0AEK0	EXOX_ECOLI
P0A8A3	YEEN_ECOL6
P0A8A2	YEEN_ECOLI
P0A8M8	YEEX_ECO57
P0A8M7	YEEX_ECOL6
P0A8M6	YEEX_ECOLI
P0A8M9	YEEX_SHIFL
P0A931	WZA_ECO57
P0A930	WZA_ECOLI
P0ACM7	YEGW_ECO57
P0ACM6	YEGW_ECOL6
P0ACM5	YEGW_ECOLI
P0ACM8	YEGW_SHIFL
P0A8W9	YFBU_ECOL6
P0A8W8	YFBU_ECOLI
P65644	EUTT_ECOL6
P65643	EUTT_ECOLI
P0A771	MNTH_ECO57
P0A770	MNTH_ECOL6
P0A769	MNTH_ECOLI
P0ACX3	YDHR_ECOLI
P0ACX4	YDHR_SHIFL
P0ADY2	PPID_ECOL6
P0ADY1	PPID_ECOLI
P0AEB6	YNAI_ECO57
P0AEB5	YNAI_ECOLI
P0A6P6	DER_ECO57
P0A6P5	DER_ECOLI
P0ACX7	YDHZ_ECO57
P0ACX6	YDHZ_ECOL6
P0ACX5	YDHZ_ECOLI
P0ACX8	YDHZ_SHIFL
P0ACD6	NIFU_ECO57
P0ACD5	NIFU_ECOL6
P0ACD4	NIFU_ECOLI
P0ACD7	NIFU_SHIFL
P0A9K5	PHOL_ECO57
P0A9K4	PHOL_ECOL6
P0A9K3	PHOL_ECOLI
P0A9K6	PHOL_SHIFL
P0A898	RRMF_ECOLI
P0A899	RRMF_SHIFL
P0ACY5	YEAG_ECO57
P0ACY4	YEAG_ECOL6
P0ACY3	YEAG_ECOLI
P0AAE6	ARCD_ECOL6
P0AAE5	ARCD_ECOLI
P0AAE7	ARCD_SHIFL
P0A6W2	GLSA2_ECO57
P0A6W1	GLSA2_ECOL6
P0A6W0	GLSA2_ECOLI
P0A8E9	YAJQ_ECO57
P0A8E8	YAJQ_ECOL6
P0A8E7	YAJQ_ECOLI
P0AEW2	HYFE_ECO57
P0AEW1	HYFE_ECOLI
P0AEW3	HYFE_SHIFL
P0ACD0	WCAB_ECO57
P0ACC9	WCAB_ECOLI
P0ACD1	WCAB_SHIFL
P0ADI1	PINR_ECOL6
P0ADI0	PINR_ECOLI
P0ABF5	EUTM_ECOL6
P0ABF4	EUTM_ECOLI
P0AEI3	MIAB_ECO57
P0AEI2	MIAB_ECOL6
P0AEI1	MIAB_ECOLI
P0CF66	INSE1_ECOLI
P0CF67	INSE2_ECOLI
P0CF68	INSE3_ECOLI
P0CF69	INSE4_ECOLI
P0CF70	INSE5_ECOLI
P0CF71	INSE6_ECOLI
P0CF72	INSE7_ECOLI
P0CF73	INSEC_ECO11
P0ADH4	INSEP_ECO11
P0A960	YFBQ_ECOL6
P0A959	YFBQ_ECOLI
P0A961	YFBQ_SHIFL
P0ACN6	ALLR_ECO57
P0ACN5	ALLR_ECOL6
P0ACN4	ALLR_ECOLI
P0A9I2	CITE_ECOL6
P0A9I1	CITE_ECOLI
P0AAB7	GALF_ECO57
P0AAB6	GALF_ECOLI
P0AFI1	OXC_ECO57
P0AFI0	OXC_ECOLI
P69909	DCEA_ECOL6
P69908	DCEA_ECOLI
P0AC21	FOLX_ECO57
P0AC20	FOLX_ECOL6
P0AC19	FOLX_ECOLI
P0AC22	FOLX_SHIFL
P02929	TONB_ECOLI
P64576	YGHW_ECO57
P64575	YGHW_ECOL6
P64574	YGHW_ECOLI
P64577	YGHW_SHIFL
P64588	YQJI_ECOLI
P64589	YQJI_SHIFL
P0A6S6	FTSB_ECO57
P0A6S5	FTSB_ECOLI
P65871	QUED_ECO57
P65870	QUED_ECOLI
P65872	QUED_SHIFL
P65293	YGDI_ECOL6
P65292	YGDI_ECOLI
P0AGF3	YGDK_ECO57
P0AGF2	YGDK_ECOLI
P0A778	RPPH_ECO57
P0A777	RPPH_ECOL6
P0A776	RPPH_ECOLI
P0A779	RPPH_SHIFL
P0A8V0	RNZ_ECOLI
P0A8V1	RNZ_SHIFL
P0A980	CSPG_ECO57
P0A979	CSPG_ECOL6
P0A978	CSPG_ECOLI
P0A981	CSPG_SHIFL
P0ABR3	DINI_ECO57
P0ABR2	DINI_ECOL6
P0ABR1	DINI_ECOLI
P0ABR4	DINI_SHIFL
P0ADQ9	YGAM_ECO57
P0ADQ8	YGAM_ECOL6
P0ADQ7	YGAM_ECOLI
P60474	UPPS_ECO57
P60473	UPPS_ECOL6
P60472	UPPS_ECOLI
P60475	UPPS_SHIFL
P0AC85	GLO2_ECO57
P0AC84	GLO2_ECOLI
P0AEF6	DPIA_ECO57
P0AEF5	DPIA_ECOL6
P0AEF4	DPIA_ECOLI
P0AEF7	DPIA_SHIFL
P0AEW0	HYCI_ECO57
P0AEV9	HYCI_ECOLI
P0AC82	LGUL_ECO57
P0AC81	LGUL_ECOLI
P0AC83	LGUL_SHIFL
P0ACT8	UIDR_ECO57
P0ACT7	UIDR_ECOL6
P0ACT6	UIDR_ECOLI
P0ACT9	UIDR_SHIFL
P61891	MDH_ECO57
P61890	MDH_ECOL6
P61889	MDH_ECOLI
P56614	YMDF_ECOLI
